t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
2.563,2.5549,-1.3611,0.0000,HEAVY,STABLE,HEAVY,MICE
5.122,2.1236,0.2946,0.0000,HEAVY,STABLE,HEAVY,MICE
7.701,4.2234,-1.0500,0.0000,HEAVY,STABLE,HEAVY,MICE
10.269,-0.4571,0.8597,0.0000,HEAVY,STABLE,HEAVY,MICE
12.845,5.4104,-0.4703,0.0000,HEAVY,STABLE,HEAVY,MICE
15.386,0.6900,-0.3457,0.0000,HEAVY,STABLE,HEAVY,MICE
17.946,2.1865,-0.3321,0.0000,HEAVY,STABLE,HEAVY,MICE
20.522,6.1069,-0.1661,0.0000,HEAVY,STABLE,HEAVY,MICE
23.109,1.8110,0.2707,0.0000,HEAVY,STABLE,HEAVY,MICE
25.658,3.3802,0.4411,0.0000,HEAVY,STABLE,HEAVY,MICE
28.218,-3.7719,-0.7101,0.0000,HEAVY,STABLE,HEAVY,MICE
30.795,1.9295,0.4135,0.0000,HEAVY,STABLE,HEAVY,MICE
33.355,2.8530,-0.7681,0.0000,HEAVY,STABLE,HEAVY,MICE
35.929,3.8593,0.6159,0.0000,HEAVY,STABLE,HEAVY,MICE
38.503,4.0065,0.0595,0.0000,HEAVY,STABLE,HEAVY,MICE
41.078,1.5385,0.6357,0.0000,HEAVY,STABLE,HEAVY,MICE
43.660,1.2559,-0.5054,0.0000,HEAVY,STABLE,HEAVY,MICE
46.224,-2.0705,-0.1879,0.0000,HEAVY,STABLE,HEAVY,MICE
48.797,6.9830,0.0008,0.0000,HEAVY,STABLE,HEAVY,MICE
51.364,-0.5959,-0.3644,0.0000,HEAVY,STABLE,HEAVY,MICE
53.942,-2.3173,0.0589,0.0000,HEAVY,STABLE,HEAVY,MICE
56.512,2.5095,-0.0004,0.0000,HEAVY,STABLE,HEAVY,MICE
59.087,0.4114,-0.1289,0.0000,HEAVY,STABLE,HEAVY,MICE
61.661,3.7970,-0.6839,0.0000,HEAVY,STABLE,HEAVY,MICE
64.238,-2.5637,-0.2346,0.0000,HEAVY,STABLE,HEAVY,MICE
66.810,4.1330,-0.2235,0.0000,HEAVY,STABLE,HEAVY,MICE
69.394,4.8230,-0.4352,0.0000,HEAVY,STABLE,HEAVY,MICE
71.956,0.0192,0.7301,0.0000,HEAVY,STABLE,HEAVY,MICE
74.539,-3.6264,0.1877,0.0000,HEAVY,STABLE,HEAVY,MICE
77.100,4.2807,-0.0943,0.0000,HEAVY,STABLE,HEAVY,MICE
79.677,-5.4658,0.2239,0.0000,HEAVY,STABLE,HEAVY,MICE
82.253,0.4598,0.1648,0.0000,HEAVY,STABLE,HEAVY,MICE
84.832,1.8469,-0.1881,0.0000,HEAVY,STABLE,HEAVY,MICE
87.407,0.2003,0.0474,0.0000,HEAVY,STABLE,HEAVY,MICE
89.979,-5.5552,0.0589,0.0000,HEAVY,STABLE,HEAVY,MICE
92.554,-2.9938,0.0825,0.0000,HEAVY,STABLE,HEAVY,MICE
95.124,-2.7109,0.4594,0.0000,HEAVY,STABLE,HEAVY,MICE
97.688,1.8458,-0.2720,0.0000,HEAVY,STABLE,HEAVY,MICE
100.263,3.3258,-0.3078,0.0000,HEAVY,STABLE,HEAVY,MICE
102.837,-5.5884,0.3180,0.0000,HEAVY,STABLE,HEAVY,MICE
105.413,-0.6406,-0.2706,0.0000,HEAVY,STABLE,HEAVY,MICE
107.989,2.9127,0.0942,0.0000,HEAVY,STABLE,HEAVY,MICE
110.564,-2.8660,-0.2120,0.0000,HEAVY,STABLE,HEAVY,MICE
113.124,1.5586,0.0134,0.0000,HEAVY,STABLE,HEAVY,MICE
115.678,-1.2836,-0.5218,0.0000,HEAVY,STABLE,HEAVY,MICE
118.239,-0.1312,0.1895,0.0000,HEAVY,STABLE,HEAVY,MICE
120.777,-2.5455,0.1057,0.0000,HEAVY,STABLE,HEAVY,MICE
123.333,-2.7465,-0.0842,0.0000,HEAVY,STABLE,HEAVY,MICE
125.918,-3.5285,0.4800,0.0000,HEAVY,STABLE,HEAVY,MICE
128.481,2.4471,-1.0849,0.0000,HEAVY,STABLE,HEAVY,MICE
131.055,2.1092,0.0707,0.0000,HEAVY,STABLE,HEAVY,MICE
133.613,1.2516,0.4470,0.0000,HEAVY,STABLE,HEAVY,MICE
