t_s,drop_rate_per_s,drops_exp,backlog_pkts,throughput_mbps,rtt_proxy_ms,active_flows,elephant_flows,mice_flows,elephant_ratio,regime,trajectory,predicted_regime,workload_profile,target_ms,interval_ms,limit_pkts,quantum_bytes
116.402,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
116.509,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
116.617,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
116.727,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
116.834,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
116.942,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
117.050,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
117.159,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
117.267,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
117.376,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
117.484,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
117.594,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
117.703,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
117.811,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
117.919,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
118.028,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
118.136,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
118.243,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
118.352,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
118.460,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
118.569,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
118.677,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
118.784,0.0000,3001248,0,0.0000,0.042,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
118.898,0.0000,3001248,0,0.0069,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
119.007,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
119.114,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
119.223,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
119.329,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
119.437,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
119.544,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
119.652,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
119.758,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
119.864,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
119.970,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
120.077,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
120.184,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
120.291,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
120.399,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
120.508,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
120.615,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
120.720,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
120.827,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
120.935,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
121.042,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
121.150,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
121.257,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
121.365,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
121.472,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
121.580,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
121.689,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
121.796,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
121.904,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
122.011,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
122.118,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
122.225,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
122.332,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
122.439,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
122.545,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
122.652,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
122.761,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
122.869,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
122.976,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
123.084,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
123.191,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
123.297,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
123.400,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
123.504,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
123.609,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
123.713,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
123.817,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
123.921,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
124.024,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
124.129,0.0000,3001248,0,0.0000,0.047,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
124.237,0.0000,3001248,0,0.0072,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
124.342,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
124.448,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
124.554,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
124.662,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
124.767,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
124.870,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
124.975,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
125.079,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
125.184,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
125.289,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
125.395,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
125.500,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
125.605,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
125.710,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
125.816,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
125.921,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
126.027,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
126.132,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
126.241,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
126.350,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
126.458,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
126.567,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
126.675,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
126.784,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
126.892,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
127.000,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
127.108,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
127.217,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
127.325,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
127.434,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
127.541,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
127.650,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
127.757,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
127.865,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
127.973,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
128.081,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
128.188,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
128.297,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
128.407,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
128.515,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
128.624,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
128.732,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
128.841,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
128.948,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
129.057,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
129.165,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
129.275,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
129.383,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
129.491,0.0000,3001248,0,0.0000,0.060,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
129.606,0.0000,3001248,0,0.0069,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
129.714,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
129.822,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
129.930,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
130.039,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
130.148,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
130.254,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
130.362,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
130.470,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
130.579,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
130.688,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
130.795,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
130.904,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
131.012,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
131.122,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
131.228,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
131.338,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
131.447,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
131.554,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
131.663,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
131.770,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
131.879,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
131.988,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
132.097,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
132.206,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
132.313,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
132.421,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
132.529,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
132.639,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
132.747,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
132.856,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
132.964,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
133.072,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
133.181,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
133.288,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
133.396,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
133.504,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
133.612,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
133.722,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
133.831,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
133.940,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
134.049,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
134.156,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
134.264,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
134.370,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
134.477,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
134.584,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
134.691,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
134.798,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
134.905,0.0000,3001248,0,0.0000,0.054,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
135.019,0.0000,3001248,0,0.0070,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
135.126,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
135.233,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
135.341,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
135.449,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
135.556,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
135.664,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
135.770,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
135.878,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
135.986,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
136.093,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
136.201,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
136.309,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
136.415,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
136.523,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
136.631,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
136.739,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
136.846,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
136.954,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
137.063,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
137.170,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
137.278,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
137.386,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
137.491,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
137.600,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
137.707,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
137.816,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
137.923,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
138.031,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
138.138,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
138.246,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
138.354,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
138.460,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
138.568,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
