t_s,drop_rate_per_s,drops_exp,backlog_pkts,throughput_mbps,rtt_proxy_ms,active_flows,elephant_flows,mice_flows,elephant_ratio,regime,trajectory,predicted_regime,workload_profile,target_ms,interval_ms,limit_pkts,quantum_bytes
138.676,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
138.783,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
138.892,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
139.001,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
139.108,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
139.215,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
139.323,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
139.432,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
139.538,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
139.646,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
139.753,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
139.861,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
139.969,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
140.077,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
140.186,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
140.295,0.0000,3001248,0,0.0000,0.048,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
140.409,0.0000,3001248,0,0.0070,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
140.516,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
140.623,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
140.731,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
140.838,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
140.946,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
141.054,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
141.161,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
141.269,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
141.376,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
141.485,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
141.590,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
141.699,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
141.805,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
141.913,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
142.020,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
142.128,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
142.236,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
142.343,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
142.451,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
142.559,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
142.667,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
142.775,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
142.882,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
142.988,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
143.096,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
143.203,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
143.310,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
143.418,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
143.525,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
143.632,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
143.740,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
143.848,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
143.956,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
144.065,0.0000,3001248,0,0.0000,0.055,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,1.02,50.0,256,300
