========================================================================
  Adaptive RED Controller  —  Floyd, Gummadi & Shenker (ICSI 2001)
  ns=ns_router  iface=veth_rs  duration=660s
  min_th=20  max_th=300  max_p=0.5
  W_Q=0.002  alpha=0.01  beta=0.9
========================================================================
  NOTE: Adaptive RED adapts max_p (drop prob) mapped to target/limit
  It does NOT use gradient prediction, eBPF, or workload profiles
========================================================================
  t(s)    avg_q       dr/s      bl    tput   max_p   target  limit   adj
 461.9     13.6      203.5      16    5.00   0.010    4.8ms    993     3
 462.4     13.6      220.3      12    5.00   0.010    4.8ms    993     3
 462.9     13.6      191.5      14    5.00   0.010    4.8ms    993     3
 463.4     13.6      180.4      12    4.99   0.010    4.8ms    993     3
 463.9     13.6      180.5      15    5.00   0.010    4.8ms    993     3
 464.4     13.6      192.7      13    5.01   0.010    4.8ms    993     3
 464.9     13.6      194.7      20    5.01   0.010    4.8ms    993     3
 465.4     13.7      198.2      25    4.99   0.010    4.8ms    993     3
 465.9     13.7      212.1      16    4.99   0.010    4.8ms    993     3
 466.4     13.7      200.7      14    5.01   0.010    4.8ms    993     3
 466.9     13.7      190.7      14    5.00   0.010    4.8ms    993     3
 467.4     13.7      220.4      21    5.00   0.010    4.8ms    993     3
 467.9     13.7      192.3      14    4.99   0.010    4.8ms    993     3
 468.4     13.7      184.8      20    5.01   0.010    4.8ms    993     3
 468.9     13.7      204.4      18    5.00   0.010    4.8ms    993     3
 469.4     13.7      198.6      16    5.00   0.010    4.8ms    993     3
 469.9     13.7      202.1      13    4.99   0.010    4.8ms    993     3
 470.4     13.7      188.8      15    5.01   0.010    4.8ms    993     3
 470.9     13.7      202.4      17    5.00   0.010    4.8ms    993     3
 471.4     13.7      208.3      16    5.00   0.010    4.8ms    993     3
 471.9     13.7      196.1      13    5.01   0.010    4.8ms    993     3
 472.4     13.7      204.5      13    5.00   0.010    4.8ms    993     3
 472.9     13.7      198.2      15    4.99   0.010    4.8ms    993     3
 473.5     13.7      196.2      15    4.99   0.010    4.8ms    993     3
 474.0     13.7      194.5      11    5.00   0.010    4.8ms    993     3
 474.5     13.7      190.0      17    5.01   0.010    4.8ms    993     3
 475.0     13.7      192.8      16    5.01   0.010    4.8ms    993     3
 475.5     13.7      202.0      19    4.99   0.010    4.8ms    993     3
 476.0     13.7      226.1      16    5.00   0.010    4.8ms    993     3
 476.5     13.7      200.6      18    5.00   0.010    4.8ms    993     3
 477.0     13.7      194.6      11    5.00   0.010    4.8ms    993     3
 477.5     13.7      197.9      11    5.01   0.010    4.8ms    993     3
 478.0     13.7      190.1      18    4.99   0.010    4.8ms    993     3
 478.5     13.7      194.4      16    5.00   0.010    4.8ms    993     3
 479.0     13.8      199.8      16    5.01   0.010    4.8ms    993     3
 479.5     13.7      174.6       0    5.00   0.010    4.8ms    993     3
 480.0     13.7      192.3      21    4.99   0.010    4.8ms    993     3
 480.5     13.8      192.4      22    5.00   0.010    4.8ms    993     3
 481.0     13.8      217.9      15    4.99   0.010    4.8ms    993     3
 481.5     13.8      208.0      13    5.01   0.010    4.8ms    993     3
 482.0     13.8      182.5      15    5.00   0.010    4.8ms    993     3
 482.5     13.8      194.9      21    5.01   0.010    4.8ms    993     3
 483.0     13.7      198.1       0    4.99   0.010    4.8ms    993     3
 483.5     13.7      202.6       0    5.00   0.010    4.8ms    993     3
 484.0     13.7      210.5      15    5.00   0.010    4.8ms    993     3
 484.5     13.7      202.2      14    4.99   0.010    4.8ms    993     3
 485.1     13.7      194.6      15    5.00   0.010    4.8ms    993     3
 485.6     13.7      196.7      14    5.00   0.010    4.8ms    993     3
 486.1     13.7      184.4      13    5.00   0.010    4.8ms    993     3
 486.6     13.7      212.1      14    4.99   0.010    4.8ms    993     3
 487.1     13.7      208.1      11    5.02   0.010    4.8ms    993     3
 487.6     13.7      200.6      19    4.98   0.010    4.8ms    993     3
 488.1     13.7      192.7      21    5.01   0.010    4.8ms    993     3
 488.6     13.8      204.6      19    5.00   0.010    4.8ms    993     3
 489.1     13.8      210.6      16    5.00   0.010    4.8ms    993     3
 489.6     13.8      192.3      11    4.99   0.010    4.8ms    993     3
 490.1     13.8      192.6      19    5.00   0.010    4.8ms    993     3
 490.6     13.8      184.3      21    4.99   0.010    4.8ms    993     3
 491.1     13.8      198.2      20    5.02   0.010    4.8ms    993     3
 491.6     13.8      208.5      18    4.98   0.010    4.8ms    993     3
 492.1     13.8      221.9      14    5.02   0.010    4.8ms    993     3
 492.6     13.8      192.4      20    5.00   0.010    4.8ms    993     3
 493.1     13.8      198.6      15    5.00   0.010    4.8ms    993     3
 493.6     13.8      180.6      15    5.00   0.010    4.8ms    993     3
 494.1     13.8      190.7      18    5.00   0.010    4.8ms    993     3
 494.6     13.8      178.6      17    5.00   0.010    4.8ms    993     3
 495.1     13.8      200.2      20    4.99   0.010    4.8ms    993     3
 495.6     13.8      206.6      15    5.00   0.010    4.8ms    993     3
 496.1     13.8      182.8      14    5.01   0.010    4.8ms    993     3
 496.6     13.8      208.4      11    5.00   0.010    4.8ms    993     3
 497.1     13.8      182.4      19    4.99   0.010    4.8ms    993     3
 497.7     13.9      188.5      15    5.00   0.010    4.8ms    993     3
 498.2     13.9      196.2      16    4.99   0.010    4.8ms    993     3
 498.7     13.9      188.2      19    4.99   0.010    4.8ms    993     3
 499.2     13.9      182.5      18    5.00   0.010    4.8ms    993     3
 499.7     13.8      169.0       0    5.01   0.010    4.8ms    993     3
 500.2     13.9      202.7      17    5.01   0.010    4.8ms    993     3
 500.7     13.9      204.7      13    5.01   0.010    4.8ms    993     3
 501.2     13.9      176.6      16    5.00   0.010    4.8ms    993     3
 501.7     13.9      194.6      16    5.00   0.010    4.8ms    993     3
 502.2     13.9      180.8      18    4.98   0.010    4.8ms    993     3
 502.7     13.9      208.7      21    5.01   0.010    4.8ms    993     3
 503.2     13.9      198.3      18    5.00   0.010    4.8ms    993     3
 503.7     13.9      192.1       8    5.01   0.010    4.8ms    993     3
 504.2     13.9      202.5      11    5.00   0.010    4.8ms    993     3
 504.7     13.9      186.6      14    4.98   0.010    4.8ms    993     3
 505.2     13.8      198.8       0    5.01   0.010    4.8ms    993     3
 505.7     13.9      198.3      22    5.00   0.010    4.8ms    993     3
 506.2     13.9      217.5      18    5.01   0.010    4.8ms    993     3
 506.7     13.9      210.6      16    5.01   0.010    4.8ms    993     3
 507.2     13.9      182.6      14    5.00   0.010    4.8ms    993     3
 507.7     13.9      194.2      16    4.99   0.010    4.8ms    993     3
 508.2     13.9      196.7      18    5.01   0.010    4.8ms    993     3
 508.7     13.9      238.3      11    5.00   0.010    4.8ms    993     3
 509.2     13.9      192.7      16    5.01   0.010    4.8ms    993     3
 509.7     13.9      188.4      18    5.00   0.010    4.8ms    993     3
 510.2     13.9      192.7      19    5.01   0.010    4.8ms    993     3
 510.8     13.9      214.4      18    4.98   0.010    4.8ms    993     3
 511.3     13.9      198.5      18    5.00   0.010    4.8ms    993     3
 511.8     13.9      192.3      20    5.00   0.010    4.8ms    993     3
 512.3     13.9      210.2      16    5.02   0.010    4.8ms    993     3
 512.8     14.0      208.6      22    5.00   0.010    4.8ms    993     3
 513.3     13.9      198.4      12    5.00   0.010    4.8ms    993     3
 513.8     13.9      198.0      11    4.99   0.010    4.8ms    993     3
 514.3     14.0      177.8      18    5.00   0.010    4.8ms    993     3
 514.8     14.0      194.6      22    5.00   0.010    4.8ms    993     3
 515.3     14.0      217.7      16    5.01   0.010    4.8ms    993     3
 515.8     14.0      184.5      21    5.00   0.010    4.8ms    993     3
 516.3     14.0      190.5      20    5.00   0.010    4.8ms    993     3
 516.8     14.0      206.3      14    5.00   0.010    4.8ms    993     3
 517.3     14.0      168.1      17    5.01   0.010    4.8ms    993     3
 517.8     14.0      196.7      17    4.98   0.010    4.8ms    993     3
 518.3     14.0      194.6      14    5.00   0.010    4.8ms    993     3
 518.8     14.0      210.3       7    5.00   0.010    4.8ms    993     3
 519.3     14.0      207.6      13    5.01   0.010    4.8ms    993     3
 519.8     14.0      220.2       6    5.00   0.010    4.8ms    993     3
 520.3     14.0      188.1      10    4.99   0.010    4.8ms    993     3
 520.8     14.0      197.7      13    5.01   0.010    4.8ms    993     3
 521.3     14.0      192.3      21    5.02   0.010    4.8ms    993     3
 521.8     14.0      206.3      18    5.00   0.010    4.8ms    993     3
 522.4     14.0      204.0      16    4.99   0.010    4.8ms    993     3
 522.9     14.0      194.3      13    5.00   0.010    4.8ms    993     3
 523.4     14.0      200.2      14    5.02   0.010    4.8ms    993     3
 523.9     14.0      190.5      16    5.00   0.010    4.8ms    993     3
 524.4     14.0      200.1      17    4.99   0.010    4.8ms    993     3
 524.9     14.0      200.1      13    5.02   0.010    4.8ms    993     3
 525.4     14.0      186.8      16    4.98   0.010    4.8ms    993     3
 525.9     14.0      154.5      15    5.01   0.010    4.8ms    993     3
 526.4     14.0      168.3      19    4.99   0.010    4.8ms    993     3
 526.9     14.0      210.4      14    5.00   0.010    4.8ms    993     3
 527.4     14.0      188.8      17    5.01   0.010    4.8ms    993     3
 527.9     14.0      199.9      15    4.99   0.010    4.8ms    993     3
 528.4     14.0      188.3      18    5.02   0.010    4.8ms    993     3
 528.9     14.0      190.7      17    4.98   0.010    4.8ms    993     3
 529.4     14.0      226.3      13    5.00   0.010    4.8ms    993     3
 529.9     14.0      179.9      17    5.00   0.010    4.8ms    993     3
 530.4     14.0      166.2      18    5.01   0.010    4.8ms    993     3
 530.9     14.1      160.6      19    4.99   0.010    4.8ms    993     3
 531.4     14.1      170.6      20    5.00   0.010    4.8ms    993     3
 531.9     14.1      198.5      17    5.00   0.010    4.8ms    993     3
 532.4     14.1      187.9      19    5.01   0.010    4.8ms    993     3
 532.9     14.1      212.3      16    5.00   0.010    4.8ms    993     3
 533.5     14.1      203.8      18    5.01   0.010    4.8ms    993     3
 534.0     14.1      188.3      13    4.99   0.010    4.8ms    993     3
 534.5     14.1      200.3      16    5.00   0.010    4.8ms    993     3
 535.0     14.1      205.7      13    5.01   0.010    4.8ms    993     3
 535.5     14.1      185.8      18    5.00   0.010    4.8ms    993     3
 536.0     14.1      217.2      15    5.00   0.010    4.8ms    993     3
 536.5     14.1      182.4      17    4.99   0.010    4.8ms    993     3
 537.0     14.1      217.9      17    4.99   0.010    4.8ms    993     3
 537.5     14.1      182.8      18    5.01   0.010    4.8ms    993     3
 538.0     14.1      190.2      16    5.02   0.010    4.8ms    993     3
 538.5     14.1      170.5      18    4.99   0.010    4.8ms    993     3
 539.0     14.2      196.0      20    4.99   0.010    4.8ms    993     3
 539.5     14.2      204.7      15    5.01   0.010    4.8ms    993     3
 540.0     14.2      208.5      15    5.00   0.010    4.8ms    993     3
 540.5     14.2      201.9      16    5.01   0.010    4.8ms    993     3
 541.0     14.2      204.0      24    4.99   0.010    4.8ms    993     3
 541.5     14.2      198.6      18    5.00   0.010    4.8ms    993     3
 542.0     14.2      216.0      17    4.99   0.010    4.8ms    993     3
 542.5     14.2      214.2      14    5.00   0.010    4.8ms    993     3
 543.0     14.2      208.2       9    5.00   0.010    4.8ms    993     3
 543.5     14.2      196.3      12    5.02   0.010    4.8ms    993     3
 544.0     14.2      190.1      18    4.99   0.010    4.8ms    993     3
 544.6     14.2      186.5      24    5.00   0.010    4.8ms    993     3
 545.1     14.2      224.4      18    5.00   0.010    4.8ms    993     3
 545.6     14.2      178.6       9    5.00   0.010    4.8ms    993     3
 546.1     14.2      202.3      12    5.00   0.010    4.8ms    993     3
 546.6     14.2      196.4      17    5.00   0.010    4.8ms    993     3
 547.1     14.2      192.7      18    5.01   0.010    4.8ms    993     3
 547.6     14.2      192.7      17    5.00   0.010    4.8ms    993     3
 548.1     14.2      202.4      13    5.00   0.010    4.8ms    993     3
 548.6     14.2      158.7      20    5.00   0.010    4.8ms    993     3
 549.1     14.2      208.4      17    5.00   0.010    4.8ms    993     3
 549.6     14.3      180.8      27    5.01   0.010    4.8ms    993     3
 550.1     14.3      216.5      22    5.00   0.010    4.8ms    993     3
 550.6     14.3      192.3      22    4.99   0.010    4.8ms    993     3
 551.1     14.3      224.2      14    5.00   0.010    4.8ms    993     3
 551.6     14.3      196.8      17    5.01   0.010    4.8ms    993     3
 552.1     14.3      196.7      15    4.98   0.010    4.8ms    993     3
 552.6     14.3      206.6      11    5.00   0.010    4.8ms    993     3
 553.1     14.3      200.2      17    4.99   0.010    4.8ms    993     3
 553.6     14.3      198.7      19    5.01   0.010    4.8ms    993     3
 554.1     14.3      198.5      19    5.00   0.010    4.8ms    993     3
 554.6     14.3      188.3      16    4.99   0.010    4.8ms    993     3
 555.1     14.3      201.7      15    5.01   0.010    4.8ms    993     3
 555.6     14.3      186.8      12    5.01   0.010    4.8ms    993     3
 556.1     14.3      206.4      11    5.00   0.010    4.8ms    993     3
 556.6     14.3      188.7      10    5.01   0.010    4.8ms    993     3
 557.1     14.3      184.1      14    4.99   0.010    4.8ms    993     3
 557.7     14.3      195.9      14    5.01   0.010    4.8ms    993     3
 558.2     14.3      200.3      13    5.00   0.010    4.8ms    993     3
 558.7     14.3      202.0      13    5.01   0.010    4.8ms    993     3
 559.2     14.3      185.9      15    4.98   0.010    4.8ms    993     3
 559.7     14.3      182.6      15    5.00   0.010    4.8ms    993     3
 560.2     14.3      176.4      18    5.02   0.010    4.8ms    993     3
 560.7     14.3      184.5      18    5.00   0.010    4.8ms    993     3
 561.2     14.3      182.6      14    5.00   0.010    4.8ms    993     3
 561.7     14.3      194.6      12    5.00   0.010    4.8ms    993     3
 562.2     14.3      174.6      21    5.00   0.010    4.8ms    993     3
 562.7     14.3      203.6      18    4.98   0.010    4.8ms    993     3
 563.2     14.3      194.8      20    5.01   0.010    4.8ms    993     3
 563.7     14.3      192.4      18    5.00   0.010    4.8ms    993     3
 564.2     14.3      208.3      16    5.02   0.010    4.8ms    993     3
 564.7     14.3      180.6       0    5.00   0.010    4.8ms    993     3
 565.2     14.3      186.8      21    4.98   0.010    4.8ms    993     3
 565.7     14.3      216.4      15    5.00   0.010    4.8ms    993     3
 566.2     14.3      170.3      14    5.01   0.010    4.8ms    993     3
 566.7     14.3      196.7      15    4.98   0.010    4.8ms    993     3
 567.2     14.3      166.8      14    5.00   0.010    4.8ms    993     3
 567.7     14.3      194.7       0    5.01   0.010    4.8ms    993     3
 568.2     14.3      202.4       0    5.00   0.010    4.8ms    993     3
 568.7     14.3      212.1      19    4.99   0.010    4.8ms    993     3
 569.2     14.3      186.8      15    5.01   0.010    4.8ms    993     3
 569.8     14.3      188.7      22    5.00   0.010    4.8ms    993     3
 570.3     14.3      194.6      18    5.00   0.010    4.8ms    993     3
 570.8     14.3      200.6      16    5.00   0.010    4.8ms    993     3
 571.3     14.3      182.1      20    4.99   0.010    4.8ms    993     3
 571.8     14.3      186.7      19    5.00   0.010    4.8ms    993     3
 572.3     14.3      210.3      18    5.00   0.010    4.8ms    993     3
 572.8     14.3      218.1       9    4.99   0.010    4.8ms    993     3
 573.3     14.3      184.4      12    5.00   0.010    4.8ms    993     3
 573.8     14.3      200.6      15    5.00   0.010    4.8ms    993     3
 574.3     14.3      180.5      18    5.02   0.010    4.8ms    993     3
 574.8     14.3      210.3      15    5.00   0.010    4.8ms    993     3
 575.3     14.3      176.8      18    5.00   0.010    4.8ms    993     3
 575.8     14.3      190.5      17    5.00   0.010    4.8ms    993     3
 576.3     14.3      200.0      17    4.99   0.010    4.8ms    993     3
 576.8     14.4      196.0      22    5.01   0.010    4.8ms    993     3
 577.3     14.4      210.5      16    5.00   0.010    4.8ms    993     3
 577.8     14.4      192.4      14    5.00   0.010    4.8ms    993     3
 578.3     14.4      189.7      12    4.98   0.010    4.8ms    993     3
 578.8     14.4      204.6      13    5.00   0.010    4.8ms    993     3
 579.3     14.4      204.5      15    5.00   0.010    4.8ms    993     3
 579.8     14.4      202.5      15    5.00   0.010    4.8ms    993     3
 580.3     14.4      204.0      12    4.99   0.010    4.8ms    993     3
 580.8     14.4      194.3      18    5.02   0.010    4.8ms    993     3
 581.3     14.4      192.4      19    5.00   0.010    4.8ms    993     3
 581.9     14.4      208.6      18    5.00   0.010    4.8ms    993     3
 582.4     14.4      188.4      19    5.00   0.010    4.8ms    993     3
 582.9     14.4      172.7      14    5.00   0.010    4.8ms    993     3
 583.4     14.4      192.5      16    5.00   0.010    4.8ms    993     3
 583.9     14.4      198.3      16    5.00   0.010    4.8ms    993     3
 584.4     14.4      194.3      16    4.99   0.010    4.8ms    993     3
 584.9     14.4      212.4      14    5.00   0.010    4.8ms    993     3
 585.4     14.4      198.5      17    5.00   0.010    4.8ms    993     3
 585.9     14.4      205.6      11    5.01   0.010    4.8ms    993     3
 586.4     14.4      188.2      17    4.99   0.010    4.8ms    993     3
 586.9     14.4      182.5      13    5.00   0.010    4.8ms    993     3
 587.4     14.4      208.1      15    4.99   0.010    4.8ms    993     3
 587.9     14.4      186.4      13    5.02   0.010    4.8ms    993     3
 588.4     14.4      192.5      10    5.00   0.010    4.8ms    993     3
 588.9     14.4      192.8      18    4.98   0.010    4.8ms    993     3
 589.4     14.4      192.7       0    5.00   0.010    4.8ms    993     3
 589.9     14.4      208.2      21    5.00   0.010    4.8ms    993     3
 590.4     14.4      210.1      16    5.02   0.010    4.8ms    993     3
 590.9     14.4      206.5      18    4.98   0.010    4.8ms    993     3
 591.4     14.4      196.4      18    5.02   0.010    4.8ms    993     3
 591.9     14.4      198.3      16    5.00   0.010    4.8ms    993     3
 592.4     14.4      176.2      15    4.99   0.010    4.8ms    993     3
 592.9     14.4      170.6      19    5.00   0.010    4.8ms    993     3
 593.4     14.4      208.0       0    5.01   0.010    4.8ms    993     3
 594.0     14.4      207.7       0    4.98   0.010    4.8ms    993     3
 594.5     14.4      202.2      21    5.02   0.010    4.8ms    993     3
 595.0     14.4      200.0      21    4.99   0.010    4.8ms    993     3
 595.5     14.4      210.1      13    5.02   0.010    4.8ms    993     3
 596.0     14.4      210.3      11    5.00   0.010    4.8ms    993     3
 596.5     14.4      202.5      14    5.00   0.010    4.8ms    993     3
 597.0     14.4      186.2      17    4.99   0.010    4.8ms    993     3
 597.5     14.3      184.7       0    5.00   0.010    4.8ms    993     3
 598.0     14.4      204.6      18    5.00   0.010    4.8ms    993     3
 598.5     14.4      222.2      19    5.00   0.010    4.8ms    993     3
 599.0     14.4      204.0      12    4.99   0.010    4.8ms    993     3
 599.5     14.4      206.7      10    5.01   0.010    4.8ms    993     3
 600.0     14.3      202.5       9    5.00   0.010    4.8ms    993     3
 600.5     14.3      202.7      12    5.01   0.010    4.8ms    993     3
 601.0     14.3      206.6      14    4.98   0.010    4.8ms    993     3
 601.5     14.3      174.5      19    5.00   0.010    4.8ms    993     3
 602.0     14.4      198.6      21    5.00   0.010    4.8ms    993     3
 602.5     14.4      190.3      21    5.02   0.010    4.8ms    993     3
