t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
2.554,401.7717,-5.8760,0.0000,HEAVY,STABLE,HEAVY,MICE
5.125,394.8357,-3.5854,0.0000,HEAVY,STABLE,HEAVY,MICE
7.697,519.6675,-22.8010,0.0000,HEAVY,STABLE,HEAVY,MICE
10.266,473.0486,4.4870,0.0000,HEAVY,STABLE,HEAVY,MICE
12.832,587.8765,1.2748,0.0000,HEAVY,STABLE,HEAVY,MICE
15.397,285.1115,-9.9978,0.0000,HEAVY,STABLE,HEAVY,MICE
17.964,-280.7937,12.5401,0.0000,HEAVY,RECOVERING,MODERATE,MICE
20.528,9.7888,-6.4581,0.0000,HEAVY,STABLE,HEAVY,MICE
23.100,693.5979,-6.3411,0.0000,HEAVY,STABLE,HEAVY,MICE
25.665,909.8006,6.4368,0.0000,HEAVY,STABLE,HEAVY,MICE
28.220,1376.3905,0.6783,0.0000,HEAVY,STABLE,HEAVY,MICE
30.768,1038.8140,-3.5805,0.0000,HEAVY,STABLE,HEAVY,MICE
33.323,182.0557,1.3398,0.0000,HEAVY,STABLE,HEAVY,MICE
35.880,-747.4604,-7.4079,0.0000,HEAVY,RECOVERING,MODERATE,MICE
38.434,376.8165,-3.1367,0.0000,HEAVY,STABLE,HEAVY,MICE
40.982,134.2820,-8.1761,0.0000,HEAVY,STABLE,HEAVY,MICE
43.556,-3359.2989,-7.8547,0.0000,HEAVY,RECOVERING,MODERATE,MICE
46.126,-661.1365,-4.1257,0.0000,HEAVY,RECOVERING,MODERATE,MICE
48.687,5524.1426,-6.3198,0.0000,HEAVY,STABLE,HEAVY,MICE
51.231,-835.2246,42.9836,0.0000,HEAVY,RECOVERING,MODERATE,MICE
53.775,8305.1039,-10.4241,0.0000,HEAVY,STABLE,HEAVY,MICE
56.326,536.3505,-0.4183,0.0000,HEAVY,STABLE,HEAVY,MICE
58.877,8364.7947,-10.2802,0.0000,HEAVY,STABLE,HEAVY,MICE
61.426,1354.1440,-1.7726,0.0000,HEAVY,STABLE,HEAVY,MICE
63.989,9458.5669,-11.3842,0.0000,HEAVY,STABLE,HEAVY,MICE
66.551,740.7328,-0.3666,0.0000,HEAVY,STABLE,HEAVY,MICE
69.120,2083.6633,-5.3172,0.0000,HEAVY,STABLE,HEAVY,MICE
71.684,-367.2333,0.3429,0.0000,HEAVY,RECOVERING,MODERATE,MICE
74.255,-242.3742,-2.3479,0.0000,HEAVY,RECOVERING,MODERATE,MICE
76.820,-580.4529,2.5047,0.0000,HEAVY,RECOVERING,MODERATE,MICE
79.393,-123.2396,-2.3225,0.0000,HEAVY,RECOVERING,MODERATE,MICE
81.954,564.9869,-0.0483,0.0000,HEAVY,STABLE,HEAVY,MICE
84.514,-532.3839,-0.6150,0.0000,HEAVY,RECOVERING,MODERATE,MICE
87.081,-15.4109,1.5250,0.0000,HEAVY,STABLE,HEAVY,MICE
89.648,-470.9671,0.6140,0.0000,HEAVY,RECOVERING,MODERATE,MICE
92.215,337.1172,0.1892,0.0000,HEAVY,STABLE,HEAVY,MICE
94.779,-1403.3286,1.2865,0.0000,HEAVY,RECOVERING,MODERATE,MICE
97.347,-1572.5781,1.0147,0.0000,HEAVY,RECOVERING,MODERATE,MICE
99.912,661.4513,0.9799,0.0000,HEAVY,STABLE,HEAVY,MICE
102.478,-197.0898,0.1166,0.0000,HEAVY,RECOVERING,MODERATE,MICE
105.043,-425.2490,-0.3912,0.0000,HEAVY,RECOVERING,MODERATE,MICE
107.606,-111.5085,-0.0125,0.0000,HEAVY,RECOVERING,MODERATE,MICE
110.167,-571.9046,-0.9819,0.0000,HEAVY,RECOVERING,MODERATE,MICE
112.732,-12105.6244,-28.4035,0.0000,HEAVY,RECOVERING,MODERATE,MICE
115.298,-37122.3906,-69.1239,0.0000,NORMAL,STABLE,NORMAL,MICE
