t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
140.658,-436.7289,-0.0350,0.0000,HEAVY,RECOVERING,MODERATE,MICE
143.228,949.1044,0.1873,0.0000,HEAVY,STABLE,HEAVY,MICE
145.800,-856.8060,-1.6519,0.0000,HEAVY,RECOVERING,MODERATE,MICE
148.367,83.5424,-1.2171,0.0000,HEAVY,STABLE,HEAVY,MICE
150.938,-673.3567,0.1637,0.0000,HEAVY,RECOVERING,MODERATE,MICE
153.510,1212.6438,0.2122,0.0000,HEAVY,STABLE,HEAVY,MICE
156.082,568.2564,-0.5765,0.0000,HEAVY,STABLE,HEAVY,MICE
158.652,-10.7005,1.8371,0.0000,HEAVY,STABLE,HEAVY,MICE
161.223,550.1553,0.8600,0.0000,HEAVY,STABLE,HEAVY,MICE
163.791,-311.9666,-2.5139,0.0000,HEAVY,RECOVERING,MODERATE,MICE
166.358,-358.0400,0.6851,0.0000,HEAVY,RECOVERING,MODERATE,MICE
168.928,123.2557,-0.6961,0.0000,HEAVY,STABLE,HEAVY,MICE
171.502,1214.5151,1.3763,0.0000,HEAVY,STABLE,HEAVY,MICE
174.075,-634.1120,-1.6486,0.0000,HEAVY,RECOVERING,MODERATE,MICE
176.646,415.3341,0.5654,0.0000,HEAVY,STABLE,HEAVY,MICE
179.214,-727.3912,1.1559,0.0000,HEAVY,RECOVERING,MODERATE,MICE
181.788,-313.4598,1.4123,0.0000,HEAVY,RECOVERING,MODERATE,MICE
184.358,-1918.2805,1.5789,0.0000,HEAVY,RECOVERING,MODERATE,MICE
186.929,146.3507,0.8743,0.0000,HEAVY,STABLE,HEAVY,MICE
189.507,-7576.8758,1.8577,0.0000,HEAVY,RECOVERING,MODERATE,MICE
192.085,-1474.2935,-0.0707,0.0000,HEAVY,RECOVERING,MODERATE,MICE
194.669,1028.9759,-0.6910,0.0000,HEAVY,STABLE,HEAVY,MICE
197.272,5730.7354,-0.8011,0.0000,HEAVY,STABLE,HEAVY,MICE
199.838,6964.7165,1.4511,0.0000,HEAVY,STABLE,HEAVY,MICE
202.407,1769.1017,-1.4059,0.0000,HEAVY,STABLE,HEAVY,MICE
204.982,-1864.5022,-1.2512,0.0000,HEAVY,RECOVERING,MODERATE,MICE
207.552,-2004.7497,0.6358,0.0000,HEAVY,RECOVERING,MODERATE,MICE
210.122,-1431.3730,-2.9159,0.0000,HEAVY,RECOVERING,MODERATE,MICE
212.693,440.9969,-1.5426,0.0000,HEAVY,STABLE,HEAVY,MICE
215.269,-1159.0314,0.9901,0.0000,HEAVY,RECOVERING,MODERATE,MICE
217.835,301.7600,1.1301,0.0000,HEAVY,STABLE,HEAVY,MICE
220.401,-149.6817,1.1099,0.0000,HEAVY,RECOVERING,MODERATE,MICE
222.973,-2511.6897,-1.6273,0.0000,HEAVY,RECOVERING,MODERATE,MICE
225.551,-5885.1461,-1.4723,0.0000,HEAVY,RECOVERING,MODERATE,MICE
228.130,-1344.1840,-1.9626,0.0000,HEAVY,RECOVERING,MODERATE,MICE
230.709,-860.3585,-0.8230,0.0000,HEAVY,RECOVERING,MODERATE,MICE
233.292,880.8696,0.2013,0.0000,HEAVY,STABLE,HEAVY,MICE
235.878,-54.4868,-0.9289,0.0000,HEAVY,RECOVERING,MODERATE,MICE
238.456,762.9304,1.0754,0.0000,HEAVY,STABLE,HEAVY,MICE
241.043,-73.4909,0.8323,0.0000,HEAVY,RECOVERING,MODERATE,MICE
243.632,354.3645,0.0232,0.0000,HEAVY,STABLE,HEAVY,MICE
246.215,346.7006,2.7566,0.0000,HEAVY,STABLE,HEAVY,MICE
248.794,456.8849,-0.0334,0.0000,HEAVY,STABLE,HEAVY,MICE
251.373,-117.4444,-0.9630,0.0000,HEAVY,RECOVERING,MODERATE,MICE
253.952,-400.5486,-0.1997,0.0000,HEAVY,RECOVERING,MODERATE,MICE
256.538,1279.6040,0.7975,0.0000,HEAVY,STABLE,HEAVY,MICE
259.122,-783.6835,-1.6754,0.0000,HEAVY,RECOVERING,MODERATE,MICE
261.708,-699.5244,1.3028,0.0000,HEAVY,RECOVERING,MODERATE,MICE
264.298,858.0686,-0.6557,0.0000,HEAVY,STABLE,HEAVY,MICE
266.873,173.7991,0.4951,0.0000,HEAVY,STABLE,HEAVY,MICE
269.457,-565.0832,-0.4596,0.0000,HEAVY,RECOVERING,MODERATE,MICE
272.038,338.8619,1.7352,0.0000,HEAVY,STABLE,HEAVY,MICE
274.621,605.5841,-0.6466,0.0000,HEAVY,STABLE,HEAVY,MICE
277.201,133.3220,0.0212,0.0000,HEAVY,STABLE,HEAVY,MICE
279.786,180.6163,-0.1429,0.0000,HEAVY,STABLE,HEAVY,MICE
282.361,169.1361,2.4297,0.0000,HEAVY,STABLE,HEAVY,MICE
284.941,794.0456,0.4110,0.0000,HEAVY,STABLE,HEAVY,MICE
287.524,1392.0189,0.5156,0.0000,HEAVY,STABLE,HEAVY,MICE
290.108,-308.5259,0.2919,0.0000,HEAVY,RECOVERING,MODERATE,MICE
292.690,-1044.2770,3.5798,0.0000,HEAVY,RECOVERING,MODERATE,MICE
295.284,62.1068,0.8593,0.0000,HEAVY,STABLE,HEAVY,MICE
297.859,-1387.6763,-1.1986,0.0000,HEAVY,RECOVERING,MODERATE,MICE
300.448,2116.6536,-0.5015,0.0000,HEAVY,STABLE,HEAVY,MICE
303.030,879.2867,-0.3403,0.0000,HEAVY,STABLE,HEAVY,MICE
305.612,108.5674,0.0814,0.0000,HEAVY,STABLE,HEAVY,MICE
308.192,-1153.4612,-1.7022,0.0000,HEAVY,RECOVERING,MODERATE,MICE
310.776,735.4287,2.5597,0.0000,HEAVY,STABLE,HEAVY,MICE
313.362,-436.1138,2.0292,0.0000,HEAVY,RECOVERING,MODERATE,MICE
315.943,786.9166,0.5174,0.0000,HEAVY,STABLE,HEAVY,MICE
318.532,54.1755,-1.0906,0.0000,HEAVY,STABLE,HEAVY,MICE
321.112,261.2565,-0.6217,0.0000,HEAVY,STABLE,HEAVY,MICE
323.701,-556.4783,0.5654,0.0000,HEAVY,RECOVERING,MODERATE,MICE
326.282,287.7525,0.0012,0.0000,HEAVY,STABLE,HEAVY,MICE
328.864,1132.4722,-2.2206,0.0000,HEAVY,STABLE,HEAVY,MICE
331.443,-466.1479,0.0447,0.0000,HEAVY,RECOVERING,MODERATE,MICE
334.024,499.6417,-1.8918,0.0000,HEAVY,STABLE,HEAVY,MICE
336.616,126.0036,-0.6340,0.0000,HEAVY,STABLE,HEAVY,MICE
339.209,-63.9737,1.6493,0.0000,HEAVY,RECOVERING,MODERATE,MICE
341.792,944.6053,0.4458,0.0000,HEAVY,STABLE,HEAVY,MICE
344.373,-490.1025,-0.5283,0.0000,HEAVY,RECOVERING,MODERATE,MICE
346.954,-555.9314,-0.1866,0.0000,HEAVY,RECOVERING,MODERATE,MICE
349.534,214.3645,-0.1176,0.0000,HEAVY,STABLE,HEAVY,MICE
352.110,-349.4199,0.4920,0.0000,HEAVY,RECOVERING,MODERATE,MICE
354.691,1616.5489,2.6667,0.0000,HEAVY,STABLE,HEAVY,MICE
357.277,429.1147,-1.6620,0.0000,HEAVY,STABLE,HEAVY,MICE
359.862,-1078.4572,2.0616,0.0000,HEAVY,RECOVERING,MODERATE,MICE
362.448,81.1045,-1.0098,0.0000,HEAVY,STABLE,HEAVY,MICE
365.027,-354.1197,-0.1298,0.0000,HEAVY,RECOVERING,MODERATE,MICE
367.606,592.7382,0.9413,0.0000,HEAVY,STABLE,HEAVY,MICE
370.187,8.0944,0.9175,0.0000,HEAVY,STABLE,HEAVY,MICE
372.775,223.9123,0.0338,0.0000,HEAVY,STABLE,HEAVY,MICE
375.361,-1278.8484,-0.1303,0.0000,HEAVY,RECOVERING,MODERATE,MICE
377.944,-244.2081,-1.8399,0.0000,HEAVY,RECOVERING,MODERATE,MICE
380.525,378.5101,-0.5045,0.0000,HEAVY,STABLE,HEAVY,MICE
383.112,105.4372,-1.3687,0.0000,HEAVY,STABLE,HEAVY,MICE
385.699,541.2174,0.3984,0.0000,HEAVY,STABLE,HEAVY,MICE
388.280,-519.2800,-0.5147,0.0000,HEAVY,RECOVERING,MODERATE,MICE
390.859,205.6069,3.5329,0.0000,HEAVY,STABLE,HEAVY,MICE
393.444,-218.5982,-1.1048,0.0000,HEAVY,RECOVERING,MODERATE,MICE
396.023,622.0659,-0.1771,0.0000,HEAVY,STABLE,HEAVY,MICE
398.601,255.5660,0.2690,0.0000,HEAVY,STABLE,HEAVY,MICE
401.186,-490.6294,0.0844,0.0000,HEAVY,RECOVERING,MODERATE,MICE
403.765,-214.6809,0.5189,0.0000,HEAVY,RECOVERING,MODERATE,MICE
406.346,15.2745,0.1524,0.0000,HEAVY,STABLE,HEAVY,MICE
408.929,669.9163,-1.3987,0.0000,HEAVY,STABLE,HEAVY,MICE
411.513,977.8849,-1.7597,0.0000,HEAVY,STABLE,HEAVY,MICE
414.097,-179.6851,-1.5106,0.0000,HEAVY,RECOVERING,MODERATE,MICE
416.676,-695.2405,0.2955,0.0000,HEAVY,RECOVERING,MODERATE,MICE
419.264,392.6389,0.0002,0.0000,HEAVY,STABLE,HEAVY,MICE
421.845,34.2936,0.2105,0.0000,HEAVY,STABLE,HEAVY,MICE
424.426,93.4569,-0.0117,0.0000,HEAVY,STABLE,HEAVY,MICE
427.007,-258.6507,0.2821,0.0000,HEAVY,RECOVERING,MODERATE,MICE
429.587,396.4935,3.1808,0.0000,HEAVY,STABLE,HEAVY,MICE
432.169,36.8084,-1.6449,0.0000,HEAVY,STABLE,HEAVY,MICE
434.756,-141.8054,-2.3552,0.0000,HEAVY,RECOVERING,MODERATE,MICE
437.331,811.6658,-1.4468,0.0000,HEAVY,STABLE,HEAVY,MICE
439.913,735.0888,-0.5630,0.0000,HEAVY,STABLE,HEAVY,MICE
442.488,-589.5600,0.1771,0.0000,HEAVY,RECOVERING,MODERATE,MICE
445.063,-6.1133,-1.7061,0.0000,HEAVY,STABLE,HEAVY,MICE
447.645,33.1655,1.7607,0.0000,HEAVY,STABLE,HEAVY,MICE
450.228,621.2676,-0.4229,0.0000,HEAVY,STABLE,HEAVY,MICE
452.815,-380.0950,-2.0252,0.0000,HEAVY,RECOVERING,MODERATE,MICE
455.397,50.1747,3.0843,0.0000,HEAVY,STABLE,HEAVY,MICE
457.981,-0.2414,2.7196,0.0000,HEAVY,STABLE,HEAVY,MICE
460.564,-344.9991,-2.7211,0.0000,HEAVY,RECOVERING,MODERATE,MICE
463.142,-124.1338,1.8658,0.0000,HEAVY,RECOVERING,MODERATE,MICE
465.730,-809.5707,0.6093,0.0000,HEAVY,RECOVERING,MODERATE,MICE
468.314,959.3728,0.2457,0.0000,HEAVY,STABLE,HEAVY,MICE
470.892,-381.2296,-0.5156,0.0000,HEAVY,RECOVERING,MODERATE,MICE
473.485,-659.9198,0.4112,0.0000,HEAVY,RECOVERING,MODERATE,MICE
476.075,1391.5557,-0.5133,0.0000,HEAVY,STABLE,HEAVY,MICE
478.658,21.3036,-1.1366,0.0000,HEAVY,STABLE,HEAVY,MICE
481.243,-1047.3666,-1.4671,0.0000,HEAVY,RECOVERING,MODERATE,MICE
483.828,-539.9356,0.8220,0.0000,HEAVY,RECOVERING,MODERATE,MICE
486.406,102.4433,-1.1953,0.0000,HEAVY,STABLE,HEAVY,MICE
488.987,164.0082,1.0796,0.0000,HEAVY,STABLE,HEAVY,MICE
491.576,767.0782,-2.7434,0.0000,HEAVY,STABLE,HEAVY,MICE
494.153,-1205.3112,-0.8366,0.0000,HEAVY,RECOVERING,MODERATE,MICE
496.737,372.6892,-2.3012,0.0000,HEAVY,STABLE,HEAVY,MICE
499.321,-179.6593,0.6220,0.0000,HEAVY,RECOVERING,MODERATE,MICE
501.895,-429.4858,3.9152,0.0000,HEAVY,RECOVERING,MODERATE,MICE
504.480,1043.2966,-2.2296,0.0000,HEAVY,STABLE,HEAVY,MICE
507.061,-1149.3531,0.8094,0.0000,HEAVY,RECOVERING,MODERATE,MICE
509.642,146.1991,1.6566,0.0000,HEAVY,STABLE,HEAVY,MICE
512.227,383.0795,-1.6774,0.0000,HEAVY,STABLE,HEAVY,MICE
514.806,-382.7113,-0.4248,0.0000,HEAVY,RECOVERING,MODERATE,MICE
517.379,-97.4726,-0.9894,0.0000,HEAVY,RECOVERING,MODERATE,MICE
519.962,677.8926,0.6467,0.0000,HEAVY,STABLE,HEAVY,MICE
522.544,-423.2312,-0.6441,0.0000,HEAVY,RECOVERING,MODERATE,MICE
525.126,166.4550,-2.4292,0.0000,HEAVY,STABLE,HEAVY,MICE
527.708,-2278.5538,1.9711,0.0000,HEAVY,RECOVERING,MODERATE,MICE
530.291,-3898.8303,-2.2667,0.0000,HEAVY,RECOVERING,MODERATE,MICE
532.877,2204.7422,1.7954,0.0000,HEAVY,STABLE,HEAVY,MICE
535.457,1182.8181,-0.9729,0.0000,HEAVY,STABLE,HEAVY,MICE
538.042,-1059.8419,-0.3526,0.0000,HEAVY,RECOVERING,MODERATE,MICE
540.619,619.3174,-1.2587,0.0000,HEAVY,STABLE,HEAVY,MICE
543.196,721.5823,-0.9991,0.0000,HEAVY,STABLE,HEAVY,MICE
545.778,677.4700,1.6909,0.0000,HEAVY,STABLE,HEAVY,MICE
548.369,-284.4670,-0.7029,0.0000,HEAVY,RECOVERING,MODERATE,MICE
550.949,-1529.5513,-0.2935,0.0000,HEAVY,RECOVERING,MODERATE,MICE
553.532,257.5990,1.6085,0.0000,HEAVY,STABLE,HEAVY,MICE
556.114,-795.9151,-1.7496,0.0000,HEAVY,RECOVERING,MODERATE,MICE
558.692,232.0262,0.3978,0.0000,HEAVY,STABLE,HEAVY,MICE
561.269,-1615.8499,-1.3875,0.0000,HEAVY,RECOVERING,MODERATE,MICE
563.851,3051.5883,-0.1418,0.0000,HEAVY,STABLE,HEAVY,MICE
566.426,-1765.3938,0.4570,0.0000,HEAVY,RECOVERING,MODERATE,MICE
569.011,-553.0966,-3.0397,0.0000,HEAVY,RECOVERING,MODERATE,MICE
571.594,1058.2346,2.2279,0.0000,HEAVY,STABLE,HEAVY,MICE
574.174,-1715.6179,1.3158,0.0000,HEAVY,RECOVERING,MODERATE,MICE
576.753,-1325.8316,-1.8436,0.0000,HEAVY,RECOVERING,MODERATE,MICE
579.333,249.5277,0.0126,0.0000,HEAVY,STABLE,HEAVY,MICE
581.914,405.3652,0.7976,0.0000,HEAVY,STABLE,HEAVY,MICE
584.498,-821.6594,-1.1616,0.0000,HEAVY,RECOVERING,MODERATE,MICE
587.085,364.0420,-1.1480,0.0000,HEAVY,STABLE,HEAVY,MICE
589.672,139.0610,-1.5911,0.0000,HEAVY,STABLE,HEAVY,MICE
592.254,-189.0687,0.5272,0.0000,HEAVY,RECOVERING,MODERATE,MICE
594.831,502.3985,0.0227,0.0000,HEAVY,STABLE,HEAVY,MICE
597.418,117.4341,-0.8477,0.0000,HEAVY,STABLE,HEAVY,MICE
600.000,9.6049,1.6537,0.0000,HEAVY,STABLE,HEAVY,MICE
602.579,132.4117,-2.7725,0.0000,HEAVY,STABLE,HEAVY,MICE
605.157,897.4266,0.8215,0.0000,HEAVY,STABLE,HEAVY,MICE
607.734,179.0651,1.7612,0.0000,HEAVY,STABLE,HEAVY,MICE
610.314,419.1889,0.5755,0.0000,HEAVY,STABLE,HEAVY,MICE
612.893,-454.2584,1.2323,0.0000,HEAVY,RECOVERING,MODERATE,MICE
615.476,1165.5784,1.6535,0.0000,HEAVY,STABLE,HEAVY,MICE
618.063,-902.8283,-1.7128,0.0000,HEAVY,RECOVERING,MODERATE,MICE
620.642,540.1150,-2.0876,0.0000,HEAVY,STABLE,HEAVY,MICE
623.224,645.1913,1.4438,0.0000,HEAVY,STABLE,HEAVY,MICE
625.807,-143.8123,-4.0154,0.0000,HEAVY,RECOVERING,MODERATE,MICE
628.385,558.8585,2.8761,0.0000,HEAVY,STABLE,HEAVY,MICE
630.967,806.8544,-0.4459,0.0000,HEAVY,STABLE,HEAVY,MICE
633.548,892.6072,-1.4330,0.0000,HEAVY,STABLE,HEAVY,MICE
636.130,171.4441,-1.3810,0.0000,HEAVY,STABLE,HEAVY,MICE
638.707,-1834.2961,-0.5244,0.0000,HEAVY,RECOVERING,MODERATE,MICE
641.290,-610.5171,2.5476,0.0000,HEAVY,RECOVERING,MODERATE,MICE
643.875,-406.9521,2.7419,0.0000,HEAVY,RECOVERING,MODERATE,MICE
646.453,781.2654,0.9871,0.0000,HEAVY,STABLE,HEAVY,MICE
649.040,332.0637,-0.3519,0.0000,HEAVY,STABLE,HEAVY,MICE
651.625,-173.3737,2.0505,0.0000,HEAVY,RECOVERING,MODERATE,MICE
654.213,-303.4039,-0.1524,0.0000,HEAVY,RECOVERING,MODERATE,MICE
656.797,-335.0092,1.4442,0.0000,HEAVY,RECOVERING,MODERATE,MICE
659.384,-185.9135,0.7135,0.0000,HEAVY,RECOVERING,MODERATE,MICE
661.963,556.5413,-3.2614,0.0000,HEAVY,STABLE,HEAVY,MICE
664.547,184.5018,0.8190,0.0000,HEAVY,STABLE,HEAVY,MICE
667.128,319.1777,-2.4858,0.0000,HEAVY,STABLE,HEAVY,MICE
669.713,263.5233,-0.5742,0.0000,HEAVY,STABLE,HEAVY,MICE
672.299,876.1670,0.6325,0.0000,HEAVY,STABLE,HEAVY,MICE
674.886,-705.1865,-0.4797,0.0000,HEAVY,RECOVERING,MODERATE,MICE
677.469,194.2866,-3.2834,0.0000,HEAVY,STABLE,HEAVY,MICE
680.054,952.1265,-1.5004,0.0000,HEAVY,STABLE,HEAVY,MICE
682.636,-1915.4763,2.4728,0.0000,HEAVY,RECOVERING,MODERATE,MICE
685.219,-186.2221,-0.7645,0.0000,HEAVY,RECOVERING,MODERATE,MICE
687.794,-75.2224,-1.6819,0.0000,HEAVY,RECOVERING,MODERATE,MICE
690.375,1382.4830,-1.0360,0.0000,HEAVY,STABLE,HEAVY,MICE
692.956,-194.5023,-2.8989,0.0000,HEAVY,RECOVERING,MODERATE,MICE
695.545,-728.7399,1.6190,0.0000,HEAVY,RECOVERING,MODERATE,MICE
698.136,-365.9998,0.1206,0.0000,HEAVY,RECOVERING,MODERATE,MICE
700.717,888.6369,2.7588,0.0000,HEAVY,STABLE,HEAVY,MICE
703.303,-557.4635,-2.4859,0.0000,HEAVY,RECOVERING,MODERATE,MICE
705.888,-196.7199,1.8642,0.0000,HEAVY,RECOVERING,MODERATE,MICE
708.476,-277.0625,0.2351,0.0000,HEAVY,RECOVERING,MODERATE,MICE
711.048,-927.6011,-1.4737,0.0000,HEAVY,RECOVERING,MODERATE,MICE
713.637,231.0994,0.3026,0.0000,HEAVY,STABLE,HEAVY,MICE
716.217,-379.7130,2.0258,0.0000,HEAVY,RECOVERING,MODERATE,MICE
718.810,340.0905,-0.2379,0.0000,HEAVY,STABLE,HEAVY,MICE
721.385,390.5804,-1.7609,0.0000,HEAVY,STABLE,HEAVY,MICE
723.967,-407.4181,0.9399,0.0000,HEAVY,RECOVERING,MODERATE,MICE
726.549,-252.9845,-2.0676,0.0000,HEAVY,RECOVERING,MODERATE,MICE
729.128,413.5048,0.7751,0.0000,HEAVY,STABLE,HEAVY,MICE
731.703,291.0083,0.0584,0.0000,HEAVY,STABLE,HEAVY,MICE
734.287,-267.7669,0.7737,0.0000,HEAVY,RECOVERING,MODERATE,MICE
736.868,-678.2994,0.6106,0.0000,HEAVY,RECOVERING,MODERATE,MICE
739.450,-100.6102,1.4670,0.0000,HEAVY,RECOVERING,MODERATE,MICE
742.030,971.0316,-1.5127,0.0000,HEAVY,STABLE,HEAVY,MICE
744.608,-1550.6245,0.5643,0.0000,HEAVY,RECOVERING,MODERATE,MICE
747.191,146.4682,-3.3237,0.0000,HEAVY,STABLE,HEAVY,MICE
749.772,-1193.0106,2.2886,0.0000,HEAVY,RECOVERING,MODERATE,MICE
752.351,86.7881,-0.0818,0.0000,HEAVY,STABLE,HEAVY,MICE
754.936,-439.1921,-2.6529,0.0000,HEAVY,RECOVERING,MODERATE,MICE
757.516,-130.7578,2.4127,0.0000,HEAVY,RECOVERING,MODERATE,MICE
760.103,-337.7089,0.5252,0.0000,HEAVY,RECOVERING,MODERATE,MICE
762.691,684.5496,0.9134,0.0000,HEAVY,STABLE,HEAVY,MICE
765.274,532.7655,1.5216,0.0000,HEAVY,STABLE,HEAVY,MICE
767.857,-355.7344,-0.1772,0.0000,HEAVY,RECOVERING,MODERATE,MICE
770.435,-536.6775,0.5639,0.0000,HEAVY,RECOVERING,MODERATE,MICE
773.016,-45.1785,1.1503,0.0000,HEAVY,RECOVERING,MODERATE,MICE
775.601,-77.3288,-0.3025,0.0000,HEAVY,RECOVERING,MODERATE,MICE
778.182,-919.2334,0.6351,0.0000,HEAVY,RECOVERING,MODERATE,MICE
780.761,382.9597,-2.5372,0.0000,HEAVY,STABLE,HEAVY,MICE
783.346,-1091.9035,1.3826,0.0000,HEAVY,RECOVERING,MODERATE,MICE
785.928,30.0852,-2.1125,0.0000,HEAVY,STABLE,HEAVY,MICE
788.511,295.5098,0.3279,0.0000,HEAVY,STABLE,HEAVY,MICE
791.092,1981.0185,-1.4777,0.0000,HEAVY,STABLE,HEAVY,MICE
793.674,37.8646,-0.9973,0.0000,HEAVY,STABLE,HEAVY,MICE
796.254,-1083.2075,0.7987,0.0000,HEAVY,RECOVERING,MODERATE,MICE
798.839,-1021.5812,-2.6625,0.0000,HEAVY,RECOVERING,MODERATE,MICE
801.416,-1164.1132,0.1517,0.0000,HEAVY,RECOVERING,MODERATE,MICE
804.001,-225.6870,-1.4570,0.0000,HEAVY,RECOVERING,MODERATE,MICE
806.582,38.8709,-1.5608,0.0000,HEAVY,STABLE,HEAVY,MICE
809.162,-57.3708,0.6824,0.0000,HEAVY,RECOVERING,MODERATE,MICE
811.748,692.5360,-4.1978,0.0000,HEAVY,STABLE,HEAVY,MICE
814.328,177.7060,-0.3051,0.0000,HEAVY,STABLE,HEAVY,MICE
816.907,1563.8538,3.5948,0.0000,HEAVY,STABLE,HEAVY,MICE
819.488,959.9622,0.0121,0.0000,HEAVY,STABLE,HEAVY,MICE
822.071,-2547.1166,1.1735,0.0000,HEAVY,RECOVERING,MODERATE,MICE
824.647,-762.4389,0.2584,0.0000,HEAVY,RECOVERING,MODERATE,MICE
827.226,355.1890,0.4451,0.0000,HEAVY,STABLE,HEAVY,MICE
829.811,-112.8664,-0.4570,0.0000,HEAVY,RECOVERING,MODERATE,MICE
832.387,-267.1705,-0.8568,0.0000,HEAVY,RECOVERING,MODERATE,MICE
834.956,-922.1463,0.6831,0.0000,HEAVY,RECOVERING,MODERATE,MICE
837.540,-413.3024,3.1704,0.0000,HEAVY,RECOVERING,MODERATE,MICE
840.121,1009.5265,0.0949,0.0000,HEAVY,STABLE,HEAVY,MICE
842.699,-918.4176,0.6940,0.0000,HEAVY,RECOVERING,MODERATE,MICE
845.282,936.6447,-1.1294,0.0000,HEAVY,STABLE,HEAVY,MICE
847.859,-721.5352,0.2463,0.0000,HEAVY,RECOVERING,MODERATE,MICE
850.443,2403.9463,1.2569,0.0000,HEAVY,STABLE,HEAVY,MICE
