t_s,avg_q,drop_rate_per_s,backlog_pkts,throughput_mbps,max_p,target_ms,limit_pkts
16.15,24.7,13505.5,394,10.002,0.01,4.84,993
16.66,25.5,13826.4,420,10.002,0.01,4.84,993
17.16,26.3,13635.5,402,9.998,0.01,4.84,993
17.66,27.0,13482.6,401,10.0,0.01,4.84,993
18.17,27.8,14079.5,386,9.999,0.01,4.84,993
18.67,28.5,14682.2,394,10.0,0.01,4.84,993
19.17,29.2,14541.6,380,10.0,0.01,4.84,993
19.68,29.8,13210.8,354,9.999,0.01,4.84,993
20.18,30.5,11006.2,377,9.995,0.01,4.84,993
20.69,31.2,9738.6,385,9.998,0.02,4.84,993
21.19,32.0,8055.8,421,10.009,0.02,4.84,993
21.7,32.8,7824.4,423,10.0,0.02,4.84,993
22.2,33.6,8639.4,414,9.997,0.02,4.84,993
22.7,34.3,8947.0,381,9.996,0.02,4.84,993
23.21,35.0,7896.0,407,10.004,0.02,4.84,993
23.71,35.7,7602.7,369,10.0,0.02,4.84,993
24.22,36.4,8436.4,411,9.993,0.02,4.84,993
24.72,37.2,8644.6,410,10.007,0.03,4.76,977
25.23,37.9,9346.8,391,9.997,0.03,4.76,977
25.74,38.6,9048.3,381,9.999,0.03,4.76,977
26.24,39.3,7830.0,392,9.999,0.03,4.76,977
26.75,39.9,8157.4,374,9.999,0.03,4.76,977
27.25,40.6,8487.3,382,10.005,0.03,4.76,977
27.76,41.2,8761.4,340,10.0,0.03,4.76,977
28.26,41.9,8685.2,363,9.999,0.03,4.76,977
28.77,42.6,7654.2,394,9.999,0.04,4.76,977
29.27,43.3,8465.4,408,9.993,0.04,4.76,977
29.78,44.0,7500.4,367,10.003,0.04,4.76,977
30.28,44.6,6309.7,392,10.004,0.04,4.76,977
30.79,45.4,6557.4,397,9.996,0.04,4.76,977
31.29,46.0,6896.3,391,10.004,0.04,4.76,977
31.8,46.7,7808.0,396,9.995,0.04,4.76,977
32.3,47.3,8131.0,330,10.005,0.04,4.76,977
32.81,48.0,7782.5,371,9.998,0.04,4.76,977
33.31,48.6,7297.0,389,10.005,0.05,4.6,947
33.82,49.4,8350.6,423,9.998,0.05,4.6,947
34.32,50.0,7811.8,351,10.002,0.05,4.6,947
34.83,50.7,7539.9,384,9.994,0.05,4.6,947
35.33,51.4,7918.2,409,10.002,0.05,4.6,947
35.84,52.0,8460.2,387,10.001,0.05,4.6,947
36.34,52.8,9348.7,406,10.001,0.05,4.6,947
36.85,53.4,9943.2,386,9.996,0.05,4.6,947
37.36,54.1,9184.9,379,10.007,0.06,4.52,931
37.86,54.8,8601.1,401,9.997,0.06,4.52,931
38.37,55.5,8878.7,420,9.997,0.06,4.52,931
38.87,56.2,8713.4,410,10.003,0.06,4.52,931
39.38,56.9,9232.4,399,9.999,0.06,4.52,931
39.88,57.5,8998.5,381,9.996,0.06,4.52,931
40.39,58.2,8126.7,400,10.007,0.06,4.52,931
40.89,58.9,8754.5,376,9.995,0.06,4.52,931
41.4,59.5,9689.7,390,9.999,0.07,4.52,931
41.91,59.4,10061.6,0,9.998,0.07,4.52,931
42.41,60.1,9630.9,392,9.998,0.07,4.52,931
42.92,60.8,9201.9,401,10.002,0.07,4.52,931
43.42,61.4,8884.6,390,10.001,0.07,4.52,931
43.93,62.1,8620.2,392,10.001,0.07,4.52,931
44.44,62.8,7768.4,407,10.004,0.07,4.52,931
44.94,63.4,7813.1,358,9.993,0.07,4.52,931
45.45,64.1,7569.2,432,10.006,0.07,4.52,931
45.95,64.7,8114.3,369,10.001,0.07,4.52,931
46.46,65.4,6244.7,413,9.995,0.08,4.36,901
46.97,66.0,5599.5,386,10.005,0.08,4.36,901
47.47,66.7,5577.5,396,10.001,0.08,4.36,901
47.98,67.4,5740.7,414,9.999,0.08,4.36,901
48.48,68.0,5930.8,389,9.999,0.08,4.36,901
48.99,68.6,5805.9,360,9.995,0.08,4.36,901
49.5,69.2,6499.7,368,10.001,0.08,4.36,901
50.0,69.8,7291.7,381,10.001,0.08,4.36,901
50.51,70.4,7914.7,370,10.0,0.09,4.28,885
51.02,71.1,8771.3,416,10.001,0.09,4.28,885
51.52,71.7,8417.8,364,10.0,0.09,4.28,885
52.03,72.3,7818.8,385,10.004,0.09,4.28,885
52.53,73.0,7985.4,377,9.998,0.09,4.28,885
53.04,73.5,8163.5,345,9.997,0.09,4.28,885
53.54,73.4,7814.2,0,9.999,0.09,4.28,885
54.05,73.9,6933.5,369,10.005,0.09,4.28,885
54.56,74.5,6953.0,362,9.994,0.09,4.28,885
55.06,75.2,7063.8,403,10.0,0.09,4.28,885
55.57,75.8,7894.6,383,10.002,0.09,4.28,885
56.08,76.3,8576.8,330,9.996,0.1,4.28,885
56.58,76.1,8940.0,0,10.002,0.1,4.28,885
57.09,76.8,9593.0,386,9.997,0.1,4.28,885
57.6,77.4,9839.7,417,10.005,0.1,4.28,885
58.1,77.9,9828.6,325,9.999,0.1,4.28,885
58.61,78.7,7731.4,450,10.004,0.1,4.28,885
59.11,79.3,7528.7,392,9.995,0.1,4.28,885
59.62,79.9,8112.5,390,10.006,0.1,4.28,885
60.12,80.5,8917.7,369,9.998,0.1,4.28,885
60.63,81.1,9311.4,389,10.001,0.1,4.28,885
61.13,81.8,10148.0,433,10.0,0.11,4.12,855
61.64,82.5,9869.3,404,9.998,0.11,4.12,855
62.15,83.1,8395.5,387,10.002,0.11,4.12,855
62.65,83.7,8121.1,386,9.997,0.11,4.12,855
63.16,84.3,9037.4,387,10.005,0.11,4.12,855
63.66,84.9,9661.3,396,9.994,0.11,4.12,855
64.17,85.5,8950.9,388,10.004,0.11,4.12,855
64.67,86.1,8125.4,392,9.994,0.11,4.12,855
65.18,86.7,7954.7,389,10.008,0.11,4.12,855
65.68,87.4,8297.5,410,10.0,0.12,4.04,839
66.19,87.9,8809.0,351,10.002,0.12,4.04,839
66.69,88.5,8253.9,395,9.992,0.12,4.04,839
67.2,89.2,8386.6,435,10.004,0.12,4.04,839
67.7,89.8,9197.5,375,10.001,0.12,4.04,839
68.21,90.4,9757.5,378,9.997,0.12,4.04,839
68.71,90.9,9525.0,327,9.997,0.12,4.04,839
69.22,91.4,9510.2,341,10.001,0.12,4.04,839
69.73,91.9,8067.2,380,10.003,0.12,4.04,839
70.23,92.5,7881.3,395,9.998,0.12,4.04,839
70.74,93.0,7897.6,347,9.995,0.13,4.04,839
71.24,93.6,8091.2,360,10.007,0.13,4.04,839
71.75,94.1,7565.5,343,9.997,0.13,4.04,839
72.25,94.7,7994.4,384,10.006,0.13,4.04,839
72.76,95.2,8189.2,371,9.993,0.13,4.04,839
73.26,95.7,8122.0,364,10.002,0.13,4.04,839
73.77,96.3,8734.4,368,10.004,0.13,4.04,839
74.27,96.9,9425.9,406,9.993,0.13,4.04,839
74.78,97.5,10127.9,404,10.001,0.13,4.04,839
75.29,97.3,9711.5,0,10.007,0.13,4.04,839
75.79,97.9,9748.8,380,9.994,0.13,4.04,839
76.3,98.5,9584.2,408,10.004,0.14,3.88,808
76.81,98.3,8786.7,0,9.993,0.14,3.88,808
77.31,98.9,8970.7,389,10.003,0.14,3.88,808
77.82,99.5,9403.5,394,10.002,0.14,3.88,808
78.32,100.0,9491.2,377,9.999,0.14,3.88,808
78.83,100.7,9359.4,433,10.005,0.14,3.88,808
79.33,101.3,9089.6,393,9.995,0.14,3.88,808
79.84,101.8,7846.1,379,9.997,0.14,3.88,808
80.35,102.4,8106.4,376,10.002,0.14,3.88,808
80.85,102.9,8666.0,359,10.001,0.14,3.88,808
81.36,103.5,8936.0,379,10.004,0.14,3.88,808
81.86,104.0,9372.4,355,9.998,0.14,3.88,808
82.37,104.6,8404.1,398,9.998,0.15,3.88,808
82.87,105.1,9313.3,383,10.001,0.15,3.88,808
83.38,105.7,8299.5,376,9.999,0.15,3.88,808
83.88,106.2,8969.6,365,10.006,0.15,3.88,808
84.39,106.7,9539.3,378,9.992,0.15,3.88,808
84.9,107.2,9636.5,355,10.006,0.15,3.88,808
85.4,107.8,10430.0,398,10.0,0.15,3.88,808
85.9,108.3,10638.6,384,9.999,0.15,3.88,808
86.41,108.9,10944.5,383,10.0,0.15,3.88,808
86.91,109.4,12042.0,385,9.996,0.15,3.88,808
87.41,110.0,11670.3,394,10.002,0.16,3.72,778
87.92,110.6,10778.3,412,9.999,0.16,3.72,778
88.43,111.2,11212.0,393,10.0,0.16,3.72,778
88.93,111.8,12074.4,421,10.006,0.16,3.72,778
89.44,112.4,12692.5,404,9.993,0.16,3.72,778
89.94,112.8,11732.4,333,10.004,0.16,3.72,778
90.45,113.3,10894.1,370,9.997,0.16,3.72,778
90.95,113.9,10799.8,398,10.002,0.16,3.72,778
91.45,114.5,10175.2,401,9.998,0.16,3.72,778
91.96,115.1,10447.4,404,10.004,0.16,3.72,778
92.46,115.6,9583.1,373,9.993,0.17,3.64,762
92.97,116.2,10144.5,414,10.006,0.17,3.64,762
93.48,116.7,10624.8,385,9.998,0.17,3.64,762
93.98,117.2,11574.6,381,10.001,0.17,3.64,762
94.49,117.8,12124.5,410,9.999,0.17,3.64,762
94.99,118.5,12833.6,434,9.999,0.17,3.64,762
95.5,119.0,13656.5,375,10.004,0.17,3.64,762
96.0,119.5,12308.7,388,9.996,0.17,3.64,762
96.51,120.1,12847.9,406,9.998,0.17,3.64,762
97.01,120.7,13659.1,410,10.0,0.17,3.64,762
97.52,121.2,14479.5,394,10.006,0.18,3.64,762
98.02,121.7,15260.2,374,9.998,0.18,3.64,762
98.52,122.3,12894.4,415,9.994,0.18,3.64,762
99.03,122.8,12826.8,382,10.003,0.18,3.64,762
99.53,123.4,10894.2,412,9.999,0.18,3.64,762
100.04,123.9,11076.7,368,9.997,0.18,3.64,762
100.54,124.5,11338.8,407,10.002,0.18,3.64,762
101.05,125.0,11308.3,391,10.005,0.18,3.64,762
101.55,125.6,12105.5,428,10.0,0.18,3.64,762
102.06,126.2,12917.1,414,9.999,0.18,3.64,762
102.56,126.7,13352.9,398,9.997,0.19,3.48,732
103.07,127.3,13858.5,418,10.003,0.19,3.48,732
103.57,127.8,13496.7,391,10.0,0.19,3.48,732
104.08,128.4,13826.2,391,9.999,0.19,3.48,732
104.58,128.8,14632.4,332,9.998,0.19,3.48,732
105.09,129.2,14991.8,359,10.0,0.19,3.48,732
105.59,129.8,16096.9,409,10.005,0.19,3.48,732
106.09,130.4,16905.0,421,9.996,0.19,3.48,732
106.6,130.9,16965.3,398,10.001,0.19,3.48,732
107.1,131.5,16528.0,436,10.0,0.19,3.48,732
107.61,132.1,17404.9,413,10.002,0.2,3.4,716
108.12,132.5,18208.6,362,10.0,0.2,3.4,716
108.62,133.1,19021.8,415,9.999,0.2,3.4,716
109.12,133.6,19849.0,381,9.999,0.2,3.4,716
109.63,134.1,18357.2,399,10.001,0.2,3.4,716
110.13,134.6,16903.5,374,9.995,0.2,3.4,716
110.63,135.1,16942.5,380,10.004,0.2,3.4,716
111.14,135.7,17956.3,418,10.0,0.2,3.4,716
111.64,136.3,18414.8,434,10.003,0.2,3.4,716
112.15,136.8,18955.7,417,9.996,0.2,3.4,716
112.65,137.3,19806.5,391,9.999,0.2,3.4,716
113.15,137.8,18625.4,349,10.002,0.21,3.4,716
113.66,137.5,18532.7,0,9.999,0.21,3.4,716
114.16,138.0,17934.2,387,9.999,0.21,3.4,716
114.67,138.5,18921.5,418,10.003,0.21,3.4,716
115.17,139.1,19733.7,415,10.002,0.21,3.4,716
115.67,139.6,20532.9,396,9.999,0.21,3.4,716
116.18,140.2,21344.9,417,9.998,0.21,3.4,716
116.68,139.9,2141.2,0,1.02,0.21,3.4,716
117.19,139.6,0.0,0,0.0,0.21,3.4,716
117.7,139.3,0.0,0,0.0,0.21,3.4,716
118.21,139.0,0.0,0,0.0,0.21,3.4,716
118.71,138.8,0.0,0,0.0,0.21,3.4,716
