t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
2.554,6708.2538,0.5871,0.0000,HEAVY,STABLE,HEAVY,MICE
5.115,1983.5627,-0.2362,0.0000,HEAVY,STABLE,HEAVY,MICE
7.683,4462.7750,-0.5087,0.0000,HEAVY,STABLE,HEAVY,MICE
10.246,140.6750,1.5119,0.0000,HEAVY,STABLE,HEAVY,MICE
12.812,437.0389,0.0477,0.0000,HEAVY,STABLE,HEAVY,MICE
15.383,-770.3832,-3.6039,0.0000,HEAVY,RECOVERING,MODERATE,MICE
17.948,-62.1837,0.9582,0.0000,HEAVY,RECOVERING,MODERATE,MICE
20.510,-170.4725,-0.5312,0.0000,HEAVY,RECOVERING,MODERATE,MICE
23.083,-985.2448,-0.1081,0.0000,HEAVY,RECOVERING,MODERATE,MICE
25.646,1381.6265,0.1190,0.0000,HEAVY,STABLE,HEAVY,MICE
28.218,308.9685,1.2275,0.0000,HEAVY,STABLE,HEAVY,MICE
30.787,1457.0194,0.0115,0.0000,HEAVY,STABLE,HEAVY,MICE
33.351,-1169.7486,0.5098,0.0000,HEAVY,RECOVERING,MODERATE,MICE
35.914,-1210.9653,-1.6901,0.0000,HEAVY,RECOVERING,MODERATE,MICE
38.482,206.7308,1.6074,0.0000,HEAVY,STABLE,HEAVY,MICE
41.047,409.4192,0.8277,0.0000,HEAVY,STABLE,HEAVY,MICE
43.620,-516.1759,0.2330,0.0000,HEAVY,RECOVERING,MODERATE,MICE
46.185,-165.9121,0.6613,0.0000,HEAVY,RECOVERING,MODERATE,MICE
48.759,3.9316,-1.3661,0.0000,HEAVY,STABLE,HEAVY,MICE
51.324,-938.8417,0.3895,0.0000,HEAVY,RECOVERING,MODERATE,MICE
53.896,43.2992,2.4417,0.0000,HEAVY,STABLE,HEAVY,MICE
56.462,201.9172,-2.9054,0.0000,HEAVY,STABLE,HEAVY,MICE
59.038,-449.6544,-0.3767,0.0000,HEAVY,RECOVERING,MODERATE,MICE
61.605,-487.9882,2.7602,0.0000,HEAVY,RECOVERING,MODERATE,MICE
64.174,824.1271,-1.2040,0.0000,HEAVY,STABLE,HEAVY,MICE
66.742,-1246.6211,1.5104,0.0000,HEAVY,RECOVERING,MODERATE,MICE
69.317,912.7573,-0.7043,0.0000,HEAVY,STABLE,HEAVY,MICE
71.887,-286.6998,-1.6648,0.0000,HEAVY,RECOVERING,MODERATE,MICE
74.459,383.6553,2.2026,0.0000,HEAVY,STABLE,HEAVY,MICE
77.027,-587.6234,-0.4834,0.0000,HEAVY,RECOVERING,MODERATE,MICE
79.605,1037.9556,-1.7654,0.0000,HEAVY,STABLE,HEAVY,MICE
82.173,-1010.9841,1.4890,0.0000,HEAVY,RECOVERING,MODERATE,MICE
84.746,614.0594,0.4583,0.0000,HEAVY,STABLE,HEAVY,MICE
87.314,396.3315,1.2984,0.0000,HEAVY,STABLE,HEAVY,MICE
89.874,-757.8764,-3.1883,0.0000,HEAVY,RECOVERING,MODERATE,MICE
92.444,30.0107,-0.9286,0.0000,HEAVY,STABLE,HEAVY,MICE
95.009,-79.8818,1.7245,0.0000,HEAVY,RECOVERING,MODERATE,MICE
97.575,647.4957,-0.9331,0.0000,HEAVY,STABLE,HEAVY,MICE
100.142,-390.3111,-1.4171,0.0000,HEAVY,RECOVERING,MODERATE,MICE
102.711,-874.4902,0.9807,0.0000,HEAVY,RECOVERING,MODERATE,MICE
105.286,1688.1043,0.7889,0.0000,HEAVY,STABLE,HEAVY,MICE
107.856,-232.4655,-1.5318,0.0000,HEAVY,RECOVERING,MODERATE,MICE
110.423,177.0092,0.2487,0.0000,HEAVY,STABLE,HEAVY,MICE
112.989,213.4526,-1.3095,0.0000,HEAVY,STABLE,HEAVY,MICE
115.553,-670.9329,2.9647,0.0000,HEAVY,RECOVERING,MODERATE,MICE
118.134,-36200.8572,-72.0385,0.0000,NORMAL,STABLE,NORMAL,MICE
120.715,-5856.5306,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
123.295,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
125.871,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
128.451,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
131.029,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
