t_s,backlog_pkts,backlog_bytes,target_ms,limit_pkts,quantum_bytes,drop_rate,throughput_mbps,sojourn_ms
453.9,17,25738,5.0,993,1514,196.3,5.008,38.02
454.9,19,28766,5.0,993,1514,189.9,4.997,42.59
455.9,17,25738,5.0,993,1514,204.0,5.003,38.06
456.9,16,24224,5.0,993,1514,191.1,5.003,35.82
457.9,16,24224,5.0,993,1514,193.2,4.994,35.88
458.9,21,31794,5.0,993,1514,189.3,4.996,47.08
459.9,12,18168,5.0,993,1514,207.1,5.006,26.85
460.9,16,24224,5.0,993,1514,184.3,4.995,35.88
462.0,18,27252,5.0,993,1514,191.9,5.011,40.23
463.0,11,16654,5.0,993,1514,213.2,4.996,24.66
464.0,18,27252,5.0,993,1514,178.3,4.994,40.37
465.0,22,33308,5.0,993,1514,189.4,5.009,49.19
466.0,18,27252,5.0,993,1514,206.2,4.996,40.35
467.0,9,13626,5.0,993,1514,202.4,4.999,20.16
468.0,19,28766,5.0,993,1514,204.2,5.006,42.51
469.0,24,36336,5.0,993,1514,189.1,4.991,53.86
470.0,18,27252,5.0,993,1514,200.1,5.005,40.28
471.0,15,22710,5.0,993,1514,194.3,4.996,33.63
472.0,18,27252,5.0,993,1514,204.2,5.006,40.27
473.0,14,21196,5.0,993,1514,200.8,4.997,31.38
474.0,17,25738,5.0,993,1514,198.1,5.003,38.06
475.0,16,24224,5.0,993,1514,193.4,4.998,35.85
476.0,19,28766,5.0,993,1514,197.2,4.994,42.61
477.0,14,21196,5.0,993,1514,217.7,5.009,31.3
478.0,13,19682,5.0,993,1514,191.2,4.994,29.15
479.0,18,27252,5.0,993,1514,194.2,5.007,40.26
480.0,22,33308,5.0,993,1514,188.3,4.997,49.31
481.0,20,30280,5.0,993,1514,193.3,4.996,44.84
482.0,13,19682,5.0,993,1514,211.0,5.004,29.1
483.0,20,30280,5.0,993,1514,188.2,5.005,44.76
484.0,25,37850,5.0,993,1514,199.9,4.988,56.13
485.0,16,24224,5.0,993,1514,205.1,5.005,35.8
486.1,17,25738,5.0,993,1514,196.4,4.999,38.09
487.1,12,18168,5.0,993,1514,203.1,5.003,26.86
488.1,16,24224,5.0,993,1514,201.3,4.996,35.87
489.1,0,0,5.0,993,1514,196.1,5.005,0.0
490.1,10,15140,5.0,993,1514,205.3,4.997,22.41
491.1,13,19682,5.0,993,1514,192.3,4.996,29.14
492.1,15,22710,5.0,993,1514,198.2,5.007,33.55
493.1,17,25738,5.0,993,1514,204.1,5.004,38.05
494.1,17,25738,5.0,993,1514,191.2,4.994,38.13
495.1,19,28766,5.0,993,1514,182.4,4.998,42.58
496.1,20,30280,5.0,993,1514,201.4,5.01,44.71
497.1,12,18168,5.0,993,1514,201.2,4.995,26.91
498.1,12,18168,5.0,993,1514,188.3,4.995,26.91
499.1,20,30280,5.0,993,1514,188.1,5.004,44.76
500.1,16,24224,5.0,993,1514,175.3,4.994,35.88
501.1,10,15140,5.0,993,1514,211.2,5.007,22.37
502.1,13,19682,5.0,993,1514,183.4,4.997,29.14
503.1,21,31794,5.0,993,1514,189.3,5.008,46.96
504.1,11,16654,5.0,993,1514,197.3,4.997,24.65
505.1,16,24224,5.0,993,1514,197.4,4.999,35.85
506.1,0,0,5.0,993,1514,194.4,4.998,0.0
507.1,21,31794,5.0,993,1514,212.1,5.005,46.99
508.1,16,24224,5.0,993,1514,191.2,4.992,35.9
509.1,16,24224,5.0,993,1514,209.1,5.005,35.8
510.1,18,27252,5.0,993,1514,198.2,4.994,40.37
511.1,12,18168,5.0,993,1514,209.2,5.006,26.85
512.2,19,28766,5.0,993,1514,189.1,5.003,42.53
513.2,25,37850,5.0,993,1514,199.2,4.994,56.07
514.2,16,24224,5.0,993,1514,210.0,5.003,35.82
515.2,16,24224,5.0,993,1514,185.0,4.999,35.85
516.2,15,22710,5.0,993,1514,208.0,5.002,33.59
517.2,16,24224,5.0,993,1514,198.2,4.993,35.89
518.2,21,31794,5.0,993,1514,171.2,5.002,47.02
519.2,0,0,5.0,993,1514,200.1,5.003,0.0
520.2,21,31794,5.0,993,1514,211.3,4.997,47.07
521.2,14,21196,5.0,993,1514,205.1,5.004,31.33
522.2,12,18168,5.0,993,1514,204.1,4.993,26.92
523.2,15,22710,5.0,993,1514,197.0,5.0,33.6
524.2,19,28766,5.0,993,1514,186.1,5.002,42.54
525.2,22,33308,5.0,993,1514,198.0,5.0,49.28
526.2,13,19682,5.0,993,1514,186.4,4.997,29.14
527.2,19,28766,5.0,993,1514,175.4,5.009,42.48
528.2,16,24224,5.0,993,1514,203.3,4.998,35.85
529.2,11,16654,5.0,993,1514,196.9,4.999,24.64
530.2,16,24224,5.0,993,1514,191.2,4.993,35.89
531.2,16,24224,5.0,993,1514,172.3,5.006,35.8
532.2,20,30280,5.0,993,1514,175.2,5.003,44.77
533.2,16,24224,5.0,993,1514,205.8,4.998,35.85
534.3,17,25738,5.0,993,1514,194.1,5.004,38.05
535.3,16,24224,5.0,993,1514,195.7,4.994,35.88
536.3,20,30280,5.0,993,1514,203.9,4.998,44.82
537.3,17,25738,5.0,993,1514,197.1,5.005,38.04
538.3,17,25738,5.0,993,1514,187.4,4.999,38.09
539.3,12,18168,5.0,993,1514,198.1,5.005,26.85
540.3,17,25738,5.0,993,1514,192.2,4.994,38.13
541.3,20,30280,5.0,993,1514,207.3,4.997,44.83
542.3,16,24224,5.0,993,1514,202.9,5.0,35.84
543.3,0,0,5.0,993,1514,203.0,5.002,0.0
544.3,21,31794,5.0,993,1514,207.3,4.998,47.06
545.3,10,15140,5.0,993,1514,201.1,5.005,22.38
546.3,21,31794,5.0,993,1514,185.2,4.993,47.11
547.3,11,16654,5.0,993,1514,213.2,5.009,24.6
548.3,19,28766,5.0,993,1514,189.2,4.993,42.62
549.3,18,27252,5.0,993,1514,182.4,4.998,40.34
550.3,10,15140,5.0,993,1514,203.4,5.012,22.35
551.3,15,22710,5.0,993,1514,194.2,4.994,33.64
552.3,13,19682,5.0,993,1514,198.2,5.007,29.08
553.3,22,33308,5.0,993,1514,205.3,4.996,49.32
554.3,13,19682,5.0,993,1514,209.7,4.994,29.15
555.3,16,24224,5.0,993,1514,194.0,5.0,35.84
556.3,19,28766,5.0,993,1514,182.4,4.998,42.58
557.3,13,19682,5.0,993,1514,191.4,5.012,29.05
558.4,22,33308,5.0,993,1514,193.4,4.999,49.29
559.4,18,27252,5.0,993,1514,201.2,4.996,40.35
560.4,18,27252,5.0,993,1514,185.1,5.001,40.31
561.4,18,27252,5.0,993,1514,185.4,4.998,40.34
562.4,20,30280,5.0,993,1514,180.1,4.99,44.89
563.4,15,22710,5.0,993,1514,204.9,5.011,33.53
564.4,18,27252,5.0,993,1514,194.1,5.004,40.29
565.4,22,33308,5.0,993,1514,189.5,5.0,49.28
566.4,14,21196,5.0,993,1514,196.3,4.997,31.38
567.4,15,22710,5.0,993,1514,183.4,4.998,33.61
568.4,18,27252,5.0,993,1514,193.3,4.997,40.34
569.4,18,27252,5.0,993,1514,200.2,5.007,40.26
570.4,14,21196,5.0,993,1514,194.4,4.999,31.37
571.4,14,21196,5.0,993,1514,185.3,4.997,31.38
572.4,16,24224,5.0,993,1514,196.1,5.004,35.81
573.4,17,25738,5.0,993,1514,195.1,4.992,38.14
574.4,19,28766,5.0,993,1514,198.2,5.006,42.51
575.4,18,27252,5.0,993,1514,192.3,4.996,40.35
576.4,17,25738,5.0,993,1514,185.2,5.005,38.04
577.4,11,16654,5.0,993,1514,206.2,4.994,24.67
578.4,14,21196,5.0,993,1514,196.1,5.003,31.34
579.4,14,21196,5.0,993,1514,202.2,4.995,31.39
580.4,9,13626,5.0,993,1514,202.2,5.006,20.14
581.4,18,27252,5.0,993,1514,194.9,4.998,40.34
582.5,17,25738,5.0,993,1514,202.3,4.998,38.1
583.5,17,25738,5.0,993,1514,178.4,5.009,38.01
584.5,17,25738,5.0,993,1514,197.3,4.996,38.11
585.5,24,36336,5.0,993,1514,202.1,4.993,53.84
586.5,12,18168,5.0,993,1514,202.1,5.005,26.85
587.5,13,19682,5.0,993,1514,187.2,5.005,29.09
588.5,15,22710,5.0,993,1514,194.1,4.991,33.66
589.5,16,24224,5.0,993,1514,200.0,5.001,35.83
590.5,19,28766,5.0,993,1514,201.4,4.999,42.57
591.5,22,33308,5.0,993,1514,204.3,5.009,49.19
592.5,18,27252,5.0,993,1514,196.3,4.997,40.34
593.5,19,28766,5.0,993,1514,177.2,5.005,42.52
594.5,0,0,5.0,993,1514,207.3,4.998,0.0
595.5,16,24224,5.0,993,1514,203.2,4.994,35.88
596.5,11,16654,5.0,993,1514,206.3,4.997,24.65
597.5,17,25738,5.0,993,1514,192.9,4.998,38.1
598.5,21,31794,5.0,993,1514,195.2,5.005,46.99
599.5,12,18168,5.0,993,1514,215.2,5.008,26.84
600.5,7,10598,5.0,993,1514,203.3,4.998,15.69
601.5,14,21196,5.0,993,1514,205.2,4.995,31.39
602.5,18,27252,5.0,993,1514,188.4,4.998,40.34
