t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
2.563,1120.6723,2.5289,0.0000,HEAVY,STABLE,HEAVY,MICE
5.130,-252.4502,1.1090,0.0000,HEAVY,RECOVERING,MODERATE,MICE
7.703,384.6333,-0.4612,0.0000,HEAVY,STABLE,HEAVY,MICE
10.269,-128.4498,0.2704,0.0000,HEAVY,RECOVERING,MODERATE,MICE
12.836,76.3278,0.3635,0.0000,HEAVY,STABLE,HEAVY,MICE
15.397,237.5672,0.7914,0.0000,HEAVY,STABLE,HEAVY,MICE
17.969,-185.3353,1.5315,0.0000,HEAVY,RECOVERING,MODERATE,MICE
20.532,197.8251,-3.5449,0.0000,HEAVY,STABLE,HEAVY,MICE
23.109,533.1147,2.6208,0.0000,HEAVY,STABLE,HEAVY,MICE
25.679,-341.5128,-2.6525,0.0000,HEAVY,RECOVERING,MODERATE,MICE
28.246,-459.2913,1.4996,0.0000,HEAVY,RECOVERING,MODERATE,MICE
30.814,110.8538,1.7365,0.0000,HEAVY,STABLE,HEAVY,MICE
33.381,-490.8948,0.4016,0.0000,HEAVY,RECOVERING,MODERATE,MICE
35.950,641.0196,-0.5304,0.0000,HEAVY,STABLE,HEAVY,MICE
38.518,-3010.7528,-1.2886,0.0000,HEAVY,RECOVERING,MODERATE,MICE
41.088,-522.6099,2.1584,0.0000,HEAVY,RECOVERING,MODERATE,MICE
43.660,-1352.1587,-3.2064,0.0000,HEAVY,RECOVERING,MODERATE,MICE
46.227,1609.9150,24.3943,0.0000,HEAVY,STABLE,HEAVY,MICE
48.798,-850.3055,2.2761,0.0000,HEAVY,RECOVERING,MODERATE,MICE
51.362,387.5574,-0.9225,0.0000,HEAVY,STABLE,HEAVY,MICE
53.939,1497.8798,0.0369,0.0000,HEAVY,STABLE,HEAVY,MICE
56.506,-1190.8763,-1.7075,0.0000,HEAVY,RECOVERING,MODERATE,MICE
59.079,-225.9104,-1.2482,0.0000,HEAVY,RECOVERING,MODERATE,MICE
61.647,-808.5953,-1.2269,0.0000,HEAVY,RECOVERING,MODERATE,MICE
64.220,657.8121,2.1552,0.0000,HEAVY,STABLE,HEAVY,MICE
66.788,-486.9875,1.1449,0.0000,HEAVY,RECOVERING,MODERATE,MICE
69.368,-1868.5897,0.0131,0.0000,HEAVY,RECOVERING,MODERATE,MICE
71.940,-925.7253,-1.0363,0.0000,HEAVY,RECOVERING,MODERATE,MICE
74.518,-148.6633,1.1298,0.0000,HEAVY,RECOVERING,MODERATE,MICE
77.099,-46.2631,-1.8560,0.0000,HEAVY,RECOVERING,MODERATE,MICE
79.681,-105.9071,-1.4161,0.0000,HEAVY,RECOVERING,MODERATE,MICE
82.261,-2567.6866,0.9764,0.0000,HEAVY,RECOVERING,MODERATE,MICE
84.836,908.3299,0.0813,0.0000,HEAVY,STABLE,HEAVY,MICE
87.412,1580.4902,1.8228,0.0000,HEAVY,STABLE,HEAVY,MICE
89.984,-860.3245,-0.7432,0.0000,HEAVY,RECOVERING,MODERATE,MICE
92.558,187.9703,0.8480,0.0000,HEAVY,STABLE,HEAVY,MICE
95.129,113.7820,3.1708,0.0000,HEAVY,STABLE,HEAVY,MICE
97.693,619.1096,0.0224,0.0000,HEAVY,STABLE,HEAVY,MICE
100.265,-1238.9057,0.5677,0.0000,HEAVY,RECOVERING,MODERATE,MICE
102.839,-1222.7181,0.7788,0.0000,HEAVY,RECOVERING,MODERATE,MICE
105.422,2498.6742,0.1662,0.0000,HEAVY,STABLE,HEAVY,MICE
108.000,1474.5097,-1.0698,0.0000,HEAVY,STABLE,HEAVY,MICE
110.574,-99.9905,-1.4917,0.0000,HEAVY,RECOVERING,MODERATE,MICE
113.147,-2502.6128,-0.2114,0.0000,HEAVY,RECOVERING,MODERATE,MICE
115.721,-2554.6367,-25.5201,0.0000,HEAVY,RECOVERING,MODERATE,MICE
118.302,-34423.6228,-69.2092,0.0000,NORMAL,STABLE,NORMAL,MICE
120.875,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
123.453,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
126.030,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
128.608,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
131.186,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
133.763,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
136.340,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
138.919,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
141.499,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
144.075,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
146.655,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
149.229,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
151.805,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
154.383,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
156.957,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
159.539,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
162.120,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
164.699,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
167.275,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
169.846,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
172.425,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
174.996,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
177.574,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
180.145,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
182.722,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
185.300,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
187.877,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
190.455,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
193.034,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
195.611,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
198.191,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
200.775,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
203.356,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
205.934,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
208.509,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
211.083,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
213.650,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
216.232,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
218.811,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
221.386,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
223.966,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
226.544,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
229.119,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
231.695,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
234.277,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
236.859,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
239.442,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
242.019,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
244.595,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
247.175,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
249.753,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
252.330,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
254.901,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
257.484,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
260.064,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
262.640,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
265.218,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
267.795,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
270.371,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
272.949,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
275.526,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
278.105,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
280.685,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
283.265,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
285.843,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
288.422,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
290.999,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
293.580,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
296.158,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
298.737,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
301.316,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
303.890,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
306.466,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
309.040,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
311.616,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
314.189,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
316.770,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
319.347,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
321.925,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
324.499,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
327.076,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
329.655,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
332.226,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
334.802,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
337.377,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
339.958,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
342.541,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
345.120,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
347.703,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
350.282,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
352.866,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
355.449,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
