[eBPF] Layer 1: ✅ Using existing /home/ammu/ccn-linux-qdisc-study/scripts/../ebpf/tc_monitor.o
[eBPF] Layer 2: Attaching to ns_router/veth_rs...
[eBPF] Layer 2: ✅ Attached — filter protocol all pref 49152 bpf chain 0 handle 0x1 tc_mon
[eBPF] Layer 3: Locating BPF maps via bpftool...
[eBPF] Layer 3: ✅ flow_map id=37
[eBPF] Layer 3: ✅ global_map id=38

════════════════════════════════════════════════════════════════════════
  ACAPE v5.0.0  |  mode: eBPF (clang+tc+bpftool)
  metrics → /home/ammu/ccn-linux-qdisc-study/logs/acape_metrics_20260409_122449.csv
════════════════════════════════════════════════════════════════════════
      t      regime         traj        pred      dr/s     bl   flows  eleph      rtt      wkld     tgt    lim   adj
  109.7       HEAVY       STABLE       HEAVY     175.2     10       0      0    0.00ms      MICE    1.0ms    256    15
  110.2       HEAVY       STABLE       HEAVY     168.8     14       0      0    0.00ms      MICE    1.0ms    256    15
  110.7       HEAVY       STABLE       HEAVY     162.4     14       0      0    0.00ms      MICE    1.0ms    256    15
  111.2       HEAVY       STABLE       HEAVY     185.2     11       0      0    0.00ms      MICE    1.0ms    256    15
  111.7       HEAVY       STABLE       HEAVY     183.2     13       0      0    0.00ms      MICE    1.0ms    256    15
  112.2       HEAVY       STABLE       HEAVY     161.7     16       0      0    0.00ms      MICE    1.0ms    256    15
  112.8       HEAVY       STABLE       HEAVY     158.4     13       0      0    0.00ms      MICE    1.0ms    256    15
  113.3       HEAVY       STABLE       HEAVY     194.6     11       0      0    0.00ms      MICE    1.0ms    256    15
  113.8       HEAVY       STABLE       HEAVY     151.9     10       0      0    0.00ms      MICE    1.0ms    256    15
  114.3       HEAVY       STABLE       HEAVY     183.9     13       0      0    0.00ms      MICE    1.0ms    256    15
  114.8       HEAVY       STABLE       HEAVY     155.0     11       0      0    0.00ms      MICE    1.0ms    256    15
  115.3       HEAVY       STABLE       HEAVY     179.0     11       0      0    0.00ms      MICE    1.0ms    256    15
  115.8       HEAVY       STABLE       HEAVY     193.2     10       0      0    0.00ms      MICE    1.0ms    256    15
  116.3       HEAVY       STABLE       HEAVY     149.6     18       0      0    0.00ms      MICE    1.0ms    256    15
  116.8       HEAVY       STABLE       HEAVY     185.2     13       0      0    0.00ms      MICE    1.0ms    256    15
  117.3       HEAVY       STABLE       HEAVY     175.3     13       0      0    0.00ms      MICE    1.0ms    256    15
  117.9       HEAVY       STABLE       HEAVY     182.3      4       0      0    0.00ms      MICE    1.0ms    256    15
  118.4       HEAVY       STABLE       HEAVY     177.9      5       0      0    0.00ms      MICE    1.0ms    256    15
  118.9       HEAVY       STABLE       HEAVY     167.6     12       0      0    0.00ms      MICE    1.0ms    256    15
  119.4       HEAVY       STABLE       HEAVY     172.0      9       0      0    0.00ms      MICE    1.0ms    256    15
  119.9       HEAVY       STABLE       HEAVY     174.7      8       0      0    0.00ms      MICE    1.0ms    256    15
  120.4       HEAVY       STABLE       HEAVY     172.4      5       0      0    0.00ms      MICE    1.0ms    256    15
  120.9       HEAVY       STABLE       HEAVY     152.9     13       0      0    0.00ms      MICE    1.0ms    256    15
  121.4       HEAVY       STABLE       HEAVY     179.2     12       0      0    0.00ms      MICE    1.0ms    256    15
  121.9       HEAVY       STABLE       HEAVY     196.9      9       0      0    0.00ms      MICE    1.0ms    256    15
  122.4       HEAVY       STABLE       HEAVY     193.5      5       0      0    0.00ms      MICE    1.0ms    256    15
  123.0       HEAVY       STABLE       HEAVY     156.4     12       0      0    0.00ms      MICE    1.0ms    256    15
  123.5       HEAVY       STABLE       HEAVY     173.5     10       0      0    0.00ms      MICE    1.0ms    256    15
  124.0       HEAVY       STABLE       HEAVY     175.5     14       0      0    0.00ms      MICE    1.0ms    256    15
  124.5       HEAVY       STABLE       HEAVY     190.3     10       0      0    0.00ms      MICE    1.0ms    256    15
  125.0       HEAVY       STABLE       HEAVY     164.1     13       0      0    0.00ms      MICE    1.0ms    256    15
  125.5       HEAVY       STABLE       HEAVY     194.9     13       0      0    0.00ms      MICE    1.0ms    256    15
  126.0       HEAVY       STABLE       HEAVY     178.9     11       0      0    0.00ms      MICE    1.0ms    256    15
  126.5       HEAVY       STABLE       HEAVY     188.1     13       0      0    0.00ms      MICE    1.0ms    256    15
  127.0       HEAVY       STABLE       HEAVY     183.0     11       0      0    0.00ms      MICE    1.0ms    256    15
  127.5       HEAVY       STABLE       HEAVY     172.9     14       0      0    0.00ms      MICE    1.0ms    256    15
  128.1       HEAVY       STABLE       HEAVY     176.4     13       0      0    0.00ms      MICE    1.0ms    256    15
  128.6       HEAVY       STABLE       HEAVY     179.2     10       0      0    0.00ms      MICE    1.0ms    256    15
  129.1       HEAVY       STABLE       HEAVY     170.9     14       0      0    0.00ms      MICE    1.0ms    256    15
  129.6       HEAVY       STABLE       HEAVY     182.2     11       0      0    0.00ms      MICE    1.0ms    256    15
  130.1       HEAVY       STABLE       HEAVY     201.0      8       0      0    0.00ms      MICE    1.0ms    256    15
  130.6       HEAVY       STABLE       HEAVY     167.3      8       0      0    0.00ms      MICE    1.0ms    256    15
  131.1       HEAVY       STABLE       HEAVY     190.8      8       0      0    0.00ms      MICE    1.0ms    256    15
  131.6       HEAVY       STABLE       HEAVY     189.2      9       0      0    0.00ms      MICE    1.0ms    256    15
  132.1       HEAVY       STABLE       HEAVY     167.0     14       0      0    0.00ms      MICE    1.0ms    256    15
  132.6       HEAVY       STABLE       HEAVY     174.5     10       0      0    0.00ms      MICE    1.0ms    256    15
  133.1       HEAVY       STABLE       HEAVY     149.7     12       0      0    0.00ms      MICE    1.0ms    256    15
  133.7       HEAVY       STABLE       HEAVY     174.5      9       0      0    0.00ms      MICE    1.0ms    256    15
  134.2       HEAVY       STABLE       HEAVY     184.6     10       0      0    0.00ms      MICE    1.0ms    256    15
  134.7       HEAVY       STABLE       HEAVY     226.3      8       0      0    0.00ms      MICE    1.0ms    256    15
  135.2       HEAVY       STABLE       HEAVY     153.7     14       0      0    0.00ms      MICE    1.0ms    256    15
  135.7       HEAVY       STABLE       HEAVY     177.0     10       0      0    0.00ms      MICE    1.0ms    256    15
  136.2       HEAVY       STABLE       HEAVY     160.7     10       0      0    0.00ms      MICE    1.0ms    256    15
  136.7       HEAVY       STABLE       HEAVY     200.0      9       0      0    0.00ms      MICE    1.0ms    256    15
  137.2       HEAVY       STABLE       HEAVY     179.9     12       0      0    0.00ms      MICE    1.0ms    256    15
  137.7       HEAVY       STABLE       HEAVY     162.3     16       0      0    0.00ms      MICE    1.0ms    256    15
  138.2       HEAVY       STABLE       HEAVY     165.5     13       0      0    0.00ms      MICE    1.0ms    256    15
  138.7       HEAVY       STABLE       HEAVY     181.1     11       0      0    0.00ms      MICE    1.0ms    256    15
  139.3       HEAVY       STABLE       HEAVY     198.4      8       0      0    0.00ms      MICE    1.0ms    256    15
  139.8       HEAVY       STABLE       HEAVY     170.2     18       0      0    0.00ms      MICE    1.0ms    256    15
  140.3       HEAVY       STABLE       HEAVY     214.6     11       0      0    0.00ms      MICE    1.0ms    256    15
  140.8       HEAVY       STABLE       HEAVY     170.1     11       0      0    0.00ms      MICE    1.0ms    256    15
  141.3       HEAVY       STABLE       HEAVY     185.3     14       0      0    0.00ms      MICE    1.0ms    256    15
  141.8       HEAVY       STABLE       HEAVY     177.0     11       0      0    0.00ms      MICE    1.0ms    256    15
  142.3       HEAVY       STABLE       HEAVY     181.4      7       0      0    0.00ms      MICE    1.0ms    256    15
  142.8       HEAVY       STABLE       HEAVY     175.2     13       0      0    0.00ms      MICE    1.0ms    256    15
  143.3       HEAVY       STABLE       HEAVY     171.3      9       0      0    0.00ms      MICE    1.0ms    256    15
  143.8       HEAVY       STABLE       HEAVY     204.4      6       0      0    0.00ms      MICE    1.0ms    256    15
  144.3       HEAVY       STABLE       HEAVY     154.7     13       0      0    0.00ms      MICE    1.0ms    256    15
  144.9       HEAVY       STABLE       HEAVY     188.7      8       0      0    0.00ms      MICE    1.0ms    256    15
  145.4       HEAVY       STABLE       HEAVY     171.1     10       0      0    0.00ms      MICE    1.0ms    256    15
  145.9       HEAVY       STABLE       HEAVY     193.2      9       0      0    0.00ms      MICE    1.0ms    256    15
  146.4       HEAVY       STABLE       HEAVY     173.4     14       0      0    0.00ms      MICE    1.0ms    256    15
  146.9       HEAVY       STABLE       HEAVY     159.1     14       0      0    0.00ms      MICE    1.0ms    256    15
  147.4       HEAVY       STABLE       HEAVY     151.5     10       0      0    0.00ms      MICE    1.0ms    256    15
  147.9       HEAVY       STABLE       HEAVY     163.3     13       0      0    0.00ms      MICE    1.0ms    256    15
  148.4       HEAVY       STABLE       HEAVY     151.2     14       0      0    0.00ms      MICE    1.0ms    256    15
  148.9       HEAVY       STABLE       HEAVY     158.8     11       0      0    0.00ms      MICE    1.0ms    256    15
  149.4       HEAVY       STABLE       HEAVY     183.2     14       0      0    0.00ms      MICE    1.0ms    256    15
  149.9       HEAVY       STABLE       HEAVY     157.8     11       0      0    0.00ms      MICE    1.0ms    256    15
  150.4       HEAVY       STABLE       HEAVY     147.6     18       0      0    0.00ms      MICE    1.0ms    256    15
  151.0       HEAVY       STABLE       HEAVY     174.4     10       0      0    0.00ms      MICE    1.0ms    256    15
  151.5       HEAVY       STABLE       HEAVY     190.9      9       0      0    0.00ms      MICE    1.0ms    256    15
  152.0       HEAVY       STABLE       HEAVY     184.6     10       0      0    0.00ms      MICE    1.0ms    256    15
  152.5       HEAVY       STABLE       HEAVY     170.7     13       0      0    0.00ms      MICE    1.0ms    256    15
  153.0       HEAVY       STABLE       HEAVY     180.9     11       0      0    0.00ms      MICE    1.0ms    256    15
  153.5       HEAVY       STABLE       HEAVY     161.1      8       0      0    0.00ms      MICE    1.0ms    256    15
  154.0       HEAVY       STABLE       HEAVY     170.9     11       0      0    0.00ms      MICE    1.0ms    256    15
  154.5       HEAVY       STABLE       HEAVY     192.8      8       0      0    0.00ms      MICE    1.0ms    256    15
  155.0       HEAVY       STABLE       HEAVY     184.7      8       0      0    0.00ms      MICE    1.0ms    256    15
  155.5       HEAVY       STABLE       HEAVY     171.2      9       0      0    0.00ms      MICE    1.0ms    256    15
  156.0       HEAVY       STABLE       HEAVY     188.7      6       0      0    0.00ms      MICE    1.0ms    256    15
  156.6       HEAVY       STABLE       HEAVY     176.4     12       0      0    0.00ms      MICE    1.0ms    256    15
  157.1       HEAVY       STABLE       HEAVY     185.3      8       0      0    0.00ms      MICE    1.0ms    256    15
  157.6       HEAVY       STABLE       HEAVY     163.7     14       0      0    0.00ms      MICE    1.0ms    256    15
  158.1       HEAVY       STABLE       HEAVY     173.3     12       0      0    0.00ms      MICE    1.0ms    256    15
  158.6       HEAVY       STABLE       HEAVY     165.7     14       0      0    0.00ms      MICE    1.0ms    256    15
  159.1       HEAVY       STABLE       HEAVY     195.6      8       0      0    0.00ms      MICE    1.0ms    256    15
  159.6       HEAVY       STABLE       HEAVY     214.4      7       0      0    0.00ms      MICE    1.0ms    256    15
  160.1       HEAVY       STABLE       HEAVY     166.5      9       0      0    0.00ms      MICE    1.0ms    256    15
  160.6       HEAVY       STABLE       HEAVY     177.4     12       0      0    0.00ms      MICE    1.0ms    256    15
  161.1       HEAVY       STABLE       HEAVY     153.0     14       0      0    0.00ms      MICE    1.0ms    256    15
  161.7       HEAVY       STABLE       HEAVY     159.5     12       0      0    0.00ms      MICE    1.0ms    256    15
  162.2       HEAVY       STABLE       HEAVY     197.0     10       0      0    0.00ms      MICE    1.0ms    256    15
  162.7       HEAVY       STABLE       HEAVY     171.2     11       0      0    0.00ms      MICE    1.0ms    256    15
  163.2       HEAVY       STABLE       HEAVY     167.6     10       0      0    0.00ms      MICE    1.0ms    256    15
  163.7       HEAVY       STABLE       HEAVY     164.5     11       0      0    0.00ms      MICE    1.0ms    256    15
  164.2       HEAVY       STABLE       HEAVY     173.2     11       0      0    0.00ms      MICE    1.0ms    256    15
  164.7       HEAVY       STABLE       HEAVY     181.6     14       0      0    0.00ms      MICE    1.0ms    256    15
  165.2       HEAVY       STABLE       HEAVY     188.2     11       0      0    0.00ms      MICE    1.0ms    256    15
  165.7       HEAVY       STABLE       HEAVY     181.8      9       0      0    0.00ms      MICE    1.0ms    256    15
  166.3       HEAVY       STABLE       HEAVY     170.7      7       0      0    0.00ms      MICE    1.0ms    256    15
  166.8       HEAVY       STABLE       HEAVY     155.7     10       0      0    0.00ms      MICE    1.0ms    256    15
  167.3       HEAVY       STABLE       HEAVY     153.6     14       0      0    0.00ms      MICE    1.0ms    256    15
  167.8       HEAVY       STABLE       HEAVY     179.2     15       0      0    0.00ms      MICE    1.0ms    256    15
  168.3       HEAVY       STABLE       HEAVY     195.0      9       0      0    0.00ms      MICE    1.0ms    256    15
  168.8       HEAVY       STABLE       HEAVY     165.2     12       0      0    0.00ms      MICE    1.0ms    256    15
  169.3       HEAVY       STABLE       HEAVY     177.4     10       0      0    0.00ms      MICE    1.0ms    256    15
  169.8       HEAVY       STABLE       HEAVY     161.5     10       0      0    0.00ms      MICE    1.0ms    256    15
  170.3       HEAVY       STABLE       HEAVY     174.5     12       0      0    0.00ms      MICE    1.0ms    256    15
  170.8       HEAVY       STABLE       HEAVY     170.6     14       0      0    0.00ms      MICE    1.0ms    256    15
  171.3       HEAVY       STABLE       HEAVY     184.8     13       0      0    0.00ms      MICE    1.0ms    256    15
  171.8       HEAVY       STABLE       HEAVY     181.5     12       0      0    0.00ms      MICE    1.0ms    256    15
  172.4       HEAVY       STABLE       HEAVY     191.1     12       0      0    0.00ms      MICE    1.0ms    256    15
  172.9       HEAVY       STABLE       HEAVY     177.4     11       0      0    0.00ms      MICE    1.0ms    256    15
  173.4       HEAVY       STABLE       HEAVY     175.3     10       0      0    0.00ms      MICE    1.0ms    256    15
  173.9       HEAVY       STABLE       HEAVY     166.6     11       0      0    0.00ms      MICE    1.0ms    256    15
  174.4       HEAVY       STABLE       HEAVY     167.6     16       0      0    0.00ms      MICE    1.0ms    256    15
  174.9       HEAVY       STABLE       HEAVY     187.4     14       0      0    0.00ms      MICE    1.0ms    256    15
  175.4       HEAVY       STABLE       HEAVY     175.2      9       0      0    0.00ms      MICE    1.0ms    256    15
  175.9       HEAVY       STABLE       HEAVY     163.6      7       0      0    0.00ms      MICE    1.0ms    256    15
  176.4       HEAVY       STABLE       HEAVY     171.7     13       0      0    0.00ms      MICE    1.0ms    256    15
  176.9       HEAVY       STABLE       HEAVY     177.6     14       0      0    0.00ms      MICE    1.0ms    256    15
  177.5       HEAVY       STABLE       HEAVY     175.5     11       0      0    0.00ms      MICE    1.0ms    256    15
  178.0       HEAVY       STABLE       HEAVY     173.6     11       0      0    0.00ms      MICE    1.0ms    256    15
  178.5       HEAVY       STABLE       HEAVY     175.3     12       0      0    0.00ms      MICE    1.0ms    256    15
  179.0       HEAVY       STABLE       HEAVY     187.2     10       0      0    0.00ms      MICE    1.0ms    256    15
  179.5       HEAVY       STABLE       HEAVY     184.6     11       0      0    0.00ms      MICE    1.0ms    256    15
  180.0       HEAVY       STABLE       HEAVY     180.2     13       0      0    0.00ms      MICE    1.0ms    256    15
  180.5       HEAVY       STABLE       HEAVY     187.1     13       0      0    0.00ms      MICE    1.0ms    256    15
  181.0       HEAVY       STABLE       HEAVY     175.4     13       0      0    0.00ms      MICE    1.0ms    256    15
  181.5       HEAVY       STABLE       HEAVY     186.3     11       0      0    0.00ms      MICE    1.0ms    256    15
  182.0       HEAVY       STABLE       HEAVY     167.1     10       0      0    0.00ms      MICE    1.0ms    256    15
  182.5       HEAVY       STABLE       HEAVY     172.5      8       0      0    0.00ms      MICE    1.0ms    256    15
  183.1       HEAVY       STABLE       HEAVY     187.2     11       0      0    0.00ms      MICE    1.0ms    256    15
  183.6       HEAVY       STABLE       HEAVY     171.3     10       0      0    0.00ms      MICE    1.0ms    256    15
  184.1       HEAVY       STABLE       HEAVY     159.7      9       0      0    0.00ms      MICE    1.0ms    256    15
  184.6       HEAVY       STABLE       HEAVY     169.2     10       0      0    0.00ms      MICE    1.0ms    256    15
  185.1       HEAVY       STABLE       HEAVY     195.6     13       0      0    0.00ms      MICE    1.0ms    256    15
  185.6       HEAVY       STABLE       HEAVY     190.6     10       0      0    0.00ms      MICE    1.0ms    256    15
  186.1       HEAVY       STABLE       HEAVY     183.6     13       0      0    0.00ms      MICE    1.0ms    256    15
  186.6       HEAVY       STABLE       HEAVY     170.9     12       0      0    0.00ms      MICE    1.0ms    256    15
  187.1       HEAVY       STABLE       HEAVY     182.2     15       0      0    0.00ms      MICE    1.0ms    256    15
  187.6       HEAVY       STABLE       HEAVY     212.7      8       0      0    0.00ms      MICE    1.0ms    256    15
  188.1       HEAVY       STABLE       HEAVY     181.3     10       0      0    0.00ms      MICE    1.0ms    256    15
  188.6       HEAVY       STABLE       HEAVY     167.2      9       0      0    0.00ms      MICE    1.0ms    256    15
  189.2       HEAVY       STABLE       HEAVY     163.5      9       0      0    0.00ms      MICE    1.0ms    256    15
  189.7       HEAVY       STABLE       HEAVY     171.5     10       0      0    0.00ms      MICE    1.0ms    256    15
  190.2       HEAVY       STABLE       HEAVY     173.5     12       0      0    0.00ms      MICE    1.0ms    256    15
  190.7       HEAVY       STABLE       HEAVY     177.0     12       0      0    0.00ms      MICE    1.0ms    256    15
  191.2       HEAVY       STABLE       HEAVY     145.8     15       0      0    0.00ms      MICE    1.0ms    256    15
  191.7       HEAVY       STABLE       HEAVY     173.4     12       0      0    0.00ms      MICE    1.0ms    256    15
  192.2       HEAVY       STABLE       HEAVY     175.1     12       0      0    0.00ms      MICE    1.0ms    256    15
  192.7       HEAVY       STABLE       HEAVY     189.4      9       0      0    0.00ms      MICE    1.0ms    256    15
  193.2       HEAVY       STABLE       HEAVY     168.2     11       0      0    0.00ms      MICE    1.0ms    256    15
  193.7       HEAVY       STABLE       HEAVY     195.2     14       0      0    0.00ms      MICE    1.0ms    256    15
  194.2       HEAVY       STABLE       HEAVY     178.8     14       0      0    0.00ms      MICE    1.0ms    256    15
  194.8       HEAVY       STABLE       HEAVY     195.5      9       0      0    0.00ms      MICE    1.0ms    256    15
  195.3       HEAVY       STABLE       HEAVY     155.7     10       0      0    0.00ms      MICE    1.0ms    256    15
  195.8       HEAVY       STABLE       HEAVY     187.0     14       0      0    0.00ms      MICE    1.0ms    256    15
  196.3       HEAVY       STABLE       HEAVY     176.4     10       0      0    0.00ms      MICE    1.0ms    256    15
  196.8       HEAVY       STABLE       HEAVY     189.0     11       0      0    0.00ms      MICE    1.0ms    256    15
  197.3       HEAVY       STABLE       HEAVY     187.1     12       0      0    0.00ms      MICE    1.0ms    256    15
  197.8       HEAVY       STABLE       HEAVY     177.2     11       0      0    0.00ms      MICE    1.0ms    256    15
  198.3       HEAVY       STABLE       HEAVY     163.4     13       0      0    0.00ms      MICE    1.0ms    256    15
  198.8       HEAVY       STABLE       HEAVY     179.1     14       0      0    0.00ms      MICE    1.0ms    256    15
  199.3       HEAVY       STABLE       HEAVY     197.8      8       0      0    0.00ms      MICE    1.0ms    256    15
  199.9       HEAVY       STABLE       HEAVY     188.2      8       0      0    0.00ms      MICE    1.0ms    256    15
  200.4       HEAVY       STABLE       HEAVY     189.0     12       0      0    0.00ms      MICE    1.0ms    256    15
  200.9       HEAVY       STABLE       HEAVY     163.5     17       0      0    0.00ms      MICE    1.0ms    256    15
  201.4       HEAVY       STABLE       HEAVY     174.9     10       0      0    0.00ms      MICE    1.0ms    256    15
  201.9       HEAVY       STABLE       HEAVY     153.2     11       0      0    0.00ms      MICE    1.0ms    256    15
  202.4       HEAVY       STABLE       HEAVY     167.3     13       0      0    0.00ms      MICE    1.0ms    256    15
  202.9       HEAVY       STABLE       HEAVY     189.3     13       0      0    0.00ms      MICE    1.0ms    256    15
  203.4       HEAVY       STABLE       HEAVY     173.2     15       0      0    0.00ms      MICE    1.0ms    256    15
  203.9       HEAVY       STABLE       HEAVY     162.5     12       0      0    0.00ms      MICE    1.0ms    256    15
  204.4       HEAVY       STABLE       HEAVY     184.5      7       0      0    0.00ms      MICE    1.0ms    256    15
  204.9       HEAVY       STABLE       HEAVY     191.1     11       0      0    0.00ms      MICE    1.0ms    256    15
  205.5       HEAVY       STABLE       HEAVY     199.8      9       0      0    0.00ms      MICE    1.0ms    256    15
  206.0       HEAVY       STABLE       HEAVY     189.1     12       0      0    0.00ms      MICE    1.0ms    256    15
  206.5       HEAVY       STABLE       HEAVY     171.2     14       0      0    0.00ms      MICE    1.0ms    256    15
  207.0       HEAVY       STABLE       HEAVY     177.1     14       0      0    0.00ms      MICE    1.0ms    256    15
  207.5       HEAVY       STABLE       HEAVY     183.8     11       0      0    0.00ms      MICE    1.0ms    256    15
  208.0       HEAVY       STABLE       HEAVY     174.8     13       0      0    0.00ms      MICE    1.0ms    256    15
  208.5       HEAVY       STABLE       HEAVY     169.3     14       0      0    0.00ms      MICE    1.0ms    256    15
  209.0       HEAVY       STABLE       HEAVY     163.0     10       0      0    0.00ms      MICE    1.0ms    256    15
  209.5       HEAVY       STABLE       HEAVY     162.2     12       0      0    0.00ms      MICE    1.0ms    256    15
  210.0       HEAVY       STABLE       HEAVY     156.9     14       0      0    0.00ms      MICE    1.0ms    256    15
  210.5       HEAVY       STABLE       HEAVY     175.9      4       0      0    0.00ms      MICE    1.0ms    256    15
  211.1       HEAVY       STABLE       HEAVY     160.1     13       0      0    0.00ms      MICE    1.0ms    256    15
  211.6       HEAVY       STABLE       HEAVY     186.8     12       0      0    0.00ms      MICE    1.0ms    256    15
  212.1       HEAVY       STABLE       HEAVY     175.2      7       0      0    0.00ms      MICE    1.0ms    256    15
  212.6       HEAVY       STABLE       HEAVY     167.1     13       0      0    0.00ms      MICE    1.0ms    256    15
  213.1       HEAVY       STABLE       HEAVY     165.2     10       0      0    0.00ms      MICE    1.0ms    256    15
  213.6       HEAVY       STABLE       HEAVY     168.9      5       0      0    0.00ms      MICE    1.0ms    256    15
  214.1       HEAVY       STABLE       HEAVY     159.8     10       0      0    0.00ms      MICE    1.0ms    256    15
  214.6       HEAVY       STABLE       HEAVY     170.8      8       0      0    0.00ms      MICE    1.0ms    256    15
  215.1       HEAVY       STABLE       HEAVY     159.5     11       0      0    0.00ms      MICE    1.0ms    256    15
  215.7       HEAVY       STABLE       HEAVY     226.0     11       0      0    0.00ms      MICE    1.0ms    256    15
  216.2       HEAVY       STABLE       HEAVY     200.1      7       0      0    0.00ms      MICE    1.0ms    256    15
  216.7       HEAVY       STABLE       HEAVY     170.8     10       0      0    0.00ms      MICE    1.0ms    256    15
  217.2       HEAVY       STABLE       HEAVY     169.1     13       0      0    0.00ms      MICE    1.0ms    256    15
  217.7       HEAVY       STABLE       HEAVY     188.4      8       0      0    0.00ms      MICE    1.0ms    256    15
  218.2       HEAVY       STABLE       HEAVY     173.5      9       0      0    0.00ms      MICE    1.0ms    256    15
  218.7       HEAVY       STABLE       HEAVY     181.9     10       0      0    0.00ms      MICE    1.0ms    256    15
  219.2       HEAVY       STABLE       HEAVY     169.2     11       0      0    0.00ms      MICE    1.0ms    256    15
  219.7       HEAVY       STABLE       HEAVY     195.1     15       0      0    0.00ms      MICE    1.0ms    256    15
  220.3       HEAVY       STABLE       HEAVY     173.7     13       0      0    0.00ms      MICE    1.0ms    256    15
  220.8       HEAVY       STABLE       HEAVY     181.6     12       0      0    0.00ms      MICE    1.0ms    256    15
  221.3       HEAVY       STABLE       HEAVY     163.3     13       0      0    0.00ms      MICE    1.0ms    256    15
  221.8       HEAVY       STABLE       HEAVY     160.7     11       0      0    0.00ms      MICE    1.0ms    256    15
  222.3       HEAVY       STABLE       HEAVY     170.8     12       0      0    0.00ms      MICE    1.0ms    256    15
  222.8       HEAVY       STABLE       HEAVY     178.1     17       0      0    0.00ms      MICE    1.0ms    256    15
  223.3       HEAVY       STABLE       HEAVY     185.7     14       0      0    0.00ms      MICE    1.0ms    256    15
  223.8       HEAVY       STABLE       HEAVY     191.1     15       0      0    0.00ms      MICE    1.0ms    256    15
  224.3       HEAVY       STABLE       HEAVY     174.6     12       0      0    0.00ms      MICE    1.0ms    256    15
  224.9       HEAVY       STABLE       HEAVY     190.8     13       0      0    0.00ms      MICE    1.0ms    256    15
  225.4       HEAVY       STABLE       HEAVY     187.6      8       0      0    0.00ms      MICE    1.0ms    256    15
  225.9       HEAVY       STABLE       HEAVY     171.3     15       0      0    0.00ms      MICE    1.0ms    256    15
  226.4       HEAVY       STABLE       HEAVY     182.3      8       0      0    0.00ms      MICE    1.0ms    256    15
  226.9       HEAVY       STABLE       HEAVY     189.7      9       0      0    0.00ms      MICE    1.0ms    256    15
  227.4       HEAVY       STABLE       HEAVY     157.7      9       0      0    0.00ms      MICE    1.0ms    256    15
  227.9       HEAVY       STABLE       HEAVY     210.9      7       0      0    0.00ms      MICE    1.0ms    256    15
  228.4       HEAVY       STABLE       HEAVY     180.1     13       0      0    0.00ms      MICE    1.0ms    256    15
  228.9       HEAVY       STABLE       HEAVY     152.7     17       0      0    0.00ms      MICE    1.0ms    256    15
  229.4       HEAVY       STABLE       HEAVY     187.1     14       0      0    0.00ms      MICE    1.0ms    256    15
  230.0       HEAVY       STABLE       HEAVY     186.9      9       0      0    0.00ms      MICE    1.0ms    256    15
  230.5       HEAVY       STABLE       HEAVY     181.7     13       0      0    0.00ms      MICE    1.0ms    256    15
  231.0       HEAVY       STABLE       HEAVY     175.3     14       0      0    0.00ms      MICE    1.0ms    256    15
  231.5       HEAVY       STABLE       HEAVY     202.1      9       0      0    0.00ms      MICE    1.0ms    256    15
  232.0       HEAVY       STABLE       HEAVY     177.9     11       0      0    0.00ms      MICE    1.0ms    256    15
  232.5       HEAVY       STABLE       HEAVY     204.7     11       0      0    0.00ms      MICE    1.0ms    256    15
  233.0       HEAVY       STABLE       HEAVY     173.5     11       0      0    0.00ms      MICE    1.0ms    256    15
  233.5       HEAVY       STABLE       HEAVY     173.1      9       0      0    0.00ms      MICE    1.0ms    256    15
  234.0       HEAVY       STABLE       HEAVY     189.2      8       0      0    0.00ms      MICE    1.0ms    256    15
  234.5       HEAVY       STABLE       HEAVY     179.2     13       0      0    0.00ms      MICE    1.0ms    256    15
  235.0       HEAVY       STABLE       HEAVY     193.2     14       0      0    0.00ms      MICE    1.0ms    256    15
  235.5       HEAVY       STABLE       HEAVY     176.2     12       0      0    0.00ms      MICE    1.0ms    256    15
  236.1       HEAVY       STABLE       HEAVY     197.0      3       0      0    0.00ms      MICE    1.0ms    256    15
  236.6       HEAVY       STABLE       HEAVY     169.3     12       0      0    0.00ms      MICE    1.0ms    256    15
  237.1       HEAVY       STABLE       HEAVY     179.2     15       0      0    0.00ms      MICE    1.0ms    256    15
  237.6       HEAVY       STABLE       HEAVY     194.2     11       0      0    0.00ms      MICE    1.0ms    256    15
  238.1       HEAVY       STABLE       HEAVY     183.2     11       0      0    0.00ms      MICE    1.0ms    256    15
  238.6       HEAVY       STABLE       HEAVY     169.6     10       0      0    0.00ms      MICE    1.0ms    256    15
  239.1       HEAVY       STABLE       HEAVY     163.5     14       0      0    0.00ms      MICE    1.0ms    256    15
  239.6       HEAVY       STABLE       HEAVY     214.5     12       0      0    0.00ms      MICE    1.0ms    256    15
  240.1       HEAVY       STABLE       HEAVY     175.4     15       0      0    0.00ms      MICE    1.0ms    256    15
  240.6       HEAVY       STABLE       HEAVY     175.2     13       0      0    0.00ms      MICE    1.0ms    256    15
  241.2       HEAVY       STABLE       HEAVY     175.4      8       0      0    0.00ms      MICE    1.0ms    256    15
  241.7       HEAVY       STABLE       HEAVY     167.5     11       0      0    0.00ms      MICE    1.0ms    256    15
  242.2       HEAVY       STABLE       HEAVY     173.5     10       0      0    0.00ms      MICE    1.0ms    256    15
