t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
2.539,394.3870,-17.1633,0.0000,HEAVY,STABLE,HEAVY,MICE
5.075,395.6690,29.1109,0.0000,HEAVY,STABLE,HEAVY,MICE
7.613,509.5849,-28.2382,0.0000,HEAVY,STABLE,HEAVY,MICE
10.153,462.4113,-6.7816,0.0000,HEAVY,STABLE,HEAVY,MICE
12.704,312.5364,-8.6074,0.0000,HEAVY,STABLE,HEAVY,MICE
15.242,-508.3270,29.6136,0.0000,HEAVY,RECOVERING,MODERATE,MICE
17.783,173.9316,-2.6415,0.0000,HEAVY,STABLE,HEAVY,MICE
20.321,323.3029,8.7445,0.0000,HEAVY,STABLE,HEAVY,MICE
22.863,871.8568,-4.7662,0.0000,HEAVY,STABLE,HEAVY,MICE
25.388,846.4741,8.7158,0.0000,HEAVY,STABLE,HEAVY,MICE
27.912,1435.3417,5.0602,0.0000,HEAVY,STABLE,HEAVY,MICE
30.440,1155.4419,-35.8285,0.0000,HEAVY,STABLE,HEAVY,MICE
32.978,1638.7328,17.1669,0.0000,HEAVY,STABLE,HEAVY,MICE
35.502,-133.0420,8.6210,0.0000,HEAVY,RECOVERING,MODERATE,MICE
38.033,-1135.0514,2.4789,0.0000,HEAVY,RECOVERING,MODERATE,MICE
40.558,-586.3090,-11.8305,0.0000,HEAVY,RECOVERING,MODERATE,MICE
43.104,-3502.2081,12.6920,0.0000,HEAVY,RECOVERING,MODERATE,MICE
45.643,203.6515,-2.8517,0.0000,HEAVY,STABLE,HEAVY,MICE
48.182,3814.6505,-2.5441,0.0000,HEAVY,STABLE,HEAVY,MICE
50.705,3157.4688,-2.1109,0.0000,HEAVY,STABLE,HEAVY,MICE
53.241,8672.1281,-7.9045,0.0000,HEAVY,STABLE,HEAVY,MICE
55.764,33.9078,1.3446,0.0000,HEAVY,STABLE,HEAVY,MICE
58.294,9556.5608,-40.1227,0.0000,HEAVY,STABLE,HEAVY,MICE
60.819,797.5335,9.3814,0.0000,HEAVY,STABLE,HEAVY,MICE
63.362,7592.4322,-7.6722,0.0000,HEAVY,STABLE,HEAVY,MICE
65.896,1605.0653,1.7184,0.0000,HEAVY,STABLE,HEAVY,MICE
68.435,2722.0575,-9.9523,0.0000,HEAVY,STABLE,HEAVY,MICE
70.972,-893.4885,1.0737,0.0000,HEAVY,RECOVERING,MODERATE,MICE
73.522,-200.6379,-1.9278,0.0000,HEAVY,RECOVERING,MODERATE,MICE
76.056,-2782.1974,-0.5161,0.0000,HEAVY,RECOVERING,MODERATE,MICE
78.596,2712.0455,-0.0974,0.0000,HEAVY,STABLE,HEAVY,MICE
81.135,-3509.9267,-0.2265,0.0000,HEAVY,RECOVERING,MODERATE,MICE
83.679,5172.0386,-1.3477,0.0000,HEAVY,STABLE,HEAVY,MICE
86.220,-541.9747,3.1983,0.0000,HEAVY,RECOVERING,MODERATE,MICE
88.755,2.5935,1.1101,0.0000,HEAVY,STABLE,HEAVY,MICE
91.289,1051.5072,-1.7205,0.0000,HEAVY,STABLE,HEAVY,MICE
93.834,31.1084,-0.1561,0.0000,HEAVY,STABLE,HEAVY,MICE
96.371,335.4032,-0.0969,0.0000,HEAVY,STABLE,HEAVY,MICE
98.906,-172.0162,-0.1173,0.0000,HEAVY,RECOVERING,MODERATE,MICE
101.440,-54.7933,0.9237,0.0000,HEAVY,RECOVERING,MODERATE,MICE
103.981,237.0619,-1.5407,0.0000,HEAVY,STABLE,HEAVY,MICE
106.513,-550.6471,-1.1365,0.0000,HEAVY,RECOVERING,MODERATE,MICE
109.049,37.8954,0.1636,0.0000,HEAVY,STABLE,HEAVY,MICE
111.590,-19612.6108,-48.2887,0.0000,NORMAL,STABLE,NORMAL,MICE
114.142,-34705.5359,-60.9882,0.0000,NORMAL,STABLE,NORMAL,MICE
116.685,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
119.227,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
121.770,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
124.322,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
126.864,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
