t_s,regime,trajectory,predicted,old_target,new_target,old_limit,new_limit,workload,reason
5.10,HEAVY,STABLE,HEAVY,5.00,4.50,1024,921,MICE,[REACTIVE] mult-decrease β=0.9 | wkld=MICE
