t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
2.560,389.4717,87.0374,0.0000,HEAVY,STABLE,HEAVY,MICE
5.120,393.2599,36.2059,0.0000,HEAVY,STABLE,HEAVY,MICE
7.685,515.6893,-23.8041,0.0000,HEAVY,STABLE,HEAVY,MICE
10.250,465.4999,6.9352,0.0000,HEAVY,STABLE,HEAVY,MICE
12.815,679.6050,4.2775,0.0000,HEAVY,STABLE,HEAVY,MICE
15.384,426.3371,3.6477,0.0000,HEAVY,STABLE,HEAVY,MICE
17.938,-12.5161,-6.5502,0.0000,HEAVY,STABLE,HEAVY,MICE
20.496,-688.3190,-8.1198,0.0000,HEAVY,RECOVERING,MODERATE,MICE
23.070,343.1433,-3.2289,0.0000,HEAVY,STABLE,HEAVY,MICE
25.629,922.4315,5.4693,0.0000,HEAVY,STABLE,HEAVY,MICE
28.187,1350.4217,5.7616,0.0000,HEAVY,STABLE,HEAVY,MICE
30.739,217.8829,-7.9744,0.0000,HEAVY,STABLE,HEAVY,MICE
33.300,674.8475,3.4873,0.0000,HEAVY,STABLE,HEAVY,MICE
35.849,391.8819,-5.2180,0.0000,HEAVY,STABLE,HEAVY,MICE
38.400,1247.1475,0.8644,0.0000,HEAVY,STABLE,HEAVY,MICE
40.949,837.5073,-1.6541,0.0000,HEAVY,STABLE,HEAVY,MICE
43.514,-4534.4733,-3.2098,0.0000,HEAVY,RECOVERING,MODERATE,MICE
46.082,109.1113,-6.5303,0.0000,HEAVY,STABLE,HEAVY,MICE
48.645,3315.8693,-3.6048,0.0000,HEAVY,STABLE,HEAVY,MICE
51.190,1253.4493,24.7151,0.0000,HEAVY,STABLE,HEAVY,MICE
53.743,9309.7813,19.5116,0.0000,HEAVY,STABLE,HEAVY,MICE
56.289,405.3303,1.0002,0.0000,HEAVY,STABLE,HEAVY,MICE
58.844,10783.2162,-11.1100,0.0000,HEAVY,STABLE,HEAVY,MICE
61.400,-921.2640,1.6985,0.0000,HEAVY,RECOVERING,MODERATE,MICE
63.963,9652.2571,-8.5927,0.0000,HEAVY,STABLE,HEAVY,MICE
66.525,-2025.6158,-1.9526,0.0000,HEAVY,RECOVERING,MODERATE,MICE
69.098,4383.7224,-6.4632,0.0000,HEAVY,STABLE,HEAVY,MICE
71.660,-2682.3759,-2.9563,0.0000,HEAVY,RECOVERING,MODERATE,MICE
74.224,676.2261,2.9075,0.0000,HEAVY,STABLE,HEAVY,MICE
76.788,120.3148,0.4135,0.0000,HEAVY,STABLE,HEAVY,MICE
79.358,1322.3608,0.0822,0.0000,HEAVY,STABLE,HEAVY,MICE
81.926,-2128.2963,-1.1566,0.0000,HEAVY,RECOVERING,MODERATE,MICE
84.492,999.5604,-0.1296,0.0000,HEAVY,STABLE,HEAVY,MICE
87.063,378.9735,0.6610,0.0000,HEAVY,STABLE,HEAVY,MICE
89.632,739.4816,-1.7088,0.0000,HEAVY,STABLE,HEAVY,MICE
92.197,299.6733,-0.2237,0.0000,HEAVY,STABLE,HEAVY,MICE
94.763,1377.2607,1.8419,0.0000,HEAVY,STABLE,HEAVY,MICE
97.325,-2153.3713,-1.4529,0.0000,HEAVY,RECOVERING,MODERATE,MICE
99.900,1864.6347,1.5338,0.0000,HEAVY,STABLE,HEAVY,MICE
102.464,4147.3097,0.0480,0.0000,HEAVY,STABLE,HEAVY,MICE
105.028,3138.4698,-0.0243,0.0000,HEAVY,STABLE,HEAVY,MICE
107.591,-381.6455,-1.1577,0.0000,HEAVY,RECOVERING,MODERATE,MICE
110.163,-31938.1427,-70.5003,0.0000,NORMAL,STABLE,NORMAL,MICE
112.741,-19273.7686,-26.4618,0.0000,NORMAL,STABLE,NORMAL,MICE
115.312,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
117.881,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
120.446,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
123.020,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
125.591,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
128.167,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
130.733,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
133.271,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
135.835,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
138.407,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
140.978,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
143.555,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
146.125,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
148.703,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
151.276,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
153.852,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
156.433,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
