t_s,backlog_pkts,backlog_bytes,target_ms,limit_pkts,quantum_bytes,drop_rate,throughput_mbps,sojourn_ms
0.0,5,7570,5.0,1024,1514,91010.0,7897.856,0.01
1.0,10,15140,5.0,1024,1514,143.3,10.008,11.19
2.0,8,12112,5.0,1024,1514,167.4,10.002,8.96
3.0,5,7570,5.0,1024,1514,165.4,9.99,5.61
4.0,4,6056,5.0,1024,1514,174.1,10.011,4.48
5.0,9,13626,5.0,1024,1514,154.4,9.992,10.09
