t_s,backlog_pkts,backlog_bytes,target_ms,limit_pkts,quantum_bytes,drop_rate,throughput_mbps,sojourn_ms
442.7,6,9084,15.0,1000,1514,179.4,5.009,13.42
443.7,6,9084,15.0,1000,1514,163.5,5.0,13.44
444.7,10,15140,15.0,1000,1514,162.4,4.996,22.42
445.8,7,10598,15.0,1000,1514,169.4,4.996,15.69
446.8,3,4542,15.0,1000,1514,177.4,4.998,6.72
447.8,7,10598,15.0,1000,1514,159.5,5.01,15.65
448.8,7,10598,15.0,1000,1514,179.4,4.998,15.69
449.8,2,3028,15.0,1000,1514,167.4,4.996,4.48
450.8,10,15140,15.0,1000,1514,157.3,5.005,22.38
451.8,7,10598,15.0,1000,1514,194.2,4.995,15.7
452.8,4,6056,15.0,1000,1514,176.4,4.997,8.97
453.8,8,12112,15.0,1000,1514,156.5,4.998,17.93
454.8,6,9084,15.0,1000,1514,172.4,5.01,13.41
455.8,13,19682,15.0,1000,1514,169.4,4.997,29.14
456.8,9,13626,15.0,1000,1514,187.0,4.998,20.17
457.8,3,4542,15.0,1000,1514,175.1,5.002,6.72
458.8,10,15140,15.0,1000,1514,158.5,4.999,22.4
459.8,12,18168,15.0,1000,1514,177.3,4.995,26.91
460.8,3,4542,15.0,1000,1514,176.3,5.006,6.71
461.8,7,10598,15.0,1000,1514,174.4,4.999,15.68
462.8,8,12112,15.0,1000,1514,153.4,4.994,17.94
463.8,5,7570,15.0,1000,1514,178.3,5.008,11.18
464.8,5,7570,15.0,1000,1514,169.1,5.0,11.2
465.8,8,12112,15.0,1000,1514,174.4,4.998,17.93
466.8,8,12112,15.0,1000,1514,177.3,4.996,17.93
467.8,2,3028,15.0,1000,1514,169.2,5.001,4.48
468.8,3,4542,15.0,1000,1514,185.2,5.005,6.71
469.8,3,4542,15.0,1000,1514,176.4,4.998,6.72
470.8,10,15140,15.0,1000,1514,165.2,5.002,22.39
471.9,8,12112,15.0,1000,1514,157.2,4.99,17.96
472.9,9,13626,15.0,1000,1514,190.3,5.008,20.13
473.9,7,10598,15.0,1000,1514,171.3,4.993,15.7
474.9,14,21196,15.0,1000,1514,148.2,5.0,31.36
475.9,12,18168,15.0,1000,1514,166.3,5.004,26.86
476.9,6,9084,15.0,1000,1514,178.2,5.004,13.43
477.9,4,6056,15.0,1000,1514,180.2,4.992,8.97
478.9,8,12112,15.0,1000,1514,166.3,5.007,17.89
479.9,6,9084,15.0,1000,1514,166.3,4.994,13.46
480.9,7,10598,15.0,1000,1514,169.2,5.003,15.67
481.9,7,10598,15.0,1000,1514,186.2,5.005,15.66
482.9,9,13626,15.0,1000,1514,167.5,4.999,20.16
483.9,6,9084,15.0,1000,1514,170.3,4.994,13.46
484.9,8,12112,15.0,1000,1514,180.3,5.008,17.89
485.9,10,15140,15.0,1000,1514,167.5,4.998,22.41
486.9,5,7570,15.0,1000,1514,176.3,4.995,11.21
487.9,5,7570,15.0,1000,1514,157.4,5.007,11.18
488.9,11,16654,15.0,1000,1514,160.2,4.991,24.68
489.9,5,7570,15.0,1000,1514,169.4,4.998,11.2
490.9,8,12112,15.0,1000,1514,173.5,5.011,17.88
491.9,3,4542,15.0,1000,1514,173.1,4.989,6.73
492.9,9,13626,15.0,1000,1514,162.5,5.01,20.12
493.9,6,9084,15.0,1000,1514,166.3,4.994,13.46
494.9,11,16654,15.0,1000,1514,148.5,4.998,24.65
496.0,8,12112,15.0,1000,1514,158.1,4.997,17.93
497.0,13,19682,15.0,1000,1514,167.3,5.007,29.08
498.0,4,6056,15.0,1000,1514,175.4,4.997,8.97
499.0,11,16654,15.0,1000,1514,172.1,5.001,24.64
500.0,4,6056,15.0,1000,1514,156.2,5.0,8.96
501.0,10,15140,15.0,1000,1514,163.4,4.996,22.42
502.0,9,13626,15.0,1000,1514,166.4,4.995,20.18
503.0,11,16654,15.0,1000,1514,155.1,5.008,24.6
504.0,3,4542,15.0,1000,1514,159.4,4.995,6.73
505.0,10,15140,15.0,1000,1514,143.5,4.995,22.42
506.0,11,16654,15.0,1000,1514,153.1,4.912,25.08
507.0,6,9084,15.0,1000,1514,171.4,5.009,13.42
508.0,6,9084,15.0,1000,1514,161.5,4.998,13.45
509.0,6,9084,15.0,1000,1514,169.2,5.003,13.43
510.0,8,12112,15.0,1000,1514,178.9,4.997,17.93
511.0,12,18168,15.0,1000,1514,166.3,4.992,26.92
512.0,5,7570,15.0,1000,1514,150.3,5.002,11.2
513.0,9,13626,15.0,1000,1514,171.4,5.01,20.12
514.0,6,9084,15.0,1000,1514,184.4,4.997,13.45
515.0,6,9084,15.0,1000,1514,157.5,4.998,13.45
516.0,8,12112,15.0,1000,1514,158.3,4.993,17.95
517.0,6,9084,15.0,1000,1514,167.4,5.008,13.42
518.0,10,15140,15.0,1000,1514,157.4,4.996,22.42
519.0,3,4542,15.0,1000,1514,162.3,5.006,6.71
520.1,9,13626,15.0,1000,1514,154.2,4.954,20.35
521.1,5,7570,15.0,1000,1514,171.4,4.998,11.2
522.1,14,21196,15.0,1000,1514,154.4,5.007,31.32
523.1,7,10598,15.0,1000,1514,154.5,4.997,15.69
524.1,7,10598,15.0,1000,1514,142.4,5.007,15.66
525.1,10,15140,15.0,1000,1514,151.3,4.993,22.43
526.1,4,6056,15.0,1000,1514,174.5,5.0,8.96
527.1,12,18168,15.0,1000,1514,147.5,4.998,26.89
528.1,5,7570,15.0,1000,1514,148.4,5.006,11.19
529.1,8,12112,15.0,1000,1514,135.6,4.998,17.93
530.1,9,13626,15.0,1000,1514,144.4,4.995,20.18
531.1,11,16654,15.0,1000,1514,146.3,5.004,24.62
532.1,10,15140,15.0,1000,1514,164.2,5.002,22.39
533.1,3,4542,15.0,1000,1514,169.3,5.005,6.71
534.1,13,19682,15.0,1000,1514,145.4,4.993,29.16
535.1,12,18168,15.0,1000,1514,185.1,5.003,26.86
536.1,6,9084,15.0,1000,1514,161.4,4.997,13.45
537.1,10,15140,15.0,1000,1514,160.3,5.005,22.38
538.1,12,18168,15.0,1000,1514,167.0,4.996,26.9
539.1,13,19682,15.0,1000,1514,174.1,5.001,29.11
540.1,6,9084,15.0,1000,1514,179.4,4.999,13.44
541.1,9,13626,15.0,1000,1514,188.1,5.002,20.15
542.1,6,9084,15.0,1000,1514,178.3,4.994,13.46
543.1,6,9084,15.0,1000,1514,188.2,5.006,13.42
544.2,9,13626,15.0,1000,1514,184.1,4.991,20.2
545.2,8,12112,15.0,1000,1514,174.4,4.997,17.93
546.2,7,10598,15.0,1000,1514,167.4,4.998,15.69
547.2,6,9084,15.0,1000,1514,177.3,5.008,13.42
548.2,6,9084,15.0,1000,1514,157.3,4.992,13.46
549.2,3,4542,15.0,1000,1514,176.1,5.0,6.72
550.2,4,6056,15.0,1000,1514,156.5,5.009,8.94
551.2,7,10598,15.0,1000,1514,168.4,4.996,15.69
552.2,5,7570,15.0,1000,1514,171.1,5.001,11.2
553.2,8,12112,15.0,1000,1514,156.1,4.996,17.93
554.2,5,7570,15.0,1000,1514,161.4,4.996,11.21
555.2,10,15140,15.0,1000,1514,154.2,5.0,22.4
556.2,11,16654,15.0,1000,1514,176.2,5.003,24.63
557.2,6,9084,15.0,1000,1514,183.3,5.008,13.42
558.2,11,16654,15.0,1000,1514,174.3,4.995,24.66
559.2,5,7570,15.0,1000,1514,186.0,4.999,11.2
560.2,7,10598,15.0,1000,1514,170.0,4.997,15.69
561.2,8,12112,15.0,1000,1514,193.1,5.003,17.91
562.2,7,10598,15.0,1000,1514,182.2,5.005,15.66
563.2,3,4542,15.0,1000,1514,177.4,4.998,6.72
564.2,14,21196,15.0,1000,1514,159.1,4.997,31.38
565.2,8,12112,15.0,1000,1514,158.2,5.003,17.91
566.3,9,13626,15.0,1000,1514,157.4,4.997,20.17
567.3,5,7570,15.0,1000,1514,170.4,5.007,11.18
568.3,10,15140,15.0,1000,1514,167.2,4.992,22.44
569.3,9,13626,15.0,1000,1514,186.3,5.007,20.13
570.3,6,9084,15.0,1000,1514,180.3,4.995,13.45
571.3,8,12112,15.0,1000,1514,172.3,5.007,17.89
572.3,12,18168,15.0,1000,1514,171.3,4.993,26.92
573.3,7,10598,15.0,1000,1514,171.1,5.002,15.67
574.3,9,13626,15.0,1000,1514,183.4,4.999,20.16
575.3,4,6056,15.0,1000,1514,179.1,5.001,8.96
576.3,4,6056,15.0,1000,1514,161.2,5.001,8.96
577.3,7,10598,15.0,1000,1514,161.4,4.996,15.69
578.3,12,18168,15.0,1000,1514,175.1,5.0,26.88
579.3,8,12112,15.0,1000,1514,175.3,5.006,17.9
580.3,6,9084,15.0,1000,1514,171.3,4.995,13.45
581.3,4,6056,15.0,1000,1514,163.3,5.006,8.95
582.3,7,10598,15.0,1000,1514,174.2,4.991,15.71
583.3,5,7570,15.0,1000,1514,170.3,5.006,11.19
584.3,3,4542,15.0,1000,1514,170.4,4.996,6.73
585.3,4,6056,15.0,1000,1514,167.2,5.002,8.96
586.3,5,7570,15.0,1000,1514,156.4,4.996,11.21
587.3,6,9084,15.0,1000,1514,165.5,5.01,13.41
588.3,17,25738,15.0,1000,1514,174.4,4.997,38.1
589.3,6,9084,15.0,1000,1514,152.4,4.993,13.46
590.4,14,21196,15.0,1000,1514,171.3,5.007,31.32
591.4,9,13626,15.0,1000,1514,177.3,4.996,20.18
592.4,1,1514,15.0,1000,1514,188.1,5.004,2.24
593.4,3,4542,15.0,1000,1514,176.1,5.001,6.72
594.4,9,13626,15.0,1000,1514,166.3,4.992,20.19
595.4,3,4542,15.0,1000,1514,143.5,5.008,6.71
596.4,8,12112,15.0,1000,1514,137.5,4.995,17.94
597.4,5,7570,15.0,1000,1514,166.1,5.001,11.2
598.4,6,9084,15.0,1000,1514,164.5,4.999,13.44
599.4,8,12112,15.0,1000,1514,153.4,5.007,17.89
