t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
2.563,-168.5380,-6.0450,0.0000,HEAVY,RECOVERING,MODERATE,MICE
5.127,-951.8118,0.6727,0.0000,HEAVY,RECOVERING,MODERATE,MICE
7.698,-564.4742,-3.6681,0.0000,HEAVY,RECOVERING,MODERATE,MICE
10.265,928.9824,0.1186,0.0000,HEAVY,STABLE,HEAVY,MICE
12.837,1001.6566,1.1329,0.0000,HEAVY,STABLE,HEAVY,MICE
15.399,-841.9601,0.1893,0.0000,HEAVY,RECOVERING,MODERATE,MICE
17.979,-799.6164,-2.2695,0.0000,HEAVY,RECOVERING,MODERATE,MICE
20.547,86.4259,-1.0029,0.0000,HEAVY,STABLE,HEAVY,MICE
23.123,-1417.5680,-0.0444,0.0000,HEAVY,RECOVERING,MODERATE,MICE
25.687,424.5251,-0.5799,0.0000,HEAVY,STABLE,HEAVY,MICE
28.258,-215.7535,0.1647,0.0000,HEAVY,RECOVERING,MODERATE,MICE
30.822,-186.2268,-0.9454,0.0000,HEAVY,RECOVERING,MODERATE,MICE
33.395,578.6364,-0.7055,0.0000,HEAVY,STABLE,HEAVY,MICE
35.958,289.0487,0.2608,0.0000,HEAVY,STABLE,HEAVY,MICE
38.532,50.6187,-0.1060,0.0000,HEAVY,STABLE,HEAVY,MICE
41.095,-127.6706,0.1300,0.0000,HEAVY,RECOVERING,MODERATE,MICE
43.665,-1188.6934,0.6130,0.0000,HEAVY,RECOVERING,MODERATE,MICE
46.232,783.5532,-0.2966,0.0000,HEAVY,STABLE,HEAVY,MICE
48.802,-84.7639,-0.3047,0.0000,HEAVY,RECOVERING,MODERATE,MICE
51.372,743.6211,-0.5656,0.0000,HEAVY,STABLE,HEAVY,MICE
53.940,140.6393,-2.2652,0.0000,HEAVY,STABLE,HEAVY,MICE
56.504,443.6650,0.4252,0.0000,HEAVY,STABLE,HEAVY,MICE
59.073,-609.3103,0.4495,0.0000,HEAVY,RECOVERING,MODERATE,MICE
61.638,700.6033,0.7194,0.0000,HEAVY,STABLE,HEAVY,MICE
64.211,-101.0353,1.2947,0.0000,HEAVY,RECOVERING,MODERATE,MICE
66.783,625.7177,-0.9669,0.0000,HEAVY,STABLE,HEAVY,MICE
69.359,-244.1445,3.1073,0.0000,HEAVY,RECOVERING,MODERATE,MICE
71.923,-102.1189,-1.6641,0.0000,HEAVY,RECOVERING,MODERATE,MICE
74.493,862.2177,-0.7683,0.0000,HEAVY,STABLE,HEAVY,MICE
77.059,268.4268,4.6878,0.0000,HEAVY,STABLE,HEAVY,MICE
79.630,237.7456,0.4708,0.0000,HEAVY,STABLE,HEAVY,MICE
82.200,-298.8583,0.8256,0.0000,HEAVY,RECOVERING,MODERATE,MICE
84.771,85.8773,-1.1326,0.0000,HEAVY,STABLE,HEAVY,MICE
87.334,137.7761,1.9009,0.0000,HEAVY,STABLE,HEAVY,MICE
89.904,-208.2104,-0.1438,0.0000,HEAVY,RECOVERING,MODERATE,MICE
92.474,-742.3647,2.1334,0.0000,HEAVY,RECOVERING,MODERATE,MICE
95.052,-29425.3647,-59.1052,0.0000,NORMAL,STABLE,NORMAL,MICE
97.637,-25473.4903,-46.3130,0.0000,NORMAL,STABLE,NORMAL,MICE
