t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
2.543,6.1797,36.8970,0.0000,MODERATE,STABLE,MODERATE,MICE
5.099,34.2396,3.5761,0.0000,HEAVY,STABLE,HEAVY,MICE
7.646,-17.7773,-1.7711,0.0000,HEAVY,STABLE,HEAVY,MICE
10.197,0.2187,0.1659,0.0000,HEAVY,STABLE,HEAVY,MICE
12.761,8.5255,-0.0714,0.0000,HEAVY,STABLE,HEAVY,MICE
15.308,2.6533,-0.1654,0.0000,HEAVY,STABLE,HEAVY,MICE
17.867,2.3920,0.5822,0.0000,HEAVY,STABLE,HEAVY,MICE
20.421,3.6362,-0.3196,0.0000,HEAVY,STABLE,HEAVY,MICE
22.975,-4.8903,0.1770,0.0000,HEAVY,STABLE,HEAVY,MICE
25.526,1.8553,-0.1901,0.0000,HEAVY,STABLE,HEAVY,MICE
28.089,5.0156,-0.0589,0.0000,HEAVY,STABLE,HEAVY,MICE
30.632,-0.3347,-0.4512,0.0000,HEAVY,STABLE,HEAVY,MICE
33.187,2.6309,0.1784,0.0000,HEAVY,STABLE,HEAVY,MICE
35.737,-3.9921,0.2850,0.0000,HEAVY,STABLE,HEAVY,MICE
38.290,6.1818,-0.7602,0.0000,HEAVY,STABLE,HEAVY,MICE
40.838,-0.9522,0.5341,0.0000,HEAVY,STABLE,HEAVY,MICE
43.389,2.5325,-0.9154,0.0000,HEAVY,STABLE,HEAVY,MICE
45.935,0.2155,0.4285,0.0000,HEAVY,STABLE,HEAVY,MICE
48.485,-1.7309,-0.9279,0.0000,HEAVY,STABLE,HEAVY,MICE
51.037,-1.1054,0.1070,0.0000,HEAVY,STABLE,HEAVY,MICE
53.584,-0.2303,1.6138,0.0000,HEAVY,STABLE,HEAVY,MICE
56.140,-5.7673,1.1517,0.0000,HEAVY,STABLE,HEAVY,MICE
58.691,2.6602,-0.4158,0.0000,HEAVY,STABLE,HEAVY,MICE
61.240,3.3529,-0.4520,0.0000,HEAVY,STABLE,HEAVY,MICE
63.802,4.0174,0.0356,0.0000,HEAVY,STABLE,HEAVY,MICE
66.355,-0.0907,0.2854,0.0000,HEAVY,STABLE,HEAVY,MICE
68.908,2.5635,0.3195,0.0000,HEAVY,STABLE,HEAVY,MICE
71.460,-2.8732,0.5103,0.0000,HEAVY,STABLE,HEAVY,MICE
74.013,2.9642,-0.4519,0.0000,HEAVY,STABLE,HEAVY,MICE
76.569,-0.6918,0.6522,0.0000,HEAVY,STABLE,HEAVY,MICE
79.118,4.0904,-0.7723,0.0000,HEAVY,STABLE,HEAVY,MICE
81.667,0.1724,-0.2017,0.0000,HEAVY,STABLE,HEAVY,MICE
84.212,2.0733,-0.3095,0.0000,HEAVY,STABLE,HEAVY,MICE
86.764,1.3806,0.6779,0.0000,HEAVY,STABLE,HEAVY,MICE
89.308,0.9423,0.3453,0.0000,HEAVY,STABLE,HEAVY,MICE
91.855,0.5010,-0.4177,0.0000,HEAVY,STABLE,HEAVY,MICE
94.404,3.1730,0.2718,0.0000,HEAVY,STABLE,HEAVY,MICE
96.955,1.2643,-0.3681,0.0000,HEAVY,STABLE,HEAVY,MICE
99.508,-6.9692,0.0475,0.0000,HEAVY,STABLE,HEAVY,MICE
102.059,5.0520,0.6895,0.0000,HEAVY,STABLE,HEAVY,MICE
104.610,-1.0565,-1.0437,0.0000,HEAVY,STABLE,HEAVY,MICE
107.153,1.6192,-0.3810,0.0000,HEAVY,STABLE,HEAVY,MICE
109.701,3.7261,0.0118,0.0000,HEAVY,STABLE,HEAVY,MICE
112.244,-2.2203,0.6777,0.0000,HEAVY,STABLE,HEAVY,MICE
114.802,-1.2812,-0.5711,0.0000,HEAVY,STABLE,HEAVY,MICE
117.346,1.5171,0.5343,0.0000,HEAVY,STABLE,HEAVY,MICE
119.902,-1.3280,-1.1536,0.0000,HEAVY,STABLE,HEAVY,MICE
122.450,2.7452,0.5459,0.0000,HEAVY,STABLE,HEAVY,MICE
124.997,0.7209,0.8451,0.0000,HEAVY,STABLE,HEAVY,MICE
127.546,3.2635,0.2736,0.0000,HEAVY,STABLE,HEAVY,MICE
130.091,-0.1897,-0.5228,0.0000,HEAVY,STABLE,HEAVY,MICE
132.633,-0.2279,-0.3935,0.0000,HEAVY,STABLE,HEAVY,MICE
135.176,1.2068,0.5475,0.0000,HEAVY,STABLE,HEAVY,MICE
137.727,0.6512,0.6433,0.0000,HEAVY,STABLE,HEAVY,MICE
140.276,4.7850,0.6423,0.0000,HEAVY,STABLE,HEAVY,MICE
142.818,-0.1961,-0.2966,0.0000,HEAVY,STABLE,HEAVY,MICE
145.363,-0.1612,-0.5717,0.0000,HEAVY,STABLE,HEAVY,MICE
147.903,-5.2939,1.0251,0.0000,HEAVY,STABLE,HEAVY,MICE
150.445,-4.6418,0.7625,0.0000,HEAVY,STABLE,HEAVY,MICE
152.996,5.7652,-0.5599,0.0000,HEAVY,STABLE,HEAVY,MICE
155.540,-0.6082,-0.4163,0.0000,HEAVY,STABLE,HEAVY,MICE
158.080,0.1782,0.7866,0.0000,HEAVY,STABLE,HEAVY,MICE
160.631,0.7420,0.1415,0.0000,HEAVY,STABLE,HEAVY,MICE
163.189,-3.3919,0.1296,0.0000,HEAVY,STABLE,HEAVY,MICE
165.747,4.5828,-0.3682,0.0000,HEAVY,STABLE,HEAVY,MICE
168.287,0.8147,0.0577,0.0000,HEAVY,STABLE,HEAVY,MICE
170.830,1.6005,0.5370,0.0000,HEAVY,STABLE,HEAVY,MICE
173.368,3.2678,-0.0231,0.0000,HEAVY,STABLE,HEAVY,MICE
175.914,-3.4762,-0.5825,0.0000,HEAVY,STABLE,HEAVY,MICE
178.467,0.8994,-0.2361,0.0000,HEAVY,STABLE,HEAVY,MICE
181.009,2.0028,0.0115,0.0000,HEAVY,STABLE,HEAVY,MICE
183.565,-2.5401,-0.4282,0.0000,HEAVY,STABLE,HEAVY,MICE
186.107,2.2670,0.4634,0.0000,HEAVY,STABLE,HEAVY,MICE
188.650,2.3792,-0.1306,0.0000,HEAVY,STABLE,HEAVY,MICE
191.188,-5.8591,0.3100,0.0000,HEAVY,STABLE,HEAVY,MICE
193.734,4.3254,0.4058,0.0000,HEAVY,STABLE,HEAVY,MICE
196.286,0.0874,-0.0592,0.0000,HEAVY,STABLE,HEAVY,MICE
198.837,-1.1956,0.3335,0.0000,HEAVY,STABLE,HEAVY,MICE
201.383,-1.6602,0.1179,0.0000,HEAVY,STABLE,HEAVY,MICE
203.926,-5.1456,0.9414,0.0000,HEAVY,STABLE,HEAVY,MICE
206.469,5.2878,-0.2033,0.0000,HEAVY,STABLE,HEAVY,MICE
209.015,-5.7282,0.7735,0.0000,HEAVY,STABLE,HEAVY,MICE
211.569,-1.3179,-0.5583,0.0000,HEAVY,STABLE,HEAVY,MICE
214.122,0.2206,-0.6646,0.0000,HEAVY,STABLE,HEAVY,MICE
216.677,5.6819,0.0709,0.0000,HEAVY,STABLE,HEAVY,MICE
219.233,-1.8641,0.1891,0.0000,HEAVY,STABLE,HEAVY,MICE
221.784,-2.4831,0.5340,0.0000,HEAVY,STABLE,HEAVY,MICE
224.339,0.1538,0.1190,0.0000,HEAVY,STABLE,HEAVY,MICE
226.893,1.5763,-1.2470,0.0000,HEAVY,STABLE,HEAVY,MICE
229.437,-2.1553,0.7019,0.0000,HEAVY,STABLE,HEAVY,MICE
231.992,2.1727,0.2374,0.0000,HEAVY,STABLE,HEAVY,MICE
234.531,-1.0366,-0.2143,0.0000,HEAVY,STABLE,HEAVY,MICE
237.083,-1.9607,0.3091,0.0000,HEAVY,STABLE,HEAVY,MICE
239.628,0.2668,0.2841,0.0000,HEAVY,STABLE,HEAVY,MICE
242.166,-3.2299,-0.2268,0.0000,HEAVY,STABLE,HEAVY,MICE
244.711,1.7695,0.3107,0.0000,HEAVY,STABLE,HEAVY,MICE
247.258,-1.7974,-0.1549,0.0000,HEAVY,STABLE,HEAVY,MICE
249.798,1.8565,-0.6079,0.0000,HEAVY,STABLE,HEAVY,MICE
252.338,-0.3350,-0.5607,0.0000,HEAVY,STABLE,HEAVY,MICE
254.884,-3.6745,0.6555,0.0000,HEAVY,STABLE,HEAVY,MICE
257.432,3.0534,-0.4299,0.0000,HEAVY,STABLE,HEAVY,MICE
259.985,0.6815,-1.1761,0.0000,HEAVY,STABLE,HEAVY,MICE
262.534,-4.4431,0.2847,0.0000,HEAVY,STABLE,HEAVY,MICE
265.079,5.8813,-0.0006,0.0000,HEAVY,STABLE,HEAVY,MICE
267.630,-0.2954,0.2848,0.0000,HEAVY,STABLE,HEAVY,MICE
270.175,-1.6165,-0.4287,0.0000,HEAVY,STABLE,HEAVY,MICE
272.717,-2.2062,0.7988,0.0000,HEAVY,STABLE,HEAVY,MICE
275.266,-0.4232,0.7138,0.0000,HEAVY,STABLE,HEAVY,MICE
277.814,0.6963,-0.4036,0.0000,HEAVY,STABLE,HEAVY,MICE
280.351,0.3579,0.1191,0.0000,HEAVY,STABLE,HEAVY,MICE
282.895,4.6915,-1.3836,0.0000,HEAVY,STABLE,HEAVY,MICE
285.434,-2.3721,1.4064,0.0000,HEAVY,STABLE,HEAVY,MICE
287.973,2.6789,-0.9905,0.0000,HEAVY,STABLE,HEAVY,MICE
290.516,4.9164,-0.3461,0.0000,HEAVY,STABLE,HEAVY,MICE
293.060,-2.1336,-0.8810,0.0000,HEAVY,STABLE,HEAVY,MICE
295.598,0.0528,0.4296,0.0000,HEAVY,STABLE,HEAVY,MICE
298.133,-0.6724,-0.4659,0.0000,HEAVY,STABLE,HEAVY,MICE
300.675,-1.5385,-0.6092,0.0000,HEAVY,STABLE,HEAVY,MICE
