t_s,avg_q,drop_rate_per_s,backlog_pkts,throughput_mbps,max_p,target_ms,limit_pkts
59.93,2.6,161.6,9,10.0,0.01,4.84,993
60.44,2.7,147.5,8,10.003,0.01,4.84,993
60.95,2.7,140.3,15,9.983,0.01,4.84,993
61.45,2.7,194.7,12,10.007,0.01,4.84,993
61.96,2.7,137.8,11,9.994,0.01,4.84,993
62.47,2.7,147.3,10,10.014,0.01,4.84,993
62.98,2.7,155.5,12,9.987,0.01,4.84,993
63.49,2.8,139.7,15,10.009,0.01,4.84,993
64.0,2.8,173.4,12,9.997,0.01,4.84,993
64.5,2.8,155.4,9,10.008,0.01,4.84,993
65.01,2.8,133.7,8,9.979,0.01,4.84,993
65.52,2.8,137.7,16,10.008,0.01,4.84,993
66.03,2.9,137.8,16,10.011,0.01,4.84,993
66.54,2.9,138.1,14,9.988,0.01,4.84,993
67.04,2.9,116.5,14,9.975,0.01,4.84,993
67.55,2.9,157.6,11,10.021,0.01,4.84,993
68.06,2.9,157.8,13,10.011,0.01,4.84,993
68.56,3.0,184.8,8,10.002,0.01,4.84,993
69.07,3.0,124.8,11,10.007,0.01,4.84,993
69.58,3.0,152.0,14,9.993,0.01,4.84,993
70.08,3.0,143.7,13,9.99,0.01,4.84,993
70.59,3.0,191.2,9,10.006,0.01,4.84,993
71.1,3.1,157.3,15,10.002,0.01,4.84,993
71.61,3.1,165.3,14,10.008,0.01,4.84,993
72.12,3.1,149.4,13,9.977,0.01,4.84,993
72.63,3.1,187.0,8,10.011,0.01,4.84,993
73.13,3.1,155.8,9,10.009,0.01,4.84,993
73.64,3.1,146.0,9,9.991,0.01,4.84,993
74.15,3.1,143.7,13,9.99,0.01,4.84,993
74.66,3.2,126.1,13,10.021,0.01,4.84,993
75.16,3.2,157.4,14,9.985,0.01,4.84,993
75.67,3.2,141.8,12,9.995,0.01,4.84,993
76.18,3.2,151.7,14,9.999,0.01,4.84,993
76.69,3.2,159.8,11,10.009,0.01,4.84,993
77.19,3.3,132.9,8,9.997,0.01,4.84,993
77.7,3.3,165.6,14,10.003,0.01,4.84,993
78.21,3.3,171.8,15,10.0,0.01,4.84,993
78.71,3.3,171.1,9,10.005,0.01,4.84,993
79.22,3.3,153.8,13,10.007,0.01,4.84,993
79.73,3.4,147.9,15,9.982,0.01,4.84,993
80.23,3.4,182.5,10,10.004,0.01,4.84,993
80.74,3.4,122.3,12,9.988,0.01,4.84,993
81.25,3.4,133.7,8,10.024,0.01,4.84,993
81.76,3.4,161.2,12,9.954,0.01,4.84,993
82.27,3.4,151.9,12,10.034,0.01,4.84,993
82.78,3.4,114.4,14,10.012,0.01,4.84,993
83.28,3.5,135.9,11,9.973,0.01,4.84,993
83.79,3.5,137.7,13,10.032,0.01,4.84,993
84.3,3.5,156.1,14,9.983,0.01,4.84,993
84.8,3.5,167.7,12,10.013,0.01,4.84,993
85.31,3.5,143.4,12,9.995,0.01,4.84,993
85.82,3.6,122.2,12,10.004,0.01,4.84,993
86.33,3.6,153.5,14,9.96,0.01,4.84,993
86.84,3.6,155.9,13,10.037,0.01,4.84,993
87.34,3.6,135.6,13,9.999,0.01,4.84,993
87.85,3.6,141.2,8,9.997,0.01,4.84,993
88.36,3.6,154.6,15,9.982,0.01,4.84,993
88.87,3.7,140.7,15,9.987,0.01,4.84,993
89.38,3.7,133.7,10,10.022,0.01,4.84,993
89.89,3.7,131.8,16,9.985,0.01,4.84,993
90.39,3.7,141.6,15,10.031,0.01,4.84,993
90.9,3.7,145.9,11,9.982,0.01,4.84,993
91.41,3.8,151.7,10,9.996,0.01,4.84,993
91.92,3.8,179.1,11,10.009,0.01,4.84,993
92.42,3.8,167.4,8,9.995,0.01,4.84,993
92.93,3.8,153.7,13,10.001,0.01,4.84,993
93.44,3.8,157.6,12,9.998,0.01,4.84,993
93.95,3.8,134.6,13,9.997,0.01,4.84,993
94.45,3.8,165.2,9,10.002,0.01,4.84,993
94.96,3.9,122.2,16,10.003,0.01,4.84,993
95.47,3.9,167.4,13,9.992,0.01,4.84,993
95.98,3.9,146.4,14,9.995,0.01,4.84,993
96.48,3.9,155.8,15,10.01,0.01,4.84,993
96.99,3.9,163.1,12,9.999,0.01,4.84,993
97.5,4.0,155.7,15,10.004,0.01,4.84,993
98.0,4.0,145.7,18,9.989,0.01,4.84,993
98.51,4.0,171.8,15,9.995,0.01,4.84,993
99.02,4.0,163.5,17,10.02,0.01,4.84,993
99.53,4.0,157.6,9,9.996,0.01,4.84,993
100.04,4.1,126.3,13,9.992,0.01,4.84,993
100.54,4.1,171.2,16,10.012,0.01,4.84,993
101.05,4.1,134.0,16,9.999,0.01,4.84,993
101.56,4.1,141.8,14,9.998,0.01,4.84,993
102.06,4.2,136.1,14,9.986,0.01,4.84,993
102.57,4.2,139.6,18,10.005,0.01,4.84,993
103.08,4.2,152.3,15,9.991,0.01,4.84,993
103.59,4.2,147.6,12,9.99,0.01,4.84,993
104.09,4.2,116.1,14,10.014,0.01,4.84,993
104.6,4.3,151.5,13,9.984,0.01,4.84,993
105.11,4.3,139.9,13,10.022,0.01,4.84,993
105.62,4.3,145.9,14,10.005,0.01,4.84,993
106.12,4.3,145.7,11,9.992,0.01,4.84,993
106.63,4.3,155.7,11,10.002,0.01,4.84,993
107.14,4.3,151.7,14,9.997,0.01,4.84,993
107.65,4.4,130.2,16,10.009,0.01,4.84,993
108.15,4.4,204.7,7,9.99,0.01,4.84,993
108.66,4.4,155.3,8,9.998,0.01,4.84,993
109.17,4.4,133.6,15,9.998,0.01,4.84,993
109.68,4.4,126.4,17,9.996,0.01,4.84,993
110.19,4.4,147.6,10,10.01,0.01,4.84,993
110.7,4.4,137.8,12,9.993,0.01,4.84,993
111.2,4.5,149.4,10,9.998,0.01,4.84,993
111.71,4.5,138.0,14,10.007,0.01,4.84,993
112.22,4.5,163.2,6,10.002,0.01,4.84,993
112.73,4.5,146.6,13,10.008,0.01,4.84,993
113.23,4.5,163.2,12,10.001,0.01,4.84,993
113.74,4.5,134.1,16,9.964,0.01,4.84,993
114.25,4.5,173.2,11,10.038,0.01,4.84,993
114.76,4.6,118.1,13,9.988,0.01,4.84,993
115.26,4.6,146.1,11,10.019,0.01,4.84,993
115.77,4.6,171.1,15,9.98,0.01,4.84,993
116.28,4.6,157.5,13,10.013,0.01,4.84,993
116.79,4.6,145.6,11,9.987,0.01,4.84,993
117.3,4.6,167.3,10,10.01,0.01,4.84,993
117.8,4.7,136.0,12,10.004,0.01,4.84,993
118.31,4.7,128.1,9,9.981,0.01,4.84,993
118.82,4.7,130.6,15,9.998,0.01,4.84,993
119.32,4.7,147.4,10,9.976,0.01,4.84,993
119.83,4.7,147.3,17,10.039,0.01,4.84,993
120.34,4.7,151.6,14,9.966,0.01,4.84,993
120.85,4.8,154.5,12,10.031,0.01,4.84,993
121.35,4.8,147.6,12,9.989,0.01,4.84,993
121.86,4.8,141.6,12,9.983,0.01,4.84,993
122.37,4.8,161.9,12,10.022,0.01,4.84,993
122.88,4.8,153.6,15,10.02,0.01,4.84,993
123.38,4.8,179.1,11,9.988,0.01,4.84,993
123.89,4.8,114.1,13,10.009,0.01,4.84,993
124.4,4.9,141.5,13,9.974,0.01,4.84,993
124.91,4.9,171.2,10,10.012,0.01,4.84,993
125.42,4.9,148.1,13,9.996,0.01,4.84,993
125.92,4.9,132.6,12,9.996,0.01,4.84,993
126.43,4.9,126.7,11,10.02,0.01,4.84,993
126.93,4.9,156.5,17,10.007,0.01,4.84,993
127.44,4.9,154.4,10,9.999,0.01,4.84,993
127.94,5.0,142.3,9,9.985,0.01,4.84,993
128.45,5.0,128.1,13,10.001,0.01,4.84,993
128.96,5.0,153.4,15,10.002,0.01,4.84,993
129.47,5.0,155.1,12,9.99,0.01,4.84,993
129.98,5.0,146.0,10,9.986,0.01,4.84,993
130.48,5.0,147.8,10,10.026,0.01,4.84,993
130.99,5.0,148.0,12,9.992,0.01,4.84,993
131.5,5.0,152.0,7,9.991,0.01,4.84,993
132.0,5.1,124.2,10,10.007,0.01,4.84,993
132.51,5.1,150.0,14,10.015,0.01,4.84,993
133.02,5.1,140.3,14,9.981,0.01,4.84,993
133.52,5.1,141.7,11,10.011,0.01,4.84,993
134.03,5.1,153.9,12,9.987,0.01,4.84,993
134.54,5.1,153.9,14,9.986,0.01,4.84,993
135.04,5.1,131.7,13,10.026,0.01,4.84,993
135.55,5.2,157.6,17,9.977,0.01,4.84,993
136.06,5.2,189.4,8,10.014,0.01,4.84,993
136.57,5.2,142.0,15,10.011,0.01,4.84,993
137.07,5.2,149.4,12,9.998,0.01,4.84,993
137.58,5.2,159.6,13,10.002,0.01,4.84,993
138.09,5.2,141.7,16,9.985,0.01,4.84,993
138.6,5.3,177.8,14,10.025,0.01,4.84,993
139.11,5.3,136.2,13,9.97,0.01,4.84,993
139.61,5.3,147.6,14,10.009,0.01,4.84,993
140.12,5.3,157.5,16,10.015,0.01,4.84,993
140.63,5.3,159.5,13,9.995,0.01,4.84,993
141.14,5.3,175.1,11,9.987,0.01,4.84,993
141.64,5.4,141.8,14,10.017,0.01,4.84,993
142.15,5.4,165.2,15,10.002,0.01,4.84,993
142.66,5.4,151.1,12,9.982,0.01,4.84,993
143.17,5.4,148.0,13,10.014,0.01,4.84,993
143.68,5.4,142.4,16,9.968,0.01,4.84,993
144.18,5.5,139.2,15,10.019,0.01,4.84,993
144.69,5.5,156.8,9,9.995,0.01,4.84,993
145.2,5.5,159.4,16,10.012,0.01,4.84,993
145.71,5.5,174.3,12,10.004,0.01,4.84,993
146.22,5.5,155.8,10,10.007,0.01,4.84,993
146.72,5.5,151.6,12,9.989,0.01,4.84,993
147.23,5.5,153.3,11,9.975,0.01,4.84,993
147.74,5.5,153.5,6,10.035,0.01,4.84,993
148.25,5.5,144.6,13,9.98,0.01,4.84,993
148.75,5.6,161.4,15,10.014,0.01,4.84,993
149.26,5.6,153.4,18,10.004,0.01,4.84,993
149.77,5.6,147.6,13,9.986,0.01,4.84,993
150.28,5.6,141.6,17,10.003,0.01,4.84,993
150.79,5.6,167.2,10,10.006,0.01,4.84,993
151.29,5.6,150.1,14,9.996,0.01,4.84,993
151.8,5.7,169.3,11,10.012,0.01,4.84,993
152.31,5.7,173.2,11,9.986,0.01,4.84,993
152.82,5.7,135.8,13,10.014,0.01,4.84,993
153.33,5.7,132.7,12,10.002,0.01,4.84,993
153.83,5.7,130.2,16,9.99,0.01,4.84,993
154.34,5.7,151.5,8,10.011,0.01,4.84,993
154.84,5.7,142.0,13,9.962,0.01,4.84,993
155.35,5.7,157.3,11,10.025,0.01,4.84,993
155.86,5.8,127.7,11,9.994,0.01,4.84,993
156.37,5.8,129.7,14,10.0,0.01,4.84,993
156.88,5.8,132.0,17,10.0,0.01,4.84,993
157.39,5.8,143.7,11,9.987,0.01,4.84,993
157.89,5.8,132.5,13,10.009,0.01,4.84,993
158.4,5.8,137.4,10,10.006,0.01,4.84,993
158.91,5.8,147.5,12,10.002,0.01,4.84,993
159.42,5.9,131.6,12,9.993,0.01,4.84,993
159.93,5.9,151.5,11,10.007,0.01,4.84,993
160.44,5.9,143.6,15,10.008,0.01,4.84,993
160.94,5.9,155.5,15,9.967,0.01,4.84,993
161.45,5.9,141.7,12,10.033,0.01,4.84,993
161.96,5.9,147.6,13,9.963,0.01,4.84,993
162.47,5.9,163.2,11,10.027,0.01,4.84,993
162.98,6.0,145.7,12,9.989,0.01,4.84,993
163.48,6.0,135.8,11,9.985,0.01,4.84,993
163.99,6.0,143.5,14,9.998,0.01,4.84,993
164.5,6.0,161.3,14,10.032,0.01,4.84,993
165.01,6.0,127.9,12,10.012,0.01,4.84,993
165.52,6.0,129.5,15,9.979,0.01,4.84,993
166.03,6.0,159.6,8,10.024,0.01,4.84,993
166.54,6.0,137.9,17,9.951,0.01,4.84,993
167.04,6.1,165.5,9,10.025,0.01,4.84,993
167.55,6.1,157.9,8,10.018,0.01,4.84,993
168.06,6.1,145.6,12,9.982,0.01,4.84,993
168.57,6.1,177.1,12,10.013,0.01,4.84,993
169.07,6.1,151.6,17,9.99,0.01,4.84,993
169.58,6.1,151.5,10,10.006,0.01,4.84,993
170.09,6.1,147.6,13,9.988,0.01,4.84,993
170.6,6.1,155.4,11,10.004,0.01,4.84,993
171.11,6.2,155.3,14,10.002,0.01,4.84,993
171.61,6.2,151.7,11,10.021,0.01,4.84,993
172.12,6.2,143.6,15,9.984,0.01,4.84,993
172.63,6.2,149.8,10,10.005,0.01,4.84,993
173.14,6.2,153.6,12,9.993,0.01,4.84,993
173.65,6.2,147.7,16,9.992,0.01,4.84,993
174.15,6.2,147.6,14,10.01,0.01,4.84,993
174.66,6.3,136.8,15,10.012,0.01,4.84,993
175.17,6.3,161.3,17,9.982,0.01,4.84,993
175.67,6.3,151.3,9,9.996,0.01,4.84,993
176.18,6.3,145.8,16,10.001,0.01,4.84,993
176.69,6.3,118.8,16,10.003,0.01,4.84,993
177.2,6.3,159.7,11,10.003,0.01,4.84,993
177.7,6.3,156.1,11,10.003,0.01,4.84,993
178.21,6.3,155.4,9,10.007,0.01,4.84,993
178.72,6.3,120.3,10,9.988,0.01,4.84,993
179.22,6.4,156.8,11,9.997,0.01,4.84,993
179.73,6.4,156.8,13,10.018,0.01,4.84,993
180.25,6.4,172.7,15,9.983,0.01,4.84,993
180.75,6.4,149.9,9,10.009,0.01,4.84,993
181.26,6.4,174.4,14,9.99,0.01,4.84,993
181.77,6.4,127.9,11,10.007,0.01,4.84,993
182.28,6.4,161.6,15,10.001,0.01,4.84,993
182.79,6.5,137.7,15,10.007,0.01,4.84,993
183.3,6.5,134.5,13,9.986,0.01,4.84,993
183.81,6.5,149.7,15,9.998,0.01,4.84,993
184.32,6.5,137.8,11,10.013,0.01,4.84,993
184.82,6.5,163.4,11,9.991,0.01,4.84,993
185.33,6.5,141.6,14,10.003,0.01,4.84,993
185.84,6.5,147.5,14,10.006,0.01,4.84,993
186.35,6.5,159.5,11,9.996,0.01,4.84,993
186.86,6.5,137.7,12,10.006,0.01,4.84,993
187.37,6.6,155.5,11,9.989,0.01,4.84,993
187.87,6.6,175.1,6,10.01,0.01,4.84,993
188.38,6.6,122.1,14,9.996,0.01,4.84,993
188.89,6.6,149.4,15,10.001,0.01,4.84,993
189.4,6.6,126.0,13,9.989,0.01,4.84,993
189.91,6.6,143.8,13,10.024,0.01,4.84,993
190.41,6.6,145.5,16,9.98,0.01,4.84,993
190.92,6.6,151.6,12,9.994,0.01,4.84,993
191.43,6.7,143.5,15,10.003,0.01,4.84,993
191.94,6.7,139.6,12,10.002,0.01,4.84,993
192.45,6.7,133.8,12,10.007,0.01,4.84,993
192.96,6.7,173.2,13,10.011,0.01,4.84,993
193.46,6.7,139.6,16,9.98,0.01,4.84,993
193.97,6.7,181.0,6,10.009,0.01,4.84,993
194.48,6.7,155.3,13,10.0,0.01,4.84,993
194.99,6.7,143.6,11,9.985,0.01,4.84,993
195.5,6.7,129.9,12,10.01,0.01,4.84,993
196.01,6.8,157.5,14,10.015,0.01,4.84,993
196.51,6.8,135.9,11,9.998,0.01,4.84,993
197.02,6.8,139.6,15,9.98,0.01,4.84,993
197.53,6.8,149.5,14,10.006,0.01,4.84,993
198.04,6.8,139.8,14,10.017,0.01,4.84,993
198.55,6.8,139.7,13,9.984,0.01,4.84,993
199.05,6.8,147.6,12,10.008,0.01,4.84,993
199.56,6.9,159.1,15,9.994,0.01,4.84,993
200.07,6.9,165.3,15,10.01,0.01,4.84,993
200.58,6.9,120.0,11,9.985,0.01,4.84,993
201.09,6.9,137.6,16,10.0,0.01,4.84,993
201.6,6.9,173.2,15,10.014,0.01,4.84,993
202.11,6.9,133.8,14,9.988,0.01,4.84,993
202.61,6.9,137.8,12,9.992,0.01,4.84,993
203.12,6.9,147.6,11,10.013,0.01,4.84,993
203.63,7.0,146.5,16,10.002,0.01,4.84,993
204.13,7.0,143.7,9,9.992,0.01,4.84,993
204.64,7.0,144.0,10,9.988,0.01,4.84,993
205.15,7.0,171.1,12,10.025,0.01,4.84,993
205.66,7.0,160.4,15,10.001,0.01,4.84,993
206.16,7.0,159.3,10,10.006,0.01,4.84,993
206.67,7.0,175.4,12,9.979,0.01,4.84,993
207.18,7.0,153.4,16,10.001,0.01,4.84,993
207.69,7.0,141.6,15,10.007,0.01,4.84,993
208.2,7.1,144.0,17,9.987,0.01,4.84,993
208.7,7.1,141.4,15,10.015,0.01,4.84,993
209.21,7.1,160.8,15,9.999,0.01,4.84,993
209.72,7.1,169.3,8,9.992,0.01,4.84,993
210.23,7.1,168.6,10,9.997,0.01,4.84,993
210.74,7.1,133.2,12,10.014,0.01,4.84,993
211.25,7.1,157.3,10,10.003,0.01,4.84,993
211.76,7.1,133.9,13,9.994,0.01,4.84,993
212.27,7.1,127.9,14,9.983,0.01,4.84,993
212.77,7.2,179.2,12,10.015,0.01,4.84,993
213.28,7.2,148.1,13,9.995,0.01,4.84,993
213.79,7.2,151.6,10,9.967,0.01,4.84,993
214.3,7.2,145.7,16,10.037,0.01,4.84,993
214.8,7.2,153.4,12,10.005,0.01,4.84,993
215.31,7.2,159.3,10,10.004,0.01,4.84,993
215.82,7.2,133.6,14,9.991,0.01,4.84,993
216.33,7.2,147.3,13,9.994,0.01,4.84,993
216.84,7.2,136.3,11,10.003,0.01,4.84,993
217.35,7.3,131.8,14,10.011,0.01,4.84,993
217.85,7.3,149.9,11,9.987,0.01,4.84,993
218.36,7.3,134.2,13,9.991,0.01,4.84,993
218.87,7.3,147.6,15,10.009,0.01,4.84,993
219.38,7.3,147.5,14,10.004,0.01,4.84,993
219.88,7.3,161.4,10,9.991,0.01,4.84,993
220.39,7.3,173.1,10,10.006,0.01,4.84,993
220.9,7.3,133.7,14,10.005,0.01,4.84,993
221.41,7.3,139.9,15,9.974,0.01,4.84,993
221.92,7.3,145.4,12,10.017,0.01,4.84,993
222.43,7.4,149.1,9,10.002,0.01,4.84,993
222.94,7.4,121.9,15,10.001,0.01,4.84,993
223.44,7.4,157.2,16,9.996,0.01,4.84,993
223.95,7.4,145.9,12,10.007,0.01,4.84,993
224.46,7.4,127.8,14,9.998,0.01,4.84,993
224.97,7.4,155.4,12,10.005,0.01,4.84,993
225.48,7.4,143.6,12,9.983,0.01,4.84,993
225.99,7.5,135.4,20,10.005,0.01,4.84,993
226.5,7.5,171.0,10,9.997,0.01,4.84,993
227.0,7.5,147.3,12,10.016,0.01,4.84,993
227.51,7.5,133.6,12,9.992,0.01,4.84,993
228.02,7.5,151.6,16,9.993,0.01,4.84,993
228.53,7.5,147.3,13,9.994,0.01,4.84,993
229.04,7.5,147.0,10,10.017,0.01,4.84,993
229.55,7.5,135.7,15,10.001,0.01,4.84,993
230.06,7.5,190.0,12,9.991,0.01,4.84,993
230.57,7.5,143.7,13,10.013,0.01,4.84,993
231.08,7.6,163.3,12,9.986,0.01,4.84,993
231.59,7.6,139.6,14,10.003,0.01,4.84,993
232.09,7.6,143.6,9,10.005,0.01,4.84,993
232.6,7.6,146.7,7,10.009,0.01,4.84,993
233.11,7.6,157.3,12,9.977,0.01,4.84,993
233.62,7.6,145.6,12,10.007,0.01,4.84,993
234.12,7.6,163.3,9,10.01,0.01,4.84,993
234.63,7.6,138.7,15,10.008,0.01,4.84,993
235.14,7.6,155.3,11,9.977,0.01,4.84,993
235.65,7.6,121.9,14,10.002,0.01,4.84,993
236.15,7.6,157.3,14,10.003,0.01,4.84,993
236.66,7.6,159.6,8,10.022,0.01,4.84,993
237.17,7.6,131.6,12,9.994,0.01,4.84,993
237.68,7.7,149.6,13,9.992,0.01,4.84,993
238.19,7.7,137.9,12,9.997,0.01,4.84,993
238.69,7.7,147.6,15,10.01,0.01,4.84,993
239.2,7.7,145.5,13,10.001,0.01,4.84,993
239.71,7.7,151.5,11,9.983,0.01,4.84,993
240.22,7.7,163.3,14,10.009,0.01,4.84,993
240.73,7.7,129.3,15,9.993,0.01,4.84,993
241.24,7.7,161.2,11,10.003,0.01,4.84,993
241.75,7.7,155.5,11,10.013,0.01,4.84,993
242.26,7.7,151.5,11,9.986,0.01,4.84,993
242.76,7.8,149.4,14,10.0,0.01,4.84,993
243.27,7.8,129.1,13,10.0,0.01,4.84,993
243.78,7.8,134.1,11,9.987,0.01,4.84,993
244.29,7.8,165.1,9,10.0,0.01,4.84,993
244.8,7.8,120.0,13,10.005,0.01,4.84,993
245.31,7.8,141.8,11,10.021,0.01,4.84,993
245.81,7.8,165.6,13,9.984,0.01,4.84,993
246.32,7.8,169.3,9,9.992,0.01,4.84,993
246.83,7.8,136.3,13,10.028,0.01,4.84,993
247.34,7.8,137.6,11,9.996,0.01,4.84,993
247.84,7.8,155.6,14,9.998,0.01,4.84,993
248.35,7.8,157.3,11,9.981,0.01,4.84,993
248.86,7.8,157.3,11,10.003,0.01,4.84,993
249.37,7.9,147.5,12,10.002,0.01,4.84,993
249.88,7.9,143.6,14,10.009,0.01,4.84,993
250.39,7.9,155.5,11,9.991,0.01,4.84,993
250.89,7.9,157.3,11,10.002,0.01,4.84,993
251.4,7.9,161.3,12,10.004,0.01,4.84,993
