t_s,drop_rate_per_s,drops_exp,backlog_pkts,throughput_mbps,rtt_proxy_ms,active_flows,elephant_flows,mice_flows,elephant_ratio,regime,trajectory,predicted_regime,workload_profile,target_ms,interval_ms,limit_pkts,quantum_bytes,ebpf_pkts,ebpf_bytes
0.510,124060.2569,62744,247,9.9980,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
1.023,125579.5068,127085,245,9.9973,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
1.537,125393.5147,191583,252,9.9967,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
2.051,124990.3195,255829,240,10.0057,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
2.563,127233.1754,320941,256,9.9990,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
3.076,128880.1508,387076,251,9.9972,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
3.590,124956.6369,451267,249,10.0021,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
4.104,121509.4647,513700,251,9.9994,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,5.00,50.0,256,300,0,0
4.618,124819.0042,577946,247,9.9942,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,5.00,50.0,256,300,0,0
5.130,124263.9598,641515,254,10.0078,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,5.00,50.0,256,300,0,0
5.649,127084.5926,707482,240,9.9959,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.50,50.0,256,300,0,0
6.162,121794.1582,769923,253,9.9992,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.50,50.0,256,300,0,0
6.675,127059.5179,835164,247,10.0023,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.50,50.0,256,300,0,0
7.189,123181.2403,898421,256,9.9980,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.50,50.0,256,300,0,0
7.703,131495.2686,966088,243,10.0050,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
8.217,124773.8843,1030211,241,9.9926,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
8.730,126234.3030,1094901,237,10.0034,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
9.241,122585.2155,1157529,250,10.0041,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
9.754,127750.0169,1223100,242,9.9988,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
10.269,123454.7057,1286666,256,9.9951,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.50,50.0,256,300,0,0
10.785,123568.5691,1350443,247,10.0081,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.05,50.0,256,300,0,0
11.298,128140.6283,1416251,252,9.9851,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.05,50.0,256,300,0,0
11.813,127137.5736,1481675,232,10.0112,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,50.0,256,300,0,0
12.324,121866.3160,1543920,241,9.9984,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.05,50.0,256,300,0,0
12.836,126214.8062,1608571,249,10.0048,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,50.0,256,300,0,0
13.347,125793.2110,1672853,238,9.9925,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,50.0,256,300,0,0
