t,wall,drop_rate,backlog,throughput_mbps,active_flows,elephant_flows,elephant_ratio,state,target_ms,limit_pkts,mode
20.74,06:31:31,3604.4,442,10.005,0,0,0.000,HEAVY,2.66,544,tc-only
21.25,06:31:32,3531.7,451,9.993,0,0,0.000,HEAVY,2.66,544,tc-only
21.75,06:31:32,3776.1,425,10.003,0,0,0.000,HEAVY,2.66,544,tc-only
22.25,06:31:33,3507.4,423,10.003,0,0,0.000,HEAVY,2.39,489,tc-only
22.76,06:31:33,3728.4,434,10.001,0,0,0.000,HEAVY,2.39,489,tc-only
23.26,06:31:34,3913.7,405,10.001,0,0,0.000,HEAVY,2.39,489,tc-only
23.77,06:31:34,4136.0,428,10.000,0,0,0.000,HEAVY,2.39,489,tc-only
24.27,06:31:35,4328.9,435,10.000,0,0,0.000,HEAVY,2.39,489,tc-only
24.77,06:31:35,4308.2,395,10.000,0,0,0.000,HEAVY,2.39,489,tc-only
25.28,06:31:36,4319.5,430,10.000,0,0,0.000,HEAVY,2.15,440,tc-only
25.79,06:31:36,4445.1,396,9.999,0,0,0.000,HEAVY,2.15,440,tc-only
26.29,06:31:37,4788.8,397,9.999,0,0,0.000,HEAVY,2.15,440,tc-only
26.79,06:31:37,4995.6,423,10.003,0,0,0.000,HEAVY,2.15,440,tc-only
27.30,06:31:38,4982.9,432,9.999,0,0,0.000,HEAVY,2.15,440,tc-only
27.80,06:31:38,4454.9,378,9.999,0,0,0.000,HEAVY,2.15,440,tc-only
28.30,06:31:39,3993.6,423,10.000,0,0,0.000,HEAVY,1.94,396,tc-only
28.81,06:31:39,3649.1,388,10.000,0,0,0.000,HEAVY,1.94,396,tc-only
29.32,06:31:40,4173.1,391,9.999,0,0,0.000,HEAVY,1.94,396,tc-only
29.82,06:31:40,3641.6,423,10.001,0,0,0.000,HEAVY,1.94,396,tc-only
30.32,06:31:41,3610.1,454,10.000,0,0,0.000,HEAVY,1.94,396,tc-only
30.83,06:31:41,3809.5,464,10.003,0,0,0.000,HEAVY,1.94,396,tc-only
31.33,06:31:42,2131.6,416,9.996,0,0,0.000,HEAVY,1.74,357,tc-only
31.84,06:31:42,3180.1,451,10.002,0,0,0.000,HEAVY,1.74,357,tc-only
32.35,06:31:43,3374.9,495,9.998,0,0,0.000,HEAVY,1.74,357,tc-only
32.85,06:31:43,3589.9,443,10.003,0,0,0.000,HEAVY,1.74,357,tc-only
33.35,06:31:44,3783.2,453,10.000,0,0,0.000,HEAVY,1.74,357,tc-only
33.86,06:31:44,3616.3,441,9.999,0,0,0.000,HEAVY,1.74,357,tc-only
34.46,06:31:45,2541.9,175,9.355,0,0,0.000,HEAVY,1.57,321,tc-only
35.04,06:31:45,259.8,310,10.200,0,0,0.000,HEAVY,1.57,321,tc-only
35.54,06:31:46,381.4,427,10.011,0,0,0.000,HEAVY,1.57,321,tc-only
36.04,06:31:46,520.1,470,9.999,0,0,0.000,HEAVY,1.57,321,tc-only
36.55,06:31:47,723.1,468,10.002,0,0,0.000,HEAVY,1.57,321,tc-only
37.05,06:31:47,921.7,404,9.999,0,0,0.000,HEAVY,1.57,321,tc-only
37.55,06:31:48,1123.2,482,10.002,0,0,0.000,HEAVY,1.41,289,tc-only
38.06,06:31:48,1316.1,478,10.001,0,0,0.000,HEAVY,1.41,289,tc-only
38.56,06:31:49,1481.8,469,9.998,0,0,0.000,HEAVY,1.41,289,tc-only
39.07,06:31:49,1717.2,443,9.990,0,0,0.000,HEAVY,1.41,289,tc-only
39.57,06:31:50,1919.5,473,10.010,0,0,0.000,HEAVY,1.41,289,tc-only
40.08,06:31:50,2124.0,480,10.000,0,0,0.000,HEAVY,1.41,289,tc-only
40.58,06:31:51,2322.8,483,10.000,0,0,0.000,HEAVY,1.27,260,tc-only
41.09,06:31:51,2415.2,478,9.999,0,0,0.000,HEAVY,1.27,260,tc-only
41.59,06:31:52,2658.0,455,9.999,0,0,0.000,HEAVY,1.27,260,tc-only
42.10,06:31:52,2853.8,462,9.997,0,0,0.000,HEAVY,1.27,260,tc-only
42.60,06:31:53,2962.8,445,10.004,0,0,0.000,HEAVY,1.27,260,tc-only
43.10,06:31:53,3244.5,447,9.998,0,0,0.000,HEAVY,1.27,260,tc-only
43.61,06:31:54,3455.3,471,10.003,0,0,0.000,HEAVY,1.14,256,tc-only
44.12,06:31:54,3650.4,441,9.999,0,0,0.000,HEAVY,1.14,256,tc-only
44.62,06:31:55,3736.0,489,9.999,0,0,0.000,HEAVY,1.14,256,tc-only
45.13,06:31:56,568.2,0,8.756,0,0,0.000,MODERATE,1.14,256,tc-only
45.63,06:31:56,2054.1,453,9.764,0,0,0.000,HEAVY,1.14,256,tc-only
46.13,06:31:57,3053.5,440,9.998,0,0,0.000,HEAVY,1.14,256,tc-only
46.64,06:31:57,3205.5,473,9.999,0,0,0.000,HEAVY,1.14,256,tc-only
47.14,06:31:58,3264.1,474,10.001,0,0,0.000,HEAVY,1.03,256,tc-only
47.65,06:31:58,3226.5,447,9.999,0,0,0.000,HEAVY,1.03,256,tc-only
48.15,06:31:59,3260.1,449,10.001,0,0,0.000,HEAVY,1.03,256,tc-only
48.66,06:31:59,3467.4,427,10.000,0,0,0.000,HEAVY,1.03,256,tc-only
49.16,06:32:00,3080.8,403,10.000,0,0,0.000,HEAVY,1.03,256,tc-only
49.66,06:32:00,2935.1,438,10.000,0,0,0.000,HEAVY,1.03,256,tc-only
50.17,06:32:01,2897.4,488,10.001,0,0,0.000,HEAVY,1.00,256,tc-only
50.67,06:32:01,3029.2,459,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
51.18,06:32:02,2597.5,468,9.999,0,0,0.000,HEAVY,1.00,256,tc-only
51.68,06:32:02,3037.3,446,10.001,0,0,0.000,HEAVY,1.00,256,tc-only
52.18,06:32:03,3278.8,438,9.998,0,0,0.000,HEAVY,1.00,256,tc-only
52.69,06:32:03,3458.3,421,9.999,0,0,0.000,HEAVY,1.00,256,tc-only
53.19,06:32:04,3579.1,403,10.004,0,0,0.000,HEAVY,1.00,256,tc-only
53.70,06:32:04,3609.7,425,9.999,0,0,0.000,HEAVY,1.00,256,tc-only
54.20,06:32:05,2957.2,392,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
54.70,06:32:05,2791.7,418,9.997,0,0,0.000,HEAVY,1.00,256,tc-only
55.21,06:32:06,2881.4,426,10.004,0,0,0.000,HEAVY,1.00,256,tc-only
55.71,06:32:06,2695.4,440,9.999,0,0,0.000,HEAVY,1.00,256,tc-only
56.21,06:32:07,2873.2,462,9.997,0,0,0.000,HEAVY,1.00,256,tc-only
56.72,06:32:07,2982.4,449,10.002,0,0,0.000,HEAVY,1.00,256,tc-only
57.23,06:32:08,2620.0,463,9.997,0,0,0.000,HEAVY,1.00,256,tc-only
57.73,06:32:08,2564.6,465,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
58.24,06:32:09,2822.9,443,10.003,0,0,0.000,HEAVY,1.00,256,tc-only
58.74,06:32:09,3026.3,470,9.996,0,0,0.000,HEAVY,1.00,256,tc-only
59.25,06:32:10,3229.0,444,10.004,0,0,0.000,HEAVY,1.00,256,tc-only
59.76,06:32:10,3434.1,479,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
60.27,06:32:11,3633.2,455,10.002,0,0,0.000,HEAVY,1.00,256,tc-only
60.77,06:32:11,3841.7,429,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
61.27,06:32:12,4046.2,424,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
61.78,06:32:12,4101.3,388,9.998,0,0,0.000,HEAVY,1.00,256,tc-only
62.34,06:32:13,3942.4,451,9.991,0,0,0.000,HEAVY,1.00,256,tc-only
62.97,06:32:13,807.3,221,9.996,0,0,0.000,MODERATE,1.00,256,tc-only
63.47,06:32:14,242.2,465,10.017,0,0,0.000,HEAVY,1.00,256,tc-only
63.97,06:32:14,441.0,466,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
64.48,06:32:15,651.5,487,9.999,0,0,0.000,HEAVY,1.00,256,tc-only
64.98,06:32:15,823.9,464,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
65.48,06:32:16,1042.7,486,9.999,0,0,0.000,HEAVY,1.00,256,tc-only
65.99,06:32:16,1195.3,478,10.001,0,0,0.000,HEAVY,1.00,256,tc-only
66.50,06:32:17,1394.9,459,9.996,0,0,0.000,HEAVY,1.00,256,tc-only
67.00,06:32:17,1602.8,458,10.006,0,0,0.000,HEAVY,1.00,256,tc-only
67.50,06:32:18,1807.4,471,9.997,0,0,0.000,HEAVY,1.00,256,tc-only
68.01,06:32:18,2002.5,444,9.997,0,0,0.000,HEAVY,1.00,256,tc-only
68.51,06:32:19,2207.3,397,9.998,0,0,0.000,HEAVY,1.00,256,tc-only
69.03,06:32:19,2411.4,457,10.001,0,0,0.000,HEAVY,1.00,256,tc-only
69.54,06:32:20,2540.2,427,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
70.04,06:32:20,2622.8,451,10.001,0,0,0.000,HEAVY,1.00,256,tc-only
70.55,06:32:21,2778.5,446,10.003,0,0,0.000,HEAVY,1.00,256,tc-only
71.05,06:32:21,2875.6,454,10.003,0,0,0.000,HEAVY,1.00,256,tc-only
71.55,06:32:22,3193.1,482,9.998,0,0,0.000,HEAVY,1.00,256,tc-only
72.06,06:32:22,3397.2,449,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
72.57,06:32:23,3442.4,491,9.997,0,0,0.000,HEAVY,1.00,256,tc-only
73.07,06:32:23,3519.9,434,9.998,0,0,0.000,HEAVY,1.00,256,tc-only
73.58,06:32:24,3170.8,443,10.003,0,0,0.000,HEAVY,1.00,256,tc-only
74.08,06:32:24,3517.2,464,10.002,0,0,0.000,HEAVY,1.00,256,tc-only
74.58,06:32:25,3799.0,452,9.998,0,0,0.000,HEAVY,1.00,256,tc-only
75.09,06:32:25,3995.7,393,9.998,0,0,0.000,HEAVY,1.00,256,tc-only
75.60,06:32:26,4211.5,423,10.006,0,0,0.000,HEAVY,1.00,256,tc-only
76.10,06:32:26,3784.7,379,9.999,0,0,0.000,HEAVY,1.00,256,tc-only
76.60,06:32:27,4236.9,478,9.999,0,0,0.000,HEAVY,1.00,256,tc-only
77.11,06:32:27,4211.6,431,9.995,0,0,0.000,HEAVY,1.00,256,tc-only
77.61,06:32:28,4235.4,433,10.004,0,0,0.000,HEAVY,1.00,256,tc-only
78.13,06:32:28,4092.1,444,9.995,0,0,0.000,HEAVY,1.00,256,tc-only
78.63,06:32:29,4098.4,434,10.004,0,0,0.000,HEAVY,1.00,256,tc-only
79.13,06:32:30,3863.9,478,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
79.64,06:32:30,4218.4,465,9.994,0,0,0.000,HEAVY,1.00,256,tc-only
80.15,06:32:31,4431.1,458,10.001,0,0,0.000,HEAVY,1.00,256,tc-only
80.65,06:32:31,4636.0,418,10.010,0,0,0.000,HEAVY,1.00,256,tc-only
81.16,06:32:32,4844.3,430,9.996,0,0,0.000,HEAVY,1.00,256,tc-only
81.66,06:32:32,4990.4,355,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
82.17,06:32:33,4245.0,454,9.998,0,0,0.000,HEAVY,1.00,256,tc-only
82.67,06:32:33,4522.9,449,9.996,0,0,0.000,HEAVY,1.00,256,tc-only
83.18,06:32:34,4473.7,457,10.006,0,0,0.000,HEAVY,1.00,256,tc-only
83.68,06:32:34,4355.4,416,9.997,0,0,0.000,HEAVY,1.00,256,tc-only
84.19,06:32:35,4087.2,444,10.005,0,0,0.000,HEAVY,1.00,256,tc-only
84.70,06:32:35,3528.4,485,9.995,0,0,0.000,HEAVY,1.00,256,tc-only
85.20,06:32:36,3094.9,473,10.006,0,0,0.000,HEAVY,1.00,256,tc-only
85.71,06:32:36,3292.2,426,9.998,0,0,0.000,HEAVY,1.00,256,tc-only
86.21,06:32:37,3161.4,486,9.996,0,0,0.000,HEAVY,1.00,256,tc-only
86.71,06:32:37,3424.5,424,10.001,0,0,0.000,HEAVY,1.00,256,tc-only
87.22,06:32:38,1342.7,467,10.003,0,0,0.000,HEAVY,1.00,256,tc-only
87.73,06:32:38,2277.5,452,10.001,0,0,0.000,HEAVY,1.00,256,tc-only
88.23,06:32:39,2479.3,487,9.996,0,0,0.000,HEAVY,1.00,256,tc-only
88.74,06:32:39,2397.7,398,9.996,0,0,0.000,HEAVY,1.00,256,tc-only
89.25,06:32:40,2509.0,428,9.993,0,0,0.000,HEAVY,1.00,256,tc-only
89.75,06:32:40,2737.0,444,10.012,0,0,0.000,HEAVY,1.00,256,tc-only
90.26,06:32:41,2946.4,442,9.999,0,0,0.000,HEAVY,1.00,256,tc-only
90.76,06:32:41,3053.7,434,10.000,0,0,0.000,HEAVY,1.00,256,tc-only
91.27,06:32:42,2909.3,471,10.001,0,0,0.000,HEAVY,1.00,256,tc-only
91.77,06:32:42,3182.1,486,10.002,0,0,0.000,HEAVY,1.00,256,tc-only
92.27,06:32:43,1577.9,0,4.741,0,0,0.000,HEAVY,1.00,256,tc-only
92.78,06:32:43,0.0,0,0.000,0,0,0.000,NORMAL,1.00,256,tc-only
93.28,06:32:44,0.0,0,0.000,0,0,0.000,NORMAL,1.00,256,tc-only
93.79,06:32:44,0.0,0,0.000,0,0,0.000,NORMAL,1.00,256,tc-only
94.30,06:32:45,0.0,0,0.000,0,0,0.000,NORMAL,1.50,288,tc-only
94.81,06:32:45,0.0,0,0.000,0,0,0.000,NORMAL,1.50,288,tc-only
95.31,06:32:46,0.0,0,0.000,0,0,0.000,NORMAL,1.50,288,tc-only
95.82,06:32:46,0.0,0,0.000,0,0,0.000,NORMAL,1.50,288,tc-only
96.32,06:32:47,0.0,0,0.000,0,0,0.000,NORMAL,1.50,288,tc-only
96.83,06:32:47,0.0,0,0.000,0,0,0.000,NORMAL,1.50,288,tc-only
97.33,06:32:48,0.0,0,0.000,0,0,0.000,NORMAL,2.00,320,tc-only
97.84,06:32:48,0.0,0,0.000,0,0,0.000,NORMAL,2.00,320,tc-only
98.34,06:32:49,0.0,0,0.000,0,0,0.000,NORMAL,2.00,320,tc-only
98.85,06:32:49,0.0,0,0.000,0,0,0.000,NORMAL,2.00,320,tc-only
99.36,06:32:50,0.0,0,0.000,0,0,0.000,NORMAL,2.00,320,tc-only
99.86,06:32:50,0.0,0,0.000,0,0,0.000,NORMAL,2.00,320,tc-only
100.36,06:32:51,0.0,0,0.000,0,0,0.000,NORMAL,2.50,352,tc-only
100.87,06:32:51,0.0,0,0.000,0,0,0.000,NORMAL,2.50,352,tc-only
101.38,06:32:52,0.0,0,0.000,0,0,0.000,NORMAL,2.50,352,tc-only
101.88,06:32:52,0.0,0,0.000,0,0,0.000,NORMAL,2.50,352,tc-only
102.39,06:32:53,0.0,0,0.000,0,0,0.000,NORMAL,2.50,352,tc-only
102.89,06:32:53,0.0,0,0.000,0,0,0.000,NORMAL,2.50,352,tc-only
103.39,06:32:54,0.0,0,0.000,0,0,0.000,NORMAL,3.00,384,tc-only
103.91,06:32:54,0.0,0,0.000,0,0,0.000,NORMAL,3.00,384,tc-only
104.41,06:32:55,0.0,0,0.000,0,0,0.000,NORMAL,3.00,384,tc-only
104.91,06:32:55,0.0,0,0.000,0,0,0.000,NORMAL,3.00,384,tc-only
105.42,06:32:56,0.0,0,0.000,0,0,0.000,NORMAL,3.00,384,tc-only
105.92,06:32:56,0.0,0,0.000,0,0,0.000,NORMAL,3.00,384,tc-only
106.43,06:32:57,0.0,0,0.000,0,0,0.000,NORMAL,3.50,416,tc-only
106.93,06:32:57,0.0,0,0.000,0,0,0.000,NORMAL,3.50,416,tc-only
107.44,06:32:58,0.0,0,0.000,0,0,0.000,NORMAL,3.50,416,tc-only
107.95,06:32:58,0.0,0,0.000,0,0,0.000,NORMAL,3.50,416,tc-only
108.45,06:32:59,0.0,0,0.000,0,0,0.000,NORMAL,3.50,416,tc-only
108.96,06:32:59,0.0,0,0.000,0,0,0.000,NORMAL,3.50,416,tc-only
109.46,06:33:00,0.0,0,0.000,0,0,0.000,NORMAL,4.00,448,tc-only
109.97,06:33:00,0.0,0,0.000,0,0,0.000,NORMAL,4.00,448,tc-only
110.48,06:33:01,0.0,0,0.000,0,0,0.000,NORMAL,4.00,448,tc-only
111.13,06:33:01,0.0,0,0.000,0,0,0.000,NORMAL,4.00,448,tc-only
111.63,06:33:02,0.0,0,0.000,0,0,0.000,NORMAL,4.00,448,tc-only
112.14,06:33:03,0.0,0,0.000,0,0,0.000,NORMAL,4.00,448,tc-only
112.64,06:33:03,0.0,0,0.000,0,0,0.000,NORMAL,4.50,480,tc-only
113.16,06:33:04,0.0,0,0.000,0,0,0.000,NORMAL,4.50,480,tc-only
113.67,06:33:04,0.0,0,0.000,0,0,0.000,NORMAL,4.50,480,tc-only
114.17,06:33:05,0.0,0,0.000,0,0,0.000,NORMAL,4.50,480,tc-only
114.67,06:33:05,0.0,0,0.000,0,0,0.000,NORMAL,4.50,480,tc-only
115.18,06:33:06,0.0,0,0.000,0,0,0.000,NORMAL,4.50,480,tc-only
115.68,06:33:06,0.0,0,0.000,0,0,0.000,NORMAL,5.00,512,tc-only
116.23,06:33:07,0.0,0,0.000,0,0,0.000,NORMAL,5.00,512,tc-only
116.74,06:33:07,0.0,0,0.000,0,0,0.000,NORMAL,5.00,512,tc-only
117.24,06:33:08,0.0,0,0.000,0,0,0.000,NORMAL,5.00,512,tc-only
117.75,06:33:08,0.0,0,0.000,0,0,0.000,NORMAL,5.00,512,tc-only
118.25,06:33:09,0.0,0,0.000,0,0,0.000,NORMAL,5.00,512,tc-only
118.76,06:33:09,0.0,0,0.000,0,0,0.000,NORMAL,5.00,544,tc-only
119.28,06:33:10,0.0,0,0.000,0,0,0.000,NORMAL,5.00,544,tc-only
119.79,06:33:10,0.0,0,0.000,0,0,0.000,NORMAL,5.00,544,tc-only
120.29,06:33:11,0.0,0,0.000,0,0,0.000,NORMAL,5.00,544,tc-only
120.80,06:33:11,0.0,0,0.000,0,0,0.000,NORMAL,5.00,544,tc-only
121.31,06:33:12,0.0,0,0.000,0,0,0.000,NORMAL,5.00,544,tc-only
121.82,06:33:12,0.0,0,0.000,0,0,0.000,NORMAL,5.00,576,tc-only
122.33,06:33:13,0.0,0,0.000,0,0,0.000,NORMAL,5.00,576,tc-only
122.84,06:33:13,0.0,0,0.000,0,0,0.000,NORMAL,5.00,576,tc-only
123.35,06:33:14,0.0,0,0.000,0,0,0.000,NORMAL,5.00,576,tc-only
123.85,06:33:14,0.0,0,0.000,0,0,0.000,NORMAL,5.00,576,tc-only
124.36,06:33:15,0.0,0,0.000,0,0,0.000,NORMAL,5.00,576,tc-only
124.86,06:33:15,0.0,0,0.000,0,0,0.000,NORMAL,5.00,608,tc-only
125.37,06:33:16,0.0,0,0.000,0,0,0.000,NORMAL,5.00,608,tc-only
125.87,06:33:16,0.0,0,0.000,0,0,0.000,NORMAL,5.00,608,tc-only
126.38,06:33:17,0.0,0,0.000,0,0,0.000,NORMAL,5.00,608,tc-only
126.89,06:33:17,0.0,0,0.000,0,0,0.000,NORMAL,5.00,608,tc-only
127.40,06:33:18,0.0,0,0.000,0,0,0.000,NORMAL,5.00,608,tc-only
127.90,06:33:18,0.0,0,0.000,0,0,0.000,NORMAL,5.00,640,tc-only
128.47,06:33:19,0.0,0,0.000,0,0,0.000,NORMAL,5.00,640,tc-only
128.97,06:33:19,0.0,0,0.000,0,0,0.000,NORMAL,5.00,640,tc-only
129.48,06:33:20,0.0,0,0.000,0,0,0.000,NORMAL,5.00,640,tc-only
130.00,06:33:20,0.0,0,0.000,0,0,0.000,NORMAL,5.00,640,tc-only
130.65,06:33:21,0.0,0,0.000,0,0,0.000,NORMAL,5.00,640,tc-only
131.15,06:33:22,0.0,0,0.000,0,0,0.000,NORMAL,5.00,672,tc-only
131.66,06:33:22,0.0,0,0.000,0,0,0.000,NORMAL,5.00,672,tc-only
132.16,06:33:23,0.0,0,0.000,0,0,0.000,NORMAL,5.00,672,tc-only
132.82,06:33:23,0.0,0,0.000,0,0,0.000,NORMAL,5.00,672,tc-only
133.32,06:33:24,0.0,0,0.000,0,0,0.000,NORMAL,5.00,672,tc-only
133.83,06:33:24,0.0,0,0.000,0,0,0.000,NORMAL,5.00,672,tc-only
134.33,06:33:25,0.0,0,0.000,0,0,0.000,NORMAL,5.00,704,tc-only
134.85,06:33:25,0.0,0,0.000,0,0,0.000,NORMAL,5.00,704,tc-only
135.36,06:33:26,0.0,0,0.000,0,0,0.000,NORMAL,5.00,704,tc-only
135.86,06:33:26,0.0,0,0.000,0,0,0.000,NORMAL,5.00,704,tc-only
136.37,06:33:27,0.0,0,0.000,0,0,0.000,NORMAL,5.00,704,tc-only
136.87,06:33:27,0.0,0,0.000,0,0,0.000,NORMAL,5.00,704,tc-only
137.38,06:33:28,0.0,0,0.000,0,0,0.000,NORMAL,5.00,736,tc-only
137.89,06:33:28,0.0,0,0.000,0,0,0.000,NORMAL,5.00,736,tc-only
138.40,06:33:29,0.0,0,0.000,0,0,0.000,NORMAL,5.00,736,tc-only
138.91,06:33:29,0.0,0,0.000,0,0,0.000,NORMAL,5.00,736,tc-only
139.41,06:33:30,0.0,0,0.000,0,0,0.000,NORMAL,5.00,736,tc-only
139.91,06:33:30,0.0,0,0.000,0,0,0.000,NORMAL,5.00,736,tc-only
140.42,06:33:31,0.0,0,0.000,0,0,0.000,NORMAL,5.00,768,tc-only
140.92,06:33:31,0.0,0,0.000,0,0,0.000,NORMAL,5.00,768,tc-only
141.43,06:33:32,0.0,0,0.000,0,0,0.000,NORMAL,5.00,768,tc-only
141.94,06:33:32,0.0,0,0.000,0,0,0.000,NORMAL,5.00,768,tc-only
142.44,06:33:33,0.0,0,0.000,0,0,0.000,NORMAL,5.00,768,tc-only
142.95,06:33:33,0.0,0,0.000,0,0,0.000,NORMAL,5.00,768,tc-only
143.46,06:33:34,0.0,0,0.000,0,0,0.000,NORMAL,5.00,800,tc-only
143.97,06:33:34,0.0,0,0.000,0,0,0.000,NORMAL,5.00,800,tc-only
144.48,06:33:35,0.0,0,0.000,0,0,0.000,NORMAL,5.00,800,tc-only
144.99,06:33:35,0.0,0,0.000,0,0,0.000,NORMAL,5.00,800,tc-only
145.49,06:33:36,0.0,0,0.000,0,0,0.000,NORMAL,5.00,800,tc-only
146.00,06:33:36,0.0,0,0.000,0,0,0.000,NORMAL,5.00,800,tc-only
146.51,06:33:37,0.0,0,0.000,0,0,0.000,NORMAL,5.00,832,tc-only
147.03,06:33:37,0.0,0,0.000,0,0,0.000,NORMAL,5.00,832,tc-only
147.54,06:33:38,0.0,0,0.000,0,0,0.000,NORMAL,5.00,832,tc-only
148.04,06:33:38,0.0,0,0.000,0,0,0.000,NORMAL,5.00,832,tc-only
148.55,06:33:39,0.0,0,0.000,0,0,0.000,NORMAL,5.00,832,tc-only
149.06,06:33:39,0.0,0,0.000,0,0,0.000,NORMAL,5.00,832,tc-only
149.56,06:33:40,0.0,0,0.000,0,0,0.000,NORMAL,5.00,864,tc-only
150.08,06:33:40,0.0,0,0.000,0,0,0.000,NORMAL,5.00,864,tc-only
150.59,06:33:41,0.0,0,0.000,0,0,0.000,NORMAL,5.00,864,tc-only
151.10,06:33:41,0.0,0,0.000,0,0,0.000,NORMAL,5.00,864,tc-only
151.73,06:33:42,0.0,0,0.000,0,0,0.000,NORMAL,5.00,864,tc-only
152.24,06:33:43,0.0,0,0.000,0,0,0.000,NORMAL,5.00,864,tc-only
152.75,06:33:43,0.0,0,0.000,0,0,0.000,NORMAL,5.00,896,tc-only
153.26,06:33:44,0.0,0,0.000,0,0,0.000,NORMAL,5.00,896,tc-only
153.76,06:33:44,0.0,0,0.000,0,0,0.000,NORMAL,5.00,896,tc-only
154.26,06:33:45,0.0,0,0.000,0,0,0.000,NORMAL,5.00,896,tc-only
154.77,06:33:45,0.0,0,0.000,0,0,0.000,NORMAL,5.00,896,tc-only
