t_s,drop_rate_per_s,drops_exp,backlog_pkts,throughput_mbps,rtt_proxy_ms,active_flows,elephant_flows,mice_flows,elephant_ratio,regime,trajectory,predicted_regime,workload_profile,target_ms,interval_ms,limit_pkts,quantum_bytes,ebpf_pkts,ebpf_bytes
0.509,105621.9984,53312,242,9.9995,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
1.020,115480.4893,112381,237,9.9972,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
1.531,113360.7842,170302,256,9.9997,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
2.043,118764.6949,231137,256,10.0012,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
2.554,121132.4764,293017,234,9.9936,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
3.065,116395.0733,352507,239,10.0035,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
3.578,106431.6218,407044,240,9.9995,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
4.091,120690.0739,468985,249,10.0044,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
4.602,118126.6475,529363,244,9.9984,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
5.115,122737.1828,592252,243,9.9948,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
5.630,127268.7591,657864,241,10.0033,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
6.142,127581.1718,723203,244,9.9984,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
6.653,129003.4783,789156,240,10.0033,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
7.168,129671.9513,855900,247,10.0006,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
7.683,132013.3319,923838,234,9.9930,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
8.196,129527.8346,990270,246,10.0004,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
8.708,126344.3526,1055037,254,10.0023,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
9.221,126670.4755,1119979,240,10.0021,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
9.733,126816.7746,1184917,255,9.9988,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
10.246,131868.1148,1252529,243,10.0034,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
10.764,133373.8681,1321704,251,9.9969,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,50.0,256,300,0,0
11.278,132081.0376,1389501,247,10.0025,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,50.0,256,300,0,0
11.789,130415.5770,1456132,249,10.0037,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,50.0,256,300,0,0
12.299,128402.1776,1521690,244,9.9960,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,50.0,256,300,0,0
12.812,128024.2956,1587365,251,9.9983,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,50.0,256,300,0,0
13.326,127445.5664,1652800,256,9.9978,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,50.0,256,300,0,0
13.840,128657.0799,1718987,242,10.0018,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.05,50.0,256,300,0,0
14.353,127832.1346,1784590,226,10.0035,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.05,50.0,256,300,0,0
14.869,127154.6328,1850186,238,9.9965,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.05,50.0,256,300,0,0
15.383,131360.4328,1917689,237,10.0015,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.05,50.0,256,300,0,0
15.902,131859.4331,1986178,254,9.9987,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.65,50.0,256,300,0,0
16.415,129205.2826,2052404,247,10.0034,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.65,50.0,256,300,0,0
16.925,127357.2780,2117417,243,9.9978,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.65,50.0,256,300,0,0
17.437,129995.1804,2183893,248,10.0020,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.65,50.0,256,300,0,0
17.948,125328.5530,2247966,246,10.0025,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,3.65,50.0,256,300,0,0
18.459,132284.9738,2315497,244,9.9943,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.65,50.0,256,300,0,0
18.970,129320.4415,2381634,242,10.0031,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.65,50.0,256,300,0,0
19.483,133661.5960,2450214,238,9.9943,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.65,50.0,256,300,0,0
19.997,128397.1010,2516152,256,10.0059,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,3.65,50.0,256,300,0,0
20.510,126843.7059,2581240,247,9.9944,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,3.65,50.0,256,300,0,0
21.028,114578.6378,2640656,239,10.0008,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,3.28,50.0,256,300,0,0
21.543,132306.8129,2708805,237,10.0007,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,3.28,50.0,256,300,0,0
22.057,117940.8684,2769407,245,10.0044,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,3.28,50.0,256,300,0,0
22.569,131723.0931,2836846,245,9.9984,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,3.28,50.0,256,300,0,0
23.083,129932.1705,2903578,244,9.9999,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,3.28,50.0,256,300,0,0
23.595,126497.3456,2968386,238,9.9978,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,3.28,50.0,256,300,0,0
24.109,129338.3919,3034907,242,10.0001,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.28,50.0,256,300,0,0
24.621,125870.7660,3099284,250,10.0014,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.28,50.0,256,300,0,0
25.133,131080.9112,3166397,237,10.0011,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.28,50.0,256,300,0,0
25.646,125286.4041,3230622,239,10.0002,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.28,50.0,256,300,0,0
26.164,127064.9101,3296562,245,9.9974,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.95,50.0,256,300,0,0
26.677,118448.3105,3357293,238,10.0014,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.95,50.0,256,300,0,0
27.190,129686.9001,3423782,253,9.9979,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.95,50.0,256,300,0,0
27.703,129675.2875,3490368,247,9.9999,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.95,50.0,256,300,0,0
28.218,131040.4415,3557843,243,10.0028,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.95,50.0,256,300,0,0
28.733,134885.3881,3627211,241,10.0010,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.95,50.0,256,300,0,0
29.247,133162.4525,3695651,237,9.9948,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.95,50.0,256,300,0,0
29.761,136011.4763,3765625,252,10.0033,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.95,50.0,256,300,0,0
30.274,129428.0278,3832050,246,9.9968,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.95,50.0,256,300,0,0
30.787,127146.8245,3897306,243,10.0069,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.95,50.0,256,300,0,0
31.303,134448.4647,3966665,251,9.9945,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.66,50.0,256,300,0,0
31.815,133421.5065,4034994,245,10.0068,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.66,50.0,256,300,0,0
32.325,127068.8288,4099719,249,9.9967,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.66,50.0,256,300,0,0
32.838,128809.2754,4165761,242,9.9965,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.66,50.0,256,300,0,0
33.351,130085.9233,4232551,243,9.9999,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.66,50.0,256,300,0,0
33.864,131340.2244,4299880,250,10.0011,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.66,50.0,256,300,0,0
34.377,131172.4691,4367200,243,9.9989,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.66,50.0,256,300,0,0
34.888,122006.5508,4429536,227,10.0056,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.66,50.0,256,300,0,0
35.398,130059.8267,4495908,235,9.9968,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.66,50.0,256,300,0,0
35.914,127570.2349,4561717,254,9.9968,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.66,50.0,256,300,0,0
36.430,137444.7289,4632717,235,10.0052,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.39,50.0,256,300,0,0
36.943,129871.0786,4699235,244,9.9964,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.39,50.0,256,300,0,0
37.456,128326.3311,4765087,255,10.0011,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.39,50.0,256,300,0,0
37.968,125904.3348,4829617,249,10.0030,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.39,50.0,256,300,0,0
38.482,132826.0599,4897786,244,9.9999,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.39,50.0,256,300,0,0
38.993,134309.0950,4966523,243,9.9960,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.39,50.0,256,300,0,0
39.506,130923.9412,5033617,227,10.0043,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.39,50.0,256,300,0,0
40.018,131262.0255,5100815,254,9.9940,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.39,50.0,256,300,0,0
40.533,134848.2406,5170258,245,9.9997,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.39,50.0,256,300,0,0
41.047,133950.3794,5239160,250,10.0019,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.39,50.0,256,300,0,0
41.564,129008.2633,5305788,240,10.0015,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.15,50.0,256,300,0,0
42.078,127964.2960,5371579,244,9.9955,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.15,50.0,256,300,0,0
42.593,133996.4330,5440675,239,9.9906,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.15,50.0,256,300,0,0
43.107,133802.1597,5509410,236,10.0141,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.15,50.0,256,300,0,0
43.620,128525.7690,5575388,248,9.9985,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.15,50.0,256,300,0,0
44.132,128767.3024,5641238,244,10.0017,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.15,50.0,256,300,0,0
44.646,133200.0867,5709672,252,9.9995,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.15,50.0,256,300,0,0
45.158,129422.6228,5775982,235,9.9973,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.15,50.0,256,300,0,0
45.672,128694.7626,5842079,246,10.0039,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.15,50.0,256,300,0,0
46.185,129587.0248,5908578,242,9.9959,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.15,50.0,256,300,0,0
46.703,133626.7784,5977898,247,9.9990,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.94,50.0,256,300,0,0
47.216,129543.8863,6044350,243,10.0048,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.94,50.0,256,300,0,0
47.731,130253.1686,6111374,246,9.9973,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.94,50.0,256,300,0,0
48.245,131507.5113,6178985,232,10.0008,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.94,50.0,256,300,0,0
48.759,128922.1413,6245180,241,9.9996,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.94,50.0,256,300,0,0
49.271,132307.9807,6312924,233,10.0007,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.94,50.0,256,300,0,0
49.785,131200.7161,6380421,250,9.9923,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.94,50.0,256,300,0,0
50.298,127150.1084,6445631,249,10.0080,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.94,50.0,256,300,0,0
50.810,126893.1360,6510559,239,10.0002,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.94,50.0,256,300,0,0
51.324,128302.0023,6576502,247,9.9977,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.94,50.0,256,300,0,0
51.843,130472.4254,6644321,252,10.0045,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.74,50.0,256,300,0,0
52.356,128509.9141,6710240,247,9.9970,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.74,50.0,256,300,0,0
52.868,130731.9139,6777091,252,10.0022,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.74,50.0,256,300,0,0
53.382,129629.9734,6843801,245,9.9902,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.74,50.0,256,300,0,0
53.896,131162.3517,6911123,255,10.0092,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.74,50.0,256,300,0,0
54.409,126149.0763,6975937,242,9.9991,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.74,50.0,256,300,0,0
54.921,129298.5293,7042148,242,10.0026,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.74,50.0,256,300,0,0
55.436,126334.0478,7107118,237,9.9969,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.74,50.0,256,300,0,0
