t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
2.539,6.2033,36.6160,0.0000,MODERATE,STABLE,MODERATE,MICE
5.079,31.4941,3.7078,0.0000,HEAVY,STABLE,HEAVY,MICE
7.619,-13.6119,-2.0639,0.0000,HEAVY,STABLE,HEAVY,MICE
10.159,-2.1771,0.3579,0.0000,HEAVY,STABLE,HEAVY,MICE
12.701,5.3688,0.4646,0.0000,HEAVY,STABLE,HEAVY,MICE
15.242,-2.2078,-0.0121,0.0000,HEAVY,STABLE,HEAVY,MICE
17.784,8.6469,0.1670,0.0000,HEAVY,STABLE,HEAVY,MICE
20.324,-2.6017,0.1432,0.0000,HEAVY,STABLE,HEAVY,MICE
22.867,4.3884,-0.2984,0.0000,HEAVY,STABLE,HEAVY,MICE
25.409,5.5242,0.5125,0.0000,HEAVY,STABLE,HEAVY,MICE
27.951,-0.1526,-0.0712,0.0000,HEAVY,STABLE,HEAVY,MICE
30.491,-6.1693,-0.7517,0.0000,HEAVY,STABLE,HEAVY,MICE
33.036,5.3350,0.7505,0.0000,HEAVY,STABLE,HEAVY,MICE
35.576,-6.9939,-0.0836,0.0000,HEAVY,STABLE,HEAVY,MICE
38.120,7.3077,-0.4533,0.0000,HEAVY,STABLE,HEAVY,MICE
40.660,-5.0336,0.1669,0.0000,HEAVY,STABLE,HEAVY,MICE
43.203,5.5252,-0.4050,0.0000,HEAVY,STABLE,HEAVY,MICE
45.742,3.1541,-0.4654,0.0000,HEAVY,STABLE,HEAVY,MICE
48.285,1.7027,-0.5360,0.0000,HEAVY,STABLE,HEAVY,MICE
50.826,-5.2946,-0.1313,0.0000,HEAVY,STABLE,HEAVY,MICE
53.368,1.6819,0.3335,0.0000,HEAVY,STABLE,HEAVY,MICE
55.908,-0.3973,0.1193,0.0000,HEAVY,STABLE,HEAVY,MICE
58.451,-3.2440,1.2158,0.0000,HEAVY,STABLE,HEAVY,MICE
60.991,-1.2529,-0.4294,0.0000,HEAVY,STABLE,HEAVY,MICE
63.535,1.1574,0.6435,0.0000,HEAVY,STABLE,HEAVY,MICE
66.077,8.9900,-0.6796,0.0000,HEAVY,STABLE,HEAVY,MICE
68.619,-0.2309,0.4409,0.0000,HEAVY,STABLE,HEAVY,MICE
71.161,-7.7521,0.4531,0.0000,HEAVY,STABLE,HEAVY,MICE
73.704,-1.4854,-0.9058,0.0000,HEAVY,STABLE,HEAVY,MICE
76.244,-0.0677,-0.6800,0.0000,HEAVY,STABLE,HEAVY,MICE
78.788,0.8471,0.4290,0.0000,HEAVY,STABLE,HEAVY,MICE
81.330,3.5546,0.0119,0.0000,HEAVY,STABLE,HEAVY,MICE
83.873,1.2562,-0.5597,0.0000,HEAVY,STABLE,HEAVY,MICE
86.413,-2.3245,0.0835,0.0000,HEAVY,STABLE,HEAVY,MICE
88.954,-0.7993,-0.2743,0.0000,HEAVY,STABLE,HEAVY,MICE
91.495,1.6770,0.2026,0.0000,HEAVY,STABLE,HEAVY,MICE
94.037,-1.5540,-0.6200,0.0000,HEAVY,STABLE,HEAVY,MICE
96.577,1.6537,0.1190,0.0000,HEAVY,STABLE,HEAVY,MICE
99.118,-2.0797,-0.0836,0.0000,HEAVY,STABLE,HEAVY,MICE
101.659,7.9660,-0.4652,0.0000,HEAVY,STABLE,HEAVY,MICE
104.199,-6.3164,1.5269,0.0000,HEAVY,STABLE,HEAVY,MICE
106.740,2.5735,-0.6558,0.0000,HEAVY,STABLE,HEAVY,MICE
109.280,-1.8561,-0.0952,0.0000,HEAVY,STABLE,HEAVY,MICE
111.820,-0.7099,-0.2504,0.0000,HEAVY,STABLE,HEAVY,MICE
114.361,-0.9719,0.0239,0.0000,HEAVY,STABLE,HEAVY,MICE
116.902,2.1332,1.0374,0.0000,HEAVY,STABLE,HEAVY,MICE
119.443,-5.9019,-0.1789,0.0000,HEAVY,STABLE,HEAVY,MICE
121.982,-0.8541,0.3103,0.0000,HEAVY,STABLE,HEAVY,MICE
124.522,3.9362,-0.4176,0.0000,HEAVY,STABLE,HEAVY,MICE
127.063,-5.4240,-0.2147,0.0000,HEAVY,STABLE,HEAVY,MICE
129.604,1.2191,0.6203,0.0000,HEAVY,STABLE,HEAVY,MICE
132.147,-4.2974,-0.1549,0.0000,HEAVY,STABLE,HEAVY,MICE
134.694,-2.5976,1.1661,0.0000,HEAVY,STABLE,HEAVY,MICE
137.241,3.0066,-1.1780,0.0000,HEAVY,STABLE,HEAVY,MICE
139.785,2.8777,-0.1195,0.0000,HEAVY,STABLE,HEAVY,MICE
142.330,0.3256,0.5600,0.0000,HEAVY,STABLE,HEAVY,MICE
144.872,-4.6643,0.2149,0.0000,HEAVY,STABLE,HEAVY,MICE
147.413,-1.4215,0.8348,0.0000,HEAVY,STABLE,HEAVY,MICE
149.953,0.3970,0.1194,0.0000,HEAVY,STABLE,HEAVY,MICE
152.493,-4.6301,0.6204,0.0000,HEAVY,STABLE,HEAVY,MICE
155.033,1.8416,-0.3937,0.0000,HEAVY,STABLE,HEAVY,MICE
157.572,-4.4887,0.6205,0.0000,HEAVY,STABLE,HEAVY,MICE
160.110,-0.4587,0.5253,0.0000,HEAVY,STABLE,HEAVY,MICE
162.650,3.4310,-1.1936,0.0000,HEAVY,STABLE,HEAVY,MICE
165.189,-2.5683,0.7279,0.0000,HEAVY,STABLE,HEAVY,MICE
167.732,-5.4396,0.3340,0.0000,HEAVY,STABLE,HEAVY,MICE
170.282,5.6560,-0.0716,0.0000,HEAVY,STABLE,HEAVY,MICE
172.829,2.1573,-0.4998,0.0000,HEAVY,STABLE,HEAVY,MICE
175.374,3.3038,0.2614,0.0000,HEAVY,STABLE,HEAVY,MICE
177.918,-2.5920,-1.1664,0.0000,HEAVY,STABLE,HEAVY,MICE
180.462,-2.8239,-0.2261,0.0000,HEAVY,STABLE,HEAVY,MICE
183.003,4.5612,0.0118,0.0000,HEAVY,STABLE,HEAVY,MICE
185.546,0.4733,-0.3698,0.0000,HEAVY,STABLE,HEAVY,MICE
188.094,6.9139,0.4167,0.0000,HEAVY,STABLE,HEAVY,MICE
190.640,-2.4897,0.1901,0.0000,HEAVY,STABLE,HEAVY,MICE
193.185,0.9475,0.5360,0.0000,HEAVY,STABLE,HEAVY,MICE
195.734,3.8148,0.0596,0.0000,HEAVY,STABLE,HEAVY,MICE
198.280,-2.3676,0.0356,0.0000,HEAVY,STABLE,HEAVY,MICE
200.823,2.9116,-0.4407,0.0000,HEAVY,STABLE,HEAVY,MICE
203.368,-2.0527,-0.3453,0.0000,HEAVY,STABLE,HEAVY,MICE
205.913,-2.4163,-0.2503,0.0000,HEAVY,STABLE,HEAVY,MICE
208.457,1.7758,0.3215,0.0000,HEAVY,STABLE,HEAVY,MICE
211.004,-1.8988,0.1904,0.0000,HEAVY,STABLE,HEAVY,MICE
213.544,-1.3291,0.2985,0.0000,HEAVY,STABLE,HEAVY,MICE
216.084,4.3965,0.2388,0.0000,HEAVY,STABLE,HEAVY,MICE
218.630,-5.1156,0.1309,0.0000,HEAVY,STABLE,HEAVY,MICE
221.175,-1.6814,-0.5839,0.0000,HEAVY,STABLE,HEAVY,MICE
223.725,-6.3166,0.2617,0.0000,HEAVY,STABLE,HEAVY,MICE
226.272,5.8077,-0.2374,0.0000,HEAVY,STABLE,HEAVY,MICE
228.817,1.8895,-0.4638,0.0000,HEAVY,STABLE,HEAVY,MICE
231.360,-1.5461,0.4407,0.0000,HEAVY,STABLE,HEAVY,MICE
233.904,-0.7432,-0.4648,0.0000,HEAVY,STABLE,HEAVY,MICE
236.447,5.1703,0.0956,0.0000,HEAVY,STABLE,HEAVY,MICE
238.995,0.8435,-0.3924,0.0000,HEAVY,STABLE,HEAVY,MICE
241.537,2.4426,0.8690,0.0000,HEAVY,STABLE,HEAVY,MICE
244.077,-2.4287,-0.1907,0.0000,HEAVY,STABLE,HEAVY,MICE
246.615,7.2091,0.0119,0.0000,HEAVY,STABLE,HEAVY,MICE
249.154,-4.0982,0.7280,0.0000,HEAVY,STABLE,HEAVY,MICE
251.695,-1.3039,-0.1432,0.0000,HEAVY,STABLE,HEAVY,MICE
254.239,5.5083,0.1669,0.0000,HEAVY,STABLE,HEAVY,MICE
256.784,-0.0649,-0.5118,0.0000,HEAVY,STABLE,HEAVY,MICE
259.327,-1.2220,-0.5359,0.0000,HEAVY,STABLE,HEAVY,MICE
261.871,-1.7318,0.2147,0.0000,HEAVY,STABLE,HEAVY,MICE
264.414,-2.0510,0.9537,0.0000,HEAVY,STABLE,HEAVY,MICE
266.960,6.5747,-1.4530,0.0000,HEAVY,STABLE,HEAVY,MICE
