========================================================================
  Adaptive RED Controller  —  Floyd, Gummadi & Shenker (ICSI 2001)
  ns=ns_router  iface=veth_rs  duration=630s
  min_th=20  max_th=300  max_p=0.5
  W_Q=0.002  alpha=0.01  beta=0.9
========================================================================
  NOTE: Adaptive RED adapts max_p (drop prob) mapped to target/limit
  It does NOT use gradient prediction, eBPF, or workload profiles
========================================================================
  t(s)    avg_q       dr/s      bl    tput   max_p   target  limit   adj
 193.5      6.8      164.8      16   10.00   0.010    4.8ms    993     3
 194.0      6.9      138.1      13    9.99   0.010    4.8ms    993     3
 194.5      6.9      153.6      13   10.00   0.010    4.8ms    993     3
 195.0      6.9      148.1      14   10.00   0.010    4.8ms    993     3
 195.5      6.9      161.7      13   10.00   0.010    4.8ms    993     3
 196.0      6.9      162.0      10   10.00   0.010    4.8ms    993     3
 196.5      6.9      153.7      10   10.00   0.010    4.8ms    993     3
 197.0      6.9      131.8      16   10.01   0.010    4.8ms    993     3
 197.5      6.9      146.1       9    9.99   0.010    4.8ms    993     3
 198.0      6.9      139.8      15   10.00   0.010    4.8ms    993     3
 198.5      7.0      145.8      16   10.00   0.010    4.8ms    993     3
 199.0      7.0      145.9      12   10.01   0.010    4.8ms    993     3
 199.6      7.0      138.3      13   10.00   0.010    4.8ms    993     3
 200.1      7.0      163.4      12    9.99   0.010    4.8ms    993     3
 200.6      7.0      132.1      10   10.01   0.010    4.8ms    993     3
 201.1      7.0      153.6      15    9.99   0.010    4.8ms    993     3
 201.6      7.0      158.0      16   10.00   0.010    4.8ms    993     3
 202.1      7.0      163.6       9    9.98   0.010    4.8ms    993     3
 202.6      7.0      148.2      11   10.03   0.010    4.8ms    993     3
 203.1      7.1      114.4      16    9.99   0.010    4.8ms    993     3
 203.6      7.1      163.4      13    9.99   0.010    4.8ms    993     3
 204.1      7.1      146.1      12   10.02   0.010    4.8ms    993     3
 204.6      7.1      119.2      14   10.01   0.010    4.8ms    993     3
 205.1      7.1      161.7      16    9.98   0.010    4.8ms    993     3
 205.6      7.1      137.9      13   10.00   0.010    4.8ms    993     3
 206.1      7.1      143.8      16   10.00   0.010    4.8ms    993     3
 206.7      7.2      140.0      14   10.01   0.010    4.8ms    993     3
 207.2      7.2      169.7      13   10.01   0.010    4.8ms    993     3
 207.7      7.2      134.0      13    9.98   0.010    4.8ms    993     3
 208.2      7.2      139.9      12   10.02   0.010    4.8ms    993     3
 208.7      7.2      164.6      13    9.99   0.010    4.8ms    993     3
 209.2      7.2      158.2       9   10.01   0.010    4.8ms    993     3
 209.7      7.2      137.0      14    9.98   0.010    4.8ms    993     3
 210.2      7.2      157.4      11   10.01   0.010    4.8ms    993     3
 210.7      7.2      145.1      14   10.01   0.010    4.8ms    993     3
 211.2      7.3      166.0      12   10.00   0.010    4.8ms    993     3
 211.7      7.3      139.9      15   10.00   0.010    4.8ms    993     3
 212.2      7.3      136.1      14    9.99   0.010    4.8ms    993     3
 212.7      7.3      149.0      14   10.01   0.010    4.8ms    993     3
 213.2      7.3      153.7      12   10.00   0.010    4.8ms    993     3
 213.7      7.3      161.6      10   10.00   0.010    4.8ms    993     3
 214.2      7.3      173.2      11    9.99   0.010    4.8ms    993     3
 214.8      7.3      160.0      10   10.00   0.010    4.8ms    993     3
 215.3      7.3      155.8      14   10.01   0.010    4.8ms    993     3
 215.8      7.3      163.8      14    9.99   0.010    4.8ms    993     3
 216.3      7.4      161.4      14    9.99   0.010    4.8ms    993     3
 216.8      7.4      159.9      12   10.02   0.010    4.8ms    993     3
 217.3      7.4      149.7      13   10.00   0.010    4.8ms    993     3
 217.8      7.4      128.7      14   10.00   0.010    4.8ms    993     3
 218.3      7.4      147.6      12    9.99   0.010    4.8ms    993     3
 218.8      7.4      150.1      14   10.00   0.010    4.8ms    993     3
 219.3      7.4      155.7      16   10.00   0.010    4.8ms    993     3
 219.8      7.4      161.6      10    9.98   0.010    4.8ms    993     3
 220.3      7.4      161.6      13   10.03   0.010    4.8ms    993     3
 220.8      7.5      190.2      13    9.98   0.010    4.8ms    993     3
 221.3      7.5      161.3      13   10.01   0.010    4.8ms    993     3
 221.8      7.5      143.8      15   10.00   0.010    4.8ms    993     3
 222.4      7.5      126.1      16   10.00   0.010    4.8ms    993     3
 222.9      7.5      169.5      13   10.00   0.010    4.8ms    993     3
 223.4      7.5      165.7      13   10.01   0.010    4.8ms    993     3
 223.9      7.5      157.0       6    9.99   0.010    4.8ms    993     3
 224.4      7.5      173.4       9   10.00   0.010    4.8ms    993     3
 224.9      7.5      132.5      14    9.99   0.010    4.8ms    993     3
 225.4      7.5      140.0       9   10.03   0.010    4.8ms    993     3
 225.9      7.6      145.1      17    9.99   0.010    4.8ms    993     3
 226.4      7.6      173.6      10    9.99   0.010    4.8ms    993     3
 226.9      7.6      142.1      17   10.02   0.010    4.8ms    993     3
 227.4      7.6      141.9      14   10.00   0.010    4.8ms    993     3
 227.9      7.6      149.0      16    9.99   0.010    4.8ms    993     3
 228.4      7.6      159.5      15    9.99   0.010    4.8ms    993     3
 228.9      7.6      167.8      14   10.00   0.010    4.8ms    993     3
 229.4      7.7      167.5      13   10.00   0.010    4.8ms    993     3
 230.0      7.7      165.5      10   10.02   0.010    4.8ms    993     3
 230.5      7.7      134.3      11   10.00   0.010    4.8ms    993     3
 231.0      7.7      130.1      12    9.98   0.010    4.8ms    993     3
 231.5      7.7      139.9      11   10.00   0.010    4.8ms    993     3
 232.0      7.7      126.4      13    9.98   0.010    4.8ms    993     3
 232.5      7.7      133.9      17   10.04   0.010    4.8ms    993     3
 233.0      7.7      170.3      13   10.00   0.010    4.8ms    993     3
 233.5      7.7      152.8      11   10.00   0.010    4.8ms    993     3
 234.0      7.7      147.0      12    9.96   0.010    4.8ms    993     3
 234.5      7.7      152.1      12   10.00   0.010    4.8ms    993     3
 235.0      7.7      168.5      11   10.03   0.010    4.8ms    993     3
 235.5      7.8      164.3      16   10.00   0.010    4.8ms    993     3
 236.0      7.8      157.0      13    9.99   0.010    4.8ms    993     3
 236.5      7.8      128.1      16   10.00   0.010    4.8ms    993     3
 237.0      7.8      143.7      13   10.01   0.010    4.8ms    993     3
 237.5      7.8      157.5      14    9.97   0.010    4.8ms    993     3
 238.0      7.8      159.9      14   10.02   0.010    4.8ms    993     3
 238.6      7.8      163.5      13   10.00   0.010    4.8ms    993     3
 239.1      7.9      136.1      14   10.01   0.010    4.8ms    993     3
 239.6      7.9      165.8      11   10.00   0.010    4.8ms    993     3
 240.1      7.9      157.5      12   10.01   0.010    4.8ms    993     3
 240.6      7.9      130.1       9   10.00   0.010    4.8ms    993     3
 241.1      7.9      141.6      15    9.98   0.010    4.8ms    993     3
 241.6      7.9      159.9      15   10.02   0.010    4.8ms    993     3
 242.1      7.9      151.7      12   10.00   0.010    4.8ms    993     3
 242.6      7.9      129.9      15    9.98   0.010    4.8ms    993     3
 243.1      7.9      148.2      16   10.00   0.010    4.8ms    993     3
 243.6      7.9      171.6      15   10.01   0.010    4.8ms    993     3
 244.1      8.0      151.0      11   10.01   0.010    4.8ms    993     3
 244.6      8.0      145.1      14    9.97   0.010    4.8ms    993     3
 245.1      8.0      187.3       4   10.03   0.010    4.8ms    993     3
 245.7      8.0      143.2      12   10.00   0.010    4.8ms    993     3
 246.2      8.0      141.2      14   10.00   0.010    4.8ms    993     3
 246.7      8.0      145.0       9   10.01   0.010    4.8ms    993     3
 247.2      8.0      131.0      14   10.00   0.010    4.8ms    993     3
 247.7      8.0      139.1      14    9.99   0.010    4.8ms    993     3
 248.2      8.0      171.0      13    9.99   0.010    4.8ms    993     3
 248.7      8.0      180.7      13   10.01   0.010    4.8ms    993     3
 249.2      8.0      142.3      14   10.00   0.010    4.8ms    993     3
 249.7      8.0      137.8      11    9.99   0.010    4.8ms    993     3
 250.2      8.1      165.7      13   10.01   0.010    4.8ms    993     3
 250.7      8.1      184.6      14   10.00   0.010    4.8ms    993     3
 251.2      8.1      143.1      10   10.01   0.010    4.8ms    993     3
 251.7      8.1      153.0      10    9.99   0.010    4.8ms    993     3
 252.2      8.1      131.2      15    9.99   0.010    4.8ms    993     3
 252.7      8.1      149.0      17   10.01   0.010    4.8ms    993     3
 253.2      8.1      176.9      10    9.99   0.010    4.8ms    993     3
 253.7      8.1      168.9      11   10.01   0.010    4.8ms    993     3
 254.2      8.1      139.1       7    9.96   0.010    4.8ms    993     3
 254.7      8.1      147.0      11   10.01   0.010    4.8ms    993     3
 255.2      8.1      145.1      12   10.02   0.010    4.8ms    993     3
 255.7      8.1      145.1      14    9.99   0.010    4.8ms    993     3
 256.2      8.1      155.0      12   10.01   0.010    4.8ms    993     3
 256.7      8.2      153.0      15    9.99   0.010    4.8ms    993     3
 257.2      8.2      135.1      16   10.01   0.010    4.8ms    993     3
 257.7      8.2      137.2      12    9.99   0.010    4.8ms    993     3
 258.2      8.2      133.1      14   10.01   0.010    4.8ms    993     3
 258.7      8.2      128.5      15    9.99   0.010    4.8ms    993     3
 259.3      8.2      163.7      15    9.99   0.010    4.8ms    993     3
 259.8      8.2      130.2      12   10.01   0.010    4.8ms    993     3
 260.3      8.2      120.3      18   10.01   0.010    4.8ms    993     3
 260.8      8.3      141.9      19   10.00   0.010    4.8ms    993     3
 261.3      8.3      162.9      14   10.01   0.010    4.8ms    993     3
 261.8      8.3      124.0      14    9.99   0.010    4.8ms    993     3
 262.3      8.3      154.5      13    9.98   0.010    4.8ms    993     3
 262.8      8.3      140.2      14   10.02   0.010    4.8ms    993     3
 263.3      8.3      150.8      12   10.00   0.010    4.8ms    993     3
 263.8      8.3      140.1      11    9.99   0.010    4.8ms    993     3
 264.3      8.3      124.5      14   10.00   0.010    4.8ms    993     3
 264.8      8.3      132.4      15   10.01   0.010    4.8ms    993     3
 265.3      8.4      171.6      14    9.99   0.010    4.8ms    993     3
 265.8      8.4      141.1      12   10.01   0.010    4.8ms    993     3
 266.3      8.4      154.1      17   10.00   0.010    4.8ms    993     3
 266.8      8.4      158.0       8   10.00   0.010    4.8ms    993     3
 267.3      8.4      138.1      16    9.96   0.010    4.8ms    993     3
 267.9      8.4      198.7      10   10.04   0.010    4.8ms    993     3
 268.4      8.4      170.7      13   10.00   0.010    4.8ms    993     3
 268.9      8.4      131.2      14    9.99   0.010    4.8ms    993     3
 269.4      8.4      130.1      11   10.00   0.010    4.8ms    993     3
 269.9      8.4      169.6      14    9.98   0.010    4.8ms    993     3
 270.4      8.4      134.3      13   10.00   0.010    4.8ms    993     3
 270.9      8.5      162.0      13    9.98   0.010    4.8ms    993     3
 271.4      8.5      134.0      14   10.02   0.010    4.8ms    993     3
 271.9      8.5      134.1       9   10.01   0.010    4.8ms    993     3
 272.4      8.5      153.6      12   10.00   0.010    4.8ms    993     3
 272.9      8.5      134.5      11   10.01   0.010    4.8ms    993     3
 273.4      8.5      143.9      11   10.00   0.010    4.8ms    993     3
 273.9      8.5      134.0      13   10.00   0.010    4.8ms    993     3
 274.4      8.5      173.8      11    9.98   0.010    4.8ms    993     3
 274.9      8.5      148.3      13    9.99   0.010    4.8ms    993     3
 275.4      8.5      154.1      10   10.03   0.010    4.8ms    993     3
 276.0      8.5      129.0      12    9.98   0.010    4.8ms    993     3
 276.5      8.5      152.0      10   10.02   0.010    4.8ms    993     3
 277.0      8.5      145.0      17   10.01   0.010    4.8ms    993     3
 277.5      8.6      141.7      14    9.99   0.010    4.8ms    993     3
 278.0      8.6      133.0      15   10.03   0.010    4.8ms    993     3
 278.5      8.6      164.3      15   10.00   0.010    4.8ms    993     3
 279.0      8.6      152.2      13    9.95   0.010    4.8ms    993     3
 279.5      8.6      143.9      11   10.03   0.010    4.8ms    993     3
 280.0      8.6      153.7       8   10.00   0.010    4.8ms    993     3
 280.5      8.6      139.9       0    9.98   0.010    4.8ms    993     3
 281.0      8.6      139.5      15   10.04   0.010    4.8ms    993     3
 281.5      8.6      173.3       8    9.99   0.010    4.8ms    993     3
 282.0      8.6      156.9      13   10.01   0.010    4.8ms    993     3
 282.5      8.6      121.2      13    9.99   0.010    4.8ms    993     3
 283.0      8.6      157.3      11   10.01   0.010    4.8ms    993     3
 283.6      8.6      145.1       9   10.01   0.010    4.8ms    993     3
 284.1      8.6      161.8      17    9.97   0.010    4.8ms    993     3
 284.6      8.6      173.7      11   10.02   0.010    4.8ms    993     3
 285.1      8.6      153.6      11    9.97   0.010    4.8ms    993     3
 285.6      8.6      157.0      14   10.04   0.010    4.8ms    993     3
 286.1      8.7      142.0      12    9.99   0.010    4.8ms    993     3
 286.6      8.7      145.8      13   10.00   0.010    4.8ms    993     3
 287.1      8.7      143.8      16   10.00   0.010    4.8ms    993     3
 287.6      8.7      166.8      11   10.01   0.010    4.8ms    993     3
 288.1      8.7      139.2      15   10.02   0.010    4.8ms    993     3
 288.6      8.7      162.8      13    9.98   0.010    4.8ms    993     3
 289.1      8.7      131.1      13    9.98   0.010    4.8ms    993     3
 289.6      8.7      148.0      11   10.02   0.010    4.8ms    993     3
 290.1      8.7      136.2      14   10.00   0.010    4.8ms    993     3
 290.6      8.7      136.2      16   10.02   0.010    4.8ms    993     3
 291.1      8.7      166.9      10    9.99   0.010    4.8ms    993     3
 291.6      8.7      153.0      10   10.01   0.010    4.8ms    993     3
 292.1      8.7      137.1      11   10.01   0.010    4.8ms    993     3
 292.6      8.8      152.7      12    9.99   0.010    4.8ms    993     3
 293.1      8.8      129.3      15    9.97   0.010    4.8ms    993     3
 293.7      8.8      157.1      11   10.02   0.010    4.8ms    993     3
 294.2      8.8      159.0      11    9.96   0.010    4.8ms    993     3
 294.7      8.8      139.1      15   10.04   0.010    4.8ms    993     3
 295.2      8.8      145.2       9    9.99   0.010    4.8ms    993     3
 295.7      8.8      145.2      13    9.99   0.010    4.8ms    993     3
 296.2      8.8      171.0      14    9.99   0.010    4.8ms    993     3
 296.7      8.8      127.1      16   10.01   0.010    4.8ms    993     3
 297.2      8.8      141.1      14   10.01   0.010    4.8ms    993     3
 297.7      8.8      137.1      10   10.01   0.010    4.8ms    993     3
 298.2      8.8      139.1      14    9.99   0.010    4.8ms    993     3
 298.7      8.9      166.0      13   10.00   0.010    4.8ms    993     3
 299.2      8.9      151.0      10   10.01   0.010    4.8ms    993     3
 299.7      8.9      151.9      16    9.99   0.010    4.8ms    993     3
 300.2      8.9      181.3      12   10.00   0.010    4.8ms    993     3
 300.7      8.9      135.1      16   10.01   0.010    4.8ms    993     3
 301.2      8.9      170.7      12    9.98   0.010    4.8ms    993     3
 301.7      8.9      145.3      12    9.98   0.010    4.8ms    993     3
 302.2      8.9      165.8      12   10.02   0.010    4.8ms    993     3
 302.7      8.9      157.1      11   10.02   0.010    4.8ms    993     3
 303.2      8.9      143.9      13    9.98   0.010    4.8ms    993     3
 303.7      8.9      153.0      13   10.01   0.010    4.8ms    993     3
 304.2      8.9      145.8      16   10.00   0.010    4.8ms    993     3
 304.7      9.0      140.1      16    9.99   0.010    4.8ms    993     3
 305.2      9.0      149.8      16   10.01   0.010    4.8ms    993     3
 305.8      9.0      151.8      16    9.98   0.010    4.8ms    993     3
 306.3      9.0      166.9       9   10.04   0.010    4.8ms    993     3
 306.8      9.0      147.9      15    9.98   0.010    4.8ms    993     3
 307.3      9.0      172.3      11   10.00   0.010    4.8ms    993     3
 307.8      9.0      155.1      10    9.99   0.010    4.8ms    993     3
 308.3      9.0      149.0      15   10.01   0.010    4.8ms    993     3
 308.8      9.0      166.8      11   10.01   0.010    4.8ms    993     3
 309.3      9.0      149.9      11    9.99   0.010    4.8ms    993     3
 309.8      9.0      133.1      17   10.01   0.010    4.8ms    993     3
 310.3      9.0      149.0      11    9.99   0.010    4.8ms    993     3
 310.8      9.0      158.8       9   10.00   0.010    4.8ms    993     3
 311.3      9.0      130.0      11   10.00   0.010    4.8ms    993     3
 311.8      9.1      145.9      12    9.98   0.010    4.8ms    993     3
 312.3      9.1      152.2      12   10.03   0.010    4.8ms    993     3
 312.8      9.1      149.6      12    9.99   0.010    4.8ms    993     3
 313.3      9.1      132.1      13   10.00   0.010    4.8ms    993     3
 313.8      9.1      159.3      14   10.00   0.010    4.8ms    993     3
 314.4      9.1      149.8       0   10.00   0.010    4.8ms    993     3
 314.9      9.1      171.8       8   10.00   0.010    4.8ms    993     3
 315.4      9.1      157.8      11   10.01   0.010    4.8ms    993     3
 315.9      9.1      112.4      15    9.99   0.010    4.8ms    993     3
 316.4      9.1      159.7      11   10.01   0.010    4.8ms    993     3
 316.9      9.1      124.2      13   10.00   0.010    4.8ms    993     3
 317.4      9.1      141.9      17    9.98   0.010    4.8ms    993     3
 317.9      9.1      138.2       9   10.02   0.010    4.8ms    993     3
 318.4      9.1      138.9      11   10.00   0.010    4.8ms    993     3
 318.9      9.1      154.7      11   10.00   0.010    4.8ms    993     3
 319.4      9.1      128.5      13   10.01   0.010    4.8ms    993     3
 319.9      9.1      154.9      11   10.01   0.010    4.8ms    993     3
 320.4      9.1      157.7      12    9.98   0.010    4.8ms    993     3
 320.9      9.1      150.2      14   10.00   0.010    4.8ms    993     3
 321.4      9.1      153.8      13   10.01   0.010    4.8ms    993     3
 321.9      9.2      158.5      13   10.01   0.010    4.8ms    993     3
 322.5      9.2      157.7      15   10.00   0.010    4.8ms    993     3
 323.0      9.2      138.7      16   10.01   0.010    4.8ms    993     3
 323.5      9.2      145.8      16    9.98   0.010    4.8ms    993     3
 324.0      9.2      158.0       9   10.00   0.010    4.8ms    993     3
 324.5      9.2      133.9      12   10.01   0.010    4.8ms    993     3
 325.0      9.2      149.6      11    9.99   0.010    4.8ms    993     3
 325.5      9.2      165.7       7   10.01   0.010    4.8ms    993     3
 326.0      9.2      165.5      12   10.00   0.010    4.8ms    993     3
 326.5      9.2      121.9      13    9.98   0.010    4.8ms    993     3
 327.0      9.2      159.0      13   10.01   0.010    4.8ms    993     3
 327.5      9.2      152.2      13   10.00   0.010    4.8ms    993     3
 328.0      9.2      151.9      12    9.99   0.010    4.8ms    993     3
 328.5      9.2      149.8       8   10.00   0.010    4.8ms    993     3
 329.0      9.2      157.0      13   10.01   0.010    4.8ms    993     3
 329.5      9.2      136.2      13   10.00   0.010    4.8ms    993     3
 330.0      9.3      122.9      14    9.98   0.010    4.8ms    993     3
 330.6      9.3      157.6      15   10.00   0.010    4.8ms    993     3
 331.1      9.3      140.1       9   10.02   0.010    4.8ms    993     3
 331.6      9.3      152.0      11   10.00   0.010    4.8ms    993     3
 332.1      9.3      162.9      10   10.01   0.010    4.8ms    993     3
 332.6      9.3      152.0      14    9.99   0.010    4.8ms    993     3
 333.1      9.3      131.9      14    9.99   0.010    4.8ms    993     3
 333.6      9.3      156.7      14    9.99   0.010    4.8ms    993     3
 334.1      9.3      153.9       9   10.01   0.010    4.8ms    993     3
 334.6      9.3      149.7      10   10.00   0.010    4.8ms    993     3
 335.1      9.3      141.9       9   10.00   0.010    4.8ms    993     3
 335.6      9.3      140.6      12   10.00   0.010    4.8ms    993     3
 336.1      9.3      176.8      11   10.00   0.010    4.8ms    993     3
 336.6      9.3      141.8      15    9.99   0.010    4.8ms    993     3
 337.1      9.3      148.7      12   10.01   0.010    4.8ms    993     3
 337.6      9.3      172.0       9    9.98   0.010    4.8ms    993     3
 338.1      9.3      163.4       8   10.02   0.010    4.8ms    993     3
 338.7      9.3      118.6      14    9.98   0.010    4.8ms    993     3
 339.2      9.3      145.1      16    9.99   0.010    4.8ms    993     3
 339.7      9.3      164.9      10   10.01   0.010    4.8ms    993     3
 340.2      9.3      157.7       7   10.00   0.010    4.8ms    993     3
 340.7      9.3      146.2       9   10.01   0.010    4.8ms    993     3
 341.2      9.3      147.9      13   10.01   0.010    4.8ms    993     3
 341.7      9.4      147.9      16    9.99   0.010    4.8ms    993     3
 342.2      9.4      167.8      14    9.99   0.010    4.8ms    993     3
 342.7      9.4      135.9      13   10.00   0.010    4.8ms    993     3
 343.2      9.4      147.0      15    9.99   0.010    4.8ms    993     3
 343.7      9.4      152.0      12   10.02   0.010    4.8ms    993     3
 344.2      9.4      154.0      12   10.02   0.010    4.8ms    993     3
 344.7      9.4      159.8      12    9.99   0.010    4.8ms    993     3
 345.2      9.4      151.5      11   10.01   0.010    4.8ms    993     3
 345.7      9.4      157.7      13   10.00   0.010    4.8ms    993     3
 346.3      9.4      147.0      13   10.01   0.010    4.8ms    993     3
 346.8      9.4      147.8      17    9.98   0.010    4.8ms    993     3
 347.3      9.4      169.7      14   10.02   0.010    4.8ms    993     3
 347.8      9.4      165.5       9    9.98   0.010    4.8ms    993     3
 348.3      9.5      124.3      15   10.02   0.010    4.8ms    993     3
 348.8      9.5      142.8      11    9.97   0.010    4.8ms    993     3
 349.3      9.5      130.2      12   10.01   0.010    4.8ms    993     3
 349.8      9.5      148.2      13   10.03   0.010    4.8ms    993     3
 350.3      9.5      131.1      11   10.01   0.010    4.8ms    993     3
 350.8      9.5      147.7      11   10.00   0.010    4.8ms    993     3
 351.3      9.5      162.1      11    9.98   0.010    4.8ms    993     3
 351.8      9.5      184.9      10   10.01   0.010    4.8ms    993     3
 352.3      9.5      129.0      14   10.00   0.010    4.8ms    993     3
 352.8      9.5      149.1      16   10.01   0.010    4.8ms    993     3
 353.3      9.5      129.1      11    9.98   0.010    4.8ms    993     3
 353.8      9.5      146.8      11    9.99   0.010    4.8ms    993     3
 354.3      9.5      165.5      13   10.00   0.010    4.8ms    993     3
 354.8      9.5      155.6      14   10.00   0.010    4.8ms    993     3
 355.4      9.5      129.8      16   10.00   0.010    4.8ms    993     3
 355.9      9.5      148.0      10   10.01   0.010    4.8ms    993     3
 356.4      9.6      127.7      15    9.99   0.010    4.8ms    993     3
 356.9      9.6      154.0      10   10.00   0.010    4.8ms    993     3
 357.4      9.5      143.1       7   10.02   0.010    4.8ms    993     3
 357.9      9.6      137.1      16    9.99   0.010    4.8ms    993     3
 358.4      9.6      124.8      14   10.00   0.010    4.8ms    993     3
 358.9      9.6      181.7      13    9.98   0.010    4.8ms    993     3
 359.4      9.6      167.0       9   10.04   0.010    4.8ms    993     3
 359.9      9.6      165.4      11   10.00   0.010    4.8ms    993     3
 360.4      9.6      136.7      12   10.00   0.010    4.8ms    993     3
 360.9      9.6      140.8      12    9.99   0.010    4.8ms    993     3
 361.4      9.6      147.8      11   10.00   0.010    4.8ms    993     3
 361.9      9.6      135.9      15    9.97   0.010    4.8ms    993     3
 362.4      9.6      155.3      13   10.02   0.010    4.8ms    993     3
 362.9      9.6      147.3      13    9.99   0.010    4.8ms    993     3
 363.5      9.6      159.9      12   10.02   0.010    4.8ms    993     3
 364.0      9.6      145.5      11    9.98   0.010    4.8ms    993     3
 364.5      9.6      157.5      11    9.99   0.010    4.8ms    993     3
 365.0      9.6      178.8       9   10.03   0.010    4.8ms    993     3
 365.5      9.6      138.7      13    9.98   0.010    4.8ms    993     3
 366.0      9.6      142.0      12   10.01   0.010    4.8ms    993     3
 366.5      9.6      139.8      15    9.99   0.010    4.8ms    993     3
 367.0      9.7      149.2      13    9.99   0.010    4.8ms    993     3
 367.5      9.7      157.1      15   10.02   0.010    4.8ms    993     3
 368.0      9.7      129.5      13    9.98   0.010    4.8ms    993     3
 368.5      9.7      157.9      14   10.02   0.010    4.8ms    993     3
 369.0      9.7      146.6      13   10.01   0.010    4.8ms    993     3
 369.5      9.7      134.1      14    9.99   0.010    4.8ms    993     3
 370.0      9.7      131.6      14   10.01   0.010    4.8ms    993     3
 370.6      9.7      135.8      11    9.97   0.010    4.8ms    993     3
 371.1      9.7      163.6       9   10.03   0.010    4.8ms    993     3
 371.6      9.7      137.8      11   10.01   0.010    4.8ms    993     3
 372.1      9.7      134.1      12    9.98   0.010    4.8ms    993     3
 372.6      9.7      183.2       6    9.98   0.010    4.8ms    993     3
 373.1      9.7      144.8      13   10.04   0.010    4.8ms    993     3
 373.6      9.7      169.3      13    9.99   0.010    4.8ms    993     3
 374.1      9.7      191.5      13    9.99   0.010    4.8ms    993     3
 374.6      9.7      147.4      13   10.00   0.010    4.8ms    993     3
 375.1      9.7      139.1      17    9.99   0.010    4.8ms    993     3
 375.6      9.7      150.8      12   10.02   0.010    4.8ms    993     3
 376.1      9.7      137.5       9    9.97   0.010    4.8ms    993     3
 376.6      9.8      130.1      16   10.03   0.010    4.8ms    993     3
 377.1      9.8      136.2      16    9.97   0.010    4.8ms    993     3
 377.7      9.8      153.0      16   10.03   0.010    4.8ms    993     3
 378.2      9.8      141.1      12   10.02   0.010    4.8ms    993     3
 378.7      9.8      161.3      11    9.98   0.010    4.8ms    993     3
 379.2      9.8      152.5      15    9.98   0.010    4.8ms    993     3
 379.7      9.8      151.8      10   10.01   0.010    4.8ms    993     3
 380.2      9.8      157.8      12   10.01   0.010    4.8ms    993     3
 380.7      9.8      133.8      15   10.01   0.010    4.8ms    993     3
 381.2      9.8      146.1      12   10.00   0.010    4.8ms    993     3
 381.7      9.8      122.1      13    9.99   0.010    4.8ms    993     3
 382.2      9.8      151.5      11   10.01   0.010    4.8ms    993     3
 382.7      9.8      161.7      11   10.01   0.010    4.8ms    993     3
 383.2      9.8      155.5       9    9.99   0.010    4.8ms    993     3
 383.7      9.8      149.0      10   10.01   0.010    4.8ms    993     3
 384.2      9.8      146.9      15    9.98   0.010    4.8ms    993     3
 384.7      9.8      151.9      13   10.01   0.010    4.8ms    993     3
 385.2      9.8      140.7      10   10.01   0.010    4.8ms    993     3
 385.8      9.9      163.2      13    9.98   0.010    4.8ms    993     3
 386.3      9.9      164.9      19   10.01   0.010    4.8ms    993     3
 386.8      9.9      181.8      12   10.00   0.010    4.8ms    993     3
 387.3      9.9      151.1      11   10.02   0.010    4.8ms    993     3
 387.8      9.9      137.7      10    9.98   0.010    4.8ms    993     3
 388.3      9.9      141.9      14   10.00   0.010    4.8ms    993     3
 388.8      9.9      135.9      13    9.99   0.010    4.8ms    993     3
 389.3      9.9      147.8      13   10.00   0.010    4.8ms    993     3
 389.8      9.9      145.7      12    9.99   0.010    4.8ms    993     3
 390.3      9.9      161.9      11   10.02   0.010    4.8ms    993     3
 390.8      9.9      150.1      11   10.00   0.010    4.8ms    993     3
 391.3      9.9      136.3      13    9.98   0.010    4.8ms    993     3
 391.8      9.9      124.1      14   10.00   0.010    4.8ms    993     3
 392.3      9.9      201.3      13   10.01   0.010    4.8ms    993     3
 392.8      9.9      147.4      15   10.00   0.010    4.8ms    993     3
 393.4      9.9      175.4      15   10.00   0.010    4.8ms    993     3
 393.9     10.0      169.3      14    9.99   0.010    4.8ms    993     3
 394.4     10.0      163.4      13   10.01   0.010    4.8ms    993     3
 394.9     10.0      159.7      15   10.00   0.010    4.8ms    993     3
 395.4     10.0      139.7      16    9.98   0.010    4.8ms    993     3
 395.9     10.0      170.9       9   10.01   0.010    4.8ms    993     3
 396.4     10.0      115.3      12    9.99   0.010    4.8ms    993     3
 396.9     10.0      153.0      13   10.01   0.010    4.8ms    993     3
 397.4     10.0      137.2      18   10.00   0.010    4.8ms    993     3
 397.9     10.0      144.0       8    9.98   0.010    4.8ms    993     3
 398.4     10.0      137.9      14   10.00   0.010    4.8ms    993     3
 398.9     10.0      138.7      13   10.00   0.010    4.8ms    993     3
 399.4     10.0      153.9      15   10.02   0.010    4.8ms    993     3
 399.9     10.0      173.1      11    9.98   0.010    4.8ms    993     3
 400.4     10.0      151.7      11   10.00   0.010    4.8ms    993     3
 400.9     10.0      135.9      14   10.02   0.010    4.8ms    993     3
 401.5     10.0      135.7      13   10.00   0.010    4.8ms    993     3
 402.0     10.1      167.7      12    9.99   0.010    4.8ms    993     3
 402.5     10.1      151.8      10   10.01   0.010    4.8ms    993     3
 403.0     10.1      161.6      10   10.00   0.010    4.8ms    993     3
 403.5     10.0      157.6       8   10.00   0.010    4.8ms    993     3
 404.0     10.1      127.8      12   10.00   0.010    4.8ms    993     3
