t_s,drop_rate_per_s,drops_exp,backlog_pkts,throughput_mbps,rtt_proxy_ms,active_flows,elephant_flows,mice_flows,elephant_ratio,regime,trajectory,predicted_regime,workload_profile,target_ms,interval_ms,limit_pkts,quantum_bytes,ebpf_pkts,ebpf_bytes
0.507,111.1324,56,455,9.5105,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,9610,634224
1.013,306.0178,211,438,9.9949,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,19336,1276140
1.520,509.3383,469,452,10.0015,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,29188,1926372
2.025,714.7794,830,439,10.0017,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,39104,2580828
2.529,829.9101,1249,476,9.9989,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,49131,3242610
3.036,994.6718,1753,448,9.9983,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,59206,3907560
3.543,1222.5647,2373,453,9.9940,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,69435,4582674
4.049,1422.9223,3092,456,10.0062,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,79726,5261880
4.554,1628.2259,3915,453,10.0010,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,90124,5948148
5.058,1825.2096,4835,0,10.0027,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,100601,6639630
5.567,2280.2416,5995,416,10.0002,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,111326,7347480
6.074,2517.5563,7271,353,9.9935,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,122170,8063184
6.580,2776.1731,8677,378,10.0001,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,133175,8789514
7.088,2948.3723,10173,387,10.0012,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,144303,9523896
7.593,3267.4299,11825,374,9.9993,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,155486,10261974
8.099,3515.2653,13605,365,10.0019,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,166852,11012130
8.605,3567.4119,15410,375,10.0013,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,178246,11764134
9.113,3737.5115,17306,364,9.9971,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,189739,12522672
9.620,3908.2578,19288,372,10.0002,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,201295,13285368
10.127,4263.3582,21449,375,10.0021,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,213075,14062848
10.637,4915.1234,23956,370,10.0019,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,225219,14864352
11.143,5286.1933,26632,366,9.9931,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,237508,15675294
11.650,5286.6384,29310,373,10.0011,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,249800,16486566
12.156,5523.0852,32105,394,10.0048,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,262155,17301996
12.662,5353.8636,34817,362,9.9971,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,274422,18111618
13.169,5242.0560,37473,348,10.0010,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,286679,18920580
13.675,5241.5854,40125,359,10.0037,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,298893,19726704
14.181,5413.6909,42864,352,9.9967,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,311212,20539758
14.689,5379.8930,45596,354,10.0003,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,323547,21353868
15.195,5638.3418,48450,381,10.0003,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,336015,22176690
15.707,5961.2918,51502,331,10.0027,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.65,72.9,745,300,348706,23014296
16.212,6094.4583,54580,430,9.9976,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.65,72.9,745,300,361425,23853750
16.720,5876.6115,57565,360,9.9956,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.65,72.9,745,300,374005,24684030
17.226,5986.2162,60597,389,10.0065,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.65,72.9,745,300,386645,25518204
17.730,6362.4284,63805,0,10.0027,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.65,72.9,745,300,399394,26359638
18.237,5691.8541,66687,376,9.9982,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.65,72.9,745,300,411840,27181074
18.742,5699.5433,69568,394,9.9953,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.65,72.9,745,300,424309,28003962
19.250,5986.5913,72605,367,10.0000,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.65,72.9,745,300,436919,28836222
19.755,5893.0485,75581,375,10.0037,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.65,72.9,745,300,449462,29663994
20.261,5561.9597,78398,384,9.9944,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,3.65,72.9,745,300,461892,30484374
20.771,5992.5828,81454,387,10.0068,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,3.28,65.6,670,300,474585,31322046
21.276,6452.0718,84713,368,9.9974,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.28,65.6,670,300,487398,32167704
21.780,6923.2060,88202,415,10.0056,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.28,65.6,670,300,500442,33028542
22.285,7385.3809,91930,393,9.9956,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.28,65.6,670,300,513724,33904956
22.789,7849.1862,95887,380,10.0001,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.28,65.6,670,300,527191,34793778
23.297,8310.5440,100107,328,9.9956,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.28,65.6,670,300,541030,35707086
23.803,8782.4466,104551,325,10.0005,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.28,65.6,670,300,554986,36627984
