t_s,backlog_pkts,backlog_bytes,target_ms,limit_pkts,quantum_bytes,drop_rate,throughput_mbps,sojourn_ms
210.8,20,30280,5.0,1024,1514,154.1,4.997,44.83
211.9,27,40878,5.0,1024,1514,160.3,4.993,60.56
212.9,27,40878,5.0,1024,1514,157.5,5.009,60.37
213.9,26,39364,5.0,1024,1514,175.1,4.989,58.37
214.9,29,43906,5.0,1024,1514,177.1,5.0,64.96
215.9,24,36336,5.0,1024,1514,182.4,5.009,53.66
216.9,24,36336,5.0,1024,1514,162.3,4.994,53.82
217.9,25,37850,5.0,1024,1514,170.0,4.997,56.03
218.9,27,40878,5.0,1024,1514,159.3,5.005,60.42
219.9,28,42392,5.0,1024,1514,154.5,4.998,62.75
220.9,18,27252,5.0,1024,1514,174.2,5.003,40.3
221.9,17,25738,5.0,1024,1514,166.2,5.001,38.07
222.9,25,37850,5.0,1024,1514,159.4,4.997,56.03
223.9,25,37850,5.0,1024,1514,177.4,4.998,56.02
224.9,29,43906,5.0,1024,1514,176.1,5.0,64.96
225.9,21,31794,5.0,1024,1514,175.2,5.005,46.99
226.9,20,30280,5.0,1024,1514,173.4,4.997,44.83
227.9,24,36336,5.0,1024,1514,167.3,5.005,53.71
228.9,20,30280,5.0,1024,1514,168.1,5.0,44.8
229.9,20,30280,5.0,1024,1514,160.5,4.998,44.82
230.9,30,45420,5.0,1024,1514,170.1,5.0,67.2
231.9,27,40878,5.0,1024,1514,172.9,4.995,60.54
232.9,16,24224,5.0,1024,1514,170.4,5.008,35.78
233.9,22,33308,5.0,1024,1514,162.3,4.993,49.35
235.0,24,36336,5.0,1024,1514,158.0,4.996,53.8
236.0,22,33308,5.0,1024,1514,169.4,5.008,49.2
237.0,27,40878,5.0,1024,1514,158.4,4.996,60.53
238.0,21,31794,5.0,1024,1514,171.2,5.004,47.0
239.0,14,21196,5.0,1024,1514,178.1,5.002,31.35
240.0,0,0,5.0,1024,1514,164.4,4.996,0.0
241.0,27,40878,5.0,1024,1514,161.3,4.993,60.56
242.0,29,43906,5.0,1024,1514,169.3,5.004,64.91
243.0,31,46934,5.0,1024,1514,166.3,5.004,69.38
