t_s,drop_rate_per_s,drops_exp,backlog_pkts,throughput_mbps,rtt_proxy_ms,active_flows,elephant_flows,mice_flows,elephant_ratio,regime,trajectory,predicted_regime,workload_profile,target_ms,interval_ms,limit_pkts,quantum_bytes
33.986,22571.4660,272738,402,10.0013,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.66,53.1,542,300
34.490,22989.9042,284322,448,9.9999,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.66,53.1,542,300
34.998,20346.3681,294660,395,9.9999,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.66,53.1,542,300
35.502,19172.6216,304327,447,9.9985,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.66,53.1,542,300
36.009,19285.8460,314114,415,9.9988,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.39,50.0,487,300
36.514,20002.6473,324205,404,10.0015,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.39,50.0,487,300
37.025,19688.2488,334258,455,10.0014,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.39,50.0,487,300
37.528,17632.6830,343142,399,9.9986,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.39,50.0,487,300
38.033,16724.0810,351581,440,10.0008,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.39,50.0,487,300
38.536,17866.9679,360572,343,10.0004,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.39,50.0,487,300
39.044,15962.9164,368685,355,9.9992,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.39,50.0,487,300
39.549,16501.5129,377010,349,10.0001,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.39,50.0,487,300
40.053,17334.8016,385750,392,10.0000,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.39,50.0,487,300
40.558,18131.9284,394896,399,9.9976,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.39,50.0,487,300
41.074,8568.9409,399323,389,10.0013,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.15,50.0,438,300
41.579,3805.7672,401245,411,10.0002,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.15,50.0,438,300
42.086,4527.7353,403538,350,9.9963,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.15,50.0,438,300
42.591,5030.6163,406082,394,10.0034,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.15,50.0,438,300
43.104,6040.5545,409179,425,9.9987,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.15,50.0,438,300
43.610,6559.2832,412499,384,10.0018,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.15,50.0,438,300
44.116,6022.1502,415544,391,9.9996,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.15,50.0,438,300
44.622,5662.0309,418409,337,9.9965,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.15,50.0,438,300
45.136,6293.4054,421647,370,10.0006,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,2.15,50.0,438,300
45.643,7504.0245,425452,407,9.9985,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,2.15,50.0,438,300
46.156,21240.2402,436329,378,10.0013,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.94,50.0,394,300
46.662,13780.0826,443306,370,10.0039,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.94,50.0,394,300
47.173,10521.1829,448682,363,10.0026,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.94,50.0,394,300
47.677,24523.9539,461050,364,10.0004,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.94,50.0,394,300
48.182,21013.2413,471652,370,9.9941,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.94,50.0,394,300
48.685,36110.4598,489830,364,10.0052,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.94,50.0,394,300
49.193,33013.2353,506610,370,10.0005,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.94,50.0,394,300
49.697,29679.0713,521563,378,9.9999,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.94,50.0,394,300
50.201,30962.5047,537150,362,9.9986,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.94,50.0,394,300
50.705,21981.9667,548235,355,10.0003,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.94,50.0,394,300
51.220,56936.4116,577551,351,9.9972,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.74,50.0,354,300
51.724,67410.9629,611515,321,10.0018,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.74,50.0,354,300
52.228,61308.0649,642421,345,9.9994,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.74,50.0,354,300
52.732,60870.1682,673134,338,9.9988,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.74,50.0,354,300
53.241,61227.7896,704296,348,10.0018,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.74,50.0,354,300
53.745,63667.7744,736363,346,10.0010,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.74,50.0,354,300
54.249,60394.8998,766786,344,9.9996,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.74,50.0,354,300
54.752,64323.1361,799160,350,10.0018,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.74,50.0,354,300
55.260,61159.0324,830236,335,9.9975,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.74,50.0,354,300
55.764,60329.0682,860637,348,10.0001,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.74,50.0,354,300
56.272,92149.9599,907433,318,9.9991,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.57,50.0,318,300
56.776,95610.2593,955629,300,10.0009,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.57,50.0,318,300
57.285,96862.4672,1004982,290,10.0001,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.57,50.0,318,300
57.790,95393.0344,1053133,0,9.9959,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.57,50.0,318,300
58.294,91948.6100,1099508,290,10.0029,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.57,50.0,318,300
58.798,99651.1095,1149704,299,10.0020,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.57,50.0,318,300
59.307,91390.1270,1196196,303,10.0022,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.57,50.0,318,300
59.811,98563.3050,1245877,290,9.9870,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.57,50.0,318,300
60.315,94642.1149,1293543,313,10.0087,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.57,50.0,318,300
60.819,99831.2243,1343868,293,10.0028,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.57,50.0,318,300
61.333,116192.2350,1403620,263,9.9994,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.41,50.0,286,300
61.839,119946.4998,1464260,274,9.9948,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.41,50.0,286,300
62.344,120564.4518,1525239,269,9.9998,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.41,50.0,286,300
62.850,124595.6118,1588198,286,10.0029,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.41,50.0,286,300
63.362,121872.0932,1650632,269,10.0026,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.41,50.0,286,300
63.867,122593.5705,1712514,285,9.9988,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.41,50.0,286,300
64.372,123228.7945,1774823,274,9.9964,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.41,50.0,286,300
64.877,123690.7477,1837280,275,10.0017,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.41,50.0,286,300
65.390,122676.0458,1900132,270,9.9996,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.41,50.0,286,300
65.896,127634.5338,1964754,281,9.9968,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.41,50.0,286,300
66.404,130560.1788,2031149,241,10.0037,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.27,50.0,257,300
66.910,130394.4282,2097073,250,9.9976,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.27,50.0,257,300
67.424,132576.3272,2165214,235,10.0017,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.27,50.0,257,300
67.930,134219.7518,2233126,244,10.0022,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.27,50.0,257,300
68.435,131559.1337,2299588,249,9.9969,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.27,50.0,257,300
68.941,129021.9490,2364829,245,10.0001,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.27,50.0,257,300
69.455,128074.6293,2430645,252,10.0013,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.27,50.0,257,300
69.960,131075.6493,2496869,251,10.0013,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.27,50.0,257,300
70.466,128796.8938,2562057,246,9.9908,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.27,50.0,257,300
70.972,126643.5378,2626172,243,10.0070,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.27,50.0,257,300
71.491,129381.8666,2693329,249,9.9993,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.14,50.0,256,300
71.997,130289.9252,2759207,250,9.9997,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.14,50.0,256,300
72.503,131836.6928,2825863,250,9.9993,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.14,50.0,256,300
73.009,128068.2249,2890692,245,10.0039,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.14,50.0,256,300
73.522,125925.7925,2955262,231,10.0006,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.14,50.0,256,300
74.028,115346.2596,3013640,238,9.9975,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.14,50.0,256,300
74.534,114179.6390,3071421,256,10.0007,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.14,50.0,256,300
75.039,117374.0944,3130757,255,9.9954,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.14,50.0,256,300
75.551,126074.2318,3195257,250,10.0037,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.14,50.0,256,300
76.056,120618.9463,3256168,237,10.0009,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.14,50.0,256,300
76.566,131594.1183,3323360,255,10.0006,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
77.072,119472.4570,3383798,245,10.0001,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
77.584,124494.6958,3447536,234,9.9964,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
78.090,127110.4817,3511854,254,9.9996,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
78.596,127559.4131,3576338,250,10.0008,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
79.102,96190.0151,3625059,234,10.0036,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
79.616,105134.9597,3679084,251,9.9979,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
80.123,106793.6748,3733160,236,9.9926,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
80.629,123278.0543,3795531,256,10.0051,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
81.135,116599.3990,3854572,246,9.9968,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
81.649,118606.6525,3915548,231,10.0002,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
82.154,118926.5454,3975614,247,10.0066,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
82.659,127421.3121,4039954,237,9.9997,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
83.163,129962.2769,4105493,235,10.0031,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
83.679,114822.9090,4164682,238,9.9929,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
84.185,128358.3000,4229662,256,10.0054,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
84.691,113838.8123,4287281,240,9.9957,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
85.197,130490.3358,4353335,249,9.9999,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
85.712,115851.3879,4413014,254,10.0017,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
86.220,118173.9530,4472960,245,9.9965,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
86.726,124527.5616,4535973,253,10.0025,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
87.230,132178.2601,4602644,255,10.0048,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
87.743,127094.5665,4667819,253,9.9925,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
88.250,127555.2400,4732459,254,10.0013,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
88.755,113470.2836,4789769,252,9.9993,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
89.260,125032.1861,4852910,251,10.0028,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
89.774,129936.6160,4919691,251,10.0021,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
90.280,132085.7183,4986534,251,9.9964,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
90.785,131238.2295,5052778,236,10.0043,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
91.289,130182.9962,5118487,254,9.9994,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
91.804,129301.8842,5184985,243,9.9938,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
92.308,129842.2791,5250495,234,10.0100,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
92.815,128535.3933,5315585,256,9.9949,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
93.321,131299.9994,5382027,248,10.0011,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
93.834,126795.6748,5447124,251,10.0005,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
94.339,130965.6830,5513297,250,9.9974,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
94.845,132227.1016,5580181,249,9.9989,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
95.351,128184.8781,5645038,240,10.0024,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
95.865,133176.3957,5713532,235,10.0013,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
96.371,129252.6867,5778851,250,10.0008,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
96.876,131653.5868,5845340,237,10.0000,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
97.382,126961.5244,5909630,236,9.9964,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
97.895,131521.3531,5977086,251,9.9981,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
98.400,132615.2119,6044123,254,10.0054,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
98.906,129002.3553,6109354,240,9.9949,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
99.412,130741.6920,6175505,256,9.9993,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
99.924,128889.8312,6241512,255,10.0008,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
100.430,128205.4522,6306360,237,10.0075,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
100.935,132449.9553,6373284,253,9.9941,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,1.03,50.0,256,300
101.440,129763.4911,6438813,238,10.0030,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
101.950,128584.3734,6504378,241,10.0009,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
102.456,132282.5750,6571304,245,9.9989,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,1.03,50.0,256,300
