t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
2.584,1709.1118,-3.0848,0.0000,HEAVY,STABLE,HEAVY,MICE
5.191,2362.3586,-1.8675,0.0000,HEAVY,STABLE,HEAVY,MICE
7.801,353.6329,25.4570,0.0000,HEAVY,STABLE,HEAVY,MICE
10.401,2762.2406,4.0856,0.0000,HEAVY,STABLE,HEAVY,MICE
13.016,3236.6987,-2.3811,0.0000,HEAVY,STABLE,HEAVY,MICE
15.621,645.1302,1.9168,0.0000,HEAVY,STABLE,HEAVY,MICE
18.235,2214.3235,0.7001,0.0000,HEAVY,STABLE,HEAVY,MICE
20.838,4481.0149,3.0536,0.0000,HEAVY,STABLE,HEAVY,MICE
23.444,-3358.3576,1.3486,0.0000,HEAVY,RECOVERING,MODERATE,MICE
26.046,-717.4819,-3.2500,0.0000,HEAVY,RECOVERING,MODERATE,MICE
28.650,-281.2941,0.6275,0.0000,HEAVY,RECOVERING,MODERATE,MICE
31.251,-255.2653,1.1433,0.0000,HEAVY,RECOVERING,MODERATE,MICE
33.850,5048.9868,0.0744,0.0000,HEAVY,STABLE,HEAVY,MICE
36.450,-2346.3015,-0.7108,0.0000,HEAVY,RECOVERING,MODERATE,MICE
39.053,499.5360,1.0567,0.0000,HEAVY,STABLE,HEAVY,MICE
41.655,501.2981,1.2826,0.0000,HEAVY,STABLE,HEAVY,MICE
44.259,-2174.3188,-0.5682,0.0000,HEAVY,RECOVERING,MODERATE,MICE
46.856,-2238.7379,-1.0140,0.0000,HEAVY,RECOVERING,MODERATE,MICE
49.460,4194.2568,3.2844,0.0000,HEAVY,STABLE,HEAVY,MICE
52.038,7620.7521,1.6595,0.0000,HEAVY,STABLE,HEAVY,MICE
54.637,-6594.8049,-0.8016,0.0000,HEAVY,RECOVERING,MODERATE,MICE
57.223,1521.6721,-1.9633,0.0000,HEAVY,STABLE,HEAVY,MICE
59.814,3227.7545,1.1471,0.0000,HEAVY,STABLE,HEAVY,MICE
62.395,1786.6407,2.3054,0.0000,HEAVY,STABLE,HEAVY,MICE
64.990,2121.1871,-1.5756,0.0000,HEAVY,STABLE,HEAVY,MICE
67.579,196.0535,-0.5302,0.0000,HEAVY,STABLE,HEAVY,MICE
70.177,490.2733,-0.7669,0.0000,HEAVY,STABLE,HEAVY,MICE
72.762,1620.9425,-0.0484,0.0000,HEAVY,STABLE,HEAVY,MICE
75.360,-2263.7300,-0.3888,0.0000,HEAVY,RECOVERING,MODERATE,MICE
77.955,-5308.2535,-1.4525,0.0000,HEAVY,RECOVERING,MODERATE,MICE
80.557,-6262.1818,-0.7307,0.0000,HEAVY,RECOVERING,MODERATE,MICE
83.148,3067.0871,-2.3978,0.0000,HEAVY,STABLE,HEAVY,MICE
85.751,-2440.6790,4.6745,0.0000,HEAVY,RECOVERING,MODERATE,MICE
88.349,-1880.5396,0.4561,0.0000,HEAVY,RECOVERING,MODERATE,MICE
90.945,-397.3994,-0.7693,0.0000,HEAVY,RECOVERING,MODERATE,MICE
93.538,1198.6526,-1.5793,0.0000,HEAVY,STABLE,HEAVY,MICE
96.137,-718.0937,0.0571,0.0000,HEAVY,RECOVERING,MODERATE,MICE
98.732,821.0355,0.2686,0.0000,HEAVY,STABLE,HEAVY,MICE
101.331,809.9031,-0.7128,0.0000,HEAVY,STABLE,HEAVY,MICE
103.927,2440.6503,-0.6550,0.0000,HEAVY,STABLE,HEAVY,MICE
106.523,-43.3359,-0.0584,0.0000,HEAVY,RECOVERING,MODERATE,MICE
109.122,-1548.0807,-0.0348,0.0000,HEAVY,RECOVERING,MODERATE,MICE
111.717,-15834.5829,-66.5061,0.0000,NORMAL,STABLE,NORMAL,MICE
114.302,-7738.8334,-23.6407,0.0000,NORMAL,STABLE,NORMAL,MICE
116.891,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
119.475,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
122.060,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
124.643,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
127.225,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
129.811,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
132.398,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
134.984,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
137.569,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
140.148,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
142.726,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
145.312,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
147.894,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
150.484,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
153.069,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
155.651,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
158.232,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
160.820,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
163.399,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
165.990,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
168.565,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
171.150,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
173.740,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
176.332,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
178.918,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
181.498,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
184.079,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
186.664,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
189.250,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
191.833,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
194.413,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
196.993,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
199.576,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
202.162,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
204.741,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
207.315,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
209.902,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
212.479,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
215.063,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
217.639,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
220.209,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
222.771,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
225.342,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
227.926,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
230.492,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
233.070,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
