========================================================================
  Adaptive RED Controller  —  Floyd, Gummadi & Shenker (ICSI 2001)
  ns=ns1  iface=veth1  duration=930s
  min_th=20  max_th=300  max_p=0.5
  W_Q=0.002  alpha=0.01  beta=0.9
========================================================================
  NOTE: Adaptive RED adapts max_p (drop prob) mapped to target/limit
  It does NOT use gradient prediction, eBPF, or workload profiles
========================================================================
  t(s)    avg_q       dr/s      bl    tput   max_p   target  limit   adj
 566.2    281.5     9739.3     290    9.99   0.470    1.2ms    302    32
 566.7    281.5     8423.2     279   10.01   0.470    1.2ms    302    32
 567.2    281.5    10294.6     274   10.00   0.470    1.2ms    302    32
 567.7    281.5    11358.9     286   10.00   0.470    1.2ms    302    32
 568.2    281.6    14566.3     292   10.00   0.470    1.2ms    302    32
 568.7    281.6    11647.7     299   10.00   0.470    1.2ms    302    32
 569.2    281.5    12342.1     262   10.00   0.470    1.2ms    302    32
 569.7    281.6    14418.9     300   10.00   0.470    1.2ms    302    32
 570.2    281.6    12027.0     294   10.00   0.470    1.2ms    302    32
 570.7    281.6    10143.5     267   10.00   0.470    1.2ms    302    32
 571.2    281.6    10445.1     294   10.00   0.470    1.2ms    302    32
 571.7    281.6     7266.0     275   10.00   0.470    1.2ms    302    32
 572.2    281.5     5084.2     253   10.00   0.470    1.2ms    302    32
 572.7    281.5     5928.0     279   10.00   0.470    1.2ms    302    32
 573.2    281.5    10504.6     290   10.00   0.470    1.2ms    302    32
 573.7    281.6     8507.9     284   10.00   0.470    1.2ms    302    32
 574.2    281.6     5989.6     288   10.00   0.470    1.2ms    302    32
 574.7    281.6     5025.1     290   10.00   0.470    1.2ms    302    32
 575.2    281.6     5001.0     287   10.00   0.470    1.2ms    302    32
 575.7    281.6     5956.3     277   10.00   0.470    1.2ms    302    32
 576.2    281.6     6898.1     274   10.00   0.470    1.2ms    302    32
 576.7    281.6     8695.1     288   10.00   0.470    1.2ms    302    32
 577.3    281.0     9728.7       0   10.00   0.470    1.2ms    302    32
 577.8    281.0    10630.2     289   10.00   0.470    1.2ms    302    32
 578.3    281.1     8542.6     296   10.00   0.470    1.2ms    302    32
 578.8    281.1    11175.2     277    9.99   0.470    1.2ms    302    32
 579.3    281.1    11142.6     283   10.00   0.470    1.2ms    302    32
 579.8    281.0    13044.7     265   10.00   0.470    1.2ms    302    32
 580.3    281.0    11432.8     281   10.00   0.470    1.2ms    302    32
 580.8    281.0     8864.5     269   10.00   0.470    1.2ms    302    32
 581.3    281.0     8403.5     291   10.00   0.470    1.2ms    302    32
 581.8    281.0     7057.3     273   10.00   0.470    1.2ms    302    32
 582.3    281.0     7362.1     277   10.00   0.470    1.2ms    302    32
 582.8    281.0     8298.1     278   10.00   0.470    1.2ms    302    32
 583.3    281.0     8798.8     280   10.00   0.470    1.2ms    302    32
 583.8    281.0    11597.4     287   10.00   0.470    1.2ms    302    32
 584.3    281.0    10761.5     300   10.00   0.470    1.2ms    302    32
 584.8    281.0    11501.6     274   10.00   0.470    1.2ms    302    32
 585.3    281.0     9931.9     286   10.00   0.470    1.2ms    302    32
 585.8    281.1     8086.2     292   10.00   0.470    1.2ms    302    32
 586.3    281.0     8880.0     275   10.00   0.470    1.2ms    302    32
 586.8    281.0    10682.5     281   10.00   0.470    1.2ms    302    32
 587.3    281.1     8094.2     286   10.00   0.470    1.2ms    302    32
 587.8    281.1     8289.9     289   10.01   0.470    1.2ms    302    32
 588.3    281.1     5666.0     296   10.00   0.470    1.2ms    302    32
 588.9    281.1     8615.1     296   10.00   0.470    1.2ms    302    32
 589.4    281.1     7426.2     289   10.00   0.470    1.2ms    302    32
 589.9    281.1    10073.0     277    9.99   0.470    1.2ms    302    32
 590.4    281.1    11901.2     284   10.00   0.470    1.2ms    302    32
 590.9    281.2    11649.0     296   10.00   0.470    1.2ms    302    32
 591.4    281.2    10297.1     286   10.00   0.470    1.2ms    302    32
 591.9    281.2    12078.8     286   10.00   0.470    1.2ms    302    32
 592.4    281.2    14860.9     286   10.00   0.470    1.2ms    302    32
 592.9    281.2    11928.8     300   10.00   0.470    1.2ms    302    32
 593.4    281.2    10163.3     280   10.00   0.470    1.2ms    302    32
 593.9    281.2     6276.6     285    9.99   0.470    1.2ms    302    32
 594.4    281.2     9936.6     276   10.01   0.470    1.2ms    302    32
 594.9    281.3    12404.1     298    9.99   0.470    1.2ms    302    32
 595.4    281.3     9385.9     275   10.00   0.470    1.2ms    302    32
 595.9    281.3    11426.5     300   10.00   0.470    1.2ms    302    32
 596.4    281.3     8191.2     280   10.00   0.470    1.2ms    302    32
 596.9    281.3     9858.7     291   10.00   0.470    1.2ms    302    32
 597.4    281.4     9690.6     301   10.00   0.470    1.2ms    302    32
 597.9    280.8    10254.0       0   10.00   0.470    1.2ms    302    32
 598.4    280.8     9735.1     291   10.00   0.470    1.2ms    302    32
 598.9    280.8     9286.9     270   10.00   0.470    1.2ms    302    32
 599.4    280.8     8401.7     282   10.00   0.470    1.2ms    302    32
 600.0    280.8     5911.8     294   10.00   0.470    1.2ms    302    32
 600.5    280.8     8731.6     261   10.00   0.470    1.2ms    302    32
 601.0    280.8     8306.8     300   10.00   0.470    1.2ms    302    32
 601.5    280.8     6581.7     272   10.00   0.470    1.2ms    302    32
 602.0    280.8     4906.0     286   10.00   0.470    1.2ms    302    32
 602.5    280.8     6131.5     281   10.00   0.470    1.2ms    302    32
 603.0    280.8     6317.6     291   10.01   0.470    1.2ms    302    32
 603.5    280.9     8682.2     301    9.99   0.470    1.2ms    302    32
 604.0    280.9     9478.2     273   10.01   0.470    1.2ms    302    32
 604.5    280.9     7670.0     280   10.00   0.470    1.2ms    302    32
 605.0    280.9     6106.8     294   10.00   0.470    1.2ms    302    32
 605.5    280.9     8779.4     284   10.00   0.470    1.2ms    302    32
 606.0    280.9     6299.0     291   10.00   0.470    1.2ms    302    32
 606.5    280.9     7767.4     300   10.01   0.470    1.2ms    302    32
 607.0    281.0     7075.4     296   10.00   0.470    1.2ms    302    32
 607.5    281.0     7479.0     300   10.00   0.470    1.2ms    302    32
 608.0    281.0     9103.4     290   10.00   0.470    1.2ms    302    32
 608.5    281.0    10390.2     281   10.00   0.470    1.2ms    302    32
 609.0    281.0    10492.0     290   10.00   0.470    1.2ms    302    32
 609.5    281.0     9303.8     272   10.00   0.470    1.2ms    302    32
 610.0    281.1    11780.7     294   10.00   0.470    1.2ms    302    32
 610.5    281.1    12362.6     298   10.00   0.470    1.2ms    302    32
 611.0    281.1    12420.7     291   10.00   0.470    1.2ms    302    32
 611.6    281.1    13034.0     286   10.01   0.470    1.2ms    302    32
 612.1    281.1     8962.0     277   10.00   0.470    1.2ms    302    32
 612.6    281.1    11256.2     299    9.99   0.470    1.2ms    302    32
 613.1    281.2     8733.0     298   10.00   0.470    1.2ms    302    32
 613.6    281.2    13205.5     290   10.00   0.470    1.2ms    302    32
 614.1    281.2    11388.1     270   10.00   0.470    1.2ms    302    32
 614.6    281.2    13560.8     294   10.00   0.470    1.2ms    302    32
 615.1    281.2    11580.3     280   10.00   0.470    1.2ms    302    32
 615.6    281.2     9847.5     294    9.99   0.470    1.2ms    302    32
 616.1    281.2     5924.8     283   10.01   0.470    1.2ms    302    32
 616.6    281.2     5985.9     269   10.00   0.470    1.2ms    302    32
 617.1    281.2     7691.4     290   10.00   0.470    1.2ms    302    32
 617.6    281.2     8171.2     279   10.01   0.470    1.2ms    302    32
 618.1    281.2    11877.0     286   10.00   0.470    1.2ms    302    32
 618.6    281.2    11303.2     277   10.00   0.470    1.2ms    302    32
 619.1    281.2    10226.1     290   10.00   0.470    1.2ms    302    32
 619.6    281.3    12191.6     291   10.00   0.470    1.2ms    302    32
 620.1    281.2     7772.3     277   10.00   0.470    1.2ms    302    32
 620.6    281.2     8884.8     283    9.99   0.470    1.2ms    302    32
 621.1    281.3    10170.5     287   10.01   0.470    1.2ms    302    32
 621.6    281.3    10018.9     293    9.99   0.470    1.2ms    302    32
 622.1    281.3    10583.7     293   10.01   0.470    1.2ms    302    32
 622.6    281.3    11486.7     282   10.00   0.470    1.2ms    302    32
 623.2    281.3     8414.9     274   10.00   0.470    1.2ms    302    32
 623.7    281.3     7630.6     281    9.99   0.470    1.2ms    302    32
 624.2    281.3     5660.9     289   10.00   0.470    1.2ms    302    32
 624.7    281.3     4947.3     256   10.00   0.470    1.2ms    302    32
 625.2    281.3     6617.6     286   10.00   0.470    1.2ms    302    32
 625.7    281.3    11011.4     283   10.01   0.470    1.2ms    302    32
 626.2    281.3    11777.6     294   10.00   0.470    1.2ms    302    32
 626.7    281.3    11330.3     278   10.00   0.470    1.2ms    302    32
 627.2    281.3    10608.9     300   10.00   0.470    1.2ms    302    32
 627.7    281.3     8409.0     279   10.00   0.470    1.2ms    302    32
 628.2    281.3    11581.9     289   10.00   0.470    1.2ms    302    32
 628.7    281.3    12257.8     286   10.00   0.470    1.2ms    302    32
 629.2    281.3    10785.3     269   10.00   0.470    1.2ms    302    32
 629.7    281.3     9776.4     272   10.00   0.470    1.2ms    302    32
 630.2    281.3     9011.0     287   10.00   0.470    1.2ms    302    32
 630.7    281.3     9884.5     290   10.00   0.470    1.2ms    302    32
 631.2    281.4    13273.0     292   10.00   0.470    1.2ms    302    32
 631.7    281.4    13829.9     287   10.00   0.470    1.2ms    302    32
 632.2    281.4    12173.4     283   10.00   0.470    1.2ms    302    32
 632.7    281.4    11762.0     278   10.00   0.470    1.2ms    302    32
 633.2    281.4    12000.7     295   10.00   0.470    1.2ms    302    32
 633.7    281.4    12239.9     280   10.00   0.470    1.2ms    302    32
 634.3    281.4    11359.6     285   10.01   0.470    1.2ms    302    32
 634.8    281.4     9277.4     290   10.00   0.470    1.2ms    302    32
 635.3    281.4     8681.7     300   10.00   0.470    1.2ms    302    32
 635.8    281.5    11338.3     301   10.00   0.470    1.2ms    302    32
 636.3    281.5    12775.1     284   10.01   0.470    1.2ms    302    32
 636.8    281.5     9108.9     278   10.00   0.470    1.2ms    302    32
 637.3    281.5     8133.2     283    9.99   0.470    1.2ms    302    32
 637.8    281.5     7110.2     294   10.00   0.470    1.2ms    302    32
 638.3    281.5     6405.2     278   10.00   0.470    1.2ms    302    32
 638.8    281.5     8811.4     289   10.00   0.470    1.2ms    302    32
 639.3    281.5     6812.3     286   10.00   0.470    1.2ms    302    32
 639.8    281.5     8292.4     278    9.99   0.470    1.2ms    302    32
 640.3    281.5     7627.0     281   10.00   0.470    1.2ms    302    32
 640.8    281.5     7577.3     287   10.00   0.470    1.2ms    302    32
 641.3    281.6     9110.4     292   10.00   0.470    1.2ms    302    32
 641.8    281.6    11505.6     281   10.00   0.470    1.2ms    302    32
 642.3    281.5    14383.7     276    9.99   0.470    1.2ms    302    32
 642.8    281.6    14106.6     294   10.00   0.470    1.2ms    302    32
 643.3    281.6    16316.8     284   10.00   0.470    1.2ms    302    32
 643.8    281.0    13299.4       0   10.00   0.470    1.2ms    302    32
 644.3    281.0    10618.3     284   10.00   0.470    1.2ms    302    32
 644.8    281.0     7581.8     293   10.00   0.470    1.2ms    302    32
 645.3    281.1     9823.9     297   10.00   0.470    1.2ms    302    32
 645.9    281.1     6155.0     288   10.00   0.470    1.2ms    302    32
 646.4    281.1     8062.8     280   10.00   0.470    1.2ms    302    32
 646.9    281.1     9745.3     274   10.00   0.470    1.2ms    302    32
 647.4    281.1     8606.1     283   10.00   0.470    1.2ms    302    32
 647.9    281.1    11331.4     274   10.00   0.470    1.2ms    302    32
 648.4    281.1     9656.6     281   10.00   0.470    1.2ms    302    32
 648.9    281.1     9275.2     285   10.00   0.470    1.2ms    302    32
 649.4    281.0     6981.4     273   10.00   0.470    1.2ms    302    32
 649.9    281.0     9109.8     278    9.99   0.470    1.2ms    302    32
 650.4    281.0     8638.8     279   10.00   0.470    1.2ms    302    32
 650.9    281.0     8101.3     276   10.00   0.470    1.2ms    302    32
 651.4    281.0     6417.5     280   10.00   0.470    1.2ms    302    32
 651.9    281.0     9843.2     285    9.99   0.470    1.2ms    302    32
 652.4    281.0     8122.5     284   10.01   0.470    1.2ms    302    32
 652.9    281.1     9837.8     297   10.00   0.470    1.2ms    302    32
 653.4    281.1     8922.4     279    9.99   0.470    1.2ms    302    32
 653.9    281.1     7721.2     276   10.01   0.470    1.2ms    302    32
 654.4    281.1     7847.9     281   10.00   0.470    1.2ms    302    32
 654.9    281.0     9673.0     274   10.00   0.470    1.2ms    302    32
 655.4    280.9     6997.4     232   10.00   0.470    1.2ms    302    32
 655.9    281.0     5648.9     284   10.00   0.470    1.2ms    302    32
 656.4    280.9     3393.1     274   10.00   0.470    1.2ms    302    32
 657.0    280.9     4009.0     252    9.99   0.470    1.2ms    302    32
 657.5    280.9     2444.3     296   10.01   0.470    1.2ms    302    32
 658.0    280.9     5568.6     286    9.99   0.470    1.2ms    302    32
 658.5    280.9     5222.1     287   10.00   0.470    1.2ms    302    32
 659.0    280.9     6349.9     279   10.00   0.470    1.2ms    302    32
 659.5    280.9     6159.5     278   10.00   0.470    1.2ms    302    32
 660.0    280.9     5522.9     276   10.00   0.470    1.2ms    302    32
 660.5    280.9     5706.8     287   10.00   0.470    1.2ms    302    32
 661.0    280.9     7667.0     277   10.00   0.470    1.2ms    302    32
 661.5    280.9     9128.7     278   10.00   0.470    1.2ms    302    32
 662.0    281.0     8999.0     302   10.00   0.470    1.2ms    302    32
 662.5    281.0     5781.7     287   10.00   0.470    1.2ms    302    32
 663.0    281.0     7096.8     301   10.00   0.470    1.2ms    302    32
 663.5    281.0     6640.3     288   10.00   0.470    1.2ms    302    32
 664.0    281.0     8144.8     287   10.00   0.470    1.2ms    302    32
 664.5    281.0    10803.1     281   10.00   0.470    1.2ms    302    32
 665.0    281.0    11015.8     286   10.00   0.470    1.2ms    302    32
 665.5    281.1     6377.5     299   10.00   0.470    1.2ms    302    32
 666.0    281.1     6589.1     299   10.00   0.470    1.2ms    302    32
 666.5    281.1     7842.5     288   10.00   0.470    1.2ms    302    32
 667.0    281.1     6328.2     273   10.00   0.470    1.2ms    302    32
 667.5    281.1     8303.0     281   10.00   0.470    1.2ms    302    32
 668.0    281.1     6133.6     280   10.00   0.470    1.2ms    302    32
 668.6    281.1     5744.3     292   10.00   0.470    1.2ms    302    32
 669.1    280.6     4659.9       0   10.00   0.470    1.2ms    302    32
 669.6    280.5     4081.4     255   10.00   0.470    1.2ms    302    32
 670.1    280.5     5968.1     279   10.00   0.470    1.2ms    302    32
 670.6    280.5     5953.1     288   10.00   0.470    1.2ms    302    32
 671.1    280.5     5977.9     264   10.01   0.470    1.2ms    302    32
 671.6    280.5     6994.1     279    9.99   0.470    1.2ms    302    32
 672.1    280.5     7857.1     291   10.00   0.470    1.2ms    302    32
 672.6    280.5    10769.0     282   10.00   0.470    1.2ms    302    32
 673.1    280.5    10031.1     278   10.00   0.470    1.2ms    302    32
 673.6    280.5     8985.1     285   10.00   0.470    1.2ms    302    32
 674.1    280.5    10557.7     272   10.00   0.470    1.2ms    302    32
 674.6    280.5    10270.2     279   10.00   0.470    1.2ms    302    32
 675.1    280.5     7070.6     285   10.00   0.470    1.2ms    302    32
 675.6    280.5     8294.2     277   10.00   0.470    1.2ms    302    32
 676.1    280.5     6969.1     263   10.00   0.470    1.2ms    302    32
 676.6    280.5     8000.3     300   10.00   0.470    1.2ms    302    32
 677.1    280.5     7047.1     286   10.00   0.470    1.2ms    302    32
 677.6    280.5     7527.3     292   10.00   0.470    1.2ms    302    32
 678.1    280.6     7095.1     297   10.00   0.470    1.2ms    302    32
 678.6    280.5     7132.4     266    9.99   0.470    1.2ms    302    32
 679.1    280.5     6651.6     277   10.00   0.470    1.2ms    302    32
 679.6    280.6     5866.2     289   10.00   0.470    1.2ms    302    32
 680.2    280.6    10292.5     284   10.00   0.470    1.2ms    302    32
 680.7    280.6     7979.2     276   10.00   0.470    1.2ms    302    32
 681.2    280.6     6733.9     298   10.00   0.470    1.2ms    302    32
 681.7    280.6     7762.7     300   10.00   0.470    1.2ms    302    32
 682.2    280.6     6537.9     288   10.00   0.470    1.2ms    302    32
 682.7    280.7     8828.5     292   10.00   0.470    1.2ms    302    32
 683.2    280.6     9776.4     267   10.00   0.470    1.2ms    302    32
 683.7    280.6     9607.9     287   10.00   0.470    1.2ms    302    32
 684.2    280.7     8372.1     294   10.00   0.470    1.2ms    302    32
 684.7    280.7     9657.9     287    9.99   0.470    1.2ms    302    32
 685.2    280.7    10211.8     301   10.00   0.470    1.2ms    302    32
 685.7    280.7     9363.2     282   10.00   0.470    1.2ms    302    32
 686.2    280.7     6345.7     283   10.00   0.470    1.2ms    302    32
 686.7    280.7    10363.5     277    9.99   0.470    1.2ms    302    32
 687.2    280.7     8333.1     283   10.01   0.470    1.2ms    302    32
 687.7    280.7     9261.7     281   10.00   0.470    1.2ms    302    32
 688.2    280.7     8320.3     286    9.99   0.470    1.2ms    302    32
 688.7    280.7    10568.7     279   10.00   0.470    1.2ms    302    32
 689.2    280.7     7351.8     278   10.01   0.470    1.2ms    302    32
 689.7    280.7     4923.2     269   10.00   0.470    1.2ms    302    32
 690.2    280.7     5269.5     263   10.00   0.470    1.2ms    302    32
 690.7    280.6     3537.9     259    9.99   0.470    1.2ms    302    32
 691.3    280.6     3474.8     270   10.00   0.470    1.2ms    302    32
 691.8    280.6     4890.9     280   10.00   0.470    1.2ms    302    32
 692.3    280.6     5522.2     291   10.00   0.470    1.2ms    302    32
 692.8    280.6     5784.3     277   10.00   0.470    1.2ms    302    32
 693.3    280.6     6852.1     275   10.00   0.470    1.2ms    302    32
 693.8    280.6     8276.1     297   10.00   0.470    1.2ms    302    32
 694.3    280.7     5629.0     286   10.00   0.470    1.2ms    302    32
 694.8    280.7     4353.8     298   10.00   0.470    1.2ms    302    32
 695.3    280.7     2163.0     287   10.00   0.470    1.2ms    302    32
 695.8    280.7     2243.6     257   10.00   0.470    1.2ms    302    32
 696.3    280.6     3882.5     276   10.00   0.470    1.2ms    302    32
 696.8    280.6     4305.7     276    9.96   0.470    1.2ms    302    32
 697.3    280.6     5649.9     268   10.03   0.470    1.2ms    302    32
 697.8    280.6     5824.0     258   10.00   0.470    1.2ms    302    32
 698.3    280.6     4206.1     276   10.00   0.470    1.2ms    302    32
 698.8    280.6     7493.8     284   10.00   0.470    1.2ms    302    32
 699.3    280.5     8418.2     263   10.00   0.470    1.2ms    302    32
 699.8    280.5     6738.8     284   10.00   0.470    1.2ms    302    32
 700.3    280.6     8064.8     302   10.00   0.470    1.2ms    302    32
 700.8    280.6    10309.6     294   10.00   0.470    1.2ms    302    32
 701.3    280.6     7781.3     297   10.00   0.470    1.2ms    302    32
 701.8    280.6     8810.8     278   10.00   0.470    1.2ms    302    32
 702.3    280.6     7088.2     272   10.00   0.470    1.2ms    302    32
 702.9    280.6     7768.9     296   10.00   0.470    1.2ms    302    32
 703.4    280.6     8577.7     275   10.00   0.470    1.2ms    302    32
 703.9    280.6     5818.4     265    9.99   0.470    1.2ms    302    32
 704.4    280.6     7800.0     285   10.01   0.470    1.2ms    302    32
 704.9    280.6     7754.0     284   10.00   0.470    1.2ms    302    32
 705.4    280.6     5816.6     280    9.99   0.470    1.2ms    302    32
 705.9    280.6     6999.8     287   10.01   0.470    1.2ms    302    32
 706.4    280.7     9086.1     290   10.00   0.470    1.2ms    302    32
 706.9    280.6     9227.2     278   10.01   0.470    1.2ms    302    32
 707.4    280.6     6962.5     273    9.99   0.470    1.2ms    302    32
 707.9    280.6     6959.1     287   10.00   0.470    1.2ms    302    32
 708.4    280.7     7385.6     291   10.00   0.470    1.2ms    302    32
 708.9    280.6     6541.9     272   10.00   0.470    1.2ms    302    32
 709.4    280.6     7086.5     282   10.00   0.470    1.2ms    302    32
 709.9    280.7     8365.0     298   10.00   0.470    1.2ms    302    32
 710.4    280.6     7739.5     260   10.00   0.470    1.2ms    302    32
 710.9    280.7    11645.7     289   10.00   0.470    1.2ms    302    32
 711.4    280.7     8924.8     290   10.00   0.470    1.2ms    302    32
 711.9    280.7     8295.9     273   10.00   0.470    1.2ms    302    32
 712.4    280.7     7790.5     289   10.00   0.470    1.2ms    302    32
 712.9    280.7     8187.1     296   10.00   0.470    1.2ms    302    32
 713.4    280.7    11253.9     288   10.00   0.470    1.2ms    302    32
 713.9    280.7     8023.3     267   10.00   0.470    1.2ms    302    32
 714.5    280.7     7827.9     280   10.00   0.470    1.2ms    302    32
 715.0    280.7    10106.0     297   10.00   0.470    1.2ms    302    32
 715.5    280.8     8559.2     292   10.00   0.470    1.2ms    302    32
 716.0    280.7     5962.9     273   10.00   0.470    1.2ms    302    32
 716.5    280.7     6272.2     282   10.00   0.470    1.2ms    302    32
 717.0    280.7     4890.0     283   10.00   0.470    1.2ms    302    32
 717.5    280.7     5937.1     266   10.00   0.470    1.2ms    302    32
 718.0    280.7     8592.5     284   10.00   0.470    1.2ms    302    32
 718.5    280.8     6766.7     297   10.00   0.470    1.2ms    302    32
 719.0    280.8     7217.7     285   10.01   0.470    1.2ms    302    32
 719.5    280.8     6141.4     285   10.00   0.470    1.2ms    302    32
 720.0    280.7     3387.6     269   10.00   0.470    1.2ms    302    32
 720.5    280.7     5753.6     250   10.00   0.470    1.2ms    302    32
 721.0    280.7     5953.4     283   10.00   0.470    1.2ms    302    32
 721.5    280.7     7005.0     268   10.00   0.470    1.2ms    302    32
 722.0    280.7     7480.6     294   10.00   0.470    1.2ms    302    32
 722.5    280.7     6060.0     275   10.00   0.470    1.2ms    302    32
 723.0    280.7     7766.5     277   10.00   0.470    1.2ms    302    32
 723.5    280.7     6873.2     285   10.00   0.470    1.2ms    302    32
 724.0    280.7     7372.6     289   10.00   0.470    1.2ms    302    32
 724.5    280.7     7922.7     287   10.01   0.470    1.2ms    302    32
 725.0    280.7     8454.0     301    9.99   0.470    1.2ms    302    32
 725.6    280.7     7054.5     280   10.01   0.470    1.2ms    302    32
 726.1    280.8     6428.0     282   10.00   0.470    1.2ms    302    32
 726.6    280.7     5710.3     265   10.00   0.470    1.2ms    302    32
 727.1    280.7     3476.8     279   10.00   0.470    1.2ms    302    32
 727.6    280.7     6084.4     284    9.99   0.470    1.2ms    302    32
 728.1    280.7    10204.9     286   10.01   0.470    1.2ms    302    32
 728.6    280.8    10075.5     296   10.00   0.470    1.2ms    302    32
 729.1    280.8     7919.6     281   10.00   0.470    1.2ms    302    32
 729.6    280.8     7127.1     285    9.99   0.470    1.2ms    302    32
 730.1    280.7     6013.0     233   10.01   0.470    1.2ms    302    32
 730.6    280.1     5787.7       0   10.00   0.470    1.2ms    302    32
 731.1    280.1     6720.9     287   10.00   0.470    1.2ms    302    32
 731.6    280.2     4636.0     297   10.00   0.470    1.2ms    302    32
 732.1    280.2     7328.8     286   10.00   0.470    1.2ms    302    32
 732.6    280.2     9261.5     276   10.00   0.470    1.2ms    302    32
 733.1    280.2     8616.8     278   10.00   0.470    1.2ms    302    32
 733.6    280.2     7711.5     285   10.01   0.470    1.2ms    302    32
 734.1    280.2     8543.6     285   10.00   0.470    1.2ms    302    32
 734.6    280.2    10009.7     286   10.00   0.470    1.2ms    302    32
 735.1    280.1     6297.5     258   10.00   0.470    1.2ms    302    32
 735.6    280.2     7263.0     299   10.00   0.470    1.2ms    302    32
 736.1    280.2     9784.3     276    9.99   0.470    1.2ms    302    32
 736.6    280.2    10417.8     299   10.00   0.470    1.2ms    302    32
 737.2    280.2     9484.5     284   10.01   0.470    1.2ms    302    32
 737.7    280.2     9222.7     285   10.00   0.470    1.2ms    302    32
 738.2    280.3     4057.4     294   10.00   0.470    1.2ms    302    32
 738.7    279.7     4218.8       0   10.00   0.470    1.2ms    302    32
 739.2    279.7     5574.2     297   10.00   0.470    1.2ms    302    32
 739.7    279.8     6190.7     290   10.00   0.470    1.2ms    302    32
 740.2    279.8     6214.7     293   10.00   0.470    1.2ms    302    32
 740.7    279.8     6435.9     280   10.00   0.470    1.2ms    302    32
 741.2    279.8     6773.1     277   10.00   0.470    1.2ms    302    32
 741.7    279.8     6075.7     292   10.00   0.470    1.2ms    302    32
 742.2    279.8     6527.5     276   10.00   0.470    1.2ms    302    32
 742.7    279.8     8243.9     261   10.00   0.470    1.2ms    302    32
 743.2    279.8     6647.2     281   10.01   0.470    1.2ms    302    32
 743.7    279.7     5492.9     255   10.00   0.470    1.2ms    302    32
 744.2    279.7     7396.9     290    9.99   0.470    1.2ms    302    32
 744.7    279.8     8997.2     300   10.01   0.470    1.2ms    302    32
 745.2    279.7     6220.1     226   10.00   0.470    1.2ms    302    32
 745.7    279.7     7453.7     283   10.00   0.470    1.2ms    302    32
 746.2    279.6     8346.8     263    9.99   0.470    1.2ms    302    32
 746.7    279.6     5319.4     283   10.01   0.470    1.2ms    302    32
 747.2    279.6     5246.8     277   10.00   0.470    1.2ms    302    32
 747.7    279.6     6201.7     272   10.00   0.470    1.2ms    302    32
 748.2    279.6     8114.7     292   10.00   0.470    1.2ms    302    32
 748.8    279.6     7038.8     269   10.00   0.470    1.2ms    302    32
 749.3    279.6     4785.9     283   10.00   0.470    1.2ms    302    32
 749.8    279.6     6863.7     279   10.00   0.470    1.2ms    302    32
 750.3    279.7     7279.0     298   10.00   0.470    1.2ms    302    32
 750.8    279.6     9558.7     250   10.00   0.470    1.2ms    302    32
 751.3    279.6     7523.9     269    9.99   0.470    1.2ms    302    32
 751.8    279.6     6620.9     278   10.00   0.470    1.2ms    302    32
 752.3    279.6     7269.1     285   10.00   0.470    1.2ms    302    32
 752.8    279.5     8904.5     255   10.00   0.470    1.2ms    302    32
 753.3    279.6    10784.1     299   10.00   0.470    1.2ms    302    32
 753.8    279.0    10432.2       0   10.00   0.470    1.2ms    302    32
 754.3    279.0    10710.3     291   10.00   0.470    1.2ms    302    32
 754.8    279.0     7667.2     277   10.00   0.470    1.2ms    302    32
 755.3    279.1    10126.6     292   10.00   0.470    1.2ms    302    32
 755.8    279.1     9628.7     299   10.00   0.470    1.2ms    302    32
 756.3    279.1     8981.0     260   10.00   0.470    1.2ms    302    32
 756.8    279.1     8693.6     279   10.00   0.470    1.2ms    302    32
 757.3    279.1     8560.3     293   10.00   0.470    1.2ms    302    32
 757.8    279.1    11545.2     298   10.00   0.470    1.2ms    302    32
 758.3    279.2    10958.7     286   10.00   0.470    1.2ms    302    32
 758.8    279.1     9828.6     274   10.00   0.470    1.2ms    302    32
 759.3    279.1    10667.1     279   10.00   0.470    1.2ms    302    32
 759.8    279.1     5846.6     271   10.00   0.470    1.2ms    302    32
 760.3    279.2     4839.6     296   10.00   0.470    1.2ms    302    32
 760.9    279.2     7005.0     288   10.00   0.470    1.2ms    302    32
 761.4    279.2     5240.3     289   10.01   0.470    1.2ms    302    32
 761.9    279.2     7203.4     276   10.00   0.470    1.2ms    302    32
 762.4    279.2     8941.7     274   10.00   0.470    1.2ms    302    32
 762.9    279.2    10646.6     296   10.00   0.470    1.2ms    302    32
 763.4    279.2    10324.0     270   10.01   0.470    1.2ms    302    32
 763.9    279.2    10986.9     271   10.00   0.470    1.2ms    302    32
 764.4    279.2     9061.0     272   10.00   0.470    1.2ms    302    32
 764.9    279.2     7652.7     290   10.00   0.470    1.2ms    302    32
 765.4    279.2     9379.3     282   10.00   0.470    1.2ms    302    32
 765.9    279.2     9246.7     276    9.99   0.470    1.2ms    302    32
 766.4    279.2     8397.7     280   10.01   0.470    1.2ms    302    32
 766.9    279.2     8820.5     282   10.00   0.470    1.2ms    302    32
 767.4    279.2     7922.7     299   10.00   0.470    1.2ms    302    32
 767.9    279.2     8763.4     285   10.01   0.470    1.2ms    302    32
 768.4    279.3    10144.9     293   10.00   0.470    1.2ms    302    32
 768.9    279.3    10095.1     283   10.00   0.470    1.2ms    302    32
 769.4    279.3     7016.3     271   10.00   0.470    1.2ms    302    32
 769.9    279.3     8970.3     282   10.00   0.470    1.2ms    302    32
