t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
2.562,400.7281,-92.8820,0.0000,HEAVY,STABLE,HEAVY,MICE
5.111,395.7323,15.5275,0.0000,HEAVY,STABLE,HEAVY,MICE
7.690,514.0085,-31.2571,0.0000,HEAVY,STABLE,HEAVY,MICE
10.267,372.0746,2.3496,0.0000,HEAVY,STABLE,HEAVY,MICE
12.844,511.1059,31.1199,0.0000,HEAVY,STABLE,HEAVY,MICE
15.417,12.0607,27.0217,0.0000,HEAVY,STABLE,HEAVY,MICE
17.988,88.5446,3.0314,0.0000,HEAVY,STABLE,HEAVY,MICE
20.557,172.9930,1.5686,0.0000,HEAVY,STABLE,HEAVY,MICE
23.129,1001.2117,4.8684,0.0000,HEAVY,STABLE,HEAVY,MICE
25.692,907.2129,4.3162,0.0000,HEAVY,STABLE,HEAVY,MICE
28.252,1493.3387,0.4941,0.0000,HEAVY,STABLE,HEAVY,MICE
30.803,1061.5234,1.9776,0.0000,HEAVY,STABLE,HEAVY,MICE
33.353,1221.5699,-1.0013,0.0000,HEAVY,STABLE,HEAVY,MICE
35.899,-424.7781,-4.1887,0.0000,HEAVY,RECOVERING,MODERATE,MICE
38.449,-214.8344,3.6855,0.0000,HEAVY,RECOVERING,MODERATE,MICE
40.999,-925.0173,-0.4749,0.0000,HEAVY,RECOVERING,MODERATE,MICE
43.573,-3994.1371,-2.4372,0.0000,HEAVY,RECOVERING,MODERATE,MICE
46.143,-52.4481,3.5711,0.0000,HEAVY,RECOVERING,MODERATE,MICE
48.699,4958.2335,-6.1746,0.0000,HEAVY,STABLE,HEAVY,MICE
51.257,672.3394,-2.0186,0.0000,HEAVY,STABLE,HEAVY,MICE
53.807,9677.4468,-37.5427,0.0000,HEAVY,STABLE,HEAVY,MICE
56.351,31.2657,10.7906,0.0000,HEAVY,STABLE,HEAVY,MICE
58.902,9052.1963,-9.0136,0.0000,HEAVY,STABLE,HEAVY,MICE
61.451,55.8826,0.7607,0.0000,HEAVY,STABLE,HEAVY,MICE
64.018,7191.7702,-10.4702,0.0000,HEAVY,STABLE,HEAVY,MICE
66.581,3964.9997,0.3529,0.0000,HEAVY,STABLE,HEAVY,MICE
69.160,1891.2917,-9.4871,0.0000,HEAVY,STABLE,HEAVY,MICE
71.729,-374.6880,-1.6011,0.0000,HEAVY,RECOVERING,MODERATE,MICE
74.304,295.9800,-0.2811,0.0000,HEAVY,STABLE,HEAVY,MICE
76.875,576.6727,1.4385,0.0000,HEAVY,STABLE,HEAVY,MICE
79.451,-680.8153,0.0687,0.0000,HEAVY,RECOVERING,MODERATE,MICE
82.016,213.3901,0.8748,0.0000,HEAVY,STABLE,HEAVY,MICE
84.579,-928.6535,1.7146,0.0000,HEAVY,RECOVERING,MODERATE,MICE
87.148,447.8580,-2.9390,0.0000,HEAVY,STABLE,HEAVY,MICE
89.716,1930.8659,0.4476,0.0000,HEAVY,STABLE,HEAVY,MICE
92.282,900.5120,0.2237,0.0000,HEAVY,STABLE,HEAVY,MICE
94.853,-684.8840,-0.1180,0.0000,HEAVY,RECOVERING,MODERATE,MICE
97.423,-758.5435,2.4514,0.0000,HEAVY,RECOVERING,MODERATE,MICE
99.994,-1877.9735,0.2237,0.0000,HEAVY,RECOVERING,MODERATE,MICE
102.564,-716.1655,0.1880,0.0000,HEAVY,RECOVERING,MODERATE,MICE
105.133,-24187.7569,-46.5388,0.0000,NORMAL,STABLE,NORMAL,MICE
107.707,-28255.6553,-61.3185,0.0000,NORMAL,STABLE,NORMAL,MICE
110.288,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
112.867,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
115.439,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
118.015,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
