t_s,drop_rate_per_s,drops_exp,backlog_pkts,throughput_mbps,rtt_proxy_ms,active_flows,elephant_flows,mice_flows,elephant_ratio,regime,trajectory,predicted_regime,workload_profile,target_ms,interval_ms,limit_pkts,quantum_bytes,ebpf_pkts,ebpf_bytes
0.509,314.9012,159,478,9.9991,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
1.021,504.3338,417,397,9.9930,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
1.532,718.4756,784,462,10.0090,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
2.042,897.5722,1242,452,10.0009,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
2.551,1042.8917,1773,425,10.0008,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
3.062,1245.0618,2409,0,9.9953,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
3.573,1369.6210,3109,436,10.0003,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
4.083,1526.7443,3887,446,10.0061,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
4.591,1784.9591,4795,464,9.9975,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
5.102,1977.3813,5804,455,10.0029,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
5.613,2456.9322,7060,422,9.9990,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
6.124,2692.6998,8438,330,9.9904,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
6.638,2952.8346,9955,406,10.0062,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
7.153,3204.4185,11604,396,9.9956,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
7.667,3459.9516,13382,347,10.0025,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
8.180,3712.7605,15286,410,9.9983,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
8.695,3844.6218,17269,368,9.9983,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
9.209,4149.7256,19401,331,10.0057,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
9.724,4461.3009,21700,0,9.9930,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
10.239,4723.2277,24129,400,10.0042,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
10.757,5528.2005,26993,396,10.0001,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,0,0
11.269,5720.5818,29921,407,9.9991,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,0,0
11.778,5977.9270,32966,422,10.0049,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,0,0
12.288,6408.2703,36237,396,9.9945,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,0,0
12.801,6727.1017,39686,414,10.0038,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,0,0
13.313,6709.2077,43120,421,10.0043,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,0,0
13.825,6617.6259,46510,407,9.9948,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,0,0
14.341,6066.8020,49637,349,9.9950,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,0,0
14.855,6068.2433,52756,364,10.0025,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,0,0
15.365,5642.7952,55635,332,10.0072,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,0,0
15.878,6254.9642,58847,414,9.9983,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.65,72.9,745,300,0,0
16.390,5937.9100,61886,314,9.9885,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,3.65,72.9,745,300,0,0
16.902,5264.0431,64582,430,10.0001,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,3.65,72.9,745,300,0,0
17.416,4847.3371,67071,328,10.0062,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,3.65,72.9,745,300,0,0
17.928,5044.3867,69653,362,10.0018,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,3.65,72.9,745,300,0,0
18.438,5455.0423,72435,429,10.0022,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,3.65,72.9,745,300,0,0
18.946,5685.3773,75326,347,10.0025,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,3.65,72.9,745,300,0,0
19.457,6116.7676,78448,350,9.9941,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,3.65,72.9,745,300,0,0
19.968,6202.0459,81623,368,10.0045,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.65,72.9,745,300,0,0
20.480,6663.1308,85031,384,9.9960,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.65,72.9,745,300,0,0
20.995,7411.3532,88851,409,10.0053,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.28,65.6,670,300,0,0
21.506,7966.3633,92921,356,9.9937,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.28,65.6,670,300,0,0
22.021,8453.5108,97276,382,10.0031,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.28,65.6,670,300,0,0
22.537,8915.0522,101869,364,9.9995,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.28,65.6,670,300,0,0
23.052,9393.8879,106710,368,9.9978,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.28,65.6,670,300,0,0
23.566,9871.9056,111780,364,10.0001,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.28,65.6,670,300,0,0
24.078,10346.6140,117086,363,10.0035,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.28,65.6,670,300,0,0
24.590,10811.8249,122618,393,9.9973,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.28,65.6,670,300,0,0
25.101,11292.9653,128387,416,10.0050,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,3.28,65.6,670,300,0,0
