t_s,avg_q,drop_rate_per_s,backlog_pkts,throughput_mbps,max_p,target_ms,limit_pkts
24.19,1.7,210.1,20,4.994,0.01,4.84,993
24.7,1.7,178.7,19,5.003,0.01,4.84,993
25.2,1.8,162.5,19,4.994,0.01,4.84,993
25.7,1.8,226.2,14,4.999,0.01,4.84,993
26.21,1.8,213.4,16,5.001,0.01,4.84,993
26.72,1.9,214.5,16,5.004,0.01,4.84,993
27.22,1.9,186.7,20,5.003,0.01,4.84,993
27.72,1.9,220.3,13,5.0,0.01,4.84,993
28.23,1.9,194.4,16,4.997,0.01,4.84,993
28.73,2.0,208.1,12,4.993,0.01,4.84,993
29.23,2.0,182.2,16,5.014,0.01,4.84,993
29.74,2.0,188.3,16,4.993,0.01,4.84,993
30.24,2.0,210.2,9,4.997,0.01,4.84,993
30.75,2.1,180.6,15,5.001,0.01,4.84,993
31.25,2.1,194.4,16,4.996,0.01,4.84,993
31.76,2.1,200.5,22,5.0,0.01,4.84,993
32.26,2.2,186.0,19,5.008,0.01,4.84,993
32.77,2.2,190.5,22,5.0,0.01,4.84,993
33.27,2.2,196.7,21,5.005,0.01,4.84,993
33.77,2.3,216.3,14,4.999,0.01,4.84,993
34.28,2.3,207.8,12,4.986,0.01,4.84,993
34.78,2.3,198.7,15,5.006,0.01,4.84,993
35.29,2.3,182.8,14,5.005,0.01,4.84,993
35.79,2.4,192.6,16,5.003,0.01,4.84,993
36.29,2.4,200.5,19,5.001,0.01,4.84,993
36.8,2.4,188.3,22,4.995,0.01,4.84,993
37.3,2.5,224.6,19,5.007,0.01,4.84,993
37.8,2.5,204.7,15,4.983,0.01,4.84,993
38.31,2.5,180.2,9,5.012,0.01,4.84,993
38.81,2.5,204.6,17,5.004,0.01,4.84,993
39.32,2.6,166.9,17,4.981,0.01,4.84,993
39.82,2.6,204.3,18,5.021,0.01,4.84,993
40.32,2.6,182.5,18,4.997,0.01,4.84,993
40.83,2.7,218.5,20,5.004,0.01,4.84,993
41.33,2.7,190.5,16,5.001,0.01,4.84,993
41.83,2.7,222.5,15,4.98,0.01,4.84,993
42.34,2.7,194.6,14,5.004,0.01,4.84,993
42.84,2.7,192.5,14,4.999,0.01,4.84,993
43.35,2.8,176.8,21,5.006,0.01,4.84,993
43.85,2.8,198.4,12,4.999,0.01,4.84,993
44.35,2.8,170.9,14,5.005,0.01,4.84,993
44.86,2.9,192.8,16,5.007,0.01,4.84,993
45.36,2.9,198.4,13,5.0,0.01,4.84,993
45.86,2.9,182.7,26,4.978,0.01,4.84,993
46.37,3.0,208.5,21,5.002,0.01,4.84,993
46.87,3.0,208.6,18,5.005,0.01,4.84,993
47.37,3.0,208.1,8,4.992,0.01,4.84,993
47.88,3.0,189.7,11,5.002,0.01,4.84,993
48.38,3.0,186.9,18,5.009,0.01,4.84,993
48.89,3.1,202.6,15,5.005,0.01,4.84,993
49.39,3.1,218.1,13,4.995,0.01,4.84,993
49.89,3.1,190.8,15,5.008,0.01,4.84,993
50.4,3.1,216.4,16,5.002,0.01,4.84,993
50.9,3.2,194.4,20,4.998,0.01,4.84,993
51.41,3.2,202.2,15,4.994,0.01,4.84,993
51.91,3.2,194.5,11,4.999,0.01,4.84,993
52.41,3.2,190.5,17,4.999,0.01,4.84,993
52.92,3.3,190.5,17,5.0,0.01,4.84,993
53.42,3.3,194.6,17,5.002,0.01,4.84,993
53.93,3.3,210.6,20,5.005,0.01,4.84,993
54.43,3.3,212.5,15,5.004,0.01,4.84,993
54.93,3.4,195.9,13,4.986,0.01,4.84,993
55.44,3.4,192.3,13,4.995,0.01,4.84,993
55.94,3.4,198.7,18,5.005,0.01,4.84,993
56.45,3.4,200.7,16,5.007,0.01,4.84,993
56.95,3.5,198.5,11,5.002,0.01,4.84,993
57.45,3.5,196.5,18,5.001,0.01,4.84,993
57.96,3.5,178.7,19,5.004,0.01,4.84,993
58.46,3.6,182.7,21,5.004,0.01,4.84,993
58.96,3.6,192.7,22,4.982,0.01,4.84,993
59.47,3.6,220.3,12,5.001,0.01,4.84,993
59.97,3.6,202.3,8,4.996,0.01,4.84,993
60.47,3.6,164.9,16,5.006,0.01,4.84,993
60.98,3.7,210.3,17,4.999,0.01,4.84,993
61.48,3.7,188.5,18,4.998,0.01,4.84,993
61.99,3.7,166.7,15,5.001,0.01,4.84,993
62.49,3.7,214.4,13,5.001,0.01,4.84,993
62.99,3.8,184.8,15,5.005,0.01,4.84,993
63.5,3.8,208.1,13,4.992,0.01,4.84,993
64.0,3.8,188.3,7,4.993,0.01,4.84,993
64.51,3.8,198.5,20,5.024,0.01,4.84,993
65.01,3.8,188.7,21,4.979,0.01,4.84,993
65.51,3.9,232.4,12,5.005,0.01,4.84,993
66.02,3.9,190.6,11,5.002,0.01,4.84,993
66.52,3.9,195.8,21,5.007,0.01,4.84,993
67.03,3.9,206.7,17,5.007,0.01,4.84,993
67.53,4.0,170.8,24,5.002,0.01,4.84,993
68.03,4.0,200.4,18,4.975,0.01,4.84,993
68.54,4.0,232.1,12,5.022,0.01,4.84,993
69.04,4.0,194.6,9,4.978,0.01,4.84,993
69.54,4.1,194.5,13,5.001,0.01,4.84,993
70.05,4.1,198.4,20,5.023,0.01,4.84,993
70.55,4.1,196.2,24,4.992,0.01,4.84,993
71.06,4.2,204.6,25,5.003,0.01,4.84,993
71.56,4.2,212.0,19,4.991,0.01,4.84,993
72.06,4.2,214.5,16,5.003,0.01,4.84,993
72.57,4.2,184.7,13,5.004,0.01,4.84,993
73.07,4.3,196.6,12,5.003,0.01,4.84,993
73.58,4.3,190.5,15,4.998,0.01,4.84,993
74.08,4.3,168.8,0,5.003,0.01,4.84,993
74.58,4.3,202.6,16,4.98,0.01,4.84,993
75.09,4.3,194.5,18,5.0,0.01,4.84,993
75.59,4.3,206.7,9,5.006,0.01,4.84,993
76.09,4.4,192.7,19,5.006,0.01,4.84,993
76.6,4.4,214.7,18,5.007,0.01,4.84,993
77.1,4.4,182.7,22,5.003,0.01,4.84,993
77.6,4.4,202.6,16,4.979,0.01,4.84,993
78.11,4.5,200.7,18,5.006,0.01,4.84,993
78.61,4.5,194.5,21,5.001,0.01,4.84,993
79.11,4.5,198.4,22,4.999,0.01,4.84,993
79.62,4.6,220.4,12,5.003,0.01,4.84,993
80.12,4.6,216.4,8,5.002,0.01,4.84,993
80.63,4.6,158.8,12,5.001,0.01,4.84,993
81.13,4.6,188.6,20,5.002,0.01,4.84,993
81.63,4.6,184.6,22,5.0,0.01,4.84,993
82.14,4.7,230.3,17,5.001,0.01,4.84,993
82.64,4.7,186.4,12,4.995,0.01,4.84,993
83.14,4.7,198.1,11,4.992,0.01,4.84,993
83.65,4.7,190.6,17,5.001,0.01,4.84,993
84.15,4.7,186.6,12,5.002,0.01,4.84,993
84.66,4.8,162.6,17,4.996,0.01,4.84,993
85.16,4.8,190.6,19,5.002,0.01,4.84,993
85.66,4.8,192.5,21,4.999,0.01,4.84,993
86.17,4.8,198.4,11,4.997,0.01,4.84,993
86.67,4.9,196.8,18,5.009,0.01,4.84,993
87.18,4.9,212.5,20,5.003,0.01,4.84,993
87.68,4.9,214.5,19,5.004,0.01,4.84,993
88.18,4.9,202.6,14,4.98,0.01,4.84,993
88.69,4.9,172.7,15,5.002,0.01,4.84,993
89.19,5.0,206.8,16,5.008,0.01,4.84,993
89.69,5.0,214.4,12,5.002,0.01,4.84,993
90.2,5.0,182.4,17,4.994,0.01,4.84,993
90.7,5.0,218.2,12,4.998,0.01,4.84,993
91.2,5.1,180.7,22,5.003,0.01,4.84,993
91.71,5.1,194.8,16,5.007,0.01,4.84,993
92.21,5.1,196.4,22,4.998,0.01,4.84,993
92.72,5.1,198.7,0,5.006,0.01,4.84,993
93.22,5.1,192.6,18,5.001,0.01,4.84,993
93.72,5.2,188.6,21,5.001,0.01,4.84,993
94.23,5.2,198.6,18,5.003,0.01,4.84,993
94.73,5.2,198.5,20,4.978,0.01,4.84,993
95.23,5.2,220.6,12,5.007,0.01,4.84,993
95.74,5.2,194.7,15,5.004,0.01,4.84,993
96.24,5.3,182.3,15,4.992,0.01,4.84,993
96.74,5.3,184.9,20,5.009,0.01,4.84,993
97.25,5.3,200.8,21,5.008,0.01,4.84,993
97.75,5.3,226.2,15,4.998,0.01,4.84,993
98.25,5.4,190.1,18,4.99,0.01,4.84,993
98.76,5.4,208.4,13,5.0,0.01,4.84,993
99.26,5.4,196.6,20,5.003,0.01,4.84,993
99.77,5.5,188.6,21,5.003,0.01,4.84,993
100.27,5.5,195.8,25,5.006,0.01,4.84,993
100.78,5.5,226.3,14,4.977,0.01,4.84,993
101.28,5.5,186.7,19,5.004,0.01,4.84,993
101.78,5.6,215.7,16,5.009,0.01,4.84,993
102.29,5.6,206.8,15,5.009,0.01,4.84,993
102.79,5.6,204.6,8,4.981,0.01,4.84,993
103.3,5.6,186.4,18,5.021,0.01,4.84,993
103.8,5.6,170.9,15,4.983,0.01,4.84,993
104.3,5.6,154.7,18,4.997,0.01,4.84,993
104.81,5.7,190.6,19,5.003,0.01,4.84,993
105.31,5.7,180.7,13,5.003,0.01,4.84,993
105.81,5.7,186.3,18,4.994,0.01,4.84,993
106.32,5.7,193.7,14,5.004,0.01,4.84,993
106.82,5.8,192.8,19,5.006,0.01,4.84,993
107.33,5.8,204.6,14,5.004,0.01,4.84,993
107.83,5.8,184.3,19,4.993,0.01,4.84,993
108.34,5.8,196.1,17,5.013,0.01,4.84,993
108.84,5.8,200.4,18,4.999,0.01,4.84,993
109.34,5.9,218.4,18,5.002,0.01,4.84,993
109.85,5.9,194.3,14,4.995,0.01,4.84,993
110.35,5.9,168.1,18,5.005,0.01,4.84,993
110.86,5.9,188.7,18,4.979,0.01,4.84,993
111.36,5.9,198.6,12,5.004,0.01,4.84,993
111.87,6.0,191.8,15,5.006,0.01,4.84,993
112.37,6.0,172.5,16,4.996,0.01,4.84,993
112.88,6.0,208.4,16,4.999,0.01,4.84,993
113.38,6.0,178.4,14,5.017,0.01,4.84,993
113.88,6.0,189.9,19,4.984,0.01,4.84,993
114.39,6.1,219.4,9,5.004,0.01,4.84,993
114.9,6.1,184.4,14,4.997,0.01,4.84,993
115.4,6.1,184.2,14,4.991,0.01,4.84,993
115.9,6.1,195.9,16,5.008,0.01,4.84,993
116.41,6.1,178.3,22,4.991,0.01,4.84,993
116.91,6.2,203.5,20,5.002,0.01,4.84,993
117.42,6.2,206.0,15,5.015,0.01,4.84,993
117.93,6.2,180.5,16,4.998,0.01,4.84,993
118.43,6.2,201.8,17,4.985,0.01,4.84,993
118.93,6.2,192.1,13,5.013,0.01,4.84,993
119.44,6.2,202.3,10,4.997,0.01,4.84,993
119.94,6.3,172.4,16,4.992,0.01,4.84,993
120.45,6.3,184.2,16,5.014,0.01,4.84,993
120.95,6.3,190.0,19,5.009,0.01,4.84,993
121.46,6.3,202.3,16,4.997,0.01,4.84,993
121.96,6.3,166.3,17,4.989,0.01,4.84,993
122.47,6.4,180.3,18,5.016,0.01,4.84,993
122.97,6.4,180.8,18,4.982,0.01,4.84,993
123.48,6.4,219.8,15,5.012,0.01,4.84,993
123.98,6.4,201.9,17,4.988,0.01,4.84,993
124.49,6.5,188.5,17,4.999,0.01,4.84,993
124.99,6.5,198.7,16,5.006,0.01,4.84,993
125.49,6.5,237.3,15,5.006,0.01,4.84,993
126.0,6.5,187.7,18,5.002,0.01,4.84,993
126.51,6.5,198.7,20,5.006,0.01,4.84,993
127.01,6.6,208.3,17,4.997,0.01,4.84,993
127.51,6.6,157.6,22,4.986,0.01,4.84,993
128.02,6.6,210.4,0,5.002,0.01,4.84,993
128.52,6.6,201.8,19,5.009,0.01,4.84,993
129.03,6.6,184.1,22,4.987,0.01,4.84,993
129.53,6.7,198.0,18,5.011,0.01,4.84,993
130.04,6.7,208.3,16,4.997,0.01,4.84,993
130.54,6.7,189.6,15,4.999,0.01,4.84,993
131.05,6.7,196.2,17,4.992,0.01,4.84,993
131.55,6.7,166.9,16,5.005,0.01,4.84,993
132.06,6.7,207.9,15,5.011,0.01,4.84,993
132.56,6.8,207.5,17,4.978,0.01,4.84,993
133.07,6.8,194.4,19,4.997,0.01,4.84,993
133.57,6.8,192.1,20,5.013,0.01,4.84,993
134.08,6.8,211.9,13,5.013,0.01,4.84,993
134.58,6.9,206.0,19,4.989,0.01,4.84,993
135.09,6.9,192.2,12,4.991,0.01,4.84,993
135.59,6.9,197.7,0,5.005,0.01,4.84,993
136.1,6.9,198.4,20,4.998,0.01,4.84,993
136.6,6.9,202.2,15,5.019,0.01,4.84,993
137.11,6.9,195.6,18,4.978,0.01,4.84,993
137.61,6.9,194.1,15,5.015,0.01,4.84,993
138.12,6.9,210.6,7,5.006,0.01,4.84,993
138.62,6.9,184.2,14,4.989,0.01,4.84,993
139.13,7.0,162.2,16,5.008,0.01,4.84,993
139.63,7.0,202.6,16,5.004,0.01,4.84,993
140.14,7.0,210.5,15,4.98,0.01,4.84,993
140.64,7.0,180.3,19,5.016,0.01,4.84,993
141.14,7.0,203.8,19,4.986,0.01,4.84,993
141.65,7.1,192.6,17,5.003,0.01,4.84,993
142.15,7.1,191.8,16,5.005,0.01,4.84,993
142.66,7.1,191.8,14,5.004,0.01,4.84,993
143.16,7.1,208.6,19,5.004,0.01,4.84,993
143.67,7.1,194.6,13,4.979,0.01,4.84,993
144.17,7.1,197.8,12,5.008,0.01,4.84,993
144.68,7.2,160.5,16,5.016,0.01,4.84,993
145.18,7.2,204.5,22,4.979,0.01,4.84,993
145.69,7.2,208.3,14,4.998,0.01,4.84,993
146.19,7.2,199.9,12,5.011,0.01,4.84,993
146.69,7.2,190.6,19,5.001,0.01,4.84,993
147.2,7.3,196.7,24,5.005,0.01,4.84,993
147.7,7.3,216.2,19,4.998,0.01,4.84,993
148.21,7.3,192.2,12,4.991,0.01,4.84,993
148.71,7.3,186.8,13,5.005,0.01,4.84,993
149.21,7.3,196.5,17,5.0,0.01,4.84,993
149.72,7.4,197.0,14,4.986,0.01,4.84,993
150.23,7.4,204.4,13,5.023,0.01,4.84,993
150.73,7.4,182.7,9,5.004,0.01,4.84,993
151.23,7.4,190.2,14,4.993,0.01,4.84,993
151.74,7.4,187.7,17,5.0,0.01,4.84,993
152.24,7.4,186.6,14,5.002,0.01,4.84,993
152.75,7.4,206.0,14,4.989,0.01,4.84,993
153.25,7.4,203.8,16,5.008,0.01,4.84,993
153.76,7.5,160.6,15,4.996,0.01,4.84,993
154.26,7.5,208.4,21,5.001,0.01,4.84,993
154.77,7.5,194.0,15,5.011,0.01,4.84,993
155.27,7.5,189.8,24,4.982,0.01,4.84,993
155.78,7.5,222.4,11,5.002,0.01,4.84,993
156.28,7.6,192.2,16,5.016,0.01,4.84,993
156.79,7.6,207.5,15,4.979,0.01,4.84,993
157.29,7.6,198.5,17,5.002,0.01,4.84,993
157.79,7.6,174.8,17,5.003,0.01,4.84,993
158.3,7.6,184.0,18,5.007,0.01,4.84,993
158.8,7.6,197.7,15,5.004,0.01,4.84,993
159.31,7.7,178.8,20,5.005,0.01,4.84,993
159.81,7.7,174.4,16,4.994,0.01,4.84,993
160.32,7.7,186.0,18,4.984,0.01,4.84,993
160.82,7.7,192.2,17,5.015,0.01,4.84,993
161.33,7.7,178.5,17,4.998,0.01,4.84,993
161.83,7.8,164.5,14,4.993,0.01,4.84,993
162.34,7.8,156.9,15,5.003,0.01,4.84,993
162.84,7.8,184.0,14,5.008,0.01,4.84,993
163.35,7.8,202.2,7,4.994,0.01,4.84,993
163.85,7.8,188.5,17,4.999,0.01,4.84,993
164.35,7.8,199.7,24,5.005,0.01,4.84,993
164.86,7.8,203.6,0,5.004,0.01,4.84,993
165.37,7.8,213.3,18,4.976,0.01,4.84,993
165.87,7.9,194.2,22,5.017,0.01,4.84,993
166.38,7.8,200.7,0,5.006,0.01,4.84,993
166.88,7.9,204.5,12,5.001,0.01,4.84,993
167.38,7.9,184.6,13,5.0,0.01,4.84,993
167.89,7.9,194.2,14,4.993,0.01,4.84,993
168.39,7.9,192.0,18,5.009,0.01,4.84,993
168.9,7.9,193.8,17,4.983,0.01,4.84,993
169.4,7.9,186.5,16,4.999,0.01,4.84,993
169.91,8.0,170.6,19,4.998,0.01,4.84,993
170.41,8.0,188.5,24,5.023,0.01,4.84,993
170.91,8.0,216.4,20,4.977,0.01,4.84,993
171.42,8.0,218.4,9,5.001,0.01,4.84,993
171.92,8.0,191.9,14,5.009,0.01,4.84,993
172.43,8.0,192.1,15,4.988,0.01,4.84,993
172.93,8.1,203.9,20,5.012,0.01,4.84,993
173.44,8.1,198.7,17,5.007,0.01,4.84,993
173.94,8.1,217.4,15,4.98,0.01,4.84,993
174.45,8.1,168.7,14,5.002,0.01,4.84,993
174.95,8.1,210.4,13,5.0,0.01,4.84,993
175.45,8.1,205.5,8,5.003,0.01,4.84,993
175.96,8.1,200.2,13,4.994,0.01,4.84,993
176.46,8.1,198.1,12,5.016,0.01,4.84,993
176.97,8.1,214.4,11,5.001,0.01,4.84,993
177.47,8.1,185.9,13,4.982,0.01,4.84,993
177.98,8.2,186.1,19,5.012,0.01,4.84,993
178.48,8.2,192.8,18,5.007,0.01,4.84,993
178.99,8.2,206.6,16,5.004,0.01,4.84,993
179.49,8.2,216.0,12,4.993,0.01,4.84,993
180.0,8.2,181.9,14,5.005,0.01,4.84,993
180.5,8.2,164.9,17,5.006,0.01,4.84,993
181.0,8.3,172.8,17,4.98,0.01,4.84,993
181.51,8.3,162.1,15,5.004,0.01,4.84,993
182.01,8.3,192.1,17,5.014,0.01,4.84,993
182.52,8.3,210.7,15,5.007,0.01,4.84,993
183.02,8.3,200.6,21,4.979,0.01,4.84,993
183.53,8.4,197.9,19,5.009,0.01,4.84,993
184.03,8.4,219.8,9,4.989,0.01,4.84,993
184.54,8.4,198.7,14,5.006,0.01,4.84,993
185.04,8.4,196.2,17,4.993,0.01,4.84,993
185.54,8.4,189.6,16,4.999,0.01,4.84,993
186.05,8.4,232.3,11,5.001,0.01,4.84,993
186.55,8.4,188.8,16,5.007,0.01,4.84,993
187.06,8.4,203.7,20,5.005,0.01,4.84,993
187.56,8.5,200.1,24,4.991,0.01,4.84,993
188.07,8.5,204.4,22,5.0,0.01,4.84,993
188.57,8.5,204.4,19,5.001,0.01,4.84,993
189.07,8.5,200.1,14,4.991,0.01,4.84,993
189.58,8.6,200.0,22,5.014,0.01,4.84,993
190.08,8.6,216.5,14,5.003,0.01,4.84,993
190.59,8.6,200.1,17,4.99,0.01,4.84,993
191.09,8.6,201.6,17,5.004,0.01,4.84,993
191.6,8.6,170.8,28,5.004,0.01,4.84,993
192.1,8.7,210.7,27,5.007,0.01,4.84,993
192.61,8.7,207.3,19,4.999,0.01,4.84,993
193.11,8.7,204.4,18,4.999,0.01,4.84,993
193.62,8.7,198.5,15,5.001,0.01,4.84,993
194.12,8.7,192.3,17,4.994,0.01,4.84,993
194.62,8.8,186.3,20,4.993,0.01,4.84,993
195.13,8.8,196.2,15,5.016,0.01,4.84,993
195.63,8.8,198.6,14,5.003,0.01,4.84,993
196.14,8.8,168.3,16,4.987,0.01,4.84,993
196.64,8.8,183.9,18,5.007,0.01,4.84,993
197.15,8.8,206.1,19,4.993,0.01,4.84,993
197.65,8.9,182.2,19,4.991,0.01,4.84,993
198.16,8.9,213.4,19,5.003,0.01,4.84,993
198.66,8.9,186.3,18,5.016,0.01,4.84,993
199.17,8.9,204.6,20,4.981,0.01,4.84,993
199.67,8.9,166.3,14,5.011,0.01,4.84,993
200.18,9.0,180.0,19,4.984,0.01,4.84,993
200.68,9.0,204.6,21,5.003,0.01,4.84,993
201.18,9.0,213.6,18,5.006,0.01,4.84,993
201.69,9.0,215.3,7,5.001,0.01,4.84,993
202.2,9.0,188.6,12,5.002,0.01,4.84,993
202.7,9.0,206.2,10,4.995,0.01,4.84,993
203.2,9.0,193.5,15,4.999,0.01,4.84,993
203.71,9.0,220.5,16,5.004,0.01,4.84,993
204.21,9.0,212.4,18,5.0,0.01,4.84,993
204.72,9.1,189.6,19,5.0,0.01,4.84,993
205.22,9.1,206.1,15,4.992,0.01,4.84,993
205.73,9.1,168.7,16,5.0,0.01,4.84,993
206.23,9.1,185.9,19,5.006,0.01,4.84,993
206.74,9.1,203.8,16,5.008,0.01,4.84,993
207.24,9.1,212.5,20,5.003,0.01,4.84,993
207.75,9.2,205.7,14,4.984,0.01,4.84,993
208.25,9.2,181.9,15,5.006,0.01,4.84,993
208.76,9.2,176.8,18,5.005,0.01,4.84,993
209.26,9.2,228.1,8,4.997,0.01,4.84,993
209.77,9.2,187.5,17,4.997,0.01,4.84,993
210.27,9.2,194.4,10,4.998,0.01,4.84,993
210.78,9.2,158.9,18,5.003,0.01,4.84,993
211.28,9.2,202.0,18,5.012,0.01,4.84,993
211.79,9.3,209.8,17,4.987,0.01,4.84,993
212.29,9.3,172.8,14,5.004,0.01,4.84,993
212.79,9.3,154.8,19,5.0,0.01,4.84,993
213.3,9.3,197.6,19,5.002,0.01,4.84,993
213.8,9.3,195.9,19,5.008,0.01,4.84,993
214.31,9.3,212.6,7,4.982,0.01,4.84,993
214.81,9.3,204.3,13,4.996,0.01,4.84,993
215.32,9.3,175.8,13,5.0,0.01,4.84,993
215.82,9.4,186.7,24,5.005,0.01,4.84,993
216.33,9.4,198.2,21,4.993,0.01,4.84,993
216.83,9.4,208.3,15,5.022,0.01,4.84,993
217.34,9.4,208.0,10,4.991,0.01,4.84,993
217.84,9.4,192.5,16,4.999,0.01,4.84,993
218.34,9.4,207.8,16,5.01,0.01,4.84,993
218.85,9.4,187.7,11,4.977,0.01,4.84,993
219.36,9.4,190.7,19,5.006,0.01,4.84,993
219.86,9.4,204.5,12,5.002,0.01,4.84,993
220.36,9.5,181.9,19,5.004,0.01,4.84,993
220.87,9.4,195.6,0,5.003,0.01,4.84,993
221.37,9.5,190.7,18,5.005,0.01,4.84,993
221.88,9.4,186.4,0,4.995,0.01,4.84,993
222.38,9.4,213.2,8,4.996,0.01,4.84,993
222.89,9.5,200.6,14,5.004,0.01,4.84,993
223.39,9.5,184.5,18,4.998,0.01,4.84,993
223.9,9.5,213.5,16,5.004,0.01,4.84,993
224.4,9.5,182.5,19,4.998,0.01,4.84,993
224.91,9.5,204.5,14,5.003,0.01,4.84,993
225.41,9.5,172.5,14,4.996,0.01,4.84,993
225.91,9.5,199.3,20,4.996,0.01,4.84,993
226.42,9.6,196.6,19,5.003,0.01,4.84,993
226.92,9.6,204.6,18,5.005,0.01,4.84,993
227.43,9.6,205.5,16,5.003,0.01,4.84,993
227.93,9.6,172.4,22,4.991,0.01,4.84,993
228.44,9.6,198.6,12,5.003,0.01,4.84,993
228.94,9.6,158.4,14,4.99,0.01,4.84,993
229.45,9.6,164.3,14,5.01,0.01,4.84,993
229.95,9.6,190.7,16,5.004,0.01,4.84,993
230.46,9.7,204.7,12,5.007,0.01,4.84,993
230.96,9.7,197.7,9,4.982,0.01,4.84,993
231.46,9.7,176.3,12,5.015,0.01,4.84,993
231.97,9.7,184.5,19,4.998,0.01,4.84,993
232.47,9.7,180.5,15,4.996,0.01,4.84,993
232.98,9.7,165.8,15,4.998,0.01,4.84,993
233.48,9.7,162.8,15,5.003,0.01,4.84,993
233.99,9.7,167.0,16,5.008,0.01,4.84,993
234.49,9.7,196.1,16,4.99,0.01,4.84,993
235.0,9.7,169.9,16,5.002,0.01,4.84,993
235.5,9.8,182.8,17,5.004,0.01,4.84,993
236.01,9.8,200.2,21,4.995,0.01,4.84,993
236.51,9.8,207.5,14,5.003,0.01,4.84,993
237.02,9.8,150.7,14,4.996,0.01,4.84,993
237.52,9.8,164.8,18,5.002,0.01,4.84,993
238.02,9.8,174.2,19,4.986,0.01,4.84,993
238.53,9.8,173.9,15,5.003,0.01,4.84,993
239.03,9.8,200.3,9,4.997,0.01,4.84,993
239.54,9.9,192.5,16,5.001,0.01,4.84,993
240.04,9.9,191.8,19,5.005,0.01,4.84,993
240.55,9.9,198.5,22,5.001,0.01,4.84,993
241.05,9.9,212.4,19,5.002,0.01,4.84,993
241.56,9.9,188.0,22,5.009,0.01,4.84,993
242.06,10.0,198.4,17,4.997,0.01,4.84,993
242.57,10.0,190.0,16,5.01,0.01,4.84,993
243.07,10.0,189.7,21,4.979,0.01,4.84,993
243.58,10.0,207.8,13,5.009,0.01,4.84,993
244.08,10.0,202.6,11,5.003,0.01,4.84,993
244.59,10.0,186.6,13,5.0,0.01,4.84,993
245.09,10.0,184.1,18,4.988,0.01,4.84,993
245.59,10.0,188.0,24,5.011,0.01,4.84,993
246.1,10.1,204.6,18,5.004,0.01,4.84,993
246.6,10.1,204.2,19,4.995,0.01,4.84,993
247.11,10.1,219.6,12,5.008,0.01,4.84,993
247.61,10.1,202.3,12,4.997,0.01,4.84,993
248.12,10.1,172.5,18,4.996,0.01,4.84,993
248.62,10.1,186.2,21,4.991,0.01,4.84,993
249.13,10.1,182.0,19,5.009,0.01,4.84,993
249.63,10.2,196.7,22,5.005,0.01,4.84,993
