t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
2.551,362.2792,-9.9948,0.0000,HEAVY,STABLE,HEAVY,MICE
5.102,351.4552,-3.4657,0.0000,HEAVY,STABLE,HEAVY,MICE
7.667,510.8832,26.0951,0.0000,HEAVY,STABLE,HEAVY,MICE
10.239,482.5656,-34.2449,0.0000,HEAVY,STABLE,HEAVY,MICE
12.801,693.8866,22.4553,0.0000,HEAVY,STABLE,HEAVY,MICE
15.365,53.1494,-14.2373,0.0000,HEAVY,STABLE,HEAVY,MICE
17.928,-368.4530,-8.8374,0.0000,HEAVY,RECOVERING,MODERATE,MICE
20.480,150.4018,-1.9916,0.0000,HEAVY,STABLE,HEAVY,MICE
23.052,895.7867,-3.3096,0.0000,HEAVY,STABLE,HEAVY,MICE
25.609,933.0075,6.1511,0.0000,HEAVY,STABLE,HEAVY,MICE
28.162,1425.9154,6.7138,0.0000,HEAVY,STABLE,HEAVY,MICE
30.710,1173.2998,45.3615,0.0000,HEAVY,STABLE,HEAVY,MICE
33.259,646.2605,-5.0087,0.0000,HEAVY,STABLE,HEAVY,MICE
35.811,-1245.0245,-5.4083,0.0000,HEAVY,RECOVERING,MODERATE,MICE
38.366,-7.2527,0.5913,0.0000,HEAVY,STABLE,HEAVY,MICE
40.918,152.4020,6.5440,0.0000,HEAVY,STABLE,HEAVY,MICE
43.484,-2831.8283,-18.6170,0.0000,HEAVY,RECOVERING,MODERATE,MICE
46.048,-1396.3061,0.9324,0.0000,HEAVY,RECOVERING,MODERATE,MICE
48.600,5771.4044,-3.2607,0.0000,HEAVY,STABLE,HEAVY,MICE
51.146,-676.2099,-1.0343,0.0000,HEAVY,RECOVERING,MODERATE,MICE
53.699,11434.1980,-48.1653,0.0000,HEAVY,STABLE,HEAVY,MICE
56.244,-1183.6039,4.0040,0.0000,HEAVY,RECOVERING,MODERATE,MICE
58.798,8521.7514,-25.1423,0.0000,HEAVY,STABLE,HEAVY,MICE
61.354,-2188.4365,16.0827,0.0000,HEAVY,RECOVERING,MODERATE,MICE
63.923,10708.2811,-6.8481,0.0000,HEAVY,STABLE,HEAVY,MICE
66.491,-469.0418,1.7462,0.0000,HEAVY,RECOVERING,MODERATE,MICE
69.066,3729.9585,-5.7785,0.0000,HEAVY,STABLE,HEAVY,MICE
71.641,-4820.0153,-1.6226,0.0000,HEAVY,RECOVERING,MODERATE,MICE
74.225,-1004.8064,0.3899,0.0000,HEAVY,RECOVERING,MODERATE,MICE
76.796,4147.9629,-3.3440,0.0000,HEAVY,STABLE,HEAVY,MICE
79.365,-3417.5601,3.2989,0.0000,HEAVY,RECOVERING,MODERATE,MICE
81.937,-402.0438,-0.0242,0.0000,HEAVY,RECOVERING,MODERATE,MICE
84.508,1268.6816,0.3200,0.0000,HEAVY,STABLE,HEAVY,MICE
87.076,697.6518,1.3204,0.0000,HEAVY,STABLE,HEAVY,MICE
89.644,-1409.1268,1.8165,0.0000,HEAVY,RECOVERING,MODERATE,MICE
92.218,-902.3614,1.7584,0.0000,HEAVY,RECOVERING,MODERATE,MICE
94.790,-1494.2782,-1.6830,0.0000,HEAVY,RECOVERING,MODERATE,MICE
97.356,-1026.0441,2.5116,0.0000,HEAVY,RECOVERING,MODERATE,MICE
99.928,280.9529,0.1077,0.0000,HEAVY,STABLE,HEAVY,MICE
102.492,-1820.4371,1.5486,0.0000,HEAVY,RECOVERING,MODERATE,MICE
105.065,666.2695,-3.2308,0.0000,HEAVY,STABLE,HEAVY,MICE
107.636,-910.7509,0.8362,0.0000,HEAVY,RECOVERING,MODERATE,MICE
110.212,-27325.9112,-61.6005,0.0000,NORMAL,STABLE,NORMAL,MICE
112.789,-26822.1564,-45.3539,0.0000,NORMAL,STABLE,NORMAL,MICE
115.354,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
117.923,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
120.496,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
123.074,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
125.651,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
128.214,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
130.786,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
133.364,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
135.923,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
138.461,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
141.022,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
143.599,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
146.174,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
148.746,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
151.311,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
153.888,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
156.473,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
159.049,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
161.630,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
164.194,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
166.776,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
