t_s,drop_rate_per_s,drops_exp,backlog_pkts,throughput_mbps,rtt_proxy_ms,active_flows,elephant_flows,mice_flows,elephant_ratio,regime,trajectory,predicted_regime,workload_profile,target_ms,interval_ms,limit_pkts,quantum_bytes,ebpf_pkts,ebpf_bytes
0.507,0.0000,0,0,0.0000,0.000,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,5.00,100.0,1024,1514,0,0
1.015,0.0000,0,0,0.0000,0.000,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,5.00,100.0,1024,1514,0,0
1.524,0.0000,0,0,0.0000,0.000,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,5.00,100.0,1024,1514,0,0
2.034,0.0000,0,0,0.0000,0.000,0,0,0,0.000,NORMAL,STABLE,NORMAL,MICE,5.00,100.0,1024,1514,0,0
2.544,37.2589,19,262,2.2239,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
3.053,428.1656,237,45,4.9956,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
3.564,131.1255,304,5,5.0016,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
4.073,35.3936,322,59,5.0014,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
4.581,234.0023,441,13,5.0016,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
5.091,90.1859,487,30,4.9867,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
5.601,188.3977,583,26,5.0154,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
6.110,159.0068,664,19,4.9930,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
6.618,151.6229,741,21,5.0085,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
7.131,156.1302,821,0,4.9876,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
7.641,158.8532,902,22,5.0126,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
8.150,160.8777,984,26,4.9902,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
8.661,178.1690,1075,22,5.0037,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
9.169,167.1818,1160,25,5.0027,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
9.680,183.9416,1254,0,5.0009,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
10.190,168.8323,1340,25,4.9934,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,100.0,1024,1514,0,0
10.702,171.8684,1428,28,4.9913,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
11.213,160.3285,1510,0,5.0205,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
11.723,194.0855,1609,24,4.9865,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
12.233,141.3776,1681,21,4.9944,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
12.743,170.5957,1768,20,5.0113,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
13.252,159.0953,1849,17,4.9958,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
13.762,152.9588,1927,18,5.0116,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
14.270,169.0386,2013,24,4.9995,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
14.779,165.1075,2097,18,4.9995,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
15.292,177.6064,2188,21,4.9879,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,90.0,921,300,0,0
15.803,178.0738,2279,20,5.0010,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,0,0
16.311,173.1437,2367,18,5.0045,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,0,0
16.821,155.0085,2446,24,4.9907,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,81.0,828,300,0,0
