t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
2.535,399.8716,-7.4883,0.0000,HEAVY,STABLE,HEAVY,MICE
5.073,400.3091,2.0306,0.0000,HEAVY,STABLE,HEAVY,MICE
7.613,521.8103,-20.2686,0.0000,HEAVY,STABLE,HEAVY,MICE
10.159,492.1994,-0.9458,0.0000,HEAVY,STABLE,HEAVY,MICE
12.698,555.8669,1.1296,0.0000,HEAVY,STABLE,HEAVY,MICE
15.245,42.7027,-43.9453,0.0000,HEAVY,STABLE,HEAVY,MICE
17.786,166.0784,4.0126,0.0000,HEAVY,STABLE,HEAVY,MICE
20.323,111.7578,-33.2783,0.0000,HEAVY,STABLE,HEAVY,MICE
22.864,767.7876,6.2729,0.0000,HEAVY,STABLE,HEAVY,MICE
25.401,838.5622,-4.9788,0.0000,HEAVY,STABLE,HEAVY,MICE
27.942,1303.7508,-2.3490,0.0000,HEAVY,STABLE,HEAVY,MICE
30.482,356.6518,-46.7698,0.0000,HEAVY,STABLE,HEAVY,MICE
33.024,540.4043,9.5197,0.0000,HEAVY,STABLE,HEAVY,MICE
35.562,787.6438,-34.6880,0.0000,HEAVY,STABLE,HEAVY,MICE
38.104,881.4380,20.0614,0.0000,HEAVY,STABLE,HEAVY,MICE
40.651,1492.8629,-13.1444,0.0000,HEAVY,STABLE,HEAVY,MICE
43.191,-5314.8432,-16.4365,0.0000,HEAVY,RECOVERING,MODERATE,MICE
45.729,19.1838,24.8627,0.0000,HEAVY,STABLE,HEAVY,MICE
48.271,4801.7871,-15.4872,0.0000,HEAVY,STABLE,HEAVY,MICE
50.821,8.4875,5.9799,0.0000,HEAVY,STABLE,HEAVY,MICE
53.367,11600.6014,-10.5071,0.0000,HEAVY,STABLE,HEAVY,MICE
55.909,-2150.7548,-0.2142,0.0000,HEAVY,RECOVERING,MODERATE,MICE
58.460,11518.0000,-13.9691,0.0000,HEAVY,STABLE,HEAVY,MICE
61.017,603.9333,2.0979,0.0000,HEAVY,STABLE,HEAVY,MICE
63.583,7148.6953,-11.4087,0.0000,HEAVY,STABLE,HEAVY,MICE
66.153,361.4392,0.3684,0.0000,HEAVY,STABLE,HEAVY,MICE
68.721,1586.4324,-7.9023,0.0000,HEAVY,STABLE,HEAVY,MICE
71.285,-523.1130,0.8622,0.0000,HEAVY,RECOVERING,MODERATE,MICE
73.850,-273.6971,-0.4272,0.0000,HEAVY,RECOVERING,MODERATE,MICE
76.416,-411.9543,0.7434,0.0000,HEAVY,RECOVERING,MODERATE,MICE
78.988,832.4962,1.2584,0.0000,HEAVY,STABLE,HEAVY,MICE
81.565,-1291.9175,-0.3198,0.0000,HEAVY,RECOVERING,MODERATE,MICE
84.136,440.4792,0.9660,0.0000,HEAVY,STABLE,HEAVY,MICE
86.710,-35.0686,2.1552,0.0000,HEAVY,RECOVERING,MODERATE,MICE
89.273,-601.1283,0.4380,0.0000,HEAVY,RECOVERING,MODERATE,MICE
91.847,451.9092,-1.1086,0.0000,HEAVY,STABLE,HEAVY,MICE
94.409,27.7937,-0.7673,0.0000,HEAVY,STABLE,HEAVY,MICE
96.975,100.2872,-0.1403,0.0000,HEAVY,STABLE,HEAVY,MICE
99.543,-843.0879,-0.6372,0.0000,HEAVY,RECOVERING,MODERATE,MICE
102.117,220.7296,1.6370,0.0000,HEAVY,STABLE,HEAVY,MICE
104.680,-975.1881,-1.6397,0.0000,HEAVY,RECOVERING,MODERATE,MICE
107.256,495.5778,1.8254,0.0000,HEAVY,STABLE,HEAVY,MICE
109.827,-1033.5747,-1.3686,0.0000,HEAVY,RECOVERING,MODERATE,MICE
112.400,501.5185,1.2284,0.0000,HEAVY,STABLE,HEAVY,MICE
114.968,350.6272,0.8882,0.0000,HEAVY,STABLE,HEAVY,MICE
117.539,-222.7601,0.1289,0.0000,HEAVY,RECOVERING,MODERATE,MICE
120.107,421.8927,-1.9002,0.0000,HEAVY,STABLE,HEAVY,MICE
122.671,-173.8802,1.0145,0.0000,HEAVY,RECOVERING,MODERATE,MICE
125.240,125.0759,0.5884,0.0000,HEAVY,STABLE,HEAVY,MICE
127.816,789.6655,0.2597,0.0000,HEAVY,STABLE,HEAVY,MICE
130.379,-197.4819,1.4982,0.0000,HEAVY,RECOVERING,MODERATE,MICE
132.947,86.8620,2.1502,0.0000,HEAVY,STABLE,HEAVY,MICE
135.525,-382.4022,0.7553,0.0000,HEAVY,RECOVERING,MODERATE,MICE
138.093,709.0060,-1.4464,0.0000,HEAVY,STABLE,HEAVY,MICE
140.668,-530.3430,1.4647,0.0000,HEAVY,RECOVERING,MODERATE,MICE
143.238,73.0086,2.5845,0.0000,HEAVY,STABLE,HEAVY,MICE
145.812,816.5179,-2.7231,0.0000,HEAVY,STABLE,HEAVY,MICE
148.378,-823.6697,-1.5116,0.0000,HEAVY,RECOVERING,MODERATE,MICE
