t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
0.534,205.6156,112.2588,0.0000,HEAVY,WORSENING,HEAVY,MICE
1.059,106.8862,63.7539,0.0000,HEAVY,WORSENING,HEAVY,MICE
1.595,54.6355,-10.6754,0.0000,HEAVY,WORSENING,HEAVY,MICE
2.134,-23.8291,-95.7896,0.0000,HEAVY,RECOVERING,MODERATE,MICE
2.675,-321.7353,4.0241,0.0000,HEAVY,RECOVERING,MODERATE,MICE
3.213,34.1529,29.4285,0.0000,HEAVY,WORSENING,HEAVY,MICE
3.749,126.0563,22.7785,0.0000,HEAVY,WORSENING,HEAVY,MICE
4.288,-4.5755,-6.3236,0.0000,HEAVY,STABLE,HEAVY,MICE
4.826,149.2682,8.9000,0.0000,HEAVY,WORSENING,HEAVY,MICE
5.368,32.8234,8.3827,0.0000,HEAVY,WORSENING,HEAVY,MICE
5.934,-20.2880,-77.2924,-0.0521,HEAVY,RECOVERING,MODERATE,MICE
6.481,-113.2943,-32.0096,-0.0000,HEAVY,RECOVERING,MODERATE,MICE
7.030,-118.0324,-1.4539,0.0000,HEAVY,RECOVERING,MODERATE,MICE
7.569,257.8456,76.9536,0.0000,HEAVY,WORSENING,HEAVY,MICE
8.123,-235.6669,-133.7760,0.0000,HEAVY,RECOVERING,MODERATE,MICE
8.680,-162.1236,-9.7675,0.0000,HEAVY,RECOVERING,MODERATE,MICE
9.225,143.0695,115.5461,0.0000,HEAVY,WORSENING,HEAVY,MICE
9.769,51.3940,-56.1191,-0.0000,HEAVY,WORSENING,HEAVY,MICE
10.307,-56.4539,64.9793,0.0000,HEAVY,RECOVERING,MODERATE,MICE
10.846,290.5908,77.8547,0.0000,HEAVY,WORSENING,HEAVY,MICE
11.377,423.6476,60.4503,0.0284,HEAVY,WORSENING,HEAVY,MICE
11.923,-216.4276,-69.0380,0.0000,HEAVY,RECOVERING,MODERATE,MICE
12.448,275.0249,126.6107,0.0000,HEAVY,WORSENING,HEAVY,MICE
12.979,356.6783,-70.8273,0.0000,HEAVY,WORSENING,HEAVY,MICE
13.528,-808.0388,-123.4068,0.0000,HEAVY,RECOVERING,MODERATE,MICE
14.068,542.9872,118.2962,0.0000,HEAVY,WORSENING,HEAVY,MICE
14.611,59.3458,-60.4279,0.0000,HEAVY,WORSENING,HEAVY,MICE
15.150,202.0297,75.8480,0.0000,HEAVY,WORSENING,HEAVY,MICE
15.691,388.5528,19.2947,0.0000,HEAVY,WORSENING,HEAVY,MICE
16.232,350.4244,-21.9792,0.0000,HEAVY,WORSENING,HEAVY,MICE
16.779,834.5962,43.4379,0.0613,HEAVY,WORSENING,HEAVY,MICE
17.317,570.7111,-16.1230,0.0000,HEAVY,WORSENING,HEAVY,MICE
17.859,127.8890,-82.3628,0.0000,HEAVY,WORSENING,HEAVY,MICE
18.399,597.8009,66.0845,0.0000,HEAVY,WORSENING,HEAVY,MICE
18.935,577.6291,29.7172,0.0000,HEAVY,WORSENING,HEAVY,MICE
19.472,322.7294,-22.3222,0.0000,HEAVY,WORSENING,HEAVY,MICE
20.009,156.3415,6.6262,0.0000,HEAVY,WORSENING,HEAVY,MICE
20.545,652.6190,-23.2201,0.0000,HEAVY,WORSENING,HEAVY,MICE
21.083,520.6595,25.6546,0.0000,HEAVY,WORSENING,HEAVY,MICE
21.622,534.8498,-16.8141,0.0000,HEAVY,WORSENING,HEAVY,MICE
22.177,976.4081,-49.4501,-0.0125,HEAVY,WORSENING,HEAVY,MICE
22.716,842.2638,6.1346,0.0000,HEAVY,WORSENING,HEAVY,MICE
23.239,803.9120,72.5450,0.0000,HEAVY,WORSENING,HEAVY,MICE
23.770,754.6050,-137.9664,0.0000,HEAVY,WORSENING,HEAVY,MICE
24.309,788.0590,56.7041,0.0000,HEAVY,WORSENING,HEAVY,MICE
24.846,733.5031,17.0232,0.0000,HEAVY,WORSENING,HEAVY,MICE
25.374,779.4832,65.7171,0.0000,HEAVY,WORSENING,HEAVY,MICE
25.906,738.5740,-56.1439,0.0000,HEAVY,WORSENING,HEAVY,MICE
26.447,183.5902,87.9063,0.0000,HEAVY,WORSENING,HEAVY,MICE
26.984,978.7619,39.3948,0.0000,HEAVY,WORSENING,HEAVY,MICE
27.539,2008.6211,-6.7711,0.0222,HEAVY,WORSENING,HEAVY,MICE
28.076,966.1700,43.8528,0.0000,HEAVY,WORSENING,HEAVY,MICE
28.614,912.5802,-20.4728,0.0000,HEAVY,WORSENING,HEAVY,MICE
29.151,930.1715,-0.0919,0.0000,HEAVY,WORSENING,HEAVY,MICE
29.687,923.3416,-21.3750,0.0000,HEAVY,WORSENING,HEAVY,MICE
