t_s,avg_q,drop_rate_per_s,backlog_pkts,throughput_mbps,max_p,target_ms,limit_pkts
24.18,1.2,150.9,14,10.007,0.01,4.84,993
24.68,1.2,174.9,9,10.014,0.01,4.84,993
25.18,1.2,115.2,11,9.984,0.01,4.84,993
25.69,1.2,148.9,13,10.005,0.01,4.84,993
26.19,1.3,151.0,14,10.009,0.01,4.84,993
26.69,1.3,152.9,11,9.981,0.01,4.84,993
27.2,1.3,145.0,13,10.008,0.01,4.84,993
27.7,1.3,141.1,15,10.012,0.01,4.84,993
28.2,1.3,143.2,12,9.999,0.01,4.84,993
28.71,1.4,190.7,10,9.985,0.01,4.84,993
29.21,1.4,133.0,10,10.001,0.01,4.84,993
29.71,1.4,170.7,10,10.004,0.01,4.84,993
30.22,1.4,119.2,11,10.012,0.01,4.84,993
30.72,1.4,127.1,14,9.983,0.01,4.84,993
31.22,1.5,150.9,11,10.005,0.01,4.84,993
31.73,1.5,139.0,12,10.008,0.01,4.84,993
32.23,1.5,135.1,13,9.985,0.01,4.84,993
32.73,1.5,131.1,15,10.009,0.01,4.84,993
33.24,1.6,145.1,11,9.99,0.01,4.84,993
33.74,1.6,168.9,12,10.009,0.01,4.84,993
34.24,1.6,159.0,11,10.012,0.01,4.84,993
34.75,1.6,145.0,13,9.982,0.01,4.84,993
35.25,1.6,190.8,13,10.014,0.01,4.84,993
35.75,1.7,137.1,14,9.985,0.01,4.84,993
36.26,1.7,150.9,14,10.002,0.01,4.84,993
36.76,1.7,131.2,12,9.992,0.01,4.84,993
37.26,1.7,160.9,13,10.007,0.01,4.84,993
37.77,1.8,147.0,13,10.006,0.01,4.84,993
38.27,1.8,133.0,14,9.999,0.01,4.84,993
38.78,1.8,148.9,12,10.002,0.01,4.84,993
39.28,1.8,133.1,14,10.011,0.01,4.84,993
39.78,1.9,151.0,18,9.964,0.01,4.84,993
40.29,1.9,135.0,17,10.026,0.01,4.84,993
40.79,1.9,156.9,14,10.006,0.01,4.84,993
41.29,1.9,139.0,16,9.984,0.01,4.84,993
41.8,2.0,158.9,17,10.009,0.01,4.84,993
42.3,2.0,149.0,17,10.007,0.01,4.84,993
42.8,2.0,131.2,15,9.991,0.01,4.84,993
43.31,2.0,133.1,14,10.012,0.01,4.84,993
43.81,2.1,166.8,14,10.003,0.01,4.84,993
44.31,2.1,163.0,10,9.993,0.01,4.84,993
44.82,2.1,145.1,11,9.989,0.01,4.84,993
45.32,2.1,133.1,15,10.006,0.01,4.84,993
45.82,2.2,129.0,14,10.001,0.01,4.84,993
46.33,2.2,168.7,7,10.0,0.01,4.84,993
46.83,2.2,131.1,12,9.983,0.01,4.84,993
47.33,2.2,157.1,14,10.018,0.01,4.84,993
47.84,2.2,125.1,13,9.955,0.01,4.84,993
48.34,2.3,149.1,15,10.04,0.01,4.84,993
48.84,2.3,174.5,7,9.994,0.01,4.84,993
49.35,2.3,133.1,10,10.008,0.01,4.84,993
49.85,2.3,145.0,11,9.985,0.01,4.84,993
50.36,2.3,151.0,13,10.012,0.01,4.84,993
50.86,2.3,159.0,12,9.989,0.01,4.84,993
51.36,2.4,130.7,13,10.002,0.01,4.84,993
51.87,2.4,145.0,11,10.011,0.01,4.84,993
52.37,2.4,133.1,11,9.987,0.01,4.84,993
52.87,2.4,133.1,13,10.009,0.01,4.84,993
53.38,2.4,158.9,12,9.981,0.01,4.84,993
53.88,2.5,125.2,15,10.013,0.01,4.84,993
54.38,2.5,151.0,10,10.011,0.01,4.84,993
54.89,2.5,156.9,14,9.983,0.01,4.84,993
55.39,2.5,168.1,14,10.01,0.01,4.84,993
55.9,2.5,150.9,13,10.007,0.01,4.84,993
56.4,2.6,154.9,14,9.982,0.01,4.84,993
56.9,2.6,190.6,10,10.006,0.01,4.84,993
57.41,2.6,134.9,0,9.998,0.01,4.84,993
57.91,2.6,176.9,11,10.014,0.01,4.84,993
58.41,2.6,152.7,16,9.994,0.01,4.84,993
58.92,2.6,190.6,10,10.003,0.01,4.84,993
59.42,2.7,170.8,13,10.008,0.01,4.84,993
59.93,2.7,141.1,11,9.986,0.01,4.84,993
60.43,2.7,147.9,14,9.986,0.01,4.84,993
60.94,2.7,141.0,13,10.007,0.01,4.84,993
61.44,2.7,157.0,14,10.012,0.01,4.84,993
61.94,2.8,137.0,16,10.006,0.01,4.84,993
62.45,2.8,149.1,10,9.991,0.01,4.84,993
62.95,2.8,156.8,9,10.001,0.01,4.84,993
63.45,2.8,129.0,15,10.003,0.01,4.84,993
63.96,2.8,147.0,12,10.008,0.01,4.84,993
64.46,2.8,142.9,9,9.999,0.01,4.84,993
64.96,2.9,139.0,10,9.984,0.01,4.84,993
65.47,2.9,144.5,13,9.996,0.01,4.84,993
65.97,2.9,141.1,10,10.012,0.01,4.84,993
66.48,2.9,135.0,11,10.002,0.01,4.84,993
66.98,2.9,135.2,14,9.992,0.01,4.84,993
67.48,3.0,145.0,13,10.008,0.01,4.84,993
67.99,3.0,137.0,13,10.003,0.01,4.84,993
68.49,3.0,125.2,17,9.989,0.01,4.84,993
68.99,3.0,148.9,13,10.001,0.01,4.84,993
69.5,3.0,135.2,12,10.014,0.01,4.84,993
70.0,3.1,168.8,13,9.981,0.01,4.84,993
70.5,3.1,135.1,12,10.012,0.01,4.84,993
71.01,3.1,157.0,11,9.987,0.01,4.84,993
71.51,3.1,147.1,13,10.013,0.01,4.84,993
72.01,3.1,135.0,13,10.005,0.01,4.84,993
72.52,3.2,144.9,12,9.98,0.01,4.84,993
73.02,3.2,153.0,15,10.012,0.01,4.84,993
73.52,3.2,166.7,12,9.996,0.01,4.84,993
74.03,3.2,174.6,10,9.999,0.01,4.84,993
74.53,3.2,144.9,12,9.977,0.01,4.84,993
75.04,3.2,155.0,13,10.01,0.01,4.84,993
75.54,3.3,154.9,13,9.985,0.01,4.84,993
76.04,3.3,150.9,12,10.005,0.01,4.84,993
76.55,3.3,144.8,16,10.021,0.01,4.84,993
77.05,3.3,162.8,10,9.98,0.01,4.84,993
77.55,3.3,146.8,11,10.017,0.01,4.84,993
78.06,3.3,117.2,11,9.988,0.01,4.84,993
78.56,3.4,164.8,14,10.004,0.01,4.84,993
79.06,3.4,174.9,12,10.013,0.01,4.84,993
79.57,3.4,150.9,11,10.006,0.01,4.84,993
80.07,3.4,133.0,12,9.98,0.01,4.84,993
80.58,3.4,164.8,9,10.028,0.01,4.84,993
81.08,3.4,170.8,10,9.98,0.01,4.84,993
81.58,3.5,131.0,13,9.999,0.01,4.84,993
82.09,3.5,129.1,16,9.983,0.01,4.84,993
82.59,3.5,144.9,11,10.026,0.01,4.84,993
83.09,3.5,188.7,12,10.008,0.01,4.84,993
83.6,3.5,145.0,14,9.985,0.01,4.84,993
84.1,3.6,166.9,12,10.008,0.01,4.84,993
84.6,3.6,166.8,15,10.006,0.01,4.84,993
85.11,3.6,178.6,12,10.002,0.01,4.84,993
85.61,3.6,127.1,15,9.96,0.01,4.84,993
86.11,3.6,156.8,12,10.023,0.01,4.84,993
86.62,3.7,149.0,11,10.01,0.01,4.84,993
87.12,3.7,149.0,13,10.007,0.01,4.84,993
87.63,3.7,131.2,16,9.964,0.01,4.84,993
88.13,3.7,154.9,14,10.006,0.01,4.84,993
88.63,3.7,123.2,16,10.035,0.01,4.84,993
89.14,3.8,168.7,16,9.973,0.01,4.84,993
89.64,3.8,129.1,13,10.011,0.01,4.84,993
90.14,3.8,136.9,15,9.997,0.01,4.84,993
90.65,3.8,151.0,11,10.013,0.01,4.84,993
91.15,3.8,146.9,9,10.002,0.01,4.84,993
91.65,3.8,190.6,10,9.979,0.01,4.84,993
92.16,3.9,162.7,13,9.997,0.01,4.84,993
92.66,3.9,137.1,14,10.01,0.01,4.84,993
93.16,3.9,150.9,13,10.006,0.01,4.84,993
93.67,3.9,156.9,13,10.01,0.01,4.84,993
94.17,3.9,131.0,19,9.98,0.01,4.84,993
94.68,3.9,135.1,0,10.012,0.01,4.84,993
95.18,4.0,156.7,13,9.997,0.01,4.84,993
95.68,4.0,137.1,10,9.991,0.01,4.84,993
96.19,4.0,131.2,15,9.988,0.01,4.84,993
96.69,4.0,158.8,14,10.026,0.01,4.84,993
97.19,4.0,143.1,13,9.989,0.01,4.84,993
97.7,4.0,157.0,10,10.016,0.01,4.84,993
98.2,4.1,164.8,12,9.981,0.01,4.84,993
98.7,4.1,143.0,15,10.007,0.01,4.84,993
99.21,4.1,140.8,13,9.993,0.01,4.84,993
99.71,4.1,162.9,12,10.012,0.01,4.84,993
100.21,4.1,137.0,12,10.003,0.01,4.84,993
100.72,4.2,152.9,14,10.004,0.01,4.84,993
101.22,4.2,212.5,12,9.959,0.01,4.84,993
101.72,4.2,161.0,17,10.036,0.01,4.84,993
102.23,4.2,155.0,12,9.989,0.01,4.84,993
102.73,4.2,145.1,10,10.018,0.01,4.84,993
103.23,4.2,150.9,13,9.978,0.01,4.84,993
103.74,4.2,162.7,11,9.999,0.01,4.84,993
104.24,4.3,135.0,13,10.001,0.01,4.84,993
104.75,4.3,168.7,11,9.999,0.01,4.84,993
105.25,4.3,135.1,11,10.009,0.01,4.84,993
105.75,4.3,143.0,15,10.005,0.01,4.84,993
106.26,4.3,162.8,16,10.001,0.01,4.84,993
106.76,4.4,143.0,10,10.008,0.01,4.84,993
107.26,4.4,164.8,15,9.981,0.01,4.84,993
107.77,4.4,137.1,11,10.011,0.01,4.84,993
108.27,4.4,172.6,12,9.996,0.01,4.84,993
108.77,4.4,141.0,10,10.009,0.01,4.84,993
109.28,4.4,146.8,16,9.971,0.01,4.84,993
109.78,4.4,170.5,10,10.013,0.01,4.84,993
110.29,4.5,141.1,14,10.013,0.01,4.84,993
110.79,4.5,148.5,14,10.002,0.01,4.84,993
111.29,4.5,170.7,15,10.0,0.01,4.84,993
111.8,4.5,134.5,14,9.991,0.01,4.84,993
112.3,4.5,154.3,13,9.991,0.01,4.84,993
112.81,4.6,142.9,10,10.0,0.01,4.84,993
113.31,4.6,160.9,11,10.007,0.01,4.84,993
113.82,4.6,145.0,13,10.01,0.01,4.84,993
114.32,4.6,133.1,10,10.006,0.01,4.84,993
114.82,4.6,156.9,12,9.985,0.01,4.84,993
115.33,4.6,160.9,15,10.009,0.01,4.84,993
115.83,4.6,155.0,15,9.989,0.01,4.84,993
116.33,4.7,137.0,10,10.007,0.01,4.84,993
116.84,4.7,166.9,11,10.009,0.01,4.84,993
117.34,4.7,129.1,13,9.98,0.01,4.84,993
117.84,4.7,174.9,11,10.012,0.01,4.84,993
118.35,4.7,121.2,14,9.988,0.01,4.84,993
118.85,4.7,139.0,13,10.004,0.01,4.84,993
119.35,4.8,121.0,17,9.998,0.01,4.84,993
119.86,4.8,144.9,13,10.001,0.01,4.84,993
120.36,4.8,170.7,8,10.003,0.01,4.84,993
120.87,4.8,123.1,13,10.005,0.01,4.84,993
121.37,4.8,147.0,12,9.986,0.01,4.84,993
121.87,4.8,135.0,17,10.006,0.01,4.84,993
122.38,4.9,166.9,11,10.009,0.01,4.84,993
122.88,4.9,127.1,14,10.006,0.01,4.84,993
123.38,4.9,129.0,15,9.955,0.01,4.84,993
123.89,4.9,153.0,14,10.01,0.01,4.84,993
124.39,4.9,140.7,13,10.009,0.01,4.84,993
124.9,4.9,149.0,14,10.01,0.01,4.84,993
125.4,5.0,125.2,18,10.012,0.01,4.84,993
125.9,5.0,149.0,13,9.989,0.01,4.84,993
126.41,5.0,143.0,14,9.985,0.01,4.84,993
126.91,5.0,125.2,14,10.015,0.01,4.84,993
127.41,5.0,158.5,13,10.007,0.01,4.84,993
127.92,5.1,137.1,13,10.01,0.01,4.84,993
128.42,5.1,150.9,13,9.98,0.01,4.84,993
128.92,5.1,150.9,11,10.005,0.01,4.84,993
129.43,5.1,132.8,11,9.987,0.01,4.84,993
129.93,5.1,161.0,11,9.99,0.01,4.84,993
130.43,5.1,152.7,10,10.041,0.01,4.84,993
130.94,5.1,127.2,15,9.99,0.01,4.84,993
131.44,5.2,160.8,15,9.982,0.01,4.84,993
131.95,5.2,162.8,12,10.003,0.01,4.84,993
132.45,5.2,139.0,13,10.008,0.01,4.84,993
132.95,5.2,166.7,9,10.002,0.01,4.84,993
133.46,5.2,129.1,17,9.983,0.01,4.84,993
133.96,5.2,136.8,10,10.017,0.01,4.84,993
134.46,5.2,133.0,14,10.005,0.01,4.84,993
134.97,5.3,125.1,17,10.005,0.01,4.84,993
135.47,5.3,137.7,14,9.957,0.01,4.84,993
135.98,5.3,139.2,11,10.042,0.01,4.84,993
136.48,5.3,160.9,11,9.983,0.01,4.84,993
136.99,5.3,172.9,11,10.013,0.01,4.84,993
137.49,5.3,144.9,12,10.005,0.01,4.84,993
137.99,5.3,174.8,15,9.987,0.01,4.84,993
138.5,5.4,139.0,8,10.007,0.01,4.84,993
139.0,5.4,159.0,7,9.964,0.01,4.84,993
139.5,5.4,133.1,16,10.031,0.01,4.84,993
140.01,5.4,151.0,10,10.014,0.01,4.84,993
140.51,5.4,142.7,14,9.985,0.01,4.84,993
141.01,5.4,139.0,10,10.007,0.01,4.84,993
141.52,5.4,149.1,10,9.99,0.01,4.84,993
142.02,5.4,157.0,8,10.012,0.01,4.84,993
142.52,5.4,137.0,11,10.005,0.01,4.84,993
143.03,5.5,137.0,14,9.98,0.01,4.84,993
143.53,5.5,135.1,14,10.012,0.01,4.84,993
144.04,5.5,147.0,15,9.988,0.01,4.84,993
144.54,5.5,145.1,9,10.013,0.01,4.84,993
145.04,5.5,166.9,12,9.987,0.01,4.84,993
145.54,5.5,150.5,17,10.0,0.01,4.84,993
146.05,5.6,165.0,17,10.019,0.01,4.84,993
146.55,5.6,162.9,15,9.986,0.01,4.84,993
147.06,5.6,143.0,13,10.005,0.01,4.84,993
147.56,5.6,143.1,14,9.988,0.01,4.84,993
148.06,5.6,158.8,8,10.003,0.01,4.84,993
148.57,5.6,156.7,12,9.996,0.01,4.84,993
149.07,5.6,160.7,9,10.023,0.01,4.84,993
149.57,5.6,141.0,10,9.983,0.01,4.84,993
150.08,5.7,137.0,11,9.977,0.01,4.84,993
150.58,5.7,139.2,16,10.04,0.01,4.84,993
151.09,5.7,143.0,15,9.982,0.01,4.84,993
151.59,5.7,172.8,15,10.006,0.01,4.84,993
152.09,5.7,143.0,10,10.005,0.01,4.84,993
152.6,5.7,147.2,12,9.995,0.01,4.84,993
153.1,5.7,136.9,13,9.999,0.01,4.84,993
153.6,5.8,158.7,16,9.998,0.01,4.84,993
154.11,5.8,168.8,12,10.005,0.01,4.84,993
154.61,5.8,176.6,12,10.0,0.01,4.84,993
155.11,5.8,131.0,11,10.002,0.01,4.84,993
155.62,5.8,146.9,15,10.0,0.01,4.84,993
156.12,5.8,164.9,13,10.009,0.01,4.84,993
156.62,5.8,133.1,13,9.983,0.01,4.84,993
157.13,5.9,143.0,13,10.008,0.01,4.84,993
157.63,5.9,168.8,15,9.958,0.01,4.84,993
158.14,5.9,130.9,13,10.044,0.01,4.84,993
158.64,5.9,160.9,12,9.988,0.01,4.84,993
159.14,5.9,157.0,14,10.014,0.01,4.84,993
159.65,5.9,140.9,17,10.0,0.01,4.84,993
160.15,6.0,127.0,11,10.0,0.01,4.84,993
160.65,6.0,151.1,9,9.993,0.01,4.84,993
161.16,6.0,141.0,14,10.004,0.01,4.84,993
161.66,6.0,129.1,9,10.01,0.01,4.84,993
162.16,6.0,146.9,14,9.978,0.01,4.84,993
162.67,6.0,143.1,14,10.014,0.01,4.84,993
163.17,6.0,198.6,12,9.985,0.01,4.84,993
163.67,6.0,158.8,9,10.001,0.01,4.84,993
164.18,6.1,127.1,14,10.007,0.01,4.84,993
164.68,6.1,147.0,16,10.011,0.01,4.84,993
165.18,6.1,176.9,13,9.988,0.01,4.84,993
165.69,6.1,137.1,15,10.008,0.01,4.84,993
166.19,6.1,155.0,10,9.961,0.01,4.84,993
166.69,6.1,147.1,13,10.039,0.01,4.84,993
167.2,6.1,174.7,13,10.004,0.01,4.84,993
167.7,6.2,111.3,13,9.989,0.01,4.84,993
168.2,6.2,132.9,12,9.993,0.01,4.84,993
168.71,6.2,145.1,11,10.013,0.01,4.84,993
169.21,6.2,139.0,9,10.002,0.01,4.84,993
169.72,6.2,139.1,14,9.964,0.01,4.84,993
170.22,6.2,164.9,11,10.009,0.01,4.84,993
170.72,6.2,143.2,18,10.018,0.01,4.84,993
171.23,6.2,166.9,11,10.012,0.01,4.84,993
171.73,6.3,125.2,13,9.99,0.01,4.84,993
172.23,6.3,156.9,16,10.004,0.01,4.84,993
172.74,6.3,154.9,13,10.003,0.01,4.84,993
173.24,6.3,129.1,15,9.984,0.01,4.84,993
173.74,6.3,135.0,10,10.004,0.01,4.84,993
174.25,6.3,135.1,15,10.014,0.01,4.84,993
174.75,6.3,145.0,17,9.984,0.01,4.84,993
175.25,6.4,147.0,15,10.01,0.01,4.84,993
175.76,6.4,144.9,12,10.004,0.01,4.84,993
176.26,6.4,147.0,10,10.008,0.01,4.84,993
176.76,6.4,139.1,15,9.986,0.01,4.84,993
177.27,6.4,148.9,10,10.004,0.01,4.84,993
177.77,6.4,143.0,11,9.986,0.01,4.84,993
178.27,6.4,133.1,12,10.01,0.01,4.84,993
178.78,6.4,129.2,15,9.99,0.01,4.84,993
179.28,6.5,145.0,12,10.008,0.01,4.84,993
179.78,6.5,142.9,15,10.001,0.01,4.84,993
180.29,6.5,166.9,11,10.012,0.01,4.84,993
180.79,6.5,150.9,16,9.979,0.01,4.84,993
181.29,6.5,148.9,10,10.005,0.01,4.84,993
181.8,6.5,153.0,12,10.009,0.01,4.84,993
182.3,6.5,145.0,8,10.007,0.01,4.84,993
182.81,6.5,158.7,11,9.974,0.01,4.84,993
183.31,6.6,146.9,16,10.005,0.01,4.84,993
183.81,6.6,164.9,12,10.013,0.01,4.84,993
184.32,6.6,162.8,11,10.002,0.01,4.84,993
184.82,6.6,131.1,15,10.006,0.01,4.84,993
185.32,6.6,121.3,11,9.996,0.01,4.84,993
185.83,6.6,156.9,12,10.004,0.01,4.84,993
186.33,6.6,133.1,11,9.987,0.01,4.84,993
186.83,6.6,131.0,13,10.0,0.01,4.84,993
187.34,6.6,162.8,13,10.001,0.01,4.84,993
187.84,6.7,150.9,16,10.005,0.01,4.84,993
188.34,6.7,150.8,12,10.0,0.01,4.84,993
188.85,6.7,141.0,11,10.005,0.01,4.84,993
189.35,6.7,149.0,13,9.986,0.01,4.84,993
189.86,6.7,157.0,13,10.011,0.01,4.84,993
190.36,6.7,139.0,12,9.984,0.01,4.84,993
190.86,6.7,150.9,14,10.002,0.01,4.84,993
191.37,6.7,158.9,14,10.01,0.01,4.84,993
191.87,6.8,166.8,14,10.008,0.01,4.84,993
192.37,6.8,142.9,14,9.978,0.01,4.84,993
192.88,6.8,133.0,14,9.999,0.01,4.84,993
193.38,6.8,135.1,11,9.989,0.01,4.84,993
193.88,6.8,133.1,12,10.03,0.01,4.84,993
194.39,6.8,145.1,18,9.989,0.01,4.84,993
194.89,6.8,182.6,6,10.002,0.01,4.84,993
195.39,6.8,127.0,10,10.001,0.01,4.84,993
195.9,6.8,176.9,4,10.013,0.01,4.84,993
196.4,6.8,121.1,10,9.98,0.01,4.84,993
196.9,6.8,139.0,0,9.983,0.01,4.84,993
197.41,6.8,131.0,17,10.026,0.01,4.84,993
197.91,6.9,135.2,13,9.992,0.01,4.84,993
198.41,6.9,136.9,12,10.0,0.01,4.84,993
198.92,6.9,131.0,15,10.004,0.01,4.84,993
199.42,6.9,158.7,13,9.994,0.01,4.84,993
199.93,6.9,121.1,18,10.002,0.01,4.84,993
200.43,6.9,150.9,14,10.006,0.01,4.84,993
200.93,6.9,174.8,15,10.007,0.01,4.84,993
201.44,7.0,147.0,14,9.986,0.01,4.84,993
201.94,7.0,151.0,14,10.01,0.01,4.84,993
202.44,7.0,152.6,7,9.988,0.01,4.84,993
202.95,7.0,123.2,10,10.012,0.01,4.84,993
203.45,7.0,142.7,15,9.988,0.01,4.84,993
203.96,7.0,166.7,16,9.976,0.01,4.84,993
204.46,7.0,164.7,14,10.025,0.01,4.84,993
204.96,7.0,150.9,13,10.003,0.01,4.84,993
205.47,7.0,151.0,9,10.009,0.01,4.84,993
205.97,7.1,148.8,12,9.999,0.01,4.84,993
206.47,7.1,148.8,12,9.994,0.01,4.84,993
206.98,7.1,158.8,9,10.002,0.01,4.84,993
207.48,7.1,131.1,17,10.007,0.01,4.84,993
207.99,7.1,160.9,12,10.007,0.01,4.84,993
208.49,7.1,156.8,10,10.002,0.01,4.84,993
208.99,7.1,182.7,13,9.984,0.01,4.84,993
209.5,7.1,152.9,15,10.006,0.01,4.84,993
210.0,7.1,148.8,14,9.999,0.01,4.84,993
210.5,7.2,148.9,11,10.006,0.01,4.84,993
211.01,7.2,176.8,10,9.985,0.01,4.84,993
211.51,7.2,140.9,11,9.997,0.01,4.84,993
212.02,7.2,135.1,14,10.01,0.01,4.84,993
212.52,7.2,146.9,11,10.002,0.01,4.84,993
213.02,7.2,166.9,13,9.986,0.01,4.84,993
213.53,7.2,121.1,12,10.007,0.01,4.84,993
214.03,7.2,155.0,15,10.012,0.01,4.84,993
214.53,7.2,123.1,15,9.984,0.01,4.84,993
215.04,7.3,147.0,15,10.01,0.01,4.84,993
215.54,7.3,138.2,14,9.997,0.01,4.84,993
216.05,7.3,129.0,17,9.972,0.01,4.84,993
216.55,7.3,153.0,13,10.034,0.01,4.84,993
217.05,7.3,141.0,14,9.983,0.01,4.84,993
217.56,7.3,154.8,14,10.022,0.01,4.84,993
218.06,7.3,162.8,13,9.981,0.01,4.84,993
218.56,7.3,154.8,10,10.0,0.01,4.84,993
219.07,7.4,123.2,18,10.011,0.01,4.84,993
219.57,7.4,135.1,17,10.01,0.01,4.84,993
220.07,7.4,149.0,16,9.984,0.01,4.84,993
220.58,7.4,160.1,11,10.009,0.01,4.84,993
221.08,7.4,145.0,12,9.984,0.01,4.84,993
221.59,7.4,184.3,8,10.008,0.01,4.84,993
222.09,7.4,121.2,15,10.01,0.01,4.84,993
222.6,7.4,140.9,9,9.999,0.01,4.84,993
223.1,7.4,141.1,13,9.986,0.01,4.84,993
223.6,7.5,178.5,10,10.015,0.01,4.84,993
224.11,7.5,119.2,11,10.006,0.01,4.84,993
224.61,7.5,162.7,14,9.999,0.01,4.84,993
225.11,7.5,133.1,14,9.989,0.01,4.84,993
225.62,7.5,160.9,13,9.984,0.01,4.84,993
226.12,7.5,156.8,10,9.98,0.01,4.84,993
226.63,7.5,161.1,12,10.043,0.01,4.84,993
227.13,7.5,156.9,12,9.957,0.01,4.84,993
227.63,7.5,166.9,10,10.035,0.01,4.84,993
228.13,7.5,125.1,12,10.006,0.01,4.84,993
228.64,7.5,152.9,10,9.984,0.01,4.84,993
229.14,7.5,125.1,12,10.008,0.01,4.84,993
229.65,7.6,133.1,15,10.006,0.01,4.84,993
230.15,7.6,146.8,16,9.995,0.01,4.84,993
230.65,7.6,148.9,8,10.006,0.01,4.84,993
231.16,7.6,129.2,13,9.988,0.01,4.84,993
231.66,7.6,148.9,12,10.004,0.01,4.84,993
232.16,7.6,149.0,10,10.01,0.01,4.84,993
232.67,7.6,144.9,15,10.0,0.01,4.84,993
233.17,7.6,140.8,13,9.996,0.01,4.84,993
233.67,7.6,133.0,16,10.002,0.01,4.84,993
234.18,7.7,158.7,12,9.996,0.01,4.84,993
234.68,7.7,131.0,16,10.004,0.01,4.84,993
235.19,7.7,152.8,16,10.0,0.01,4.84,993
235.69,7.7,153.0,14,9.966,0.01,4.84,993
236.19,7.7,152.8,13,10.025,0.01,4.84,993
236.7,7.7,150.8,12,9.997,0.01,4.84,993
237.2,7.7,172.8,10,10.005,0.01,4.84,993
237.7,7.7,142.9,14,9.997,0.01,4.84,993
238.21,7.7,160.9,0,9.986,0.01,4.84,993
238.71,7.7,162.9,12,10.009,0.01,4.84,993
239.22,7.7,129.0,9,10.001,0.01,4.84,993
239.72,7.7,156.8,12,10.003,0.01,4.84,993
240.22,7.7,131.0,8,9.998,0.01,4.84,993
240.73,7.8,144.9,14,9.999,0.01,4.84,993
241.23,7.8,131.0,12,10.0,0.01,4.84,993
241.73,7.8,149.0,14,10.009,0.01,4.84,993
242.24,7.8,125.2,13,9.986,0.01,4.84,993
242.74,7.8,129.1,16,10.008,0.01,4.84,993
243.24,7.8,152.7,10,9.995,0.01,4.84,993
243.75,7.8,125.1,13,10.002,0.01,4.84,993
244.25,7.8,123.2,9,10.009,0.01,4.84,993
244.76,7.8,144.9,17,10.0,0.01,4.84,993
245.26,7.8,154.9,11,10.006,0.01,4.84,993
245.76,7.8,137.0,11,9.956,0.01,4.84,993
246.27,7.9,152.9,11,10.032,0.01,4.84,993
246.77,7.9,136.9,11,10.0,0.01,4.84,993
247.27,7.9,152.8,16,9.999,0.01,4.84,993
247.78,7.9,137.0,15,10.004,0.01,4.84,993
248.28,7.9,153.0,11,10.011,0.01,4.84,993
248.79,7.9,157.0,13,9.987,0.01,4.84,993
249.29,7.9,176.6,12,10.0,0.01,4.84,993
