t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
2.550,400.0768,-6.2723,0.0000,HEAVY,STABLE,HEAVY,MICE
5.109,390.0575,1.2226,0.0000,HEAVY,STABLE,HEAVY,MICE
7.679,520.8777,-20.0993,0.0000,HEAVY,STABLE,HEAVY,MICE
10.241,406.7950,-0.2119,0.0000,HEAVY,STABLE,HEAVY,MICE
12.816,478.5561,3.7689,0.0000,HEAVY,STABLE,HEAVY,MICE
15.385,-151.2922,1.0964,0.0000,HEAVY,RECOVERING,MODERATE,MICE
17.961,-62.6090,2.9905,0.0000,HEAVY,RECOVERING,MODERATE,MICE
20.533,290.9475,4.5159,0.0000,HEAVY,STABLE,HEAVY,MICE
23.100,650.8865,0.7593,0.0000,HEAVY,STABLE,HEAVY,MICE
25.665,801.2917,-25.0099,0.0000,HEAVY,STABLE,HEAVY,MICE
28.225,1325.1616,36.2976,0.0000,HEAVY,STABLE,HEAVY,MICE
30.778,1027.7413,-9.1379,0.0000,HEAVY,STABLE,HEAVY,MICE
33.327,252.3641,-7.1281,0.0000,HEAVY,STABLE,HEAVY,MICE
35.877,177.5376,37.0869,0.0000,HEAVY,STABLE,HEAVY,MICE
38.432,-253.1673,43.8978,0.0000,HEAVY,RECOVERING,MODERATE,MICE
40.985,131.5425,5.2639,0.0000,HEAVY,STABLE,HEAVY,MICE
43.558,-3181.4130,-8.6530,0.0000,HEAVY,RECOVERING,MODERATE,MICE
46.127,-390.4683,3.9943,0.0000,HEAVY,RECOVERING,MODERATE,MICE
48.694,3888.2258,-1.3368,0.0000,HEAVY,STABLE,HEAVY,MICE
51.254,-3505.0263,-0.4957,0.0000,HEAVY,RECOVERING,MODERATE,MICE
53.807,14754.9385,-7.6728,0.0000,HEAVY,STABLE,HEAVY,MICE
56.353,-179.1106,-0.5474,0.0000,HEAVY,RECOVERING,MODERATE,MICE
58.906,10429.3574,-12.7766,0.0000,HEAVY,STABLE,HEAVY,MICE
61.457,456.5615,-1.5443,0.0000,HEAVY,STABLE,HEAVY,MICE
64.019,7726.5274,-8.0828,0.0000,HEAVY,STABLE,HEAVY,MICE
66.579,670.6405,1.4073,0.0000,HEAVY,STABLE,HEAVY,MICE
69.147,2865.4741,-8.4716,0.0000,HEAVY,STABLE,HEAVY,MICE
71.712,227.8554,-0.5181,0.0000,HEAVY,STABLE,HEAVY,MICE
74.290,-800.9102,-0.6251,0.0000,HEAVY,RECOVERING,MODERATE,MICE
76.856,370.7826,0.5807,0.0000,HEAVY,STABLE,HEAVY,MICE
79.429,314.0278,2.9472,0.0000,HEAVY,STABLE,HEAVY,MICE
81.991,-499.5848,-0.8376,0.0000,HEAVY,RECOVERING,MODERATE,MICE
84.556,278.2667,1.7138,0.0000,HEAVY,STABLE,HEAVY,MICE
87.119,211.9898,0.5786,0.0000,HEAVY,STABLE,HEAVY,MICE
89.682,559.5983,-0.2485,0.0000,HEAVY,STABLE,HEAVY,MICE
92.249,158.6851,0.8149,0.0000,HEAVY,STABLE,HEAVY,MICE
94.817,221.1009,-0.0825,0.0000,HEAVY,STABLE,HEAVY,MICE
97.384,-418.7709,-0.3187,0.0000,HEAVY,RECOVERING,MODERATE,MICE
99.955,168.0343,1.4489,0.0000,HEAVY,STABLE,HEAVY,MICE
102.518,58.1008,0.0593,0.0000,HEAVY,STABLE,HEAVY,MICE
105.077,-420.9497,-2.5194,0.0000,HEAVY,RECOVERING,MODERATE,MICE
107.641,546.7800,-0.3653,0.0000,HEAVY,STABLE,HEAVY,MICE
110.207,399.8306,-3.2447,0.0000,HEAVY,STABLE,HEAVY,MICE
112.776,7.4640,0.1784,0.0000,HEAVY,STABLE,HEAVY,MICE
115.336,-14077.3404,-46.5099,0.0000,NORMAL,STABLE,NORMAL,MICE
117.910,-36448.2138,-60.6631,0.0000,NORMAL,STABLE,NORMAL,MICE
120.489,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
123.062,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
125.632,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
128.204,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
130.780,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
133.354,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
135.925,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
138.503,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
141.080,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
143.659,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
146.236,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
148.814,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
151.389,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
153.969,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
156.551,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
159.125,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
161.703,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
164.282,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
166.855,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
169.429,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
172.005,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
174.571,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
177.146,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
179.722,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
182.301,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
184.880,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
187.463,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
190.042,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
192.617,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
195.194,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
197.765,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
200.342,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
202.921,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
205.502,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
208.074,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
210.650,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
213.224,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
215.800,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
218.378,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
220.955,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
223.536,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
226.113,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
228.690,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
231.263,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
