t_s,avg_q,drop_rate_per_s,backlog_pkts,throughput_mbps,max_p,target_ms,limit_pkts
29.71,43.9,5064.3,366,10.003,0.04,4.76,977
30.21,44.6,5977.6,382,9.998,0.04,4.76,977
30.71,45.3,5910.5,395,10.002,0.04,4.76,977
31.22,46.0,5935.4,392,9.997,0.04,4.76,977
31.72,46.7,6244.3,398,10.0,0.04,4.76,977
32.22,47.5,6335.8,414,10.002,0.04,4.76,977
32.73,48.2,4872.2,435,9.996,0.05,4.6,947
33.23,48.9,5201.4,376,10.003,0.05,4.6,947
33.74,49.6,5224.0,417,9.999,0.05,4.6,947
34.24,50.3,5497.5,378,10.002,0.05,4.6,947
34.74,51.0,5950.2,426,9.997,0.05,4.6,947
35.25,51.7,6525.5,384,10.003,0.05,4.6,947
35.76,52.3,6339.0,365,10.001,0.05,4.6,947
36.26,53.0,5695.6,368,9.996,0.05,4.6,947
36.76,53.6,5034.1,401,10.0,0.06,4.52,931
37.27,54.3,5648.6,354,10.002,0.06,4.52,931
37.77,55.0,3809.6,418,9.997,0.06,4.52,931
38.28,55.6,4203.6,380,10.0,0.06,4.52,931
38.78,56.3,4959.5,386,9.998,0.06,4.52,931
39.28,57.0,5768.3,396,10.002,0.06,4.52,931
39.79,57.7,5664.4,400,10.005,0.06,4.52,931
40.29,58.4,4773.8,430,9.999,0.06,4.52,931
40.79,59.0,4804.9,371,9.997,0.06,4.52,931
41.3,59.7,5614.8,377,10.001,0.07,4.52,931
41.8,60.3,6171.1,399,10.002,0.07,4.52,931
42.3,61.0,6783.8,380,9.998,0.07,4.52,931
42.81,61.6,7635.4,380,10.001,0.07,4.52,931
43.31,62.2,8285.1,367,10.0,0.07,4.52,931
43.81,62.9,8853.6,383,10.0,0.07,4.52,931
44.32,62.7,9201.0,0,9.998,0.07,4.52,931
44.82,63.4,8129.7,407,10.0,0.07,4.52,931
45.32,64.1,8935.1,405,10.001,0.07,4.52,931
45.83,64.8,9448.7,399,10.0,0.07,4.52,931
46.33,65.5,8451.3,403,10.001,0.08,4.36,901
46.84,66.1,8144.4,397,9.999,0.08,4.36,901
47.34,66.7,6833.8,366,10.001,0.08,4.36,901
47.84,67.3,7388.3,372,9.999,0.08,4.36,901
48.35,68.0,7814.3,392,10.001,0.08,4.36,901
48.85,68.6,8665.6,363,10.001,0.08,4.36,901
49.35,69.1,9192.6,352,10.0,0.08,4.36,901
49.86,69.8,8865.8,393,9.995,0.08,4.36,901
50.36,70.4,9237.6,396,10.006,0.09,4.28,885
50.87,71.0,9329.4,374,9.998,0.09,4.28,885
51.37,71.6,9491.4,368,10.0,0.09,4.28,885
51.87,72.3,8672.5,423,10.003,0.09,4.28,885
52.38,73.0,6719.9,401,9.999,0.09,4.28,885
52.88,72.9,6360.0,0,9.999,0.09,4.28,885
53.38,73.5,6929.6,395,9.999,0.09,4.28,885
53.89,74.1,7814.8,390,10.001,0.09,4.28,885
54.39,74.8,7385.0,397,10.0,0.09,4.28,885
54.89,75.4,6782.0,396,10.003,0.09,4.28,885
55.4,76.1,7066.8,399,9.994,0.1,4.28,885
55.9,76.8,6555.8,431,10.006,0.1,4.28,885
56.4,77.4,7179.2,394,10.0,0.1,4.28,885
56.91,78.0,7464.0,393,9.998,0.1,4.28,885
57.41,78.6,7833.3,358,10.001,0.1,4.28,885
57.91,79.2,7323.6,398,9.999,0.1,4.28,885
58.42,79.1,7104.2,0,10.002,0.1,4.28,885
58.92,79.7,7329.0,369,9.998,0.1,4.28,885
59.42,80.2,8111.8,359,10.002,0.1,4.28,885
59.93,80.9,8936.0,397,9.998,0.1,4.28,885
60.43,81.5,8722.0,398,9.997,0.1,4.28,885
60.93,82.1,7633.7,379,10.004,0.11,4.12,855
61.44,82.7,8167.7,412,10.0,0.11,4.12,855
61.94,83.3,7388.8,379,9.999,0.11,4.12,855
62.44,84.0,5832.2,401,9.999,0.11,4.12,855
62.95,84.6,5632.1,408,10.001,0.11,4.12,855
63.45,85.2,5603.9,372,10.0,0.11,4.12,855
63.95,85.8,6210.1,382,9.999,0.11,4.12,855
64.46,86.3,6426.3,355,10.001,0.11,4.12,855
64.96,86.9,6748.5,380,10.002,0.11,4.12,855
65.46,87.5,7027.2,369,9.996,0.12,4.04,839
65.97,88.1,7338.7,382,10.002,0.12,4.04,839
66.47,88.6,7733.1,372,10.002,0.12,4.04,839
66.98,89.2,6870.5,375,10.0,0.12,4.04,839
67.48,89.8,6787.1,397,9.998,0.12,4.04,839
67.98,90.5,7325.1,434,9.999,0.12,4.04,839
68.49,91.1,7331.9,369,10.001,0.12,4.04,839
68.99,91.7,7049.6,396,9.999,0.12,4.04,839
69.49,92.3,7845.7,398,10.003,0.12,4.04,839
70.0,92.9,7117.8,404,9.996,0.13,4.04,839
70.5,93.5,7954.1,366,10.004,0.13,4.04,839
71.0,94.0,8738.6,380,9.996,0.13,4.04,839
71.51,94.6,9566.2,390,10.0,0.13,4.04,839
72.01,95.3,9523.3,414,10.004,0.13,4.04,839
72.51,95.9,8886.6,392,9.996,0.13,4.04,839
73.02,96.4,9683.7,391,10.003,0.13,4.04,839
73.52,97.0,10196.9,359,10.0,0.13,4.04,839
74.02,97.5,11144.6,374,10.001,0.13,4.04,839
74.53,98.1,9963.3,384,9.996,0.13,4.04,839
75.03,98.7,8194.9,381,10.004,0.14,3.88,808
75.54,99.3,8347.7,402,9.999,0.14,3.88,808
76.04,99.9,6747.7,421,10.0,0.14,3.88,808
76.54,100.6,5441.5,455,9.999,0.14,3.88,808
77.05,101.2,5157.3,405,10.001,0.14,3.88,808
77.55,101.8,5924.5,385,10.0,0.14,3.88,808
78.05,102.4,6741.3,382,10.001,0.14,3.88,808
78.56,103.0,6304.8,402,9.995,0.14,3.88,808
79.06,103.5,5579.3,370,10.005,0.14,3.88,808
79.56,104.1,6088.8,384,9.998,0.15,3.88,808
80.07,104.6,6427.8,380,9.998,0.15,3.88,808
80.57,105.3,6236.8,426,10.004,0.15,3.88,808
81.07,105.8,6959.2,395,9.997,0.15,3.88,808
81.58,106.4,7803.0,405,10.002,0.15,3.88,808
82.08,107.0,8271.9,374,9.998,0.15,3.88,808
82.58,107.5,9143.2,361,10.001,0.15,3.88,808
83.09,108.1,9928.3,403,10.001,0.15,3.88,808
83.59,108.6,10523.3,382,9.999,0.15,3.88,808
84.09,109.2,9530.5,399,10.0,0.15,3.88,808
84.6,109.8,8251.0,418,10.0,0.16,3.72,778
85.1,110.4,7902.2,381,9.999,0.16,3.72,778
85.6,110.9,9005.4,398,9.999,0.16,3.72,778
86.11,111.5,9103.0,389,9.998,0.16,3.72,778
86.61,112.0,8698.0,391,10.003,0.16,3.72,778
87.11,112.6,8344.5,380,9.998,0.16,3.72,778
87.62,113.1,8069.6,390,10.0,0.16,3.72,778
88.12,113.8,7210.1,424,10.002,0.16,3.72,778
88.62,114.3,6755.1,410,9.997,0.16,3.72,778
89.13,114.9,6395.6,406,10.002,0.16,3.72,778
89.63,115.4,6364.8,359,9.999,0.17,3.64,762
90.14,116.0,6681.1,398,10.0,0.17,3.64,762
90.64,116.5,6994.4,385,10.001,0.17,3.64,762
91.14,117.0,7658.4,371,10.0,0.17,3.64,762
91.65,117.6,7195.7,390,10.001,0.17,3.64,762
92.15,118.1,7386.9,391,9.998,0.17,3.64,762
92.65,118.7,7906.9,395,10.004,0.17,3.64,762
93.16,119.2,8355.7,399,9.999,0.17,3.64,762
93.66,119.8,8404.5,399,10.001,0.17,3.64,762
94.16,120.4,8364.9,402,10.001,0.17,3.64,762
94.67,120.9,6500.5,410,10.0,0.18,3.64,762
95.17,121.5,5009.7,390,9.999,0.18,3.64,762
95.67,122.0,4522.0,400,9.999,0.18,3.64,762
96.18,122.7,4661.4,449,10.003,0.18,3.64,762
96.68,123.3,4570.1,405,9.999,0.18,3.64,762
97.18,123.7,4793.2,348,10.0,0.18,3.64,762
97.68,124.3,4342.9,427,10.0,0.18,3.64,762
98.19,124.9,3950.0,435,9.998,0.18,3.64,762
98.69,125.5,3710.3,421,10.001,0.18,3.64,762
99.19,126.2,3495.3,477,10.001,0.18,3.64,762
99.7,126.9,4238.2,460,10.0,0.19,3.48,732
100.2,127.4,4723.3,402,9.996,0.19,3.48,732
100.71,128.0,5192.6,413,10.002,0.19,3.48,732
101.21,128.5,5708.5,387,9.997,0.19,3.48,732
101.71,129.1,5843.8,397,10.004,0.19,3.48,732
102.21,129.7,5584.4,418,9.998,0.19,3.48,732
102.72,130.2,6301.3,391,10.002,0.19,3.48,732
103.22,130.6,7133.8,356,9.999,0.19,3.48,732
103.72,131.1,7628.4,383,9.997,0.19,3.48,732
104.23,131.8,8229.3,443,10.003,0.19,3.48,732
104.73,132.2,6901.0,363,10.0,0.2,3.4,716
105.24,132.0,6356.3,0,10.002,0.2,3.4,716
105.74,132.5,5915.5,430,10.001,0.2,3.4,716
106.24,133.1,4390.4,416,9.999,0.2,3.4,716
106.75,133.7,4530.4,420,9.998,0.2,3.4,716
107.25,134.3,4621.9,445,10.0,0.2,3.4,716
107.75,134.8,4598.4,356,9.999,0.2,3.4,716
108.26,135.3,4827.6,392,10.004,0.2,3.4,716
108.76,135.8,5368.1,385,9.998,0.2,3.4,716
109.26,136.3,5988.5,389,10.001,0.2,3.4,716
109.77,136.8,6411.4,375,10.0,0.2,3.4,716
110.27,137.2,6940.0,383,10.002,0.2,3.4,716
110.77,137.8,6856.6,394,9.996,0.21,3.4,716
111.28,138.3,7652.2,386,10.002,0.21,3.4,716
111.78,138.8,8338.4,417,10.001,0.21,3.4,716
112.28,139.2,7745.3,351,10.0,0.21,3.4,716
112.79,139.8,5404.6,402,9.999,0.21,3.4,716
113.29,140.4,4708.8,434,10.001,0.21,3.4,716
113.79,140.9,4769.4,420,9.993,0.21,3.4,716
114.3,140.6,5060.4,0,10.007,0.21,3.4,716
114.8,141.2,5275.3,410,9.997,0.21,3.4,716
115.3,141.6,5136.6,381,10.002,0.21,3.4,716
115.81,142.2,5867.0,407,9.998,0.21,3.4,716
116.31,142.6,6669.7,368,10.001,0.21,3.4,716
116.81,143.1,7498.6,401,10.0,0.21,3.4,716
117.32,143.6,6832.6,371,9.998,0.22,3.24,686
117.82,144.1,8093.4,372,10.001,0.22,3.24,686
118.33,144.6,8132.1,412,9.996,0.22,3.24,686
118.83,145.0,6542.6,367,10.005,0.22,3.24,686
119.33,145.5,6938.2,363,9.998,0.22,3.24,686
119.84,145.9,5823.5,372,9.999,0.22,3.24,686
120.34,146.4,6454.7,373,10.0,0.22,3.24,686
120.84,146.9,6419.0,404,10.004,0.22,3.24,686
121.34,147.3,6021.7,369,9.998,0.22,3.24,686
121.85,147.9,6807.3,445,10.002,0.22,3.24,686
122.35,148.4,6666.2,399,9.998,0.22,3.24,686
122.85,148.9,6285.4,396,10.0,0.23,3.16,670
123.36,149.4,5419.4,399,10.002,0.23,3.16,670
123.86,149.9,6071.3,359,9.996,0.23,3.16,670
124.37,150.4,5620.3,403,10.002,0.23,3.16,670
124.87,150.8,6477.0,375,10.0,0.23,3.16,670
125.37,151.4,6945.4,431,10.0,0.23,3.16,670
125.88,151.9,7084.0,405,9.997,0.23,3.16,670
126.38,152.4,7926.1,398,10.0,0.23,3.16,670
126.88,152.9,8081.2,429,10.001,0.23,3.16,670
127.39,153.4,8004.1,376,9.999,0.23,3.16,670
127.89,153.9,4717.8,408,9.998,0.23,3.16,670
128.39,154.4,4133.1,415,9.999,0.23,3.16,670
128.9,154.9,4856.8,393,10.002,0.24,3.16,670
129.4,155.3,5657.7,376,9.999,0.24,3.16,670
129.9,155.8,6146.1,387,10.003,0.24,3.16,670
130.41,156.3,6952.0,397,9.998,0.24,3.16,670
130.91,156.7,7575.9,377,10.0,0.24,3.16,670
131.41,157.2,7124.0,414,10.001,0.24,3.16,670
131.92,157.6,6647.7,360,10.001,0.24,3.16,670
132.42,158.1,4863.3,409,9.998,0.24,3.16,670
132.93,158.6,4548.8,393,10.004,0.24,3.16,670
133.44,159.1,5293.1,389,9.997,0.24,3.16,670
133.94,159.5,5925.4,374,10.0,0.24,3.16,670
134.44,160.0,6644.4,391,10.001,0.24,3.16,670
134.95,160.4,5408.3,381,9.998,0.25,3.0,639
135.45,160.9,5301.9,403,9.998,0.25,3.0,639
135.96,161.4,5722.0,401,10.003,0.25,3.0,639
136.46,161.8,6760.6,404,10.001,0.25,3.0,639
136.96,162.3,6878.9,374,9.998,0.25,3.0,639
137.47,162.8,5922.4,427,10.002,0.25,3.0,639
137.97,163.2,5787.3,378,9.997,0.25,3.0,639
138.47,163.7,6086.3,410,9.999,0.25,3.0,639
138.98,164.3,4863.6,437,10.001,0.25,3.0,639
139.48,164.7,5565.9,397,10.002,0.25,3.0,639
139.98,165.2,6296.3,387,9.997,0.25,3.0,639
140.49,165.6,6090.5,376,10.001,0.26,3.0,639
140.99,166.1,4038.3,425,10.002,0.26,3.0,639
141.49,166.6,4567.0,394,9.998,0.26,3.0,639
141.99,167.1,5164.6,433,10.002,0.26,3.0,639
142.5,167.5,5551.4,371,10.001,0.26,3.0,639
143.0,167.9,6034.4,384,9.998,0.26,3.0,639
143.5,168.4,6598.7,385,10.0,0.26,3.0,639
144.01,168.8,7254.1,394,9.996,0.26,3.0,639
144.51,169.3,7812.1,393,10.004,0.26,3.0,639
145.02,169.7,6596.5,383,10.001,0.26,3.0,639
145.52,170.2,6551.2,407,9.997,0.26,3.0,639
146.02,170.6,6872.4,372,10.002,0.26,3.0,639
146.53,171.0,7250.6,379,9.998,0.26,3.0,639
147.03,171.5,6648.5,431,10.002,0.27,2.84,609
147.53,172.0,5048.8,407,9.994,0.27,2.84,609
148.04,172.5,4970.2,415,10.006,0.27,2.84,609
148.54,173.0,5048.6,427,10.0,0.27,2.84,609
149.04,173.4,4543.6,384,9.999,0.27,2.84,609
149.55,173.9,5127.0,394,10.0,0.27,2.84,609
150.05,174.3,5888.4,381,9.998,0.27,2.84,609
150.55,173.9,5611.9,0,10.0,0.27,2.84,609
151.06,174.4,5728.5,396,10.0,0.27,2.84,609
151.56,174.8,5489.0,374,10.001,0.27,2.84,609
152.06,175.1,5294.4,362,10.001,0.27,2.84,609
152.57,175.6,5724.3,423,10.001,0.27,2.84,609
153.07,176.1,5155.2,399,10.0,0.27,2.84,609
153.57,176.4,5787.5,348,9.997,0.27,2.84,609
154.08,176.8,5971.4,369,10.002,0.28,2.76,593
154.58,177.2,6552.6,364,9.998,0.28,2.76,593
155.09,177.6,7542.8,386,10.003,0.28,2.76,593
155.59,178.0,8073.9,386,9.998,0.28,2.76,593
156.09,178.4,8698.2,379,9.998,0.28,2.76,593
156.6,178.9,8751.2,401,10.005,0.28,2.76,593
157.1,179.3,7892.9,405,9.998,0.28,2.76,593
157.6,179.7,8205.4,391,9.998,0.28,2.76,593
158.11,180.1,7657.2,366,9.998,0.28,2.76,593
158.61,180.5,8077.9,383,10.0,0.28,2.76,593
159.11,180.9,8283.7,378,10.003,0.28,2.76,593
159.62,181.4,8595.0,404,10.0,0.28,2.76,593
160.12,181.8,9789.6,393,9.999,0.28,2.76,593
160.62,182.2,10116.6,367,10.0,0.28,2.76,593
161.13,182.6,10122.5,385,10.002,0.29,2.76,593
161.63,182.9,10703.6,374,10.0,0.29,2.76,593
162.13,183.4,8980.6,434,10.0,0.29,2.76,593
162.64,183.8,4947.4,372,10.001,0.29,2.76,593
163.14,184.2,4064.1,350,9.996,0.29,2.76,593
163.64,184.6,4163.0,396,10.004,0.29,2.76,593
164.14,185.1,3934.5,421,9.996,0.29,2.76,593
164.65,185.5,4304.9,404,10.0,0.29,2.76,593
165.15,185.9,4530.3,382,10.002,0.29,2.76,593
165.66,186.3,5403.6,389,10.003,0.29,2.76,593
166.16,186.7,6200.0,392,9.996,0.29,2.76,593
166.66,187.1,6913.7,366,10.001,0.29,2.76,593
167.16,187.5,6816.9,391,10.0,0.29,2.76,593
167.67,187.9,7158.4,395,10.002,0.29,2.76,593
168.17,188.3,7355.4,385,9.997,0.3,2.6,563
168.68,188.7,6988.7,403,10.002,0.3,2.6,563
169.18,189.1,7204.4,381,9.998,0.3,2.6,563
169.68,189.5,7535.5,381,10.003,0.3,2.6,563
170.19,189.9,7720.7,381,9.998,0.3,2.6,563
170.69,190.3,7500.1,391,10.0,0.3,2.6,563
171.19,190.7,7532.7,398,10.001,0.3,2.6,563
171.7,191.0,8014.6,367,10.002,0.3,2.6,563
172.2,191.4,7442.9,400,9.998,0.3,2.6,563
172.7,191.9,7275.7,410,10.003,0.3,2.6,563
173.21,192.4,7567.4,444,9.995,0.3,2.6,563
173.71,192.8,7678.4,394,10.004,0.3,2.6,563
174.21,193.2,8047.8,403,9.997,0.3,2.6,563
174.72,193.6,7877.5,392,10.004,0.31,2.52,547
175.22,194.0,8156.5,365,9.999,0.31,2.52,547
175.73,194.3,7938.1,358,9.996,0.31,2.52,547
176.23,194.6,8376.5,375,9.999,0.31,2.52,547
176.73,195.0,8584.2,397,10.004,0.31,2.52,547
177.24,195.4,8864.8,376,9.999,0.31,2.52,547
177.74,195.8,7596.7,412,10.001,0.31,2.52,547
178.24,196.3,6202.5,443,9.999,0.31,2.52,547
178.75,196.8,6058.8,422,10.002,0.31,2.52,547
179.25,197.2,6520.2,387,9.999,0.31,2.52,547
179.75,197.5,7355.3,371,10.0,0.31,2.52,547
180.26,197.9,8147.8,380,10.002,0.31,2.52,547
180.76,198.3,8843.3,396,9.997,0.31,2.52,547
181.26,198.6,9708.9,371,10.001,0.31,2.52,547
181.77,199.0,10542.3,404,10.001,0.31,2.52,547
182.27,199.4,9633.6,386,9.996,0.32,2.52,547
182.77,199.9,9651.9,427,10.005,0.32,2.52,547
183.28,200.3,9235.5,408,9.997,0.32,2.52,547
183.78,200.6,9152.2,367,9.999,0.32,2.52,547
184.28,200.9,9417.0,364,10.0,0.32,2.52,547
184.79,201.3,7834.7,386,10.003,0.32,2.52,547
185.29,201.7,7804.9,375,9.994,0.32,2.52,547
185.79,202.0,8462.7,393,10.005,0.32,2.52,547
186.3,202.5,8807.6,411,10.0,0.32,2.52,547
186.8,202.8,9107.6,383,9.999,0.32,2.52,547
187.3,203.2,8650.0,375,10.003,0.32,2.52,547
187.81,203.5,8129.3,379,9.996,0.32,2.52,547
188.31,203.1,7437.6,0,10.0,0.32,2.52,547
188.81,203.5,7984.1,393,10.004,0.32,2.52,547
189.32,203.8,7376.0,385,9.997,0.32,2.52,547
189.82,204.2,8236.7,373,10.003,0.32,2.52,547
190.32,204.5,9019.2,376,9.995,0.32,2.52,547
190.83,204.9,9856.4,379,10.002,0.33,2.36,517
191.33,205.2,10662.4,385,10.0,0.33,2.36,517
191.84,205.7,11467.2,439,10.001,0.33,2.36,517
192.34,206.1,10000.9,400,10.001,0.33,2.36,517
192.84,206.5,10542.5,417,9.999,0.33,2.36,517
193.35,206.9,10211.3,400,10.0,0.33,2.36,517
193.85,207.3,9929.0,401,10.002,0.33,2.36,517
194.35,207.7,10495.3,389,9.999,0.33,2.36,517
194.86,208.0,10537.4,366,9.999,0.33,2.36,517
195.36,208.3,10091.5,375,10.002,0.33,2.36,517
195.86,207.9,9104.2,0,10.0,0.33,2.36,517
196.36,208.3,8747.6,397,9.998,0.33,2.36,517
196.87,208.7,7474.3,444,10.003,0.33,2.36,517
197.37,209.2,5251.9,421,9.999,0.33,2.36,517
197.87,209.5,5168.2,399,10.0,0.33,2.36,517
198.38,210.0,6072.2,418,10.0,0.33,2.36,517
198.88,210.3,6281.1,362,9.999,0.33,2.36,517
199.38,210.6,6431.5,367,9.999,0.34,2.28,501
199.89,210.9,6534.6,389,9.999,0.34,2.28,501
200.39,211.3,7276.4,408,10.001,0.34,2.28,501
200.9,211.7,7390.9,386,10.0,0.34,2.28,501
201.4,212.0,7294.0,371,10.002,0.34,2.28,501
201.9,212.4,8085.3,406,9.996,0.34,2.28,501
202.41,212.7,8173.9,377,10.002,0.34,2.28,501
202.91,213.1,8900.9,403,9.996,0.34,2.28,501
203.41,213.5,8450.9,423,10.003,0.34,2.28,501
203.92,213.8,8644.5,372,10.0,0.34,2.28,501
204.42,214.1,9475.5,373,10.001,0.34,2.28,501
204.92,214.5,10214.8,406,9.999,0.34,2.28,501
205.43,214.8,10884.1,368,10.001,0.34,2.28,501
205.93,215.2,10569.5,395,9.998,0.34,2.28,501
206.43,215.5,10891.9,371,10.004,0.34,2.28,501
206.94,215.9,9380.5,404,10.001,0.34,2.28,501
207.44,216.3,8635.1,420,9.998,0.35,2.28,501
207.94,216.7,6359.5,417,10.0,0.35,2.28,501
208.44,217.0,6708.8,373,9.997,0.35,2.28,501
208.95,217.4,7516.5,393,10.003,0.35,2.28,501
209.45,217.7,8323.8,384,9.998,0.35,2.28,501
209.95,218.0,9123.3,386,9.999,0.35,2.28,501
210.46,218.3,9930.6,351,9.996,0.35,2.28,501
210.96,218.6,9086.9,392,10.001,0.35,2.28,501
211.46,219.0,8596.7,396,10.006,0.35,2.28,501
211.97,219.4,5248.2,435,9.999,0.35,2.28,501
212.47,219.8,5843.1,380,10.002,0.35,2.28,501
212.97,220.2,6381.5,440,9.998,0.35,2.28,501
213.48,220.5,5742.2,397,9.998,0.35,2.28,501
213.98,220.9,6356.5,372,9.999,0.35,2.28,501
214.48,221.2,6697.8,381,10.0,0.35,2.28,501
214.99,221.5,6784.2,374,10.001,0.35,2.28,501
215.49,221.8,7670.8,380,10.002,0.36,2.12,471
216.0,222.2,7359.6,413,9.997,0.36,2.12,471
216.5,222.6,6209.5,418,10.002,0.36,2.12,471
217.0,223.0,5428.9,423,10.0,0.36,2.12,471
217.51,223.4,3602.2,425,10.001,0.36,2.12,471
218.01,223.7,4013.8,407,10.001,0.36,2.12,471
218.51,224.1,4543.3,392,9.996,0.36,2.12,471
219.02,224.4,5437.9,385,10.003,0.36,2.12,471
219.52,224.7,6237.7,391,9.998,0.36,2.12,471
220.02,225.0,7058.4,383,9.999,0.36,2.12,471
220.53,225.4,6696.3,377,10.003,0.36,2.12,471
221.03,225.7,6395.3,389,9.999,0.36,2.12,471
221.53,226.0,7186.6,394,10.0,0.36,2.12,471
222.04,226.3,8061.9,379,10.0,0.36,2.12,471
222.54,226.6,8756.2,385,10.001,0.36,2.12,471
223.04,226.2,9157.4,0,9.995,0.36,2.12,471
223.55,226.6,10157.5,410,10.006,0.36,2.12,471
224.05,226.9,9517.9,394,9.997,0.36,2.12,471
224.55,227.3,8408.8,431,10.0,0.37,2.04,455
225.06,227.7,7574.7,407,9.998,0.37,2.04,455
225.56,228.0,7366.1,384,10.004,0.37,2.04,455
226.07,228.3,7173.2,413,9.998,0.37,2.04,455
226.57,228.6,7960.1,374,10.0,0.37,2.04,455
227.07,229.0,6293.2,412,10.002,0.37,2.04,455
227.58,229.3,5202.4,367,9.999,0.37,2.04,455
228.08,229.6,5433.2,407,9.999,0.37,2.04,455
228.58,230.0,6282.5,415,10.002,0.37,2.04,455
229.09,230.3,7078.0,383,9.996,0.37,2.04,455
229.59,230.6,7520.3,402,10.002,0.37,2.04,455
230.09,231.0,6184.3,414,10.001,0.37,2.04,455
230.6,231.4,5721.4,408,9.998,0.37,2.04,455
231.1,231.7,5946.4,374,10.001,0.37,2.04,455
231.6,232.0,5346.9,420,10.002,0.37,2.04,455
232.11,232.2,6261.6,323,10.0,0.37,2.04,455
232.61,232.6,5705.1,414,10.0,0.37,2.04,455
233.11,232.9,6319.6,380,9.994,0.38,2.04,455
233.62,233.1,5778.6,365,10.005,0.38,2.04,455
234.12,233.4,4229.6,389,9.997,0.38,2.04,455
234.62,233.8,5100.1,431,10.002,0.38,2.04,455
235.13,234.1,5630.4,386,9.998,0.38,2.04,455
235.63,234.4,6027.9,385,10.002,0.38,2.04,455
236.13,234.7,6727.3,382,9.998,0.38,2.04,455
236.64,235.0,7542.8,382,10.002,0.38,2.04,455
237.14,235.3,7663.1,379,10.001,0.38,2.04,455
237.64,235.7,7077.1,413,9.996,0.38,2.04,455
238.14,235.9,6361.2,338,10.005,0.38,2.04,455
238.65,236.2,5933.3,413,9.999,0.38,2.04,455
239.15,236.6,6452.1,398,10.002,0.38,2.04,455
239.65,236.8,4945.9,362,9.999,0.38,2.04,455
240.16,237.2,5429.9,410,9.998,0.38,2.04,455
240.66,237.5,5364.8,396,9.999,0.38,2.04,455
