t_s,drop_rate_per_s,drops_exp,backlog_pkts,throughput_mbps,rtt_proxy_ms,active_flows,elephant_flows,mice_flows,elephant_ratio,regime,trajectory,predicted_regime,workload_profile,target_ms,interval_ms,limit_pkts,quantum_bytes,ebpf_pkts,ebpf_bytes
0.510,130405.4560,65981,256,9.9951,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
1.025,120240.3078,127956,254,10.0001,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
1.539,113803.0581,186414,237,9.9972,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,5.00,50.0,256,300,0,0
2.053,111258.6013,243625,255,10.0033,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,5.00,50.0,256,300,0,0
2.566,111761.6385,301030,248,10.0052,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,5.00,50.0,256,300,0,0
3.080,117702.1077,361437,229,10.0010,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,5.00,50.0,256,300,0,0
3.591,100986.4338,413040,245,10.0012,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,5.00,50.0,256,300,0,0
4.100,127939.3253,478253,250,9.9971,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,5.00,50.0,256,300,0,0
4.612,118600.1132,538928,236,10.0028,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,5.00,50.0,256,300,0,0
5.125,111369.3879,596049,241,9.9959,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,5.00,50.0,256,300,0,0
5.645,110481.5124,653538,238,9.9969,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.50,50.0,256,300,0,0
6.159,114708.1295,712482,231,10.0018,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
6.672,123844.3823,775948,243,10.0054,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
7.183,126567.7760,840639,243,9.9925,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
7.697,120328.7682,902486,248,10.0036,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
8.209,114349.2239,961067,244,10.0014,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
8.722,116914.8388,1021034,251,9.9998,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.50,50.0,256,300,0,0
9.236,121704.1134,1083555,243,9.9996,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
9.747,113715.5806,1141697,247,9.9963,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
10.262,125072.4523,1206150,256,10.0001,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
10.781,118945.9097,1267916,238,9.9788,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.05,50.0,256,300,0,0
11.293,118502.1203,1328557,248,10.0146,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.05,50.0,256,300,0,0
11.806,122073.1389,1391177,251,10.0037,0.000,0,0,0,0.000,HEAVY,RECOVERING,MODERATE,MICE,4.05,50.0,256,300,0,0
12.320,120236.1745,1452905,232,10.0090,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,50.0,256,300,0,0
12.832,125689.8593,1517302,253,9.9963,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.05,50.0,256,300,0,0
