t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
2.529,365.0829,8.4934,0.0000,HEAVY,STABLE,HEAVY,MICE
5.058,370.6952,-47.3708,0.0000,HEAVY,STABLE,HEAVY,MICE
7.593,507.8145,-16.7243,0.0000,HEAVY,STABLE,HEAVY,MICE
10.127,412.6828,-4.1989,0.0000,HEAVY,STABLE,HEAVY,MICE
12.662,511.1799,1.5290,0.0000,HEAVY,STABLE,HEAVY,MICE
15.195,81.8995,-2.5009,0.0000,HEAVY,STABLE,HEAVY,MICE
17.730,239.9142,-32.2730,0.0000,HEAVY,STABLE,HEAVY,MICE
20.261,-71.6855,6.2094,0.0000,HEAVY,RECOVERING,MODERATE,MICE
22.789,455.0349,3.0056,0.0000,HEAVY,STABLE,HEAVY,MICE
25.322,920.3361,-6.6903,0.0000,HEAVY,STABLE,HEAVY,MICE
27.857,1253.0392,11.9611,0.0000,HEAVY,STABLE,HEAVY,MICE
30.380,651.0853,1.3542,0.0000,HEAVY,STABLE,HEAVY,MICE
32.902,1517.3564,-6.9917,0.0000,HEAVY,STABLE,HEAVY,MICE
35.424,371.0433,4.1485,0.0000,HEAVY,STABLE,HEAVY,MICE
37.951,-1136.3417,-2.9887,0.0000,HEAVY,RECOVERING,MODERATE,MICE
40.476,-269.6239,0.0613,0.0000,HEAVY,RECOVERING,MODERATE,MICE
43.009,-3116.8434,-2.2649,0.0000,HEAVY,RECOVERING,MODERATE,MICE
45.539,232.4434,-4.0383,0.0000,HEAVY,STABLE,HEAVY,MICE
48.069,3028.6676,0.1518,0.0000,HEAVY,STABLE,HEAVY,MICE
50.595,-1828.9599,-3.7201,0.0000,HEAVY,RECOVERING,MODERATE,MICE
53.118,12466.6981,-9.9083,0.0000,HEAVY,STABLE,HEAVY,MICE
55.638,739.9621,2.3571,0.0000,HEAVY,STABLE,HEAVY,MICE
58.165,11394.2831,-7.0727,0.0000,HEAVY,STABLE,HEAVY,MICE
60.689,1920.1945,2.0168,0.0000,HEAVY,STABLE,HEAVY,MICE
63.222,6166.0508,-7.7472,0.0000,HEAVY,STABLE,HEAVY,MICE
65.748,1088.8815,1.7285,0.0000,HEAVY,STABLE,HEAVY,MICE
68.283,2274.4016,-3.8234,0.0000,HEAVY,STABLE,HEAVY,MICE
70.813,185.0307,-2.3115,0.0000,HEAVY,STABLE,HEAVY,MICE
73.346,304.8371,-0.2144,0.0000,HEAVY,STABLE,HEAVY,MICE
75.878,-556.2826,-0.1926,0.0000,HEAVY,RECOVERING,MODERATE,MICE
78.414,-234.7066,-1.2312,0.0000,HEAVY,RECOVERING,MODERATE,MICE
80.943,138.1061,-1.3534,0.0000,HEAVY,STABLE,HEAVY,MICE
83.471,400.8195,0.8032,0.0000,HEAVY,STABLE,HEAVY,MICE
86.001,171.4437,0.6236,0.0000,HEAVY,STABLE,HEAVY,MICE
88.533,-417.2472,0.4907,0.0000,HEAVY,RECOVERING,MODERATE,MICE
91.062,-204.3583,-3.4714,0.0000,HEAVY,RECOVERING,MODERATE,MICE
93.595,-355.0888,2.0009,0.0000,HEAVY,RECOVERING,MODERATE,MICE
96.127,914.8953,-3.6031,0.0000,HEAVY,STABLE,HEAVY,MICE
98.653,-610.7641,1.0411,0.0000,HEAVY,RECOVERING,MODERATE,MICE
101.181,-168.0584,0.6710,0.0000,HEAVY,RECOVERING,MODERATE,MICE
103.711,-178.9434,-0.2992,0.0000,HEAVY,RECOVERING,MODERATE,MICE
106.240,-376.3573,0.1795,0.0000,HEAVY,RECOVERING,MODERATE,MICE
108.770,-185.0794,-3.2587,0.0000,HEAVY,RECOVERING,MODERATE,MICE
111.309,-33959.2714,-69.8344,0.0000,NORMAL,STABLE,NORMAL,MICE
113.846,-19389.4396,-26.9640,0.0000,NORMAL,STABLE,NORMAL,MICE
116.383,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
