t_s,avg_q,drop_rate_per_s,backlog_pkts,throughput_mbps,max_p,target_ms,limit_pkts
36.33,51.1,4419.3,452,10.0,0.05,4.6,947
36.83,51.8,4791.6,401,9.999,0.05,4.6,947
37.34,52.4,4534.6,371,9.999,0.05,4.6,947
37.84,53.0,4041.4,356,10.004,0.05,4.6,947
38.34,53.7,4577.4,389,10.0,0.06,4.52,931
38.85,54.5,3864.4,464,9.995,0.06,4.52,931
39.36,55.2,4041.8,406,10.005,0.06,4.52,931
39.86,55.8,3524.9,354,9.995,0.06,4.52,931
40.37,56.5,3525.4,370,10.003,0.06,4.52,931
40.87,57.1,4112.4,374,10.0,0.06,4.52,931
41.38,57.7,4087.3,378,9.998,0.06,4.52,931
41.88,58.5,4724.9,422,10.0,0.06,4.52,931
42.38,59.2,5274.3,408,10.003,0.06,4.52,931
42.89,59.9,5487.2,420,10.0,0.07,4.52,931
43.39,60.6,4728.3,403,9.998,0.07,4.52,931
43.9,61.2,3959.4,386,10.006,0.07,4.52,931
44.4,61.8,4245.5,366,9.994,0.07,4.52,931
44.91,62.5,3406.7,393,10.003,0.07,4.52,931
45.41,63.2,3716.0,429,10.003,0.07,4.52,931
45.92,64.0,4335.0,440,10.0,0.07,4.52,931
46.42,64.7,3848.3,408,9.994,0.07,4.52,931
46.92,65.3,3473.7,385,10.003,0.08,4.36,901
47.43,66.0,3835.6,428,10.0,0.08,4.36,901
47.94,66.7,4523.1,413,9.999,0.08,4.36,901
48.44,67.4,4654.6,389,10.001,0.08,4.36,901
48.94,68.0,3348.3,370,9.997,0.08,4.36,901
49.45,68.6,3155.5,354,10.001,0.08,4.36,901
49.95,69.1,3287.4,350,10.002,0.08,4.36,901
50.46,69.8,3926.2,430,9.995,0.08,4.36,901
50.96,70.4,3816.9,369,10.002,0.09,4.28,885
51.47,71.0,3225.0,360,9.999,0.09,4.28,885
51.97,71.7,3798.8,412,10.002,0.09,4.28,885
52.48,72.3,3681.7,355,9.999,0.09,4.28,885
52.98,72.8,4245.9,351,10.003,0.09,4.28,885
53.49,73.6,4147.9,460,9.999,0.09,4.28,885
53.99,74.2,3977.4,353,10.001,0.09,4.28,885
54.49,74.7,4170.9,363,9.995,0.09,4.28,885
55.0,75.4,3866.2,416,10.005,0.09,4.28,885
55.5,76.0,3163.5,387,10.001,0.1,4.28,885
56.01,76.6,2841.0,349,10.001,0.1,4.28,885
56.51,77.2,3816.9,371,9.996,0.1,4.28,885
57.01,77.8,4197.9,368,10.004,0.1,4.28,885
57.52,78.4,4554.7,400,9.999,0.1,4.28,885
58.02,78.9,5329.2,335,9.996,0.1,4.28,885
58.53,79.5,5162.4,379,9.999,0.1,4.28,885
59.03,80.1,4985.8,371,10.004,0.1,4.28,885
59.54,80.7,5155.0,374,9.996,0.1,4.28,885
60.04,81.2,4142.0,352,10.003,0.1,4.28,885
60.54,81.9,4051.2,394,9.999,0.11,4.12,855
61.05,82.6,4529.3,459,9.999,0.11,4.12,855
61.56,83.2,4674.9,402,10.003,0.11,4.12,855
62.06,83.8,4107.1,338,9.997,0.11,4.12,855
62.57,84.4,3629.3,392,10.003,0.11,4.12,855
63.07,84.8,3469.7,315,9.998,0.11,4.12,855
63.58,85.4,3695.1,381,10.003,0.11,4.12,855
64.08,86.1,4348.3,423,9.996,0.11,4.12,855
64.59,86.8,4826.5,429,10.004,0.11,4.12,855
65.09,87.4,4393.8,403,9.997,0.12,4.04,839
65.6,87.9,4375.7,344,9.999,0.12,4.04,839
66.1,88.5,4111.1,389,10.003,0.12,4.04,839
66.61,88.4,4586.0,0,9.999,0.12,4.04,839
67.11,89.0,4919.5,390,10.001,0.12,4.04,839
67.61,89.5,4731.4,361,9.997,0.12,4.04,839
68.12,90.1,4872.6,409,10.005,0.12,4.04,839
68.62,90.8,3983.4,421,9.997,0.12,4.04,839
69.13,91.4,4031.3,386,10.003,0.12,4.04,839
69.63,92.1,4076.3,437,9.996,0.12,4.04,839
70.14,92.7,4298.9,392,10.003,0.12,4.04,839
70.64,93.4,4185.4,442,9.998,0.13,4.04,839
71.14,94.0,4210.6,407,10.001,0.13,4.04,839
71.65,94.6,4243.1,366,10.001,0.13,4.04,839
72.15,95.1,4260.6,362,10.002,0.13,4.04,839
72.66,95.6,4698.0,366,9.999,0.13,4.04,839
73.16,96.3,4833.9,413,9.996,0.13,4.04,839
73.67,96.8,4182.9,385,9.999,0.13,4.04,839
74.17,97.5,3160.3,440,10.008,0.13,4.04,839
74.67,98.1,3360.0,370,9.995,0.13,4.04,839
75.18,98.6,3389.3,383,9.997,0.14,3.88,808
75.69,99.2,3542.5,358,9.999,0.14,3.88,808
76.19,99.7,4250.8,382,10.006,0.14,3.88,808
76.7,100.4,4255.8,439,10.001,0.14,3.88,808
77.2,100.9,4331.8,352,10.003,0.14,3.88,808
77.71,101.5,3656.7,403,9.999,0.14,3.88,808
78.21,101.3,4118.4,0,9.997,0.14,3.88,808
78.71,101.9,4570.8,404,10.002,0.14,3.88,808
79.22,102.5,5170.3,410,9.995,0.14,3.88,808
79.72,103.1,5981.5,381,10.002,0.14,3.88,808
80.23,103.7,5428.7,409,10.0,0.14,3.88,808
80.73,104.3,3921.1,391,9.997,0.15,3.88,808
81.23,104.9,3578.1,393,10.003,0.15,3.88,808
81.74,105.4,4104.3,374,9.997,0.15,3.88,808
82.24,105.9,4057.7,382,10.004,0.15,3.88,808
82.75,106.4,4131.7,321,9.999,0.15,3.88,808
83.25,106.9,4367.6,379,10.0,0.15,3.88,808
83.76,107.5,4441.7,372,10.002,0.15,3.88,808
84.26,108.0,4519.9,378,9.997,0.15,3.88,808
84.76,108.6,5037.8,413,9.998,0.15,3.88,808
85.27,109.1,5250.6,372,10.002,0.15,3.88,808
85.77,109.7,5277.4,381,9.997,0.16,3.72,778
86.28,110.2,4884.2,374,10.002,0.16,3.72,778
86.79,110.7,5410.3,373,10.002,0.16,3.72,778
87.29,111.2,5341.8,360,9.999,0.16,3.72,778
87.8,111.9,4251.1,427,10.002,0.16,3.72,778
88.3,112.5,4647.0,418,9.999,0.16,3.72,778
88.8,113.1,4549.0,414,9.999,0.16,3.72,778
89.31,113.7,4658.2,421,10.004,0.16,3.72,778
89.81,114.2,4958.7,366,9.996,0.16,3.72,778
90.32,114.8,5122.4,422,10.002,0.16,3.72,778
90.82,115.4,4396.0,427,10.001,0.17,3.64,762
91.33,116.0,3741.5,412,9.997,0.17,3.64,762
91.83,116.6,4127.7,382,9.999,0.17,3.64,762
92.34,117.1,4479.5,373,10.003,0.17,3.64,762
92.84,117.6,4989.2,401,9.999,0.17,3.64,762
93.34,118.2,5244.3,412,9.999,0.17,3.64,762
93.85,118.9,4836.7,439,9.997,0.17,3.64,762
94.35,119.6,4256.3,463,10.005,0.17,3.64,762
94.86,120.2,4703.6,441,10.001,0.17,3.64,762
95.36,120.7,4764.6,378,9.997,0.17,3.64,762
95.87,121.2,4762.5,383,10.001,0.18,3.64,762
96.37,121.7,5089.2,341,10.0,0.18,3.64,762
96.87,122.3,5435.1,415,10.0,0.18,3.64,762
97.38,122.9,5653.5,446,9.998,0.18,3.64,762
97.88,123.4,4790.7,372,10.003,0.18,3.64,762
98.39,124.0,4089.6,430,9.999,0.18,3.64,762
98.89,124.4,3710.3,325,9.999,0.18,3.64,762
99.4,125.0,3567.3,389,10.001,0.18,3.64,762
99.9,125.6,3368.1,441,10.002,0.18,3.64,762
100.4,126.2,3595.4,417,9.996,0.18,3.64,762
100.91,126.7,4343.2,401,10.002,0.19,3.48,732
101.42,127.2,3993.1,382,10.0,0.19,3.48,732
101.92,127.7,3139.8,353,10.001,0.19,3.48,732
102.42,128.2,3417.1,396,9.998,0.19,3.48,732
102.93,128.7,3625.2,356,9.998,0.19,3.48,732
103.43,129.2,3996.8,401,10.0,0.19,3.48,732
103.94,129.7,4157.4,369,10.003,0.19,3.48,732
104.44,130.2,3809.1,380,10.001,0.19,3.48,732
104.95,130.7,3987.7,385,9.998,0.19,3.48,732
105.45,131.2,4751.0,365,10.002,0.19,3.48,732
105.96,131.6,4676.8,361,10.001,0.19,3.48,732
106.46,132.1,4131.3,364,9.995,0.2,3.4,716
106.97,132.6,3668.3,358,10.004,0.2,3.4,716
107.47,133.1,4085.9,424,10.003,0.2,3.4,716
107.98,133.6,4181.2,347,9.998,0.2,3.4,716
108.48,134.0,4050.0,343,9.999,0.2,3.4,716
108.99,134.5,4489.2,386,9.998,0.2,3.4,716
109.49,135.0,5268.4,390,10.007,0.2,3.4,716
109.99,135.6,4598.3,421,9.998,0.2,3.4,716
110.5,136.2,4256.4,426,10.001,0.2,3.4,716
111.0,136.7,4137.4,386,10.002,0.2,3.4,716
111.51,137.1,4215.9,384,9.998,0.2,3.4,716
112.01,137.7,4076.8,414,9.995,0.21,3.4,716
112.51,138.2,3576.4,373,9.999,0.21,3.4,716
113.02,138.7,3086.9,384,10.001,0.21,3.4,716
113.52,139.1,3529.6,364,10.0,0.21,3.4,716
114.03,139.6,3918.1,372,9.999,0.21,3.4,716
114.53,140.1,4655.1,403,10.004,0.21,3.4,716
115.04,140.6,4128.4,365,9.999,0.21,3.4,716
115.54,141.1,4120.7,400,10.0,0.21,3.4,716
116.05,141.6,4196.3,418,10.0,0.21,3.4,716
116.55,142.1,3840.1,382,9.997,0.21,3.4,716
117.05,142.6,3503.3,364,10.005,0.21,3.4,716
117.56,143.1,3810.5,399,10.001,0.21,3.4,716
118.06,143.6,3754.3,418,9.996,0.22,3.24,686
118.57,144.2,3722.7,439,9.998,0.22,3.24,686
119.07,143.9,4004.3,0,10.001,0.22,3.24,686
119.58,144.3,4317.2,358,10.002,0.22,3.24,686
120.08,144.8,4338.2,362,10.001,0.22,3.24,686
120.59,145.3,3800.3,402,9.999,0.22,3.24,686
121.09,145.8,3261.2,386,9.998,0.22,3.24,686
121.6,146.3,3790.0,415,10.005,0.22,3.24,686
122.1,146.8,3247.5,379,9.999,0.22,3.24,686
122.61,147.2,3232.2,361,9.999,0.22,3.24,686
123.11,147.6,3804.8,354,10.004,0.22,3.24,686
123.61,148.2,3686.8,431,9.997,0.22,3.24,686
124.12,148.7,4056.7,382,9.998,0.22,3.24,686
124.62,149.2,4477.1,434,10.002,0.23,3.16,670
125.13,149.7,4520.8,407,9.999,0.23,3.16,670
125.63,150.2,3372.9,369,10.002,0.23,3.16,670
126.14,150.6,3475.7,367,9.999,0.23,3.16,670
126.64,151.1,3425.7,411,10.0,0.23,3.16,670
127.15,151.6,4194.6,383,9.999,0.23,3.16,670
127.65,152.0,4545.0,332,10.003,0.23,3.16,670
128.16,152.5,4009.3,404,9.996,0.23,3.16,670
128.66,152.9,4471.3,380,9.998,0.23,3.16,670
129.16,153.4,4346.7,409,10.002,0.23,3.16,670
129.67,153.9,4309.9,410,9.999,0.23,3.16,670
130.17,153.6,4651.0,0,10.0,0.23,3.16,670
130.68,154.2,4108.7,414,10.002,0.23,3.16,670
131.18,153.9,3909.2,0,10.0,0.23,3.16,670
131.69,154.3,4297.1,397,9.998,0.23,3.16,670
132.19,154.7,4316.2,361,9.999,0.24,3.16,670
132.7,155.2,4208.6,384,10.002,0.24,3.16,670
133.2,155.7,3396.6,383,9.996,0.24,3.16,670
133.7,156.0,3538.6,338,10.008,0.24,3.16,670
134.21,156.5,3672.4,389,10.0,0.24,3.16,670
134.71,157.0,3758.3,412,9.998,0.24,3.16,670
135.22,157.5,4026.4,382,9.998,0.24,3.16,670
135.72,157.9,3999.9,389,10.006,0.24,3.16,670
136.23,158.3,4419.8,356,9.995,0.24,3.16,670
136.73,158.7,4212.7,336,9.997,0.24,3.16,670
137.23,159.2,4123.0,408,10.0,0.24,3.16,670
137.74,159.6,3009.6,398,9.999,0.24,3.16,670
138.24,160.0,2817.3,342,10.004,0.25,3.0,639
138.75,160.5,3009.4,417,10.002,0.25,3.0,639
139.26,161.0,3499.8,411,10.002,0.25,3.0,639
139.76,161.5,3736.8,389,9.997,0.25,3.0,639
140.26,162.0,4182.9,421,10.0,0.25,3.0,639
140.77,162.4,4314.4,372,10.003,0.25,3.0,639
141.27,162.8,3578.5,327,9.999,0.25,3.0,639
141.78,163.2,4507.8,379,9.995,0.25,3.0,639
142.28,163.6,5175.0,396,10.004,0.25,3.0,639
142.78,164.0,4781.8,355,10.001,0.25,3.0,639
143.29,164.5,4432.4,414,9.996,0.25,3.0,639
143.79,165.0,4407.5,386,10.003,0.25,3.0,639
144.3,165.5,3627.2,430,9.999,0.25,3.0,639
144.8,166.0,4166.6,437,9.999,0.26,3.0,639
145.3,166.5,4610.0,412,9.997,0.26,3.0,639
145.81,166.9,4784.9,345,10.005,0.26,3.0,639
146.31,167.2,5048.6,319,9.995,0.26,3.0,639
146.82,167.6,4991.6,361,10.006,0.26,3.0,639
147.32,168.0,4670.7,378,9.995,0.26,3.0,639
147.83,168.4,3874.2,379,10.003,0.26,3.0,639
148.33,168.8,3931.6,346,10.002,0.26,3.0,639
148.83,168.4,3712.6,0,10.002,0.26,3.0,639
149.34,168.8,3380.0,367,9.994,0.26,3.0,639
149.84,169.4,3698.4,432,10.003,0.26,3.0,639
150.35,169.9,3613.0,422,9.998,0.26,3.0,639
150.85,170.2,3651.4,340,10.002,0.26,3.0,639
151.35,170.6,3450.1,354,9.994,0.26,3.0,639
151.86,171.0,3246.9,360,10.0,0.26,3.0,639
152.36,171.4,2899.8,367,10.005,0.27,2.84,609
152.87,171.8,3446.5,410,9.999,0.27,2.84,609
153.38,172.3,3855.8,392,10.001,0.27,2.84,609
153.88,172.7,4098.1,378,10.0,0.27,2.84,609
154.39,173.0,4387.0,333,9.996,0.27,2.84,609
154.89,173.4,4653.8,372,10.004,0.27,2.84,609
155.39,173.9,4027.4,399,9.997,0.27,2.84,609
155.9,174.3,4034.7,379,10.007,0.27,2.84,609
156.4,174.6,3965.6,334,9.993,0.27,2.84,609
156.91,174.9,3592.5,356,10.004,0.27,2.84,609
157.41,175.3,3563.5,354,10.001,0.27,2.84,609
157.91,175.7,4164.2,387,9.994,0.27,2.84,609
158.42,176.1,4244.4,380,10.007,0.27,2.84,609
158.92,176.5,3795.6,356,9.999,0.27,2.84,609
159.43,176.9,2970.4,368,10.001,0.28,2.76,593
159.93,177.2,2907.3,331,9.994,0.28,2.76,593
160.44,177.7,3011.1,421,10.005,0.28,2.76,593
160.94,178.1,3425.4,395,9.998,0.28,2.76,593
161.45,178.6,4107.1,400,10.004,0.28,2.76,593
161.95,179.0,4129.9,377,10.0,0.28,2.76,593
162.45,179.3,4131.3,341,9.992,0.28,2.76,593
162.96,179.8,4139.9,424,10.003,0.28,2.76,593
163.46,180.2,4193.3,379,10.001,0.28,2.76,593
163.97,180.6,3846.8,389,9.999,0.28,2.76,593
164.47,180.8,3138.4,313,10.004,0.28,2.76,593
164.98,181.2,3109.0,370,9.996,0.28,2.76,593
165.48,181.7,3844.4,405,9.998,0.28,2.76,593
165.98,182.1,3731.2,372,10.003,0.28,2.76,593
166.49,182.3,4090.5,325,9.999,0.28,2.76,593
166.99,182.7,3674.5,368,10.002,0.29,2.76,593
167.5,183.0,3085.4,339,10.001,0.29,2.76,593
168.0,183.4,2785.7,362,9.996,0.29,2.76,593
168.51,183.8,2800.7,394,9.997,0.29,2.76,593
169.01,184.1,3219.5,339,10.005,0.29,2.76,593
169.51,184.4,3777.1,353,10.0,0.29,2.76,593
170.02,184.8,3606.0,352,10.003,0.29,2.76,593
170.52,185.1,3761.8,353,9.996,0.29,2.76,593
171.03,185.4,3531.1,347,9.998,0.29,2.76,593
171.53,185.9,3307.0,394,10.003,0.29,2.76,593
172.03,186.4,3012.1,440,9.999,0.29,2.76,593
172.54,186.7,3250.7,351,9.998,0.29,2.76,593
173.04,187.1,3555.0,402,10.004,0.29,2.76,593
173.55,187.5,3489.4,397,9.994,0.29,2.76,593
174.05,188.0,3872.6,402,10.003,0.29,2.76,593
174.56,188.3,3912.7,370,10.005,0.3,2.6,563
175.06,188.8,3905.2,436,9.992,0.3,2.6,563
175.57,189.2,3714.6,393,10.001,0.3,2.6,563
176.07,189.6,3589.8,375,10.0,0.3,2.6,563
176.58,190.0,3011.7,405,10.003,0.3,2.6,563
177.08,190.4,3313.2,379,9.998,0.3,2.6,563
177.59,190.8,2703.7,376,10.0,0.3,2.6,563
178.09,191.2,3050.7,387,10.001,0.3,2.6,563
178.6,191.6,3753.2,400,10.0,0.3,2.6,563
179.1,192.0,3970.5,399,10.001,0.3,2.6,563
179.61,192.4,2980.8,382,9.996,0.3,2.6,563
180.11,192.8,3160.1,381,10.0,0.3,2.6,563
180.61,193.2,3196.0,422,9.999,0.3,2.6,563
181.12,193.6,3447.8,375,10.002,0.31,2.52,547
181.63,193.9,3651.6,329,10.0,0.31,2.52,547
182.13,194.2,4012.8,378,9.996,0.31,2.52,547
182.64,194.6,3676.1,372,10.007,0.31,2.52,547
183.14,195.0,3734.4,382,10.001,0.31,2.52,547
183.64,195.3,3616.2,354,9.995,0.31,2.52,547
184.15,194.9,3434.0,0,9.999,0.31,2.52,547
184.65,195.2,3508.7,350,10.003,0.31,2.52,547
185.16,195.5,3750.2,348,9.996,0.31,2.52,547
185.66,195.9,4041.5,368,10.002,0.31,2.52,547
186.17,196.2,3770.0,354,10.002,0.31,2.52,547
186.67,196.5,4007.2,370,9.998,0.31,2.52,547
187.17,196.9,3317.2,406,10.002,0.31,2.52,547
187.68,197.3,3710.5,395,10.001,0.31,2.52,547
188.18,197.7,4273.5,394,9.998,0.31,2.52,547
188.69,198.1,4508.2,389,10.002,0.31,2.52,547
189.19,198.5,4004.8,397,9.997,0.31,2.52,547
189.7,198.9,4009.7,383,9.999,0.31,2.52,547
190.2,199.3,4004.6,405,10.006,0.32,2.52,547
190.7,198.9,4221.2,0,9.997,0.32,2.52,547
191.21,199.2,4758.0,376,10.0,0.32,2.52,547
191.71,199.6,4164.4,399,9.998,0.32,2.52,547
192.22,200.1,4076.3,434,10.001,0.32,2.52,547
192.72,200.5,4418.5,402,10.002,0.32,2.52,547
193.23,200.9,4112.3,402,9.997,0.32,2.52,547
193.73,200.5,4245.4,0,10.003,0.32,2.52,547
194.24,200.9,3837.8,387,9.989,0.32,2.52,547
194.74,201.2,4210.0,378,10.002,0.32,2.52,547
195.25,201.5,3992.2,341,10.01,0.32,2.52,547
195.76,201.8,4288.3,361,10.001,0.32,2.52,547
196.26,202.3,4522.0,443,10.0,0.32,2.52,547
196.77,202.6,4909.0,347,9.997,0.32,2.52,547
197.27,203.0,4774.9,392,9.999,0.32,2.52,547
197.77,203.3,4925.4,369,10.001,0.32,2.52,547
198.28,203.7,4825.7,379,10.003,0.32,2.52,547
198.78,204.0,4299.9,358,9.997,0.32,2.52,547
199.29,204.4,3334.9,424,10.001,0.32,2.52,547
199.79,204.8,3516.6,373,10.003,0.32,2.52,547
200.3,205.2,3546.8,402,9.995,0.33,2.36,517
200.8,205.5,3498.7,382,9.999,0.33,2.36,517
201.31,205.8,3297.7,366,10.004,0.33,2.36,517
201.81,206.2,3438.2,373,9.999,0.33,2.36,517
202.32,206.5,3926.4,384,10.003,0.33,2.36,517
202.82,206.9,3655.7,372,9.995,0.33,2.36,517
203.33,207.2,3753.3,392,10.001,0.33,2.36,517
203.83,207.6,3168.4,417,9.994,0.33,2.36,517
204.34,207.9,3298.6,355,10.002,0.33,2.36,517
204.84,208.2,3778.6,349,10.003,0.33,2.36,517
205.35,208.6,3608.5,395,10.006,0.33,2.36,517
205.85,209.0,3502.3,420,9.998,0.33,2.36,517
206.35,209.4,3336.6,409,9.998,0.33,2.36,517
206.86,209.8,3917.4,377,9.996,0.33,2.36,517
207.36,210.1,3976.2,373,10.002,0.33,2.36,517
207.87,210.5,3924.7,397,10.001,0.34,2.28,501
208.38,210.8,3141.3,382,10.005,0.34,2.28,501
208.88,211.0,3075.6,317,9.994,0.34,2.28,501
209.38,211.3,3018.1,375,10.007,0.34,2.28,501
209.89,211.8,3716.4,428,9.996,0.34,2.28,501
210.39,212.1,4216.7,389,9.997,0.34,2.28,501
210.9,212.5,4455.9,386,10.003,0.34,2.28,501
211.4,212.9,5018.2,410,10.0,0.34,2.28,501
211.91,213.3,5485.2,405,9.999,0.34,2.28,501
212.41,213.6,5305.9,387,10.002,0.34,2.28,501
212.91,213.9,4173.2,346,9.993,0.34,2.28,501
213.42,214.2,3169.8,374,10.003,0.34,2.28,501
213.92,214.5,3495.1,384,10.004,0.34,2.28,501
214.43,214.9,3919.3,417,9.999,0.34,2.28,501
214.93,215.3,4085.6,417,10.0,0.34,2.28,501
215.44,215.7,4150.5,386,9.999,0.34,2.28,501
215.94,216.0,4224.0,371,9.997,0.34,2.28,501
216.44,216.3,4537.2,368,10.0,0.35,2.28,501
216.95,216.5,3436.2,337,10.002,0.35,2.28,501
217.45,216.8,3486.9,333,9.996,0.35,2.28,501
217.96,217.1,3192.7,402,10.007,0.35,2.28,501
218.46,217.5,2747.4,376,9.998,0.35,2.28,501
218.97,217.8,2843.8,374,10.002,0.35,2.28,501
219.47,218.1,3506.9,369,9.997,0.35,2.28,501
219.97,218.4,3953.1,390,10.005,0.35,2.28,501
220.48,218.6,4381.1,337,9.995,0.35,2.28,501
220.98,219.0,4863.9,377,10.0,0.35,2.28,501
221.49,219.4,4755.6,411,9.995,0.35,2.28,501
221.99,219.6,5012.4,363,10.007,0.35,2.28,501
222.49,220.0,4787.8,416,10.001,0.35,2.28,501
223.0,220.3,5214.2,330,10.0,0.35,2.28,501
223.5,220.5,4242.3,337,9.994,0.35,2.28,501
224.01,220.8,3369.4,379,10.004,0.35,2.28,501
224.51,221.2,3330.3,428,9.999,0.35,2.28,501
225.02,221.6,2899.1,425,10.002,0.36,2.12,471
225.52,221.9,3270.4,377,9.996,0.36,2.12,471
226.03,222.3,3564.6,399,10.002,0.36,2.12,471
226.53,222.6,4189.8,355,10.003,0.36,2.12,471
227.04,222.9,3671.2,382,9.997,0.36,2.12,471
227.54,223.2,3733.4,399,10.001,0.36,2.12,471
228.05,223.5,4121.5,359,10.002,0.36,2.12,471
228.55,223.9,3692.5,406,10.001,0.36,2.12,471
229.06,224.2,3931.1,375,9.998,0.36,2.12,471
229.56,224.5,3895.2,401,9.999,0.36,2.12,471
230.07,224.8,4620.0,361,10.002,0.36,2.12,471
230.57,225.1,4202.6,394,10.0,0.36,2.12,471
231.08,225.4,4722.5,380,9.999,0.36,2.12,471
231.58,225.7,4779.4,349,10.0,0.36,2.12,471
232.09,226.0,5070.8,399,9.994,0.36,2.12,471
232.59,226.3,5284.8,378,10.009,0.36,2.12,471
233.1,226.7,5728.8,410,9.999,0.36,2.12,471
233.6,227.1,6305.3,444,9.994,0.36,2.12,471
234.11,226.7,6600.3,0,10.001,0.36,2.12,471
234.61,227.1,6508.8,451,10.005,0.36,2.12,471
235.12,227.5,5710.1,432,9.997,0.37,2.04,455
235.63,227.8,6035.2,368,10.0,0.37,2.04,455
236.13,228.1,6040.3,371,9.994,0.37,2.04,455
236.64,228.5,4857.9,424,10.008,0.37,2.04,455
237.14,228.7,5632.0,342,9.999,0.37,2.04,455
237.65,229.0,4384.2,356,9.999,0.37,2.04,455
238.15,229.3,5116.6,372,9.999,0.37,2.04,455
238.66,229.6,5648.7,381,9.998,0.37,2.04,455
239.16,230.0,5737.3,437,9.999,0.37,2.04,455
239.67,230.3,4969.8,365,10.008,0.37,2.04,455
240.17,230.6,5226.4,404,9.992,0.37,2.04,455
240.68,231.0,5251.3,420,10.005,0.37,2.04,455
241.18,231.3,5974.1,413,9.997,0.37,2.04,455
