t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
2.566,-9000.7310,-2.9177,0.0000,HEAVY,RECOVERING,MODERATE,MICE
5.125,-1624.6993,-2.8991,0.0000,HEAVY,RECOVERING,MODERATE,MICE
7.697,2001.0368,1.2244,0.0000,HEAVY,STABLE,HEAVY,MICE
10.262,930.8838,3.4744,0.0000,HEAVY,STABLE,HEAVY,MICE
12.832,1596.1465,-0.3209,0.0000,HEAVY,STABLE,HEAVY,MICE
15.394,2133.9326,1.5719,0.0000,HEAVY,STABLE,HEAVY,MICE
17.969,-393.3956,-1.8547,0.0000,HEAVY,RECOVERING,MODERATE,MICE
20.528,-838.7979,3.8119,0.0000,HEAVY,RECOVERING,MODERATE,MICE
23.103,-1568.4617,1.0612,0.0000,HEAVY,RECOVERING,MODERATE,MICE
25.667,192.2132,-1.2377,0.0000,HEAVY,STABLE,HEAVY,MICE
28.239,-2030.6973,-1.3199,0.0000,HEAVY,RECOVERING,MODERATE,MICE
30.808,3528.1557,-1.3450,0.0000,HEAVY,STABLE,HEAVY,MICE
33.380,1066.7202,-0.1989,0.0000,HEAVY,STABLE,HEAVY,MICE
35.947,-1164.8073,0.6376,0.0000,HEAVY,RECOVERING,MODERATE,MICE
38.517,-113.8096,-0.0447,0.0000,HEAVY,RECOVERING,MODERATE,MICE
41.083,284.4413,-0.6373,0.0000,HEAVY,STABLE,HEAVY,MICE
43.653,-3469.0549,-2.1247,0.0000,HEAVY,RECOVERING,MODERATE,MICE
46.223,2979.3983,0.2711,0.0000,HEAVY,STABLE,HEAVY,MICE
48.796,-1683.1813,0.4600,0.0000,HEAVY,RECOVERING,MODERATE,MICE
51.359,1428.4742,-1.4666,0.0000,HEAVY,STABLE,HEAVY,MICE
53.926,981.7960,2.4441,0.0000,HEAVY,STABLE,HEAVY,MICE
56.489,41.3874,-1.8807,0.0000,HEAVY,STABLE,HEAVY,MICE
59.060,-964.6615,0.6251,0.0000,HEAVY,RECOVERING,MODERATE,MICE
61.630,-2682.3675,-1.1695,0.0000,HEAVY,RECOVERING,MODERATE,MICE
64.207,571.9881,-0.2138,0.0000,HEAVY,STABLE,HEAVY,MICE
66.771,755.5802,0.2138,0.0000,HEAVY,STABLE,HEAVY,MICE
69.348,589.6578,-1.6705,0.0000,HEAVY,STABLE,HEAVY,MICE
71.914,220.3349,0.5890,0.0000,HEAVY,STABLE,HEAVY,MICE
74.487,-829.2627,1.6109,0.0000,HEAVY,RECOVERING,MODERATE,MICE
77.049,307.9341,1.4185,0.0000,HEAVY,STABLE,HEAVY,MICE
79.620,690.0963,0.9442,0.0000,HEAVY,STABLE,HEAVY,MICE
82.190,228.0481,-0.4004,0.0000,HEAVY,STABLE,HEAVY,MICE
84.757,1107.7756,-0.9207,0.0000,HEAVY,STABLE,HEAVY,MICE
87.325,-536.5275,-2.2429,0.0000,HEAVY,RECOVERING,MODERATE,MICE
89.894,485.6817,1.6988,0.0000,HEAVY,STABLE,HEAVY,MICE
92.464,586.3861,0.5804,0.0000,HEAVY,STABLE,HEAVY,MICE
95.032,-599.8935,0.8355,0.0000,HEAVY,RECOVERING,MODERATE,MICE
97.597,235.2963,-0.0710,0.0000,HEAVY,STABLE,HEAVY,MICE
100.165,-756.1266,0.8983,0.0000,HEAVY,RECOVERING,MODERATE,MICE
102.734,164.2510,-1.1919,0.0000,HEAVY,STABLE,HEAVY,MICE
105.298,-2199.6702,-0.8502,0.0000,HEAVY,RECOVERING,MODERATE,MICE
107.871,-1556.3256,1.7799,0.0000,HEAVY,RECOVERING,MODERATE,MICE
110.439,-2323.1206,-1.1210,0.0000,HEAVY,RECOVERING,MODERATE,MICE
113.009,206.7787,0.0470,0.0000,HEAVY,STABLE,HEAVY,MICE
115.585,-26145.3621,-61.2936,0.0000,NORMAL,STABLE,NORMAL,MICE
118.148,-23606.8255,-48.1615,0.0000,NORMAL,STABLE,NORMAL,MICE
120.710,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
123.293,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
125.857,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
128.424,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
130.987,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
133.561,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
136.111,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
138.675,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
141.221,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
143.790,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
146.366,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
148.939,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
151.514,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
154.095,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
156.674,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
159.230,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
161.778,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
164.319,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
166.866,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
169.406,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
171.945,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
174.511,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
177.086,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
179.660,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
182.245,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
184.830,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
187.382,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
189.935,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
192.484,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
195.031,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
197.576,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
200.121,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
202.670,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
205.218,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
207.803,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
210.380,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
212.942,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
215.519,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
218.101,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
220.683,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
223.263,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
225.843,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
228.420,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
230.997,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
233.579,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
236.162,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
238.745,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
241.322,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
243.897,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
246.474,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
249.052,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
251.627,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
254.202,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
256.775,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
259.350,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
261.923,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
264.504,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
267.085,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
269.665,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
272.242,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
274.820,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
277.394,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
279.970,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
282.545,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
285.119,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
287.693,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
290.274,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
292.851,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
295.433,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
298.011,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
300.591,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
303.164,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
305.733,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
308.308,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
310.879,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
313.453,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
316.034,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
318.612,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
321.190,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
323.767,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
326.350,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
328.928,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
331.511,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
334.090,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
336.664,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
339.238,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
341.814,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
344.389,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
346.965,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
349.540,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
352.120,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
354.688,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
357.266,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
359.842,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
362.425,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
364.998,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
367.574,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
370.149,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
372.729,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
375.309,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
377.881,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
380.457,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
383.035,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
385.609,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
388.184,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
390.757,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
393.332,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
395.912,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
398.490,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
401.067,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
403.646,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
406.226,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
408.798,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
411.374,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
413.955,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
416.535,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
419.116,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
421.695,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
424.273,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
426.850,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
429.431,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
432.015,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
434.596,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
437.174,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
439.748,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
442.326,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
444.908,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
447.490,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
450.067,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
452.639,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
455.218,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
457.799,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
460.379,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
462.958,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
465.537,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
468.113,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
470.694,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
473.272,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
475.848,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
478.426,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
481.001,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
483.575,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
486.150,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
488.725,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
491.299,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
493.875,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
496.448,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
499.017,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
501.595,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
504.165,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
506.742,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
509.321,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
511.900,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
514.486,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
517.062,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
519.628,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
522.209,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
524.786,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
527.355,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
529.930,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
532.509,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
535.087,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
537.666,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
540.244,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
542.823,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
545.397,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
547.974,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
550.553,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
553.136,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
555.720,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
558.294,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
560.873,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
563.439,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
566.018,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
568.590,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
571.163,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
573.736,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
576.311,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
578.887,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
581.463,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
584.042,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
586.619,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
589.196,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
591.769,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
594.347,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
596.926,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
599.508,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
602.084,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
604.657,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
607.233,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
609.810,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
612.384,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
614.961,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
617.538,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
620.117,0.0000,0.0000,0.0000,NORMAL,STABLE,NORMAL,MICE
