t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
2.544,14.6367,102.9233,0.0000,HEAVY,STABLE,HEAVY,MICE
5.091,40.5703,5.4022,0.0000,HEAVY,STABLE,HEAVY,MICE
7.641,-21.3504,-4.9731,0.0000,HEAVY,STABLE,HEAVY,MICE
10.190,1.7184,-0.6187,0.0000,HEAVY,STABLE,HEAVY,MICE
12.743,-1.2266,-0.7490,0.0000,HEAVY,STABLE,HEAVY,MICE
15.292,-0.2003,0.6057,0.0000,HEAVY,STABLE,HEAVY,MICE
17.838,2.6636,0.6539,0.0000,HEAVY,STABLE,HEAVY,MICE
20.388,-5.6288,-2.9637,0.0000,HEAVY,STABLE,HEAVY,MICE
22.936,-0.2103,1.2721,0.0000,HEAVY,STABLE,HEAVY,MICE
25.489,2.9236,-0.1180,0.0000,HEAVY,STABLE,HEAVY,MICE
28.042,-1.6642,-0.4502,0.0000,HEAVY,STABLE,HEAVY,MICE
30.592,0.5758,-1.8181,0.0000,HEAVY,STABLE,HEAVY,MICE
33.146,-2.7095,0.8785,0.0000,HEAVY,STABLE,HEAVY,MICE
35.699,1.6768,0.4869,0.0000,HEAVY,STABLE,HEAVY,MICE
38.255,4.6724,-0.5689,0.0000,HEAVY,STABLE,HEAVY,MICE
40.803,-7.3032,0.0474,0.0000,HEAVY,STABLE,HEAVY,MICE
43.358,7.5535,-0.5103,0.0000,HEAVY,STABLE,HEAVY,MICE
45.904,-1.0863,-0.2021,0.0000,HEAVY,STABLE,HEAVY,MICE
48.457,-4.8455,0.3916,0.0000,HEAVY,STABLE,HEAVY,MICE
51.009,1.1412,0.1781,0.0000,HEAVY,STABLE,HEAVY,MICE
53.572,1.4804,0.1314,0.0000,HEAVY,STABLE,HEAVY,MICE
56.124,-3.0637,0.2864,0.0000,HEAVY,STABLE,HEAVY,MICE
58.685,3.8348,-0.4736,0.0000,HEAVY,STABLE,HEAVY,MICE
61.237,-0.7312,-0.3560,0.0000,HEAVY,STABLE,HEAVY,MICE
63.792,-0.8939,0.7950,0.0000,HEAVY,STABLE,HEAVY,MICE
66.344,5.8366,0.5350,0.0000,HEAVY,STABLE,HEAVY,MICE
68.895,-2.3112,-0.1190,0.0000,HEAVY,STABLE,HEAVY,MICE
71.444,6.7871,1.1061,0.0000,HEAVY,STABLE,HEAVY,MICE
73.999,-1.0847,-0.9857,0.0000,HEAVY,STABLE,HEAVY,MICE
76.550,1.7028,0.7249,0.0000,HEAVY,STABLE,HEAVY,MICE
79.112,-3.0425,-1.9071,0.0000,HEAVY,STABLE,HEAVY,MICE
81.668,1.1409,0.0587,0.0000,HEAVY,STABLE,HEAVY,MICE
84.226,1.4763,0.3076,0.0000,HEAVY,STABLE,HEAVY,MICE
86.781,-2.9508,-0.6058,0.0000,HEAVY,STABLE,HEAVY,MICE
89.341,7.7440,0.6515,0.0000,HEAVY,STABLE,HEAVY,MICE
91.891,3.7032,-1.9593,0.0000,HEAVY,STABLE,HEAVY,MICE
94.442,-1.3209,0.1660,0.0000,HEAVY,STABLE,HEAVY,MICE
96.995,-0.4535,-0.0834,0.0000,HEAVY,STABLE,HEAVY,MICE
99.545,-5.3351,-0.0716,0.0000,HEAVY,STABLE,HEAVY,MICE
102.099,6.3316,0.7130,0.0000,HEAVY,STABLE,HEAVY,MICE
104.653,1.1429,-0.8060,0.0000,HEAVY,STABLE,HEAVY,MICE
107.209,-5.4659,0.2251,0.0000,HEAVY,STABLE,HEAVY,MICE
109.765,-9.8722,-0.9495,0.0000,HEAVY,STABLE,HEAVY,MICE
112.322,8.8371,1.0544,0.0000,HEAVY,STABLE,HEAVY,MICE
114.881,2.6717,-0.5328,0.0000,HEAVY,STABLE,HEAVY,MICE
117.439,1.2249,0.6042,0.0000,HEAVY,STABLE,HEAVY,MICE
119.997,0.5238,-0.6281,0.0000,HEAVY,STABLE,HEAVY,MICE
122.550,-5.4527,-0.4864,0.0000,HEAVY,STABLE,HEAVY,MICE
125.100,1.1979,0.7841,0.0000,HEAVY,STABLE,HEAVY,MICE
127.648,-4.0809,-0.7367,0.0000,HEAVY,STABLE,HEAVY,MICE
130.196,4.8172,0.3333,0.0000,HEAVY,STABLE,HEAVY,MICE
132.744,-5.1230,-0.6665,0.0000,HEAVY,STABLE,HEAVY,MICE
135.291,4.2990,0.7134,0.0000,HEAVY,STABLE,HEAVY,MICE
137.839,4.6034,0.6783,0.0000,HEAVY,STABLE,HEAVY,MICE
140.388,-1.3174,-0.5826,0.0000,HEAVY,STABLE,HEAVY,MICE
142.935,-4.4749,0.4163,0.0000,HEAVY,STABLE,HEAVY,MICE
145.484,-2.4151,0.3921,0.0000,HEAVY,STABLE,HEAVY,MICE
148.033,-1.8900,1.4380,0.0000,HEAVY,STABLE,HEAVY,MICE
150.580,4.1464,-0.4042,0.0000,HEAVY,STABLE,HEAVY,MICE
153.130,2.4582,-0.4397,0.0000,HEAVY,STABLE,HEAVY,MICE
155.679,-1.8437,-0.4510,0.0000,HEAVY,STABLE,HEAVY,MICE
158.225,1.3499,-0.5362,0.0000,HEAVY,STABLE,HEAVY,MICE
160.773,-0.3039,-2.9601,0.0000,HEAVY,STABLE,HEAVY,MICE
163.322,-8.8836,0.1315,0.0000,HEAVY,STABLE,HEAVY,MICE
165.870,0.6592,0.6063,0.0000,HEAVY,STABLE,HEAVY,MICE
168.417,3.3179,-0.5000,0.0000,HEAVY,STABLE,HEAVY,MICE
170.967,3.2916,-0.5470,0.0000,HEAVY,STABLE,HEAVY,MICE
173.512,-4.2149,1.4157,0.0000,HEAVY,STABLE,HEAVY,MICE
176.059,-2.4427,-0.5235,0.0000,HEAVY,STABLE,HEAVY,MICE
178.609,-8.5458,-1.6052,0.0000,HEAVY,STABLE,HEAVY,MICE
181.159,5.1029,0.5107,0.0000,HEAVY,STABLE,HEAVY,MICE
183.706,5.0315,0.2498,0.0000,HEAVY,STABLE,HEAVY,MICE
186.253,-5.0467,-1.4276,0.0000,HEAVY,STABLE,HEAVY,MICE
188.797,-3.8866,1.5361,0.0000,HEAVY,STABLE,HEAVY,MICE
191.350,4.6707,-0.6412,0.0000,HEAVY,STABLE,HEAVY,MICE
193.898,-5.5044,-0.9028,0.0000,HEAVY,STABLE,HEAVY,MICE
196.446,-1.2291,0.4758,0.0000,HEAVY,STABLE,HEAVY,MICE
198.991,3.4563,-0.0718,0.0000,HEAVY,STABLE,HEAVY,MICE
201.538,-5.4425,-1.4519,0.0000,HEAVY,STABLE,HEAVY,MICE
204.082,7.7071,1.1905,0.0000,HEAVY,STABLE,HEAVY,MICE
206.626,3.0502,-1.5011,0.0000,HEAVY,STABLE,HEAVY,MICE
209.175,2.6692,0.4767,0.0000,HEAVY,STABLE,HEAVY,MICE
211.722,2.0207,-0.4396,0.0000,HEAVY,STABLE,HEAVY,MICE
214.270,-8.9244,-0.4761,0.0000,HEAVY,STABLE,HEAVY,MICE
216.813,-1.0472,-0.7982,0.0000,HEAVY,STABLE,HEAVY,MICE
219.364,-6.0006,1.1404,0.0000,HEAVY,STABLE,HEAVY,MICE
221.913,3.5667,-0.0833,0.0000,HEAVY,STABLE,HEAVY,MICE
224.460,7.8858,-0.0357,0.0000,HEAVY,STABLE,HEAVY,MICE
227.009,-2.4485,0.4286,0.0000,HEAVY,STABLE,HEAVY,MICE
