t_s,drop_rate_per_s,drops_exp,backlog_pkts,throughput_mbps,rtt_proxy_ms,active_flows,elephant_flows,mice_flows,elephant_ratio,regime,trajectory,predicted_regime,workload_profile,target_ms,interval_ms,limit_pkts,quantum_bytes,ebpf_pkts,ebpf_bytes
0.515,6746.6976,3427,246,9.9967,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
1.031,10273.5440,8735,239,10.0012,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
1.549,8261.4824,13011,221,10.0008,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
2.066,10817.8961,18602,225,9.9987,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
2.584,10897.5001,24256,245,9.9981,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
3.105,19412.8711,34361,0,9.9893,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
3.633,9950.4517,39610,228,10.0089,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
4.152,11453.2731,45565,233,10.0026,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
4.672,19532.5521,55721,256,10.0011,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
5.191,19656.3397,65919,234,10.0050,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,5.00,50.0,256,300,0,0
5.718,16325.3917,74516,209,9.9896,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
6.238,13230.5511,81394,254,9.9974,0.000,0,0,0,0.000,HEAVY,STABLE,HEAVY,MICE,4.50,50.0,256,300,0,0
