t_s,dr_gradient,bl_gradient,rtt_gradient,regime,trajectory,predicted,workload
2.535,9.8177,-3.1531,0.0000,HEAVY,STABLE,HEAVY,MICE
5.071,2.9790,-0.3584,0.0000,HEAVY,STABLE,HEAVY,MICE
7.610,5.0398,-0.4180,0.0000,HEAVY,STABLE,HEAVY,MICE
10.146,0.7149,0.0478,0.0000,HEAVY,STABLE,HEAVY,MICE
12.686,6.8430,0.2386,0.0000,HEAVY,STABLE,HEAVY,MICE
15.223,-1.7984,-0.7646,0.0000,HEAVY,STABLE,HEAVY,MICE
17.762,0.7843,0.4418,0.0000,HEAVY,STABLE,HEAVY,MICE
20.299,-0.3288,-0.3704,0.0000,HEAVY,STABLE,HEAVY,MICE
22.838,3.3629,1.3130,0.0000,HEAVY,STABLE,HEAVY,MICE
25.375,4.0893,-1.2068,0.0000,HEAVY,STABLE,HEAVY,MICE
27.914,-2.0152,-0.3102,0.0000,HEAVY,STABLE,HEAVY,MICE
30.451,-0.0349,0.0716,0.0000,HEAVY,STABLE,HEAVY,MICE
32.989,-1.6444,-0.2146,0.0000,HEAVY,STABLE,HEAVY,MICE
35.534,4.9069,-0.4167,0.0000,HEAVY,STABLE,HEAVY,MICE
38.073,-3.7028,-0.3453,0.0000,HEAVY,STABLE,HEAVY,MICE
40.608,5.0510,0.5498,0.0000,HEAVY,STABLE,HEAVY,MICE
43.148,1.1912,-0.4533,0.0000,HEAVY,STABLE,HEAVY,MICE
45.684,-2.5840,-0.8124,0.0000,HEAVY,STABLE,HEAVY,MICE
48.223,-2.8435,0.5614,0.0000,HEAVY,STABLE,HEAVY,MICE
50.759,2.4804,-0.0239,0.0000,HEAVY,STABLE,HEAVY,MICE
53.303,-0.7286,-0.1794,0.0000,HEAVY,STABLE,HEAVY,MICE
55.840,-2.8601,0.8720,0.0000,HEAVY,STABLE,HEAVY,MICE
58.380,4.2455,-0.6807,0.0000,HEAVY,STABLE,HEAVY,MICE
60.917,1.1951,-0.0716,0.0000,HEAVY,STABLE,HEAVY,MICE
63.457,2.2710,0.2866,0.0000,HEAVY,STABLE,HEAVY,MICE
65.993,0.0199,0.3465,0.0000,HEAVY,STABLE,HEAVY,MICE
68.532,-2.5357,-0.7879,0.0000,HEAVY,STABLE,HEAVY,MICE
71.070,0.2831,-0.0359,0.0000,HEAVY,STABLE,HEAVY,MICE
73.609,-2.5839,0.1315,0.0000,HEAVY,STABLE,HEAVY,MICE
76.145,-1.0412,-0.9440,0.0000,HEAVY,STABLE,HEAVY,MICE
78.685,-0.6681,0.8478,0.0000,HEAVY,STABLE,HEAVY,MICE
81.221,-5.0435,0.5853,0.0000,HEAVY,STABLE,HEAVY,MICE
83.758,1.8229,0.0120,0.0000,HEAVY,STABLE,HEAVY,MICE
86.302,3.0692,-0.9893,0.0000,HEAVY,STABLE,HEAVY,MICE
88.838,1.8031,0.1559,0.0000,HEAVY,STABLE,HEAVY,MICE
91.375,-2.2422,0.0718,0.0000,HEAVY,STABLE,HEAVY,MICE
93.911,1.2562,-0.5615,0.0000,HEAVY,STABLE,HEAVY,MICE
96.449,-0.7177,0.2030,0.0000,HEAVY,STABLE,HEAVY,MICE
98.985,0.9400,0.0119,0.0000,HEAVY,STABLE,HEAVY,MICE
101.521,3.1612,0.2270,0.0000,HEAVY,STABLE,HEAVY,MICE
104.057,0.0419,-0.1553,0.0000,HEAVY,STABLE,HEAVY,MICE
106.594,4.1219,-0.5018,0.0000,HEAVY,STABLE,HEAVY,MICE
109.130,4.9216,-0.2987,0.0000,HEAVY,STABLE,HEAVY,MICE
111.666,1.4142,0.0598,0.0000,HEAVY,STABLE,HEAVY,MICE
114.203,-2.1211,0.4541,0.0000,HEAVY,STABLE,HEAVY,MICE
116.738,-1.6132,0.3347,0.0000,HEAVY,STABLE,HEAVY,MICE
119.273,0.7266,0.4425,0.0000,HEAVY,STABLE,HEAVY,MICE
121.809,7.1424,-0.0597,0.0000,HEAVY,STABLE,HEAVY,MICE
124.345,-2.5992,-0.5259,0.0000,HEAVY,STABLE,HEAVY,MICE
126.880,1.9472,-0.0001,0.0000,HEAVY,STABLE,HEAVY,MICE
129.415,0.7866,-0.0121,0.0000,HEAVY,STABLE,HEAVY,MICE
131.952,1.6315,0.0001,0.0000,HEAVY,STABLE,HEAVY,MICE
134.487,-1.8213,-0.6452,0.0000,HEAVY,STABLE,HEAVY,MICE
137.024,-7.4700,0.3584,0.0000,HEAVY,STABLE,HEAVY,MICE
139.560,6.0804,-0.2509,0.0000,HEAVY,STABLE,HEAVY,MICE
142.097,-0.8515,-0.3703,0.0000,HEAVY,STABLE,HEAVY,MICE
144.633,5.4698,-0.7168,0.0000,HEAVY,STABLE,HEAVY,MICE
147.169,-0.6204,1.1110,0.0000,HEAVY,STABLE,HEAVY,MICE
149.705,1.6454,-0.2748,0.0000,HEAVY,STABLE,HEAVY,MICE
152.244,5.5517,0.0479,0.0000,HEAVY,STABLE,HEAVY,MICE
154.782,-0.7965,0.6568,0.0000,HEAVY,STABLE,HEAVY,MICE
157.319,0.8201,0.5493,0.0000,HEAVY,STABLE,HEAVY,MICE
159.855,1.0677,-1.0152,0.0000,HEAVY,STABLE,HEAVY,MICE
162.390,-2.7148,-0.5022,0.0000,HEAVY,STABLE,HEAVY,MICE
164.925,-0.2631,0.2390,0.0000,HEAVY,STABLE,HEAVY,MICE
167.461,0.9153,0.7289,0.0000,HEAVY,STABLE,HEAVY,MICE
170.004,-0.1033,-0.4900,0.0000,HEAVY,STABLE,HEAVY,MICE
172.541,-0.8659,-0.3224,0.0000,HEAVY,STABLE,HEAVY,MICE
175.077,0.0434,0.3704,0.0000,HEAVY,STABLE,HEAVY,MICE
177.612,5.0471,-0.2151,0.0000,HEAVY,STABLE,HEAVY,MICE
180.148,-0.7036,-0.4900,0.0000,HEAVY,STABLE,HEAVY,MICE
182.683,-4.5451,0.1912,0.0000,HEAVY,STABLE,HEAVY,MICE
185.220,0.2413,-0.0359,0.0000,HEAVY,STABLE,HEAVY,MICE
187.756,-2.2343,0.0835,0.0000,HEAVY,STABLE,HEAVY,MICE
